DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,0.25,2.655,33.225,39.085,-8.39999999999986e-05,7.08999999999999,99.575,4.1,0,0,0,0,0,0,8.7055,0.51,100.515,11.2324999999999,4.1,4.46249999999998,4.3725,5
1,0.75,2.7,37.2799999999998,38.4525,-0.00012,7.33499999999998,99.775,4.31749999999999,0,0,0,0,0,0,8.197,0.5,100.5115,14.35,4.0725,4.46249999999998,4.3725,5
1,1.25,2.875,37.44,46.61,-0.00012,7.325,99.79,4.50749999999998,0,0,0,0,0,0,7.83575,0.495499999999999,100.5075,15.5449999999999,4.01749999999999,4.48999999999999,4.4,5
1,1.75,2.8,37.1625,42.125,-0.00012,7.7,99.7175,4.18999999999999,0,0,0,0,0,0,8.291,0.49275,100.539,17.3674999999999,3.98999999999999,4.425,4.4,5
1,2.25,2.59,32.2375,37.6149999999999,-0.00012,7.9,99.8,4.075,0,0,0,0,0,0,8.0515,0.486,100.556,16.3875,3.9,4.31749999999999,4.4,4.9825
1,2.75,3.2,29.4550000000001,31.9675,-0.00012,8,99.875,3.975,0,0,0,0,0,0,7.702,0.483,100.589,13.9824999999999,3.725,4.255,4.375,4.9825
1,3.25,2.7375,32.4799999999999,31.9625,-0.00012,8.05,99.95,4.51999999999998,0,0,0,0,0,0,7.549,0.48275,100.608,16.12,3.5,4.255,4.375,4.9825
1,3.75,2.4875,30.72,33.2,-0.00012,8.175,99.975,4.35,0,0.0625,0,0,0,0,7.863,0.46,100.66075,15.9025,3.4,4.175,4.375,4.9825
1,4.25,2.56999999999999,28.52,33.135,-0.00012,8.2,99.9325,4.55,0,0,0,0,0,0,7.62625,0.4635,100.6665,19.08,3.255,4.1,4.375,4.9825
1,4.75,2.6975,31.92,30.155,-0.00012,8.125,99.8,6.45249999999998,0,0,0,0,0,0,7.38625,0.46,100.698,16.32,3.1775,4.075,4.3775,4.985
1,5.25,2.585,29.0650000000001,36.52,-0.00012,8,99.755,5.36499999999999,0,0,0,0,0,0,7.4525,0.45375,100.688,14.085,3.1,4.0775,4.3,5
1,5.75,2.0025,24.71,35.6575,-0.00012,8.01999999999998,99.71,6.79749999999998,0,0,0,0,0,0,7.491,0.464,100.682,16.2824999999999,3.16,4.06,4.38,5
1,6.25,2.4,26.43,34.275,-0.00012,7.955,99.655,6.48749999999999,0,0,0,0,0,0,7.605,0.48,100.6785,13.185,3.13249999999999,3.8775,4.3,5
1,6.75,2.56,29.16,30.39,0,8.15,99.7775,5.8,0.4,0.4,0,0,0,0,7.28625,0.45,100.6975,11.6525,3.1,3.7775,4.3,5
1,7.25,2.41,27.49,35.85,-0.00012,8.0775,99.875,6.12,18.77,11.27,22.165,19.045,10.5775,86.45475,7.525,0.454,100.7015,10.575,3.1,3.68,4.2775,5
1,7.75,2.29,34.25,33.4125,-0.00012,7.9,99.975,34.75,104.56,63.5725,120.02,98.68,78.1049999999999,93.9225,7.863,0.47,100.68875,13.88,3.10999999999999,3.5775,4.2,5
1,8.25,2.3275,45.55,32.04,-0.00012,7.875,100,69.325,205.87,129.015,282.715,248.8125,199.865,94.4975,7.8615,0.474,100.73,25.95,3.125,3.575,4.2,5
1,8.75,3.33749999999999,69.96,43.5,-0.00173800000000001,7.95,99.9325,114.675,296.915,198.895,454.065,414.165,344.89,94.88525,8.2885,0.514,100.7315,31.7000000000001,3.155,3.5,4.1775,5
1,9.25,2.9,96.3,56.985,-0.000674000000000002,7.85,99.9,157.8525,384.725,260.355,623.5,568.4425,462.81,94.808,8.42025,0.534,100.72,44.11,3.23249999999999,3.5,4.175,5
1,9.75,3.25499999999999,123.1,58.425,-0.00012,7.925,99.95,206.575,461.3,312.78,755.545,689.9525,580.255,95.0155,8.532,0.52,100.73975,57.875,3.475,3.5,4.1,5
1,10.25,2.5,135.3175,75.275,-0.000726000000000014,7.85,99.8,241.0225,539.75,359.2775,881.8,798.3175,693.0775,95.036,8.5975,0.524,100.749,80,3.525,3.4775,4.1,5.0825
1,10.75,2.1,135.35,78.855,-0.00319375,7.83249999999999,99.7,284,575.0925,394.765,973.1875,879.92,777.7275,94.89625,8.522,0.51,100.71775,90.125,3.7,3.55,4.1,5.08
1,11.25,2.3575,147.735,93.2949999999999,-0.00012,8.475,99.4325,311.4475,618.15,420.4,1049.155,963.834999999999,845.9875,94.87875,8.9175,0.54325,100.7385,82.7599999999999,4.025,3.63249999999999,4.1,5.1
1,11.75,2.75,160.86,100.2125,-0.00012,9.125,99.625,315.9425,626.6525,428.3,1076.625,969.6275,891.325,94.835,9.45875,0.57325,100.71,86.675,4.04499999999999,3.575,4,5.1
1,12.25,2.95,166.79,111.1525,-0.00012,9.66249999999998,99.7625,309.5425,627.95,427.225,1071.585,980.95,863.11,94.8215,9.17575,0.583,100.7055,77.45,4.34499999999999,3.575,4,5.1
1,12.75,2.585,160.4775,110.5475,-0.00323525,9.8725,99.7175,307.9175,614.125,413.71,1057.77,968.675,838.585,94.8735,9.14725,0.606,100.686,73.3249999999997,4.6725,3.8,4,5.1
1,13.25,2.8725,152.825,103.1925,-0.00180175000000007,10.39,99.7075,285.4275,586.375,394.375,1000.91,918.475,784.655,94.802,9.1095,0.61,100.6155,74.375,4.875,4.04499999999999,3.9725,5.1
1,13.75,3.1425,136.675,107.3875,-0.0043255,10.65,99.95,254.7,547.925,354.975,910.78,826.2,718.3,94.6885,9.3805,0.582,100.5975,71.45,4.8725,4.24499999999999,3.975,5.1
1,14.25,2.8,124.5375,89.67,-0.004388,11.15,99,213.1,488.675,308.8,797.37,713.45,615.735,94.7035,9.30049999999999,0.6,100.6,74.33,4.975,4.375,3.9,5.16
