DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,SC_1_1_1,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,7.75,0.2935,-15.346,3.202,0.33,0.243,0.016,-6.07,-1.86,0.113,-0.197,-3.7045,-0.3975,-0.1635,81.761,97.2,399.777,395.64,0.25,-16.875,0,0,0,0,230.343,241.582,1.502,0
1,8.25,0.294,-15.4675,3.06,0.282,0.247,0.0335,-6.228,0.856,0.103,0.044,-3.7145,-0.398,-0.162,81.9,97.2,399.925,395.78,0.25,-14.7615,9.7025,4.533,1.352,0.9835,228.028,242.6995,1.529,9.1305
1,8.75,0.326,-15.54,3.011,0.3255,0.287,0.039,-5.449,5.191,0.21,0.67,-3.7225,-0.4025,-0.162,81.946,97.2415,400.041,395.968,0.25,-0.064,46.329,23.681,6.251,4.2,224.92,243.5095,1.559,41.9695
1,9.25,0.363,-15.5745,2.851,0.399,0.396,-0.005,-1.664,10.384,0.612,1.648,-3.6715,-0.406,-0.165,81.6,97.26,399.939,395.968,0.25,19.77,99.8195,51.645,14.215,9.735,224.644,246.0005,1.577,87.0235
1,9.75,0.402,-15.6195,2.8105,0.449,0.5025,-0.121,7.4075,14.197,2.549,2.119,-3.592,-0.406,-0.163,81.3,97.245,399.953,395.89,0.25,48.7325,167.979,87.794,24.5225,16.839,225.7455,246.759,1.553,126.8055
1,10.25,0.459,-15.3425,2.925,0.396,0.585,-0.173,23.84,16.619,4.553,2.563,-3.49,-0.41,-0.163,81.275,97.231,399.847,395.946,0.27,79.0495,238.501,124.2545,33.304,22.9435,223.691,248.336,1.56,161.761
1,10.75,0.471,-14.808,2.9205,0.4,0.51,-0.184,40.421,15.818,6.737,2.504,-3.332,-0.4135,-0.166,80.973,97.233,399.5995,395.7055,0.29,105.7485,307.9575,160.2175,40.8205,29.284,226.313,249.3945,1.61,195.093
1,11.25,0.496,-14.47,3.0065,0.3575,0.513,-0.183,54.843,16.521,8.8455,2.4925,-3.1625,-0.417,-0.1665,80.0595,97.233,399.502,395.291,0.32,124.068,363.702,186.592,46.931,32.457,228.113,251.63,1.662,212.014
1,11.75,0.5255,-14.2645,3.122,0.362,0.444,-0.112,67.183,15.855,10.84,2.2835,-3.023,-0.419,-0.1655,79.592,97.2075,399.408,395.163,0.34,137.623,396.917,198.0245,50.6875,35.0475,230.242,252.669,1.6835,228.77
1,12.25,0.503,-13.718,3.0615,0.3545,0.4485,-0.132,66.856,16.06,10.757,2.1145,-2.945,-0.4185,-0.164,78.816,97.183,399.141,394.926,0.37,152.2755,410.9965,216.098,53.7985,35.728,227.7875,254.2765,1.758,241.5445
1,12.75,0.508,-13.472,3.1325,0.322,0.445,-0.135,78.114,14.364,12.488,2.022,-2.928,-0.4155,-0.161,77.9445,97.1485,399.15,394.871,0.405,153.464,440.464,226.942,54.4635,37.182,227.9195,256.6845,1.793,240.973
1,13.25,0.527,-12.992,3.143,0.334,0.364,-0.053,76.8585,10.284,14.7375,1.785,-2.95,-0.41,-0.155,76.855,97.114,398.927,394.7935,0.44,132.644,379.8875,190.3335,50.6165,33.2415,227.822,257.4435,1.798,241.1175
1,13.75,0.526,-12.6795,3.2625,0.3545,0.415,-0.0435,61.183,7.097,13.571,1.313,-3.014,-0.407,-0.153,76.728,97.083,399.075,394.732,0.46,119.569,356.295,181.687,45.554,30.3595,229.0915,259.0425,1.847,225.8735
1,14.25,0.533,-12.273,3.237,0.4395,0.426,-0.039,56.549,5.813,13.119,1.178,-3.0685,-0.405,-0.152,76.252,97.089,399.149,394.5475,0.48,100.418,310.461,158.163,39.7595,26.827,227.291,259.4285,1.891,206.267
1,14.75,0.522,-12.1235,3.228,0.34,0.345,-0.0625,47.7305,3.81,12.21,0.788,-3.133,-0.398,-0.148,76.463,97.061,398.8255,394.507,0.495,78.1485,264.3305,132.9725,32.6535,22.1505,225.8015,259.724,1.922,184.5595
1,15.25,0.5005,-11.94,3.3365,0.409,0.379,0.0015,30.183,0.455,10.382,0.401,-3.203,-0.395,-0.147,76.361,97.0755,398.476,394.489,0.49,50.0105,197.106,97.9035,24.17,16.6385,223.896,259.693,1.943,148.0235
1,15.75,0.484,-11.869,3.3295,0.33,0.321,0.019,16.7855,-3.038,7.471,0.055,-3.267,-0.3825,-0.1375,75.816,97.075,398.8725,394.396,0.48,23.331,133.1885,67.497,16.0715,10.797,225.357,260.152,1.952,108.3035
1,16.25,0.4655,-11.937,3.278,0.33,0.2675,-0.021,3.576,-5.944,4.77,-0.365,-3.344,-0.381,-0.1305,76.3,97.123,398.51,394.4055,0.48,1.055,68.724,35.3865,8.601,5.348,227.7025,258.4035,1.953,60.0305
1,16.75,0.425,-12.166,3.1155,0.354,0.2155,0.073,-2.71,-9.686,2.1235,-0.788,-3.4595,-0.379,-0.129,77.595,97.128,398.498,394.449,0.445,-19.866,22.5095,10.4565,2.62,1.671,227.4285,257.48,1.956,20.181
1,17.25,0.3305,-12.28,3.0885,0.341,0.181,0.141,-5.865,-10.562,0.829,-1.148,-3.576,-0.376,-0.129,77.433,97.154,398.61,394.428,0.42,-27.8605,0,0,0,0,223.59,255.5765,1.949,0
1,17.75,0.3085,-12.327,3.174,0.363,0.253,0.0725,-6.676,-8.595,0.4835,-1.164,-3.689,-0.377,-0.132,78.91,97.1375,398.613,394.445,0.4,-29.7055,0,0,0,0,225.5995,254.449,1.953,0
1,18.25,0.314,-12.564,3.229,0.3195,0.178,0.1045,-6.57,-6.648,0.3815,-0.849,-3.7405,-0.3775,-0.1335,79.858,97.177,398.511,394.436,0.38,-24.0975,0,0,0,0,228.041,253.463,1.955,0
1,18.75,0.34,-12.67,3.2595,0.35,0.22,0.063,-7.037,-6.002,0.471,-0.876,-3.7945,-0.3775,-0.1365,79.757,97.178,398.402,394.102,0.36,-24.206,0,0,0,0,228.3735,253.2065,1.972,0
1,19.25,0.324,-12.6985,3.3295,0.298,0.24,0.0555,-7.8325,-5.8655,0.1825,-0.683,-3.774,-0.38,-0.145,79.848,97.186,398.706,394.293,0.35,-24.078,0,0,0,0,231.4155,252.514,1.91,0
1,19.75,0.3455,-12.805,3.4065,0.397,0.229,0.1075,-7.556,-5.6685,0.447,-0.622,-3.757,-0.379,-0.145,80.736,97.1525,398.715,394.462,0.34,-27.7445,0,0,0,0,229.768,251.456,1.866,0
1,20.25,0.356,-13.128,3.421,0.358,0.253,0.046,-8.316,-4.7615,0.321,-0.62,-3.739,-0.379,-0.145,80.955,97.1575,398.762,394.5635,0.33,-24.306,0,0,0,0,230.4725,251.2355,1.829,0
1,20.75,0.352,-13.199,3.355,0.4555,0.249,0.086,-7.106,-4.569,0.215,-0.664,-3.72,-0.385,-0.1495,81.895,97.158,398.6655,394.6325,0.33,-22.3545,0,0,0,0,231.992,250.7045,1.822,0
1,21.25,0.345,-13.2185,3.3735,0.41,0.276,0.044,-7.865,-4.5755,0.389,-0.695,-3.7015,-0.387,-0.1505,81.909,97.1505,398.729,394.668,0.32,-25.153,0,0,0,0,228.5935,250.266,1.852,0
1,21.75,0.37,-13.4435,3.43,0.3235,0.2715,0.034,-6.783,-4.643,0.28,-0.707,-3.685,-0.386,-0.1495,81.8805,97.157,398.841,394.7025,0.315,-25.7545,0,0,0,0,229.005,250.0815,1.8365,0
1,22.25,0.3795,-13.525,3.4355,0.388,0.27,0.044,-6.86,-4.5565,0.212,-0.64,-3.6695,-0.385,-0.152,81.7625,97.1315,398.906,394.814,0.31,-24.9515,0,0,0,0,228.505,249.506,1.7895,0
1,22.75,0.356,-13.6025,3.3845,0.382,0.257,0.0755,-7.235,-4.9515,0.267,-0.638,-3.626,-0.39,-0.154,82.0155,97.1335,398.962,394.836,0.3,-23.174,0,0,0,0,231.2165,249.0455,1.7855,0
1,23.25,0.365,-13.836,3.362,0.348,0.28,0.057,-7.35,-4.3895,0.2345,-0.7015,-3.66,-0.388,-0.156,81.6365,97.1475,399.019,394.7585,0.295,-22.486,0,0,0,0,225.7095,249.089,1.792,0
1,23.75,0.362,-14.0055,3.333,0.3705,0.28,0.035,-6.828,-4.7675,0.238,-0.6305,-3.682,-0.384,-0.151,82.306,97.141,399.144,394.948,0.29,-21.6745,0,0,0,0,228.1815,248.3715,1.7945,0
2,0.25,0.31,-13.3665,3.2715,0.291,0.218,-0.003,-7.465,-6.3115,0.0825,-0.765,-3.042,-0.365,-0.245,78.329,97.2855,394.934,395.11,0.41,-33.7295,0,0,0,0,221.07,249.9125,1.575,0
2,0.75,0.31,-13.6105,3.2245,0.3465,0.19,0.085,-6.7305,-6.1445,0.168,-0.775,-3.022,-0.376,-0.248,78.417,97.2785,395.029,395.0515,0.39,-34.6215,0,0,0,0,215.169,249.65,1.566,0
2,1.25,0.2925,-13.6525,3.2295,0.33,0.181,0.064,-5.829,-6.138,0.147,-0.7875,-2.9975,-0.3725,-0.248,78.881,97.2755,394.995,395.128,0.36,-33.8085,0,0,0,0,218.039,247.082,1.546,0
2,1.75,0.273,-13.856,3.204,0.323,0.1825,0.0515,-6.517,-5.2805,0.07,-0.762,-2.995,-0.368,-0.249,79.03,97.279,395.18,395.1465,0.37,-34.6345,0,0,0,0,214.998,246.4205,1.526,0
2,2.25,0.269,-14.207,3.1665,0.313,0.2055,0.0515,-6.111,-5.328,0.091,-0.8215,-2.989,-0.371,-0.251,79.536,97.281,395.195,395.165,0.36,-35.5725,0,0,0,0,211.0105,246.208,1.513,0
2,2.75,0.27,-14.34,3.227,0.317,0.205,0.059,-6.088,-5.438,0.034,-0.7805,-2.987,-0.374,-0.255,79.821,97.2755,395.1,395.327,0.345,-34.9495,0,0,0,0,209.684,245.7135,1.454,0
2,3.25,0.272,-14.5775,3.2005,0.359,0.202,0.102,-5.276,-6.296,0.071,-0.7775,-2.9625,-0.372,-0.262,80.272,97.2745,395.201,395.331,0.34,-37.458,0,0,0,0,206.8065,245.6,1.448,0
2,3.75,0.261,-14.875,3.196,0.36,0.187,0.081,-5.715,-6.407,0.039,-0.8245,-2.9945,-0.3805,-0.264,80.3235,97.259,395.276,395.337,0.33,-38.505,0,0,0,0,204.074,243.6745,1.456,0
2,4.25,0.244,-15.0685,3.103,0.31,0.155,0.0465,-5.1195,-5.294,0.02,-0.748,-3.008,-0.384,-0.265,80.9585,97.2635,395.137,395.218,0.32,-36.495,0,0,0,0,208.6725,242.868,1.435,0
2,4.75,0.255,-15.235,3.167,0.358,0.18,0.073,-5.4855,-5.3675,0.025,-0.7035,-2.983,-0.383,-0.264,80.986,97.259,395.118,395.3605,0.31,-32.065,0,0,0,0,211.2705,242.1765,1.4075,0
2,5.25,0.259,-15.539,3.216,0.3645,0.179,0.059,-4.819,-4.623,0.0475,-0.7425,-2.966,-0.3815,-0.2635,80.604,97.2875,395.143,395.348,0.3,-30.7385,0,0,0,0,209.8575,241.9205,1.38,0
2,5.75,0.2565,-15.682,3.2255,0.38,0.199,0.122,-4.905,-4.59,0.042,-0.7165,-2.973,-0.386,-0.266,80.667,97.295,395.271,395.3695,0.3,-29.223,0,0,0,0,211.6025,241.2915,1.38,0
2,6.25,0.258,-15.997,3.191,0.304,0.194,0.028,-4.221,-5.379,0.052,-0.754,-2.97,-0.386,-0.265,81.073,97.287,395.2815,395.406,0.29,-32.8375,0,0,0,0,209.6415,240.4935,1.349,0
2,6.75,0.271,-16.1335,3.1935,0.311,0.2135,0.026,-5.338,-4.827,0.032,-0.6605,-2.95,-0.3925,-0.267,81.2715,97.2835,395.248,395.443,0.285,-26.608,0,0,0,0,211.988,239.6305,1.322,0
2,7.25,0.2595,-16.14,3.155,0.302,0.186,0.005,-5.2765,-2.84,0.046,-0.414,-2.966,-0.3895,-0.2695,81.213,97.278,395.262,395.298,0.28,-25.922,0,0,0,0,214.69,239.1615,1.335,0
2,7.75,0.272,-16.182,3.161,0.3125,0.2155,0.055,-6.154,1.473,0.132,0.065,-2.9635,-0.394,-0.278,81.338,97.272,395.351,395.5775,0.27,-15.0395,15.143,7.5885,1.5425,1.4975,214.4185,239.001,1.317,14.0745
2,8.25,0.307,-16.154,3.025,0.305,0.289,0.003,-3.164,7.7565,0.132,1.029,-2.9615,-0.3955,-0.2835,81.179,97.301,395.402,395.48,0.28,6.1395,65.318,36.536,7.2055,6.679,218.1245,240.4315,1.335,56.6995
2,8.75,0.36,-15.8845,2.9555,0.412,0.446,-0.0335,0.614,13.8635,0.7765,2.236,-2.934,-0.396,-0.286,80.916,97.304,395.4145,395.626,0.29,34.8225,151.224,79.0195,15.8125,12.8305,217.81,242.291,1.366,113.6545
2,9.25,0.413,-15.624,2.876,0.428,0.588,-0.196,15.1575,19.9725,2.8775,2.987,-2.788,-0.405,-0.291,80.383,97.312,395.495,395.687,0.29,74.6545,243.2775,124.4785,24.4605,20.33,213.611,246.049,1.384,165.63
2,9.75,0.487,-15.003,3.0015,0.358,0.54,-0.228,42.103,23.118,5.795,3.0905,-2.5625,-0.406,-0.298,79.281,97.307,395.4455,395.239,0.34,115.951,351.933,186.875,33.56,28.161,211.468,249.1845,1.449,219.397
2,10.25,0.519,-14.0795,3.1285,0.313,0.555,-0.228,70.8875,24.3545,9.4505,2.6785,-2.387,-0.41,-0.305,77.908,97.31,395.291,395.3205,0.39,164.442,473.67,245.625,42.526,34.202,215.1935,253.312,1.5345,267.6285
2,10.75,0.5415,-13.232,3.219,0.334,0.52,-0.1345,95.789,21.6075,12.532,2.074,-2.2155,-0.407,-0.299,75.913,97.3,395.079,395.3665,0.46,204.0645,578.0705,302.819,50.581,40.153,212.8325,258.6365,1.577,316.3775
2,11.25,0.5705,-12.327,3.3165,0.356,0.468,-0.134,115.275,20.1225,14.743,1.92,-2.093,-0.406,-0.288,73.811,97.296,394.884,395.256,0.52,243.834,658.8065,337.4135,56.3995,44.769,218.95,262.3405,1.58,345.123
2,11.75,0.605,-11.309,3.359,0.399,0.509,-0.112,147.684,19.286,17.0465,1.7385,-1.993,-0.399,-0.2705,72.1845,97.299,394.806,395.168,0.61,261.8395,697.5275,356.1755,62.388,49.3525,218.7845,265.428,1.6365,361.094
2,12.25,0.599,-10.732,3.55,0.4395,0.4935,-0.09,147.25,18.549,19.388,1.691,-1.948,-0.395,-0.2745,69.8855,97.3,394.8505,395.0315,0.7,278.355,747.1615,381.6705,63.111,50.355,224.1655,268.9255,1.651,351.163
2,12.75,0.61,-10.26,3.612,0.382,0.4405,-0.092,163.5255,15.6535,19.7935,1.569,-1.912,-0.382,-0.265,68.141,97.277,394.7385,394.767,0.77,281.9265,740.0735,387.2045,61.534,49.8675,228.3985,270.5295,1.697,355.2195
2,13.25,0.6395,-10.022,3.6495,0.3955,0.4755,-0.055,151.606,12.8305,20.885,1.5135,-2.009,-0.367,-0.261,66.7835,97.27,394.702,394.8985,0.815,264.1315,697.4045,353.432,57.578,46.248,226.9275,271.8935,1.75,351.908
2,13.75,0.615,-9.7835,3.7625,0.417,0.48,-0.0655,142.193,9.8465,20.201,1.204,-2.1035,-0.359,-0.255,65.685,97.263,394.607,394.698,0.87,234.586,650.271,319.778,54.318,43.126,227.3365,273.082,1.787,335.9315
2,14.25,0.626,-9.231,3.778,0.448,0.453,-0.021,121.727,7.0375,20.5555,0.861,-2.172,-0.353,-0.25,64.8175,97.26,394.593,394.622,0.9,210.6495,588.3715,292.6595,48.95,38.303,226.4505,274.209,1.7845,327.856
2,14.75,0.6095,-9.164,3.8385,0.3555,0.427,-0.029,109.883,5.078,18.3285,0.7185,-2.218,-0.3485,-0.248,63.811,97.226,394.4855,394.86,0.93,180.3495,510.1695,262.6165,43.385,34.7315,227.316,274.0585,1.7885,294.1775
2,15.25,0.61,-8.8335,3.823,0.431,0.435,0.0115,86.115,2.4445,16.5555,0.5005,-2.294,-0.34,-0.2405,63.7735,97.2085,394.491,394.769,0.95,139.8895,427.2075,217.667,35.565,28.6925,229.142,274.2785,1.795,245.741
2,15.75,0.589,-8.776,3.73,0.418,0.383,-0.0055,66.236,-0.2435,14.772,0.45,-2.4225,-0.336,-0.234,64.121,97.25,394.509,394.743,0.975,98.5105,337.8975,171.721,27.122,22.5215,228.6875,273.7425,1.812,197.501
2,16.25,0.561,-8.714,3.7195,0.402,0.357,0.044,34.512,-3.0355,11.015,0.241,-2.569,-0.333,-0.2315,63.941,97.248,394.452,394.835,0.97,50.09,220.0915,110.623,18.9335,15.314,224.7205,272.7935,1.811,141.005
2,16.75,0.5075,-8.8705,3.6015,0.3965,0.343,0.066,14.458,-6.302,7.1815,0.0325,-2.698,-0.3315,-0.2275,64.842,97.237,394.51,394.8495,0.94,13.351,135.1205,68.6975,11.7205,9.609,225.489,271.2815,1.839,100.3
2,17.25,0.471,-9.051,3.514,0.3645,0.266,0.052,0.608,-10.9685,4.719,-0.291,-2.835,-0.326,-0.2205,66.351,97.2765,394.5285,394.9445,0.91,-12.3265,54.3745,29.9495,5.1325,4.4545,226.3805,269.5635,1.837,48.9665
2,17.75,0.411,-9.341,3.3055,0.3785,0.209,0.105,-4.87,-14.27,2.1305,-0.7865,-2.961,-0.3315,-0.2195,67.339,97.3115,394.5665,395.03,0.855,-33.71,10.3945,4.3325,0.9085,0.506,226.796,267.9915,1.848,9.1555
2,18.25,0.348,-9.715,3.2825,0.361,0.191,0.127,-6.86,-13.5435,1.222,-1.064,-3.061,-0.336,-0.228,69.0705,97.3175,394.586,394.779,0.81,-43.0205,0,0,0,0,224.2985,266.52,1.819,0
2,18.75,0.342,-10.1025,3.2275,0.342,0.194,0.0725,-7.365,-12.05,0.678,-1.145,-3.114,-0.335,-0.226,71.2,97.3245,394.59,394.287,0.77,-42.638,0,0,0,0,224.561,264.6485,1.8205,0
2,19.25,0.313,-10.31,3.376,0.299,0.162,0.1125,-9.7125,-10.333,0.512,-1.067,-3.162,-0.336,-0.228,72.251,97.3305,394.404,394.363,0.73,-44.661,0,0,0,0,221.68,263.0925,1.769,0
2,19.75,0.332,-10.703,3.382,0.332,0.177,0.119,-9.523,-9.7195,0.459,-0.8815,-3.194,-0.337,-0.235,72.995,97.335,394.537,394.986,0.7,-44.863,0,0,0,0,220.8275,260.8015,1.753,0
2,20.25,0.32,-10.9655,3.4095,0.322,0.2145,0.0615,-8.674,-9.5175,0.3985,-0.7935,-3.235,-0.338,-0.242,73.586,97.3425,394.576,394.932,0.62,-41.7865,0,0,0,0,221.109,259.2145,1.7455,0
2,20.75,0.334,-11.405,3.4155,0.332,0.201,0.088,-7.656,-9.214,0.34,-0.868,-3.225,-0.3405,-0.244,74.6315,97.344,394.526,394.91,0.585,-37.5905,0,0,0,0,220.338,257.8075,1.7275,0
2,21.25,0.326,-11.568,3.5465,0.349,0.211,0.0665,-8.89,-8.69,0.276,-0.739,-3.194,-0.345,-0.241,75.3135,97.343,394.64,395.044,0.53,-44.9855,0,0,0,0,216.311,256.492,1.7025,0
2,21.75,0.3475,-11.691,3.549,0.331,0.2155,0.0565,-9.2005,-8.4835,0.1375,-0.834,-3.177,-0.351,-0.243,76.4365,97.324,394.747,394.89,0.515,-43.359,0,0,0,0,217.475,255.5875,1.731,0
2,22.25,0.3255,-11.9055,3.4415,0.35,0.1915,0.0875,-8.709,-7.407,0.268,-0.934,-3.141,-0.355,-0.243,77.1715,97.32,394.83,395.079,0.505,-42.903,0,0,0,0,214.2595,254.7475,1.716,0
2,22.75,0.302,-12.319,3.3955,0.352,0.214,0.0555,-8.535,-6.9435,0.14,-0.7835,-3.101,-0.355,-0.244,76.848,97.3245,394.962,395.17,0.485,-41.7785,0,0,0,0,214.794,253.745,1.692,0
2,23.25,0.319,-12.673,3.3865,0.354,0.229,0.07,-8.7335,-6.6475,0.115,-0.7455,-3.087,-0.351,-0.243,77.521,97.319,394.953,395.134,0.45,-36.373,0,0,0,0,215.8045,252.5965,1.659,0
2,23.75,0.311,-12.83,3.3065,0.328,0.2165,0.043,-6.9985,-5.63,0.1845,-0.7565,-3.056,-0.3625,-0.249,77.7555,97.302,394.961,395.335,0.43,-39.4615,0,0,0,0,215.451,251.661,1.617,0
3,0.25,0.299,-5.868,3.422,0.466,0.288,0.1115,-8.4815,-9.1285,0.429,-0.694,-2.497,-0.112,-0.044,71.71,97.5235,396.5525,395.817,0.89,-54.441,0,0,0,0,232.947,277.103,2.5555,0
3,0.75,0.31,-6.1775,3.459,0.44,0.2565,0.0325,-8.6675,-8.427,0.115,-0.7315,-2.4665,-0.115,-0.046,72.644,97.536,396.6645,395.983,0.865,-53.465,0,0,0,0,233.526,276.454,2.57,0
3,1.25,0.294,-6.4575,3.445,0.507,0.279,0.096,-7.3955,-8.58,0.2635,-0.7595,-2.4295,-0.118,-0.049,73.295,97.5385,396.511,396.106,0.83,-52.178,0,0,0,0,232.95,275.946,2.5415,0
3,1.75,0.29,-6.881,3.412,0.475,0.2915,0.059,-6.235,-7.3195,0.297,-0.7415,-2.42,-0.12,-0.0525,73.471,97.542,396.643,384.7295,0.85,-56.22,0,0,0,0,231.502,274.091,2.5305,0
3,2.25,0.282,-7.126,3.4005,0.428,0.2895,0.059,-6.993,-6.884,0.244,-0.7885,-2.427,-0.12,-0.0555,73.866,97.5355,396.9,396.482,0.79,-54.724,0,0,0,0,230.972,273.803,2.59,0
3,2.75,0.265,-7.1755,3.341,0.4665,0.215,0.089,-6.275,-7.632,0.21,-0.8575,-2.4185,-0.1215,-0.058,75.14,97.535,396.625,396.494,0.765,-55.374,0,0,0,0,232.608,273.076,2.636,0
3,3.25,0.2765,-7.324,3.2895,0.44,0.271,0.11,-6.6875,-7.4385,0.255,-0.699,-2.38,-0.1225,-0.061,75.86,97.538,396.702,396.643,0.705,-51.655,0,0,0,0,230.902,271.868,2.5855,0
3,3.75,0.276,-7.3595,3.2725,0.4915,0.27,0.12,-6.57,-5.87,0.189,-0.572,-2.375,-0.123,-0.065,76.9145,97.54,396.741,396.5125,0.71,-47.422,0,0,0,0,228.875,271.427,2.564,0
3,4.25,0.2645,-7.35,3.317,0.42,0.225,0.076,-6.025,-5.4415,0.153,-0.603,-2.395,-0.123,-0.067,77.2515,97.5425,397.0695,396.742,0.68,-45.838,0,0,0,0,229.519,271.424,2.557,0
3,4.75,0.26,-7.4965,3.278,0.453,0.247,0.079,-6.0665,-5.7955,0.1415,-0.57,-2.3845,-0.124,-0.066,77.865,97.553,397.203,396.563,0.65,-47.12,0,0,0,0,232.361,270.179,2.509,0
3,5.25,0.2495,-7.624,3.235,0.417,0.236,0.104,-5.2235,-5.5595,0.098,-0.491,-2.375,-0.13,-0.067,78.265,97.5665,397.27,396.84,0.62,-43.712,0,0,0,0,231.55,269.846,2.478,0
3,5.75,0.256,-7.724,3.244,0.432,0.208,0.0855,-5.302,-4.859,0.0565,-0.5535,-2.397,-0.134,-0.0685,79.065,97.593,397.433,396.697,0.62,-40.119,0,0,0,0,231.7325,269.85,2.476,0
3,6.25,0.254,-7.8875,3.162,0.499,0.248,0.119,-5.113,-3.1995,0.105,-0.415,-2.417,-0.1325,-0.072,78.885,97.599,397.5035,396.7185,0.59,-41.5595,0,0,0,0,233.256,270.644,2.476,0
3,6.75,0.2795,-7.854,3.209,0.438,0.289,0.075,-5.79,0.7715,0.115,0.17,-2.456,-0.135,-0.075,78.8105,97.614,397.6055,396.9715,0.59,-27.8255,12.2775,6.343,1.0085,0.627,232.4885,271.5055,2.489,11.82
3,7.25,0.287,-7.704,3.2,0.3835,0.319,-0.0175,-3.8905,6.0875,0.286,1.024,-2.449,-0.139,-0.079,79.2235,97.638,397.595,396.775,0.585,0.3755,58.531,31.2635,4.619,5.798,231.5985,273.364,2.467,55.6625
