DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_2_1_1,TA_1_1_2,TS_1_5_1
1,0.25,367.247763125,-0.0213351935,-12.22,-12.76,-24.2217799525,2.314805098,-0.3225130735,223.45,271.8,-65.47,98.4316139775,-0.0045,-0.03675,78.22,-0.032290832,-0.599237506,-0.32439559625,-1.6815,0.168,-0.208880335,-9.03,-1.183,-0.468,0.166,1.483,2.87525,-1.21275,-0.8,0.249,1.3535,5.21225,-8.175,-8.992338636,0.1782112545,0.495107669033197,0.344175204,0.391994253821355,1.9822865675,0.215964348033933,-8.815,-6.053983,3.384
1,0.75,365.9300169,-0.05814646275,-12.295,-13.42,-23.07475521,2.41612000825,-0.39074151225,225.35,270.85,-65.63,98.42440407,-0.006,-0.032,77.855,-0.035230105,-0.58480525475,-0.226027684,-1.7205,0.1865,-0.198917393,-9.32,-1.20425,-0.5,0.133,1.483,2.83775,-1.259,-0.8,0.217,1.3425,5.225,-8.2775,-9.084249287,0.171533785,0.495936718745446,0.332517859,0.373602914870856,1.854999475,0.200736775405006,-9.48,-6.478719,3.383
1,1.25,365.677917325,0.1295437315,-9.925,-7.289,-24.37263078,2.44362610975,-0.727830902,220.45,270.1,-64.98,98.42695691,-0.006,-0.02725,78.43,-0.026873775,-0.6880385475,-0.27456337075,-1.714,0.154,-0.191357877,-9.7,-1.2,-0.5,0.149,1.468,2.825,-1.249,-0.8,0.25,1.36225,5.2375,-8.74,-9.3292190015,0.1716265645,0.46578042074746,0.343199557,0.354515459891315,1.9499356995,0.197724946317121,-9.7425,-7.140513,3.383
1,1.75,364.536542125,0.146774468,-9.9325,-7.16,-22.13673669,2.3244801315,-1.25124319975,219.7,270.65,-62.815,98.4375484575,-0.006,-0.031,78.4475,-0.024025634,-0.562436422,-0.212667592,-1.6465,0.1355,-0.19963990525,-9.375,-1.2,-0.568,0.149,1.485,2.84975,-1.22125,-0.8,0.2245,1.3495,5.25425,-8.93,-9.32981557475,0.1615401255,0.451087899884904,0.35754962125,0.356479365199144,1.872277587,0.19269289902154,-9.345,-7.029831,3.4
1,2.25,366.09130085,-0.01454992575,-9.965,-7.38988,-20.95475346,2.241412351,-0.92771736,219.7,271.4,-62.24,98.473880185,-0.00375,-0.026,78.0325,-0.0350539205,-0.6949787365,-0.242778615,-1.622,0.1475,-0.1916002305,-9.585,-1.20425,-0.6,0.134,1.5,2.825,-1.2675,-0.8,0.2165,1.329,5.263,-9.0075,-9.3582771695,0.161955878,0.445842122671511,0.351044319,0.339889224796696,1.845101388,0.190787476161822,-9.445,-7.149136,3.4
1,2.75,364.500113775,0.0104975275,-9.9975,-7.38988,-22.32536948,2.378906653,-0.48455558125,218.05,270.625,-61.605,98.495294145,-0.002,-0.032,77.51,-0.02695244475,-0.45820063025,-0.21097963025,-1.6035,0.142,-0.17599896,-9.65,-1.2175,-0.6,0.149,1.5,2.81225,-1.31225,-0.8,0.217,1.35025,5.2865,-8.905,-9.3285101105,0.175937875,0.503693139044718,0.328985075,0.370342914399526,1.864622392,0.201810152836301,-9.5225,-7.11598,3.383
1,3.25,364.702847575,0.008987791,-9.9775,-7.4208,-23.48817935,2.270509216,-1.2476191385,221.9,269.55,-60.27,98.500470445,-0.0055,-0.033,77.47,-0.04939805375,-0.5853493785,-0.26475034,-1.653,0.1435,-0.1923547185,-10.08,-1.238,-0.6,0.151,1.483,2.82575,-1.35025,-0.8,0.2165,1.31275,5.2585,-8.715,-9.435995965,0.1784688455,0.486814709242047,0.32345568,0.373417391905331,2.001480836,0.207895522779845,-9.7875,-7.348135,3.383
1,3.75,363.353245075,-0.0193687505,-10.025,-7.4208,-22.31367579,2.359862532,-0.695130131,225.85,270.5,-57.76,98.47464646,-0.00575,-0.036,78.13,-0.035070888,-0.496260472,-0.181203188,-1.5935,0.1485,-0.200622458,-10.015,-1.3125,-0.6,0.184,1.483,2.837,-1.295,-0.8,0.225,1.31275,5.2505,-8.79,-9.4191547615,0.1674294295,0.463255667159575,0.32421279925,0.347877101563202,1.852332026,0.196204071624189,-9.9125,-8.151051,3.349
1,4.25,362.5311389,-0.044950339,-10.06507,-7.45172,-20.7545681275,2.2586228605,-0.4426300295,227.25,270.925,-59.925,98.476595995,-0.008,-0.036,78.825,-0.034807272,-0.56229921525,-0.1671692285,-1.6495,0.133,-0.182540052,-10.47,-1.321,-0.6,0.2,1.499,2.80025,-1.325,-0.80025,0.216,1.3375,5.29175,-8.7825,-9.953057968,0.1532686825,0.442872668491964,0.316983273,0.340185788160547,1.822325689,0.196948183730358,-10.215,-8.278863,3.367
1,4.75,361.876247375,-0.1526080755,-10.220545,-7.48264,-19.56536031,2.239425648,-1.277262997,223.35,271.3,-58.735,98.49499791,-0.008,-0.03425,79.265,-0.03769905875,-0.544357796,-0.182741051,-1.757,0.143,-0.200143799,-10.59,-1.3215,-0.6,0.2,1.483,2.83775,-1.325,-0.821,0.2085,1.3135,5.283,-8.9375,-10.16839101,0.15886206,0.44062381120407,0.30912685575,0.343469002968245,1.700526034,0.188769475816404,-10.6525,-7.980383,3.383
