DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_OUT_1_1_1,LW_IN_1_1_1,NETRAD_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,PA_1_1_1,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_10_1_1,PPFD_OUT_11_1_1,PPFD_OUT_12_1_1,PPFD_OUT_1_1_1,PPFD_OUT_2_1_1,PPFD_OUT_3_1_1,PPFD_OUT_4_1_1,PPFD_OUT_5_1_1,PPFD_OUT_6_1_1,PPFD_OUT_7_1_1,PPFD_OUT_8_1_1,PPFD_OUT_9_1_1,TS_1,TS_2
1,0.25,-0.0270604,-23.815075,-0.6071825,-0.026147775,1.674145,0.074274425,1.37846,374.791,3.23913,0.3141715,0.3023355,0.094586425,0.29439725,302.04415,232.971475,-76.032975,1.39376475,-2.358119,1.1459870325,33.7614135833333,1.81,-13.529725,-7.979556,-24.628445,-10.738535,85.9351005,85.9983333333333,-0.0617576810833333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.57944444444445,7.01166666666667
1,0.75,-0.02644105,-23.3239,-0.976374,-0.0216937,1.6781925,0.069785475,1.10357,374.88975,3.2723825,0.3212025,0.31381775,0.0884598,0.3093655,301.28535,233.1377,-74.973745,1.3990305,-2.23611975,0.8652621455,34.7786889166667,1.72,-13.87011,-8.3398995,-24.9528835973504,-11.387165,85.910669,85.9833333333333,-0.06348835825,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.35333333333334,6.92375
1,1.25,-0.025587175,-22.86385,-0.7507525,-0.00734001,1.6671,0.06605805,0.703423,374.379,3.31981,0.32102825,0.30657525,0.088021375,0.3249705,300.6067,232.128375,-74.27228,1.37872375,-2.23586325,0.632385110833333,34.6785254166667,1.695,-14.148135,-8.5510305,-25.152065,-11.85255,85.902459,85.9783333333334,-0.0616160196666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.20847222222222,6.81625
1,1.75,-0.02375935,-23.6891,-0.772918,-0.00862658,1.571755,0.0639428,0.418249,374.651,3.286,0.32651825,0.30155825,0.084471425,0.32197025,299.37115,233.092625,-74.5438275,1.26434425,-2.177177,0.212419612316667,35.5520060833333,1.615,-14.290395,-8.803869,-25.458115,-12.34386,85.902998,85.9641666666666,-0.05800394825,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.03458333333333,6.72374999999999
1,2.25,-0.02493275,-22.083175,-0.726149,-0.0217796,1.484645,0.063730725,0.21965925,375.272,3.27611,0.31581875,0.3088205,0.08284005,0.32856375,298.2895,231.7309,-73.94339,1.33890675,-2.19447675,0.128089869525,37.6975114166667,1.63875,-14.664075,-9.1031635,-25.78391,-12.648075,85.9111329166666,85.9575,-0.0578965213333333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.81208333333334,6.67291666666667
1,2.75,-0.02193535,-22.3785,-0.6607215,-0.026149,1.347435,0.066915575,-0.2322585,374.64175,3.291375,0.33277275,0.31255225,0.079035175,0.31688275,296.343125,229.844275,-73.92875,1.182787,-2.33163,-0.219638222333333,38.5392521666666,1.34375,-14.74725,-9.3455405,-26.1390653471407,-12.91005,85.9138594166667,85.9825,-0.0568677356666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.60791666666667,6.5775
1,3.25,-0.023301325,-20.70415,-0.7653665,-0.0179037,1.523295,0.060493325,-0.456087,374.52,3.33064,0.3249375,0.3022875,0.076197425,0.31659325,295.44975,229.0932,-73.802965,1.35846925,-2.1774535,-0.431127198408333,39.3257088333333,1.47625,-15.05735,-9.5446845,-26.2637994354085,-13.121315,85.8991875,85.9916666666666,-0.05090836475,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.49625,6.47833333333333
1,3.75,-0.02454675,-21.009,-0.7198545,-0.0285295,1.54631,0.05907855,-0.57779475,373.9555,3.33889,0.31718175,0.29969675,0.07610775,0.31280575,295.078825,228.6459,-72.851595,1.42156475,-2.12609975,-0.600853904891666,38.7664605,1.455,-15.28731,-9.705564,-26.54191,-13.34236,85.889489,85.9658333333334,-0.0505359120833333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.30041666666667,6.38375
1,4.25,-0.024955025,-20.93055,-0.982536,-0.02221495,1.3378325,0.0591313,-0.8997535,374.541,3.37721,0.32692225,0.321429,0.0753543,0.3361445,293.328675,228.81595,-72.655805,1.22103125,-2.190488,-0.995815288583333,39.56748375,1.44875,-15.4899,-9.955245,-26.6338104306401,-13.64289,85.8825639166666,85.9725,-0.0523021685,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.15125,6.25416666666667
1,4.75,-0.017935175,-18.376775,-0.800183,-0.0505102,1.2920075,0.057960375,-1.3475175,374.22575,3.37048,0.33094475,0.322034,0.075114125,0.308682,292.175125,226.6478,-72.59223,1.28540775,-2.17812125,-1.44815039333333,41.1928351666667,1.38375,-15.7223,-10.11228,-26.80132,-13.84829,85.8748325,85.9758333333333,-0.0523060341666666,1,1,1,1,1.2,1,1,1,1,1,1,1,1,2.93333333333333,6.165
1,5.25,-0.01729965,-19.1925,-0.75382625,-0.023006725,1.30594,0.05862555,-1.5109275,373.7295,3.351905,0.34082375,0.3036895,0.074570525,0.31943175,291.334275,226.667125,-71.5284875,1.3002975,-2.157639,-1.54793395583333,42.6581221666667,1.3,-15.940535,-10.24734,-27.0445294185281,-14.06518,85.883594,85.9675,-0.0474433540833333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,2.78083333333333,6.10875
1,5.75,-0.0170777,-17.56205,-0.972938,-0.0338527,1.1960325,0.062122475,-1.5805075,373.817,3.3592,0.35267675,0.31051175,0.07585895,0.34608275,290.793225,226.20235,-70.8579,1.29004825,-2.0717085,-1.766233125,42.1152675833333,1.25875,-15.96736,-10.349415,-27.303865,-14.312385,85.9055950833333,85.9816666666667,-0.04854319375,1,1,1,1,1.2,1,1,1,1,1,1,1,1,2.5925,6.05166666666666
1,6.25,-0.01805975,-17.35375,-0.9716075,-0.0260234,1.2976225,0.059360375,-1.9699425,374.7,3.34322,0.3426115,0.31334325,0.07149565,0.311412,289.825725,225.53995,-71.5826375,1.29013725,-2.150462,-1.94484368666667,42.9676504166667,1.275,-16.02345,-10.4617,-27.64122,-14.398525,85.927999,86.0091666666667,-0.04492941075,1,1,1,1,1.2,1,1,1,1,1,1,1,1,2.36527777777778,5.94
1,6.75,-0.01702715,-18.66575,-1.1108,-0.02780645,1.1413575,0.06005075,-2.2733275,373.912,3.35788,0.34459225,0.332565,0.068931275,0.31198925,289.2312,224.1779,-70.77776,1.396277,-1.752738,-2.19719609166667,42.7609146666667,1.2375,-16.049285,-10.58636,-27.7339475,-14.4907525,85.9501551666667,86.0416666666667,0.58683491325,1,1,1,1,1.2,1,1,1,1,1,1,1,1,2.18208333333334,5.83583333333333
1,7.25,-0.01432485,-16.2115,-0.8997195,-0.0410385,1.1798575,0.05975775,-2.5721975,374.1375,3.33272,0.3445355,0.3264545,0.07476275,0.307706,288.7093,223.3805,-63.00322,3.049456,6.192955,-2.41815653333333,44.9836545,1.29,-16.0464675,-10.6949875,-27.7916051330659,-14.7227,85.9707401666666,86.06,22.3929489333333,21.5,1.5,1.5,1.61666666666667,1.72083333333333,1.5,1.2,1.5,2.33333333333333,1.61666666666667,2.45,2.03333333333333,2.42083333333333,2.06583333333333,5.76833333333333
1,7.75,-0.022971975,-13.00585,0.85280325,-0.13592225,1.05034,0.0723862,-2.0670325,375.11325,3.393765,0.402283,0.3196575,0.096168075,0.3452675,294.78925,223.883525,-34.84754,14.065895,50.950645,-1.86454966833334,44.61312675,1.08875,-16.11034,-10.75054,-27.48395,-14.982365,86.0034914166667,86.0925,114.070554833334,129.166666666667,9.91666666666667,7.83333333333333,14.1666666666667,16.3041666666667,9,9.41666666666666,14.1166666666667,14.6666666666667,13.7,19.1291666666667,14.7375,14.6333333333334,1.95875,5.72291666666666
1,8.25,-0.0435022,5.99653,3.940095,-0.481428,0.7215255,0.101513,-0.698277,375.907,3.448295,0.369801,0.3628585,0.1506845,0.284188,307.70295,226.432375,19.6165525,28.67559,123.4885,-0.501664997946667,39.0908224166667,0.74875,-15.079555,-10.841575,-26.2452400489269,-15.19419,86.0326631666667,86.1283333333334,254.151245,292.833333333333,26.25,19.0833333333333,32.1666666666667,36.7208333333334,23.5833333333333,22.75,36.2,31.7125,32.5,48.9583333333333,35.5708333333333,37.75,1.84083333333333,5.64375
1,8.75,-0.06267375,23.57135,6.455955,-0.829355,0.8680125,0.117316,0.3608655,376.857,3.47282,0.389649,0.406455,0.2029685,0.31573,320.78585,229.66305,84.859175,39.4526225,201.3433,0.441004710175,36.7453024166667,0.85375,-13.636525,-10.67696,-22.954225,-15.124015,86.0531215833333,86.1508333333334,407.720871666667,463.7,42.0416666666667,31.6666666666667,50.8333333333333,57.5541666666667,38.6833333333334,37.3333333333333,58.8333333333333,61.2083333333334,52,76.7125,56.875,62.0416666666667,1.78041666666666,5.55
1,9.25,-0.06697425,42.6933,9.302825,-0.9883,1.0073425,0.1316025,1.3026775,376.8955,3.42643,0.43835775,0.4627975,0.2480535,0.3558065,332.020775,232.282525,149.55145,49.8661275,289.89295,1.56980944166667,32.7188011666667,1.1575,-11.552535,-10.233885,-18.5810439919977,-14.642975,86.0729853333333,86.1633333333333,568.907829166667,629.5,56.9166666666667,44.1666666666667,67.1666666666667,78.2833333333333,53.3333333333333,52.0833333333333,80.8333333333333,100.170833333333,74.1666666666667,106.083333333333,79.75,87.4166666666667,1.80833333333333,5.50666666666667
1,9.75,-0.0873719,60.2809,11.365025,-1.10764,1.162215,0.1452605,2.393595,377.2605,3.479805,0.481801,0.5096045,0.2773105,0.4184655,340.710025,235.27635,196.9708,61.900665,347.7989,2.66565286666667,30.94734925,1.22875,-9.36515675,-9.56551275,-13.7014468746291,-13.494545,86.0832170833333,86.1683333333334,645.136413333333,743.7,69.4166666666667,55.9166666666666,81.2083333333333,97.5541666666667,68.3083333333334,65.1666666666667,101.166666666667,136.666666666667,94.1541666666667,141.375,102.625,114.833333333333,1.98,5.43833333333334
1,10.25,-0.10335075,79.4573,12.63845,-1.23362,1.1708025,0.156136,3.4202525,377.2335,3.504865,0.55380375,0.58115425,0.300782,0.474583,351.222675,237.910975,247.33275,73.63799,441.6497,3.74513058333333,28.57268725,1.28,-6.46216325,-8.68301,-5.06753975163576,-11.9254925,86.0832346666667,86.1808333333333,827.415444141667,879.945833333333,81.3333333333333,67.75,92.4166666666667,111.2,78.9041666666666,76.75,116.666666666667,155,110.625,163,119.166666666667,135.833333333333,2.18,5.35166666666666
1,10.75,-0.114824,97.573525,14.819775,-1.2398875,1.2551,0.170452,4.655405,377.83675,3.5112275,0.618948,0.657245,0.326076,0.5364455,361.22795,241.513375,278.17175,82.857025,475.36495,4.90599026666667,26.2634104166667,1.4475,-3.076706,-7.54840625,1.3748386407322,-9.8128575,86.056395,86.1483333333333,1014.66917916667,976,92.75,80.3333333333333,101.333333333333,124.0125,89,88,128.833333333333,171.708333333334,123.7,177.5,134.25,150.25,2.59388888888889,5.25
1,11.25,-0.1240855,111.03,16.469,-1.22291,1.343635,0.189584,5.46632,377.76,3.419765,0.674503,0.7142745,0.3440095,0.563362,371.162125,243.882325,309.76415,89.23541,521.5065,5.91463225833333,24.07226025,1.61375,0.074552705,-6.3274285,8.752889,-7.341776,86.0234975,86.1133333333333,1074.58968083333,1045.66666666667,94.9166666666667,88,107.5,137.45,98.3333333333333,94.5833333333333,143.333333333333,191.720833333333,135,189.75,141.041666666666,163.8,3.24555555555556,5.26333333333333
1,11.75,-0.15193025,120.817,16.472625,-1.233715,1.3199375,0.19532775,6.292045,377.8035,3.35693,0.74989225,0.77887975,0.35445225,0.588854,378.724575,247.047025,306.7275,90.572005,526.9267,6.614503375,22.13172775,1.64375,3.33621575,-5.01163375,15.6759433687636,-5.023186,85.9653363333333,86.0679166666667,1124.92870583333,1073.08333333334,99.2791666666666,89.1666666666667,111,141.5125,101.65,96.5875,148.283333333333,192.666666666667,134.466666666667,184.570833333333,140.8875,164.041666666667,4.13333333333333,5.22666666666667
