DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,LW_IN,LW_OUT,VPD
1,0.25,0.672891,0.896474,0.286539,0,-13.685225,0.15401625,80.645875,0.136651,100.24,0.68722375,1.233405,0.00938921,0.13192775,0.73639325,-3.70805,-3.94749,-2.00533,-2.12945,-3.7316575,-2.9891,452.5763,266.72,270.78,0.56422
1,0.75,0.65737862075,1.138675,0.51725208225,0,-13.41935,0.1334455,81.2093,0.13411,100.19275,0.697591,1.4491,0.01011135,0.09886945,0.754784,-3.6541825,-3.97871,-2.27271,-2.3212,-3.81433,-2.957766014,452.3525,264.775,270.66,0.489325
1,1.25,0.6078660085,0.8271175,0.953906,0,-13.20355,0.120952,81.30465,0.12961,100.1925,0.6969915,1.61761,0.00952032,0.09773545,0.672061,-3.9974825,-4.154935,-1.75876,-2.202,-3.8191275,-3.03586,456.8779,262.38,270.475,0.5645975
1,1.75,0.590576598,1.11223770675,1.0041875,0,-13.55995,0.1159125,80.90685,0.1505945,100.181,0.6975585,1.90277,0.008643315,0.092876,0.693895,-4.04618,-4.19664,-1.61143,-2.34341,-3.81907125,-3.39648841,457.135375,262.92,268.8625,0.4438675
1,2.25,0.68849325,0.88322525,0.719369,0,-13.32415,0.1342985,80.74185,0.126633,100.17,0.676317,1.787635,0.008724025,0.08940675,0.6727915,-4.075495,-4.224015,-1.5246,-2.36988,-3.80931375,-3.496215,456.16,265.835,268.445,0.4729425
1,2.75,0.52169041425,1.11041,1.12262227,0,-13.08195,0.119509,80.51925,0.14161,100.155,0.6962255,1.5024825,0.008618825,0.0853425,0.68047225,-4.0771575,-4.277825,-1.46345,-2.3538,-3.80159625,-3.52834,455.39,269.07,267.6925,0.468195
1,3.25,0.692064,1.00475,1.042,0,-13.221325,0.1161975,80.445,0.131569144,100.203,0.709025,1.51461,0.00985119,0.08346275,0.71235225,-4.06114,-4.31432,-1.39033,-2.3319075,-3.79124125,-3.016764118,457.17,263.8075,267.6325,0.4080125
1,3.75,0.57704930725,0.65539625,0.586182,0,-13.20655,0.09659075,80.47065,0.135863,100.285,0.630348,1.20231,0.0075729575,0.095555,0.68583,-4.0710675,-4.2723725,-1.364005,-2.315705,-3.782105,-3.04419375,456.8345,262.1675,269.53,0.4253175
1,4.25,0.6170303965,1.0072,1.250635,0,-13.754475,0.106049,81.148275,0.13117,100.286,0.68099125,1.4110625,0.00843681,0.08794225,0.754415,-4.11244,-4.337,-1.351255,-2.29761,-3.771665,-3.03461004475,456.185,262.325,269.945,0.428995
1,4.75,0.6123495405,1.38607,0.9165245,0,-13.7604,0.1103695,80.221025,0.136622466,100.2025,0.68616,2.1288325,0.007551125,0.092924725,0.74729,-4.118675,-4.376975,-1.3351775,-2.3011925,-3.76383375,-3.08718897825,456.973,263.34,270.9925,0.4547625
