DOY2,HR2,FC,LE,H,CO2,PA,TA,RH,PPFD_IN,SW_IN,NETRAD,TS_1_1_1,TS_1_2_1,USTAR,WS,NEE
1,0.25,5.37840000000001,59.067,48.2628500000001,418.116875,91.3708,7.73299999999999,99.5175,0,0,11.5752,2.048,2.63065,0.927775,5.310525,1.225175
1,0.75,2.134,47.7284500000002,21.8636,404.774,91.3779,7.6643,99.0675,0,0,10.5548,2.054125,2.90355,0.954199999999999,4.53014999999999,1.1253
1,1.25,1.51299999999999,44.1864999999998,6.626,405.1912,91.383825,7.04625,99.3725,0,0,10.75275,2.096375,2.88675,0.86075,4.2185,0.964175
1,1.75,4.6085,37.7649,17.6332749999997,404.97775,91.3915,7.1249,99.57,0,0,11.023025,2.077625,2.828475,0.84845,4.4997,1.377
1,2.25,2.312875,23.312775,30.7995999999999,411.94185,91.38415,6.3758,99.4664,0,0,11.812175,2.0225,2.754525,0.883049999999999,4.7848,1.394525
1,2.75,3.44265,27.3793,26.861175,409.1848,91.4007,6.4159,99.435,0,0,8.38157499999997,1.9464,2.682225,0.8956,4.5292,2.25165
1,3.25,2.1319,32.138875,33.0821,409.4888,91.39705,6.3112,98.975,0,0,10.6439,1.70175,2.555475,0.799,4.0842,1.465225
1,3.75,2.0431,34.68735,27.123,412.478125,91.383875,6.4895,99.65,0,0,9.25054999999997,1.722375,2.585025,0.7556,3.364,1.140025
1,4.25,2.17425,36.9287,13.7644,412.2765,91.3863,6.4397,99.80375,0,0,8.14447499999998,1.633225,2.40405,0.7225,3.68675,1.10185
1,4.75,2.5935,36.210625,15.5364,411.67305,91.386825,6.1703,99.8595,0,0,9.823075,1.56005,2.377525,0.719,3.34675,1.530975
1,5.25,4.65789999999999,31.106525,17.423625,408.2494,91.38665,6.4325,99.735,0,0,8.52149999999999,1.569025,2.37565,0.8408,3.8496,2.02962500000001
1,5.75,2.12039999999999,71.5369999999999,20.235025,409.4228,91.393775,6.154,99.8,0,0,6.52512499999998,1.624025,2.3839,0.856,4.2932,1.135125
1,6.25,10.21845,84.1499500000001,9.369,407.9398,91.41495,5.674,99.9,0,0,8.80317499999999,1.40425,2.355275,0.861025,4.224025,0.971
