DOY2,HR2,CO2,FC,G,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SW_IN,SW_OUT,T_SONIC,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,USTAR,VPD,WS
1,0.25,423.292458300233,0.379269,-9.98219999996724,0.685436,4.95185063019515,9.919285,287.2,310.8,-19.24,99.61505,0.06,0.077,87.253528518866,-1.0505,0.369,-0.360576643848276,-1.132,0.067,1.1,2.74,3.409,5.288,0.3,0.8,1.95,3.417,4.3,-0.1525,0.422,1.609,2.358,2.877,3.468,3.934,4.824,6.215,-0.353,0.47,2.622,2.5045,3.0045,4.1535,4.233,5.288,6.256,0.2263775,0.517586631765703,3.66091328793807
1,0.75,423.387432237881,0.37269327903973,-10.8009698150049,-0.459279,4.9772218371765,8.9837,287.95,309.75,-18.56,99.6088,0.06,0.0765,87.2481546666855,-1.077,0.4705,-0.247952570432744,-1.2945,0.1,1.1,2.72,3.657,5.3895,0.3,0.8,1.917,3.467,4.3015,-0.239,0.3935,1.57,2.387,2.867,3.4585,3.954,4.8645,6.2455,-0.372,0.6045,2.6025,2.632,3.034,4.1735,4.233,5.258,6.246,0.2378865,0.498046993381596,3.71855919072754
1,1.25,425.1575,0.427458,-10.6462816664353,0.0493896620870858,4.98540987532897,9.98595,287.8,309.9,-16.75,99.6103,0.06,0.077,86.0482510434304,-0.986,0.448,-0.456270798959224,-1.3765,0.086,1.083,2.733,3.637,5.3895,0.3,0.778,1.967,3.4165,4.3015,-0.2675,0.4125,1.57,2.3385,2.877,3.4485,3.984,4.8645,6.2355,-0.468,0.5855,2.622,2.622,3.0245,4.183,4.223,5.258,6.246,0.2389205,0.493034706089316,3.849885
1,1.75,424.806680863559,0.517439320610869,-10.7871237038891,0.142278,4.90855668820201,8.094845,285.8,309.05,-16.995,99.6317495355902,0.06,0.077,86.6340934524274,-0.9305,0.432,-0.533311360821016,-1.4175,0.083,1.009,2.759,3.637,5.3795,0.278,0.8,1.967,3.442,4.31,-0.372,0.3455,1.57,2.368,2.887,3.449,3.954,4.8645,6.256,-0.544,0.566,2.583,2.6025,3.0345,4.193,4.223,5.258,6.256,0.246637,0.488595443575127,3.78627819711364
1,2.25,424.61396965312,0.458515,-10.1423021528955,-0.3536365,4.89733574374012,9.6659157994786,287.85,308.7,-17.065,99.6302,0.061,0.077,86.7047003339503,-0.868,0.4295,-0.52302553718016,-1.329,0.086,1,2.733,3.637,5.3695,0.297,0.75,1.933,3.425,4.2915,-0.3915,0.3545,1.657,2.368,2.867,3.449,3.964,4.8445,6.2455,-0.62,0.547,2.563,2.622,3.0445,4.203,4.233,5.258,6.2455,0.235686976866232,0.482220328907866,3.72759909280986
1,2.75,424.716,0.3176585,-10.94778740686,0.480111834941507,4.87083222176422,8.46193788393429,287.75,308.15,-17.205,99.6584166203999,0.06,0.0775,87.0553716740167,-0.8795,0.421,-0.653051031626348,-1.314,0.086,0.913,2.7,3.6175,5.3795,0.257,0.72,1.975,3.45,4.3,-0.3815,0.3455,1.725,2.397,2.887,3.439,3.954,4.8445,6.2455,-0.601,0.518,2.6515,2.681,3.074,4.213,4.263,5.258,6.266,0.225046,0.472175638041571,3.521435
1,3.25,422.577033659537,0.1991945,-10.4164402779363,1.70642,4.69061893253011,12.73195,286.45,307.2,-17.91,99.5634,0.06,0.077,87.8550235711242,-0.894,0.42,-0.342085002070434,-1.484,0.086,0.9,2.681,3.5975,5.3695,0.2295,0.6905,1.9475,3.4905,4.3,-0.4395,0.316,1.725,2.368,2.8475,3.429,3.934,4.834,6.2355,-0.563,0.499,2.632,2.73,3.074,4.223,4.263,5.258,6.287,0.2353465,0.440339956708201,3.52231
1,3.75,424.391,0.330608,-10.7451451854724,0.257596,4.96380026956889,9.81400632778464,287.1,307.35,-16.975,99.6733308993055,0.061,0.077,87.8158704056843,-0.8715,0.492,-0.498378058538634,-1.5115,0.083,0.917,2.661,3.5975,5.3595,0.2165,0.683,1.929,3.4825,4.3,-0.4205,0.326,1.686,2.368,2.8675,3.429,3.954,4.814,6.2355,-0.544,0.499,2.6125,2.681,3.074,4.233,4.243,5.258,6.287,0.223249,0.441525672226549,3.53197
1,4.25,425.055991156642,0.394214,-10.2411633332717,-0.000339737928405441,4.8244172950547,9.70796758803576,289.6,307.65,-15.005,99.6722612949218,0.06,0.077,87.7882284230311,-0.9025,0.433,-0.752910481753389,-1.643,0.01,0.913,2.622,3.5775,5.3595,0.217,0.6915,1.9,3.417,4.3,-0.468,0.3065,1.686,2.368,2.867,3.429,3.944,4.8145,6.2355,-0.563,0.489,2.5925,2.661,3.054,4.223,4.263,5.258,6.287,0.213104,0.431672820690003,3.47008911320615
1,4.75,425.381120282609,0.355699,-10.090100000078,-0.00049811182098184,4.8134239535919,9.61556,291.05,307.75,-14.575,99.6462207052951,0.061,0.077,87.789634333413,-0.8125,0.4395,-0.806963889113774,-1.586,0.029,0.867,2.633,3.5675,5.3595,0.219,0.674,1.9195,3.417,4.3,-0.5155,0.316,1.686,2.368,2.8675,3.429,3.9145,4.8345,6.225,-0.563,0.47,2.5535,2.7395,3.074,4.223,4.283,5.248,6.287,0.223961,0.444660032682981,3.55214
1,5.25,425.237500893661,0.401638,-10.5954050001503,-0.000784216212713632,4.78834182621405,10.1981,289.6,307.25,-14.215,99.5993,0.061,0.0775,87.6499605521541,-0.8435,0.4215,-0.789031977900265,-1.546,0,0.85,2.622,3.5575,5.3495,0.264,0.663,1.9095,3.433,4.3,-0.4205,0.3065,1.6085,2.368,2.8575,3.419,3.934,4.814,6.225,-0.563,0.4605,2.534,2.661,3.093,4.173,4.263,5.258,6.287,0.215617,0.448728540431769,3.44218
1,5.75,425.648,0.283044,-10.1769193055726,0.479913,4.75040677729442,8.46351,287.15,307.15,-15.33,99.5828,0.06,0.077,87.640511347008,-0.865,0.42,-0.530341697506742,-1.651,0,0.893,2.6,3.5575,5.339,0.201,0.624,1.9,3.4625,4.35,-0.4775,0.2875,1.628,2.319,2.8575,3.419,3.944,4.804,6.2355,-0.716,0.4415,2.5145,2.759,3.103,4.183,4.293,5.258,6.3075,0.209986,0.421443826917183,3.349955
1,6.25,425.882,0.452248,-10.1658350003176,-0.000639253899423202,4.83456388661991,8.556035,286.75,307.2,-15.53,99.681250876085,0.061,0.077,87.9838891022266,-0.862,0.4665,-1.09757817049496,-1.7075,-0.028,0.9,2.6,3.548,5.339,0.221,0.643,1.9,3.494,4.35,-0.5345,0.2305,1.647,2.348,2.8375,3.419,3.905,4.834,6.2355,-0.697,0.412,2.4755,2.7295,3.103,4.163,4.293,5.238,6.3075,0.216900353054481,0.407329967160919,3.3999
1,6.75,424.917550759892,0.352437,-10.5243477778613,-0.000329526330639736,4.77550750111084,7.65300746804775,286.6,307.65,-14.655,99.7007,0.2545,0.0965,88.1290873538914,-0.8005,0.4435,-1.09977651924711,-1.604,-0.028,0.85,2.6,3.538,5.339,0.217,0.662,1.9,3.4605,4.3415,-0.5155,0.211,1.628,2.3675,2.848,3.409,3.924,4.814,6.2255,-0.677,0.374,2.436,2.759,3.113,4.163,4.283,5.258,6.3075,0.201637586344435,0.401404030846309,3.41348
1,7.25,425.007,0.3974045,-10.5132536112016,-0.347406,4.75339919980139,6.74243,286.45,307.45,-12.755,99.7341,7.3875,0.858,88.5810096001971,2.837,1.2705,-0.956588467979715,-1.639,-0.067,0.9,2.583,3.5185,5.329,0.2,0.7,1.917,3.4425,4.3415,-0.4105,0.1915,1.628,2.348,2.8475,3.419,3.905,4.814,6.205,-0.439,0.355,2.446,2.74,3.1135,4.183,4.283,5.238,6.3175,0.214404,0.392406392341261,3.41787
1,7.75,425.617,0.386643632399393,-10.5054275001054,0.170109249200012,4.76663195956207,8.41903,288.5,308,-0.827,99.7588,37.28,4.1915,88.2567389418773,19.555,3.6535,-1.04536917378437,-1.552,-0.1,0.9,2.567,3.5185,5.3185,0.2,0.633,1.9,3.468,4.325,-0.353,0.221,1.589,2.348,2.8475,3.3995,3.9145,4.794,6.2355,-0.4105,0.345,2.446,2.74,3.1035,4.193,4.283,5.248,6.3175,0.199339606148433,0.417390269415214,3.358455
1,8.25,425.160208829219,0.36127,-10.3685273149315,3.4936,4.90487011435989,9.177855,289.6,309.1,19.515,99.7217036456163,102.3,12.66,87.5380243767005,52.975,8.465,-0.64810870463603,-1.608,-0.105,0.893,2.567,3.5085,5.3185,0.2,0.6285,1.9085,3.5255,4.367,-0.277,0.201,1.638,2.3385,2.8475,3.419,3.885,4.814,6.205,-0.372,0.326,2.4365,2.7985,3.172,4.163,4.323,5.258,6.348,0.216019,0.469788559999142,3.39023
1,8.75,424.958,0.2437255,-8.77264437542082,6.9922943113412,4.84840984962854,11.83955,288.45,310.8,45.335,99.7579,157.85,22.41,86.7087439030649,77.75,13.825,-1.22783824407606,-1.349,-0.1,0.867,2.583,3.4985,5.3085,0.2,0.657,1.8915,3.3835,4.35,-0.22,0.192,1.6185,2.3385,2.857,3.3995,3.924,4.804,6.205,-0.725,0.3165,2.426,2.7885,3.192,4.153,4.323,5.268,6.348,0.245210164792173,0.545264147451045,3.6468522459532
1,9.25,422.887,0.1065275,-6.81773296290402,10.2726,4.96208751431548,16.71005,290.1,313,63.24,99.70505,226.2,31.125,84.9977966638334,108.9,17.36,-0.41350957428989,-1.1075,-0.009,0.883,2.583,3.4785,5.2985,0.2,0.65,1.9085,3.3,4.333,-0.105,0.211,1.628,2.2995,2.8375,3.3895,3.895,4.794,6.215,-0.372,0.3455,2.397,2.7885,3.212,4.143,4.303,5.258,6.348,0.259722,0.618371806765825,4.0216
1,9.75,424.7675,0.1024,-5.58950268507014,14.0851,5.03860196472139,21.1512,292.5,314.1,82.35,99.7539050282118,281.1,38.805,84.4780640001125,142.3,24.43,0.270050224442201,-0.936,0,0.9,2.583,3.4785,5.3085,0.24,0.6,1.883,3.3,4.325,0.01,0.2685,1.609,2.329,2.8475,3.3995,3.905,4.814,6.2045,-0.0575,0.3645,2.3775,2.7,3.0935,4.163,4.273,5.2375,6.3175,0.2711985,0.653614431093795,4.35224
1,10.25,424.6415,-0.0716463,-4.63525,16.85355,5.02723986835723,25.51075,290.5,315.4,112.4,99.7818,378.9,45.25,82.9748937290811,187.4,29.65,0.308006199126055,-0.689,0.029,0.9,2.583,3.469,5.2885,0.283,0.7,1.9,3.267,4.3165,0.106,0.307,1.609,2.3095,2.828,3.3795,3.875,4.794,6.1945,0.067,0.384,2.358,2.681,3.1325,4.1335,4.263,5.248,6.3075,0.2799735,0.714112238685251,4.46674488897581
1,10.75,424.091359886797,-0.1661145,-4.42500916647812,23.9944919337717,5.16052141767794,28.0948,291.45,316.4,131.5,99.777,398.25,47.775,82.4863146862349,200.75,28.94,0.401728189218602,-0.531,0.017,0.9,2.517,3.459,5.2885,0.3,0.7,1.9,3.2165,4.2915,0.259,0.355,1.609,2.309,2.828,3.389,3.885,4.774,6.174,0.499,0.403,2.358,2.681,3.1135,4.1335,4.273,5.258,6.297,0.293910202467169,0.756341687675803,4.39429269141711
1,11.25,424.703744950455,-0.157228875571774,-3.67542962954647,29.0063,5.07543526444976,33.8832157247836,293.25,318.05,152.45,99.7007883242187,467.8,51.26,81.0206466639281,231.5,30.295,0.423982900027909,-0.261,0.167,0.933,2.495,3.439,5.2885,0.3,0.7,1.9,3.0835,4.243,0.585,0.422,1.5795,2.309,2.799,3.3895,3.9145,4.784,6.1945,1.0575,0.4125,2.3485,2.583,2.995,4.124,4.233,5.248,6.246,0.307089,0.836379532158983,4.52834
1,11.75,425.297,-0.1582065,-2.56231041763848,32.81065,5.12916785638319,35.9097789170477,292.1,319.85,154.3,99.7099,467.85,51.845,79.0462558234883,237.55,34.88,0.677646105179121,-0.073,0.2,0.967,2.511,3.439,5.268,0.3,0.7,1.883,3.183,4.235,0.893,0.489,1.57,2.29,2.818,3.3795,3.895,4.774,6.1945,1.241,0.4315,2.3385,2.622,2.9855,4.1335,4.233,5.2275,6.2355,0.319483,0.963034250408984,4.49581
1,12.25,424.65420026808,-0.1882055,-0.510700138864264,33.9384,5.19712025229355,36.28535,293.65,320.8,151.2,99.7222,479.15,51.565,78.4692857024731,236.15,33.555,0.690967782229563,0.034,0.2,0.967,2.5385,3.419,5.268,0.317,0.7,1.883,3.283,4.2165,1.434,0.441,1.5795,2.309,2.789,3.37,3.885,4.794,6.1845,1.6475,0.5275,2.27,2.642,2.9855,4.114,4.223,5.2275,6.2355,0.308168,1.06711946739684,4.52656460941952
1,12.75,423.528,-0.1272865,-0.412739999388098,30.6632,5.13730880096143,38.6803,296.35,321.3,142.7,99.7001,482.5,45.94,77.5959575395641,240.25,26.79,1.02544396189643,0.0120000000000005,0.2,0.933,2.583,3.419,5.268,0.35,0.6915,1.8585,3.385,4.2,1.531,0.432,1.55,2.28,2.799,3.3795,3.875,4.784,6.1945,2.231,0.585,2.2895,2.465,2.936,4.114,4.203,5.2275,6.184,0.326266,1.08826753274993,4.840676607833
