DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,421.234,1.452,420.3615,1.579,2028.98,420.03,1.446,420.31875,1.655,2028.00425,421.015,1.486,420.64125,1.88625,2029.3425,421.548,1.41175,421.7115,1.57925,2032.2805,2.9345,-14.5475,0.105,417.626,1.069,0.12225,-0.052,0.104,-0.8795,-0.67,0.121,-20.791,-2.654,0.371,2.135,1.6075,0.58,-15.10475,-14.9395,-15.42375,-14.8865,-15.479,94.2555,74.6,0.266,-13.85,-12.99,-12.53,0.1,-2.73,0.8,-0.23,206.4,249,-54.73,219.05,256.625,-0.405,0.01,-0.08,-0.295,-0.47,-0.08,-0.23,-0.15,-3.019,-1.50175,-1.579,-1.075,-0.143,1.868,3.63325,4.9205,5.55,-3.585,-3.04675,-2.21725,-1.41575,-0.74625,0.89875,3.365,4.9465,5.31375,-3.6155,-3.2455,-1.99675,-1.433,-0.81125,1.13,3.2495,4.86325,5.96175,-4.2875,-3.7,-2.2835,-1.326,1.405,3.134,4.76075,5.56075,-1.538,-1.38425,-0.677,-0.007,0.501,1.416,3.95375,5.16325,5.70525,-3.87375,-6.6845,-4.37475
1,0.75,421.401,1.4395,420.374,1.6925,2032.979,419.99,1.4045,420.441,1.762,2030.667,421.209,1.535,420.3845,1.924,2030,421.8225,1.456,420.568,1.67,2029.98725,2.636,-14.97075,0.0975,417.9655,1.08325,0.10775,-0.049,0.111,-1.307,-0.75225,0.10975,-20.1245,-1.769,0.41175,1.96,1.49,0.58,-15.139,-14.90375,-15.707,-15.088,-16.05025,94.244,74.64,0.2645,-13.94,-13.1925,-12.41,0.1,-2.74,0.7,-0.1975,206.6,248.5,-54.75,216.025,256.225,-0.41,0.01,-0.08,-0.29,-0.47,-0.08,-0.22,-0.15,-3.059,-1.481,-1.647,-1.1155,-0.2105,1.8575,3.6325,4.91875,5.549,-3.569,-3.056,-2.2235,-1.41575,-0.7475,0.89825,3.36425,4.94525,5.31275,-3.653,-3.26225,-1.9925,-1.433,-0.80975,1.12725,3.2485,4.86225,5.96075,-4.3505,-3.69075,-2.314,-1.3305,1.404,3.1335,4.75975,5.5595,-1.53,-1.386,-0.67975,-0.045,0.48475,1.41675,3.95375,5.163,5.70425,-3.872,-6.843,-4.438
1,1.25,421.7345,1.385,420.895,1.662,2032.6025,421.1765,1.3705,421.277,1.69475,2031.5,421.66575,1.582,421.28,1.856,2032.264,421.922,1.4115,421.723,1.663,2032.57325,2.9745,-15.2485,0.10325,417.916,1,0.1015,-0.041,0.1065,-1.11475,-0.40675,0.1215,-18.7705,-1.84775,0.41325,2.11,1.52,0.57,-15.442,-15.16,-15.9545,-15.352,-16.6475,94.22875,74.225,0.2665,-13.845,-13.135,-12.06,0.1,-2.72,0.8,-0.17,205.575,248.8,-54.5525,216.9,255.8,-0.41,0.01,-0.08,-0.3,-0.47,-0.08,-0.22,-0.15,-3.162,-1.45775,-1.6865,-1.1125,-0.2135,1.8505,3.6315,4.915,5.5455,-3.583,-3.059,-2.23,-1.425,-0.752,0.89875,3.361,4.94,5.31175,-3.718,-3.292,-2.053,-1.4385,-0.815,1.125,3.2475,4.86,5.958,-4.391,-3.711,-2.354,-1.326,1.401,3.13225,4.755,5.557,-1.53575,-1.389,-0.7115,-0.0235,0.44,1.4185,3.949,5.16,5.7,-3.882,-6.729,-4.439
1,1.75,421.2605,1.37125,420.804,1.653,2032.1885,420.1635,1.315,420.77875,1.5695,2029.533,421.079,1.402,421.17275,1.9345,2033.35875,421.502,1.292,422.1215,1.623,2031.8015,2.873,-15.282,0.0935,417.64875,0.97475,0.11125,-0.057,0.0995,-1.103,-0.469,0.117,-19.6385,-1.926,0.4055,1.93,1.4125,0.49,-16.21325,-15.355,-16.18675,-15.53775,-16.79325,94.199,74.4475,0.27325,-14,-13.175,-12.57,0.1,-2.75,0.8,-0.23,208.25,249.3,-53.795,219,255.1,-0.41,0.02,-0.08,-0.3,-0.47,-0.08,-0.22,-0.15,-3.18075,-1.45725,-1.729,-1.109,-0.2165,1.84675,3.6305,4.914,5.545,-3.606,-3.067,-2.241,-1.43625,-0.758,0.89975,3.36,4.939,5.3105,-3.69,-3.33,-2.052,-1.432,-0.813,1.123,3.24675,4.859,5.957,-4.428,-3.742,-2.368,-1.337,1.4,3.13125,4.754,5.556,-1.5685,-1.384,-0.71575,-0.04,0.45225,1.416,3.949,5.159,5.699,-4.03275,-6.6385,-4.26475
1,2.25,421.178,1.374,420.67375,1.483,2032.6485,420.375,1.35,420.775,1.668,2031.0425,421.195,1.427,421.1955,1.817,2030.85525,421.573,1.324,421.794,1.506,2030.419,2.639,-15.372,0.092,417.502,1.02,0.10125,-0.063,0.103,-1.3835,-0.433,0.121,-19.9475,-1.68775,0.376,1.9175,1.3925,0.49,-16.273,-15.489,-16.294,-15.795,-16.427,94.20175,74.79,0.26425,-14.245,-13.295,-12.69,0.1,-2.71,0.8,-0.21,211.075,248.05,-53.8,216.7,254.2,-0.41,0.0175,-0.08,-0.3,-0.47,-0.08,-0.23,-0.15,-3.1545,-1.5465,-1.63125,-1.055,-0.176,1.84725,3.6305,4.913,5.544,-3.659,-3.0675,-2.232,-1.45,-0.766,0.8995,3.359,4.939,5.3095,-3.714,-3.394,-2.113,-1.432,-0.81,1.12,3.24575,4.857,5.955,-4.49,-3.726,-2.381,-1.347,1.399,3.13,4.753,5.555,-1.58475,-1.393,-0.724,-0.03725,0.451,1.411,3.948,5.159,5.699,-4.053,-6.758,-4.23175
1,2.75,421.1165,1.37,420.869,1.669,2029.747,420.262,1.3125,420.842,1.7925,2020.70225,420.8065,1.4815,421.312,1.846,2032.452,421.671,1.2995,421.942,1.536,2031.302,2.5325,-14.9935,0.0955,417.6725,0.97525,0.104,-0.05825,0.101,-1.629,-0.413,0.1255,-18.543,-1.59475,0.3965,1.965,1.48,0.52,-16.309,-15.809,-16.4205,-15.938,-17.2165,94.1975,74.2425,0.27175,-14.45,-13.505,-12.73,0.1,-2.75,0.8,-0.17,209.05,246.6,-53.6625,215,253.8,-0.41,0.01,-0.08,-0.29,-0.47,-0.08,-0.23,-0.15,-3.2575,-1.6645,-1.766,-1.132,-0.2225,1.8505,3.6295,4.911,5.544,-3.709,-3.04475,-2.247,-1.4635,-0.773,0.9005,3.359,4.938,5.30925,-3.698,-3.462,-2.123,-1.425,-0.817,1.118,3.24475,4.856,5.953,-4.517,-3.765,-2.395,-1.344,1.397,3.1295,4.752,5.555,-1.619,-1.384,-0.7485,-0.04,0.478,1.4125,3.948,5.159,5.698,-4.0965,-6.556,-4.3855
1,3.25,421.462,1.33025,420.6005,1.7215,2029.157,420.1985,1.3335,420.55375,1.83675,2021.1585,421.48,1.441,421.3505,1.82275,2031.273,421.95175,1.3305,421.643,1.72725,2029.8415,2.736,-15.065,0.092,417.516,1.00725,0.10375,-0.052,0.113,-1.554,-0.54275,0.123,-19.466,-2.4985,0.408,2.0475,1.52,0.55,-16.37475,-15.724,-16.6245,-16.244,-16.95325,94.204,73.6375,0.273,-14.455,-13.43,-12.62,0.1,-2.65,0.7,-0.23,210.4,247.7,-54.06,214.6,253.4,-0.41,0.01,-0.08,-0.2975,-0.47,-0.08,-0.22,-0.15,-3.26875,-1.7835,-1.766,-1.13075,-0.24175,1.84675,3.6285,4.91,5.543,-3.736,-3.07275,-2.305,-1.468,-0.779,0.90025,3.358,4.937,5.308,-3.68,-3.522,-2.131,-1.431,-0.816,1.115,3.244,4.855,5.952,-4.528,-3.69,-2.411,-1.337,1.396,3.1285,4.752,5.554,-1.621,-1.421,-0.7645,-0.039,0.477,1.40975,3.947,5.158,5.697,-4.079,-6.609,-4.31725
1,3.75,422.184,1.3285,420.843,1.61,2029.082,420.859,1.215,420.776,1.655,2029.096,421.84675,1.43625,421.118,1.985,2032.221,422.385,1.3085,421.5705,1.644,2029.736,2.701,-15.3235,0.1005,417.704,1.008,0.1175,-0.04,0.114,-1.272,-0.4475,0.121,-18.777,-2.116,0.412,2.1975,1.55,0.5875,-16.545,-15.777,-16.87675,-16.139,-17,94.152,75.4,0.27625,-14.365,-13.14,-12.5,0.1,-2.645,0.7,-0.23,210.9,248,-53.8775,218,253.1,-0.41,0.01,-0.08,-0.3,-0.47,-0.08,-0.22,-0.15,-3.262,-1.7925,-1.772,-1.07225,-0.21525,1.8405,3.62775,4.91125,5.54525,-3.7685,-3.10925,-2.31875,-1.473,-0.7725,0.90075,3.35875,4.9395,5.307,-3.666,-3.522,-2.13575,-1.425,-0.812,1.125,3.24225,4.85425,5.95175,-4.4625,-3.68725,-2.4255,-1.33,1.3975,3.12825,4.75475,5.55475,-1.61225,-1.41025,-0.772,-0.021,0.47525,1.411,3.95025,5.15975,5.701,-3.854,-6.006,-4.3345
1,4.25,421.8895,1.363,420.3455,1.5485,2031.762,420.562,1.3525,420.439,1.705,2027.611,421.77025,1.5045,420.5685,1.834,2031.48725,422.0435,1.264,421.6185,1.51925,2030.759,2.74925,-15.7535,0.1085,417.9635,0.99,0.112,-0.061,0.104,-1.66075,-0.3845,0.1175,-20.524,-1.76975,0.38325,2.0375,1.485,0.5575,-16.427,-15.894,-17.247,-16.25875,-17.1,94.1395,75.585,0.27225,-14.38,-13.645,-12.84,0.1,-2.59,0.8,-0.2075,209.8,245.3,-53.79,219.05,253.7,-0.41,0.01,-0.08,-0.3,-0.47,-0.08,-0.2275,-0.15,-3.285,-1.7535,-1.789,-1.04,-0.211,1.8315,3.62675,4.91025,5.545,-3.8305,-3.14375,-2.33125,-1.468,-0.773,0.90125,3.35825,4.9385,5.306,-3.69675,-3.5425,-2.14075,-1.42525,-0.80975,1.125,3.24125,4.857,5.951,-4.424,-3.779,-2.441,-1.337,1.393,3.1265,4.75375,5.55425,-1.61825,-1.40375,-0.74475,-0.007,0.46,1.4075,3.94925,5.15875,5.7,-3.8665,-6.441,-4.338
1,4.75,421.161,1.4155,420.572,1.838,2031.2135,419.9905,1.375,420.6015,2.004,2021.78225,421.092,1.538,420.937,2.019,2032.2,421.74525,1.3115,421.5385,1.6805,2031.913,2.69075,-15.753,0.10925,418.475,0.98125,0.106,-0.0665,0.088,-1.272,-0.46925,0.12675,-18.486,-2.10425,0.4145,2.06,1.44,0.5775,-16.82525,-15.788,-17.563,-16.2225,-18.26275,94.1175,75.1275,0.268,-14.4425,-13.86,-13.1225,0.1,-2.6475,0.7,-0.2075,207.8,246.2,-55,222.1,252.7,-0.41,0.01,-0.08,-0.3,-0.47,-0.08,-0.23,-0.15,-3.3215,-1.7125,-1.8225,-1.037,-0.175,1.8325,3.62675,4.91,5.54425,-3.88675,-3.17425,-2.34475,-1.46575,-0.774,0.90075,3.35675,4.93725,5.3055,-3.72275,-3.559,-2.144,-1.4255,-0.80925,1.124,3.2405,4.852,5.9495,-4.4495,-3.749,-2.44575,-1.34175,1.392,3.1255,4.75275,5.55325,-1.65,-1.41425,-0.74275,-0.004,0.4455,1.41,3.949,5.15875,5.6995,-3.8945,-6.93825,-4.3835
