DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,361.9936168,3.7869616,0.554375222,2.498293952,-6.5483107155,0.15993091,2.346055687,0.574074722,0.571406294,0.23176,98.189017175,-5.11256698,0.1474913,1.518593,0.1302,-3.97446,-5.24756,-5.594702
1,0.75,362.04065,3.758655045,0.596540237,2.6151246115,-6.3615604615,0.16134,2.39643727,0.616806726,0.57527,0.241324019,98.185457615,-5.354526676,0.152825,1.596567,0.112297,-3.900553,-5.386136,-5.7147
1,1.25,362.0697557,3.675534132,0.560840822,1.73338938,-5.960983066,0.172451905,2.403527056,0.5887567825,0.5926552285,0.244310513,98.19328355,-5.422605993,0.1539878,1.436639,0.1101842,-3.991552,-5.4579625,-5.782438
1,1.75,361.9786046,3.710537667,0.608803241,1.8243506075,-5.6550903815,0.168223854,2.319147024,0.59748463,0.592819488,0.250415065,98.17549304,-5.415446383,0.1633855,1.414371,0.11660455,-4.0449595,-5.238116,-5.6208525
1,2.25,361.8593023,3.556521105,0.535747756,2.280234819,-5.920297188,0.172993869,2.392449975,0.611405747,0.577390665,0.248875384,98.20451026,-5.4213,0.1648893,1.390948,0.1024022,-4.0663135,-5.300703,-5.724539
1,2.75,362.2301148,3.588116363,0.5870981945,2.16366,-5.26844313,0.177725906,2.46253,0.628284835,0.590599451,0.252853327,98.21582879,-5.323377638,0.16235455,1.390348,0.10649465,-4.121767,-5.486827,-5.860207
1,3.25,361.38184895,3.5767607855,0.642111955,1.797649226,-5.3990698635,0.1755972515,2.3121446875,0.5993174975,0.5845452355,0.25067,98.22027301,-5.29712,0.17436005,1.27211,0.1010283,-4.163009,-5.629823,-5.7393
1,3.75,361.613261,3.5148180465,0.562439945,2.195666891,-5.19886,0.172815478,2.392381239,0.593285214,0.6064675155,0.2460470795,98.21982337,-5.3177530545,0.16308715,1.279136,0.10260715,-4.195633,-5.61689,-5.778366
1,4.25,360.6893823,3.50491852,0.57059,1.83197,-4.777538002,0.16903091,2.300785157,0.6079256925,0.604535713,0.2432859325,98.20128756,-5.4408792985,0.15600465,1.3212245,0.1102678,-4.1905695,-5.6793405,-5.815464
1,4.75,360.9338294,3.454878272,0.541149118,2.310421523,-5.1768245735,0.157913456,2.3789152015,0.595627277,0.5879213005,0.248950653,98.17190983,-5.510559034,0.1655393,1.196206,0.1122087,-4.165887,-5.865798,-5.75811
1,5.25,360.67089095,3.482571073,0.609914075,1.90522,-4.8801930565,0.162000921,2.259473422,0.601966083,0.564734603,0.240910744,98.154101505,-5.591648769,0.1585049,1.20953,0.1091529,-4.236292,-5.8602,-5.741941
1,5.75,360.3723604,3.5153308305,0.5814499465,2.34187383,-4.580298635,0.17770683,2.398880372,0.630790621,0.619630791,0.2561374235,98.162952425,-5.574933065,0.15338475,1.337573,0.10396635,-4.304698,-5.741032,-5.818741
1,6.25,360.30986925,3.4669126305,0.672200263,2.217000214,-4.67073,0.167663406,2.286253068,0.598182063,0.583005313,0.2394841525,98.1987,-5.5297691605,0.14909495,1.354662,0.1018559,-4.300145,-5.8270835,-5.981061
1,6.75,360.2783911,3.529997057,0.641437184,2.413583661,-4.388379556,0.164203097,2.232067798,0.5885333,0.578131399,0.2378554,98.22305814,-5.5681076,0.1431132,1.3628505,0.1033505,-4.293472,-5.762673,-5.870685
1,7.25,360.2344146,3.5406781445,0.5823321,1.6243474875,-4.75454,0.167787831,2.3371410845,0.6016967905,0.5623861805,0.238992,98.2489,-5.5842221365,0.13274005,1.3655145,0.10271465,-4.297372,-5.688885,-5.7564955
1,7.75,360.08254975,3.5312007665,0.60184459,2.238367745,-4.584750175,0.172640246,2.301532298,0.599169952,0.5930097765,0.2373567065,98.2574,-5.63543,0.12485625,1.368013,0.09902399,-4.3014755,-5.7952855,-5.9416235
1,8.25,359.6987008,3.512464245,0.581686798,2.5744571865,-4.12925808,0.179186917,2.3799324855,0.6118893355,0.6084254815,0.2511908295,98.282081155,-5.652323403,0.1200389,1.402971,0.09968016,-4.310136,-5.82678,-5.831429
1,8.75,359.9541026,3.5515862025,0.598362084,3.1048995915,-2.54872959,0.18348,2.4586486005,0.644755763,0.62619974,0.2682963435,98.30127481,-5.70325,0.1229854,1.431734,0.08995929,-4.306266,-5.765791,-5.781482
1,9.25,359.7524347,3.484979203,0.5139708315,6.027954552,-0.882140658,0.195007498,2.741622996,0.68648,0.695494763,0.287796851,98.31864111,-5.393110987,0.1346879,1.491612,0.070099865,-4.306541,-5.4175,-5.7498295
1,9.75,359.81260255,3.463121858,0.4930508425,7.0238092825,1.9890558995,0.20943,2.91282,0.794237138,0.76619,0.29871118,98.30471606,-5.274168352,0.1550354,1.528717,0.07197098,-3.877344,-5.39358,-5.405007
1,10.25,359.6316037,3.339830836,0.356570927,10.287842,5.030984177,0.226862795,3.040619116,0.861823919,0.840247389,0.324244028,98.306572775,-5.064674479,0.155294,1.5601005,0.08535144,-3.5504,-5.3594,-5.278685
1,10.75,359.9663824,3.3951010135,0.349396611,12.642281175,6.955516767,0.239811394,3.183675277,0.90329,0.895646713,0.327274438,98.309691275,-4.77995,0.1591505,1.577273,0.07634153,-3.342319,-5.204357,-4.865016
1,11.25,359.70827585,3.37,0.253073233,14.530413555,9.34834,0.25225935,3.282844536,0.94224,0.937643046,0.348000801,98.30998666,-4.45548,0.1659341,1.65812,0.09098819,-3.017525,-4.826499,-4.23095
1,11.75,359.39254435,3.39272095,0.276375794,16.665497765,11.73377543,0.2511391325,3.3761045135,1.010118811,0.9873736335,0.3615263865,98.26708364,-4.1525568695,0.1972275,1.683767,0.09802845,-2.810545,-4.513089,-3.9800115
1,12.25,359.68876495,3.450568845,0.2537105485,18.325624055,13.987306385,0.262223179,3.477290841,0.984037638,1.0166699275,0.365820465,98.22732581,-4.0120531005,0.2025438,1.70706,0.1135394,-2.689079,-3.9867215,-3.5923
1,12.75,359.75769335,3.463716062,0.247473857,18.76285,13.364765385,0.269073703,3.4206428555,1.0506603825,1.013769633,0.370545578,98.185346835,-3.8422384235,0.2212003,1.808421,0.1214454,-2.444657,-3.8166515,-3.3611365
1,13.25,360.3632773,3.548289502,0.209677862,17.91891109,12.06472064,0.2661194965,3.506366077,1.067970104,1.03387956,0.372661892,98.160274885,-3.630672057,0.2217754,1.895376,0.1214,-2.34473,-3.5532185,-3.23943
1,13.75,360.8081247,3.495594001,0.187631469,17.8255,11.122270425,0.2742704965,3.485447987,1.043787867,1.047542663,0.3665209175,98.14355823,-3.407781365,0.2104329,1.9866725,0.1193,-2.154505,-3.3947355,-3.02565
1,14.25,360.4404734,3.487294527,0.1653405135,17.58417644,8.33565182,0.271446682,3.45902489,1.006199217,1.0366343985,0.3670972275,98.10889279,-3.445534687,0.20371815,2.014023,0.11617805,-1.7666815,-3.282347,-3.0911835
1,14.75,361.3324091,3.5463274585,0.19956,16.04958285,5.267030294,0.271584692,3.416781457,1.029340237,1.020319127,0.35463,98.1301,-2.823327238,0.2025444,2.024588,0.11492765,-1.5481405,-3.131992,-2.9701
1,15.25,361.548168,3.5808721185,0.2493025585,14.39667812,2.6177366155,0.2610128765,3.296049471,0.9846595055,0.9689041105,0.351540423,98.10820341,-3.0311340915,0.1909716,2.0336155,0.1157,-1.680585,-3.10866,-2.860264
1,15.75,361.32180975,3.62120948,0.249184412,12.55452765,0.78175341,0.250510759,3.270180884,0.96329,0.933611872,0.34166423,98.10189938,-3.014958188,0.1858672,2.059348,0.1124769,-1.66156,-3.0989,-2.846276
1,16.25,361.5198332,3.6212928965,0.3222266945,10.43588414,-3.033188495,0.238648634,3.154019345,0.872967373,0.855053946,0.325545483,98.117195325,-3.203441077,0.1858038,2.02347,0.1066,-2.183021,-3.145917,-2.893933
1,16.75,361.78085985,3.563448868,0.428359764,8.428951033,-5.5467537995,0.22047,2.97033307,0.814301391,0.825517532,0.308935888,98.122280475,-3.185568481,0.1722627,1.9628365,0.1035551,-2.34219,-3.235894,-3.2556
1,17.25,361.426937,3.5028878105,0.482471613,5.076298399,-7.145761809,0.199679614,2.862727092,0.7644280585,0.734853566,0.2912526735,98.148110855,-3.2336446385,0.1727982,1.84763,0.09998693,-2.725446,-3.351928,-3.42265
1,17.75,361.20239485,3.580543818,0.491211994,3.2221039415,-7.3636406915,0.194315901,2.6039170345,0.668149833,0.68104513,0.2706698655,98.14715,-3.5348844025,0.1527887,1.74578,0.09468712,-2.908752,-3.813794,-3.749836
1,18.25,361.4214782,3.563538543,0.515740035,3.7067156275,-7.78989,0.1792927695,2.4598533285,0.6669830345,0.6511876245,0.259452646,98.1777,-3.65297727,0.1511912,1.6769455,0.0946,-2.991054,-4.1162295,-3.9007
1,18.75,361.6097179,3.587206505,0.494513927,3.095897211,-7.153315,0.187000286,2.518680119,0.624303007,0.632368812,0.256937921,98.19185,-3.734804725,0.1488169,1.683686,0.09331477,-3.061316,-4.3855575,-4.22622
1,19.25,361.6603358,3.429494887,0.5305462095,2.7769,-6.724634055,0.167855429,2.391656569,0.591976741,0.61838,0.250508782,98.179685,-3.942856768,0.1472689,1.7251345,0.089489,-3.108034,-4.6209995,-4.5171695
1,19.75,361.4696787,3.5418553665,0.55625,2.622908598,-6.17886,0.16678058,2.430918008,0.623167906,0.638357383,0.247751722,98.19803275,-4.159853031,0.1417989,1.7051035,0.0849,-3.203006,-4.7711715,-4.547959
1,20.25,361.8313108,3.608818752,0.5878364585,2.460227894,-6.879436871,0.17188,2.396304535,0.634337565,0.593126853,0.251074751,98.19296776,-4.166634759,0.1419823,1.687559,0.08725245,-3.32414,-4.6494785,-4.698857
