DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,3.60195149999999,3.51169,53.923285,8.21836,1.4262495,0.317675,0.02008,407.6825,5.91654798449998,14.85321,1.6875464554,2.171062,1.522237,0.8608324,6.664128,0.8565975,17.41999,1.141352,15.896483025,90.824583052,89.29775,14.7047116715,12.7675,14.0565,13.8805,14.3075,13.380045,-3.240071,0,0,-6.98000000000001,7.629810422,2.09837436
1,0.75,11.61698557275,5.53992449999999,34.145475,4.47538674999999,1.6733335,0.627372299999994,0.0553899999999998,407.44785,9.03414426594998,14.790955,1.38317862192499,2.1395415,1.5629685,0.8625555,6.2724445,0.938415849999998,17.8589025,1.39683225,16.3363783,91.526085259,89.3,14.9011719265,12.6515,13.9175,13.80325,14.1075,14.39607875,-3.52537565,0,0,-5.68050000000001,7.698957632,2.22153336
1,1.25,7.45360521434999,8.473278,28.2757,5.19316124999999,1.57852043445,0.2457866,0.0348949999999998,415.9744,4.71721010482499,14.94706,0.582098908525,2.22384225,1.6521765,0.8778453,6.81948375,0.8613117,17.400605,1.42771625,15.56525,91.6099009,89.3,14.477312614,12.4165,13.737,13.694,13.98,14.520095,-3.770892925,0,0,-6.50805000000002,7.782771164,2.23350603
1,1.75,6.42395375,6.72900874999998,30.652995,5.90781199999999,2.348039274,0.479175549999999,0.02048,408.2928,10.902795235,14.47831,1.49303807460001,2.102567,1.617134,0.8325898,6.343528,0.840101425,16.94978,1.390134,15.27625,91.45062151,89.3,14.0356501725,12.1765,13.5735,13.57375,13.871,15.14767625,-4.003503,0,0,-5.65000000000001,7.886690738,2.2218564
1,2.25,9.86856599999996,4.253687,27.353135,11.99946,1.511435723,0.1762961,0.0300625,406.666125,3.1798707205,14.485525,0.60199639625,2.18315375,1.68136875,0.8267505,6.42370125,0.917963099999999,17.0925875,1.32283875,14.975,90.23688408,89.3,13.9584260085,11.93825,13.358,13.412,13.75475,15.58425375,-4.220770575,0,0,-4.35145,7.819321898,2.198436
1,2.75,2.26310117499996,6.78803124999998,32.4952575,2.77004124999999,1.50888249999999,0.21041645,0.0294624999999997,406.006275,5.08426329539998,14.3558075,0.4946065595,2.03811575,1.68027975,0.850175175,6.191989,0.866827475,17.101045,1.265815,15.67975,90.987831201,89.3,14.8568591525,11.791,13.24575,13.2505,13.65575,15.01358875,-4.328464125,0,0,-4.95865,7.758941006,2.21097399
1,3.25,10.8212225,9.90466474999998,26.7041,3.230929,1.79227425,0.223137675,0.0347324999999997,405.603625,6.56549531799995,13.75135,0.5001398817,2.02263075,1.612371,0.93701005,6.89099674999999,0.826115425,16.973375,1.33952325,15.29825,90.988182259,89.3,14.44029913675,11.54475,13.141,13.0815,13.57675,14.64191,-4.3894589,0,0,-4.7198,7.64977001,2.20528041
1,3.75,2.86850124999999,7.67054399999999,34.9656,4.85721899999999,1.71771,0.661401849999993,0.017325,407.563625,6.080633621625,12.8917625,0.939232009625,2.0856475,1.46394,0.831781125,6.70777875,0.79794015,17.0915875,1.397805,15.35725,90.983000584,89.3,13.9513046715,11.30025,12.9225,12.89225,13.44125,14.802628,-4.498686075,0,0,-5.385434995,7.726365452,2.18664504
1,4.25,8.34704074999994,6.345029,45.8055449999999,4.68872100000001,1.7099105,0.7545137,0.01471,406.7402,5.0137769997,13.64199,0.689442626200001,2.072896,1.774489,0.8248847,6.55277,0.80871882,17.0472,1.320644,15.221,90.147417496,89.29775,13.85102943575,11.24,12.72925,12.74,13.343,14.01843625,-4.727207,0,0,-5.087701535,7.557629522,2.16685884
1,4.75,6.25818819699999,7.345296,40.230754262,4.367032,1.6779785,0.2658167,0.0703625,405.8125,5.146677794625,13.7095125,0.567217286125,1.98553875,1.61584125,0.82676525,6.376415,0.7839535,17.104275,1.25776125,14.91,90.3775,89.291,13.76665411825,11.11125,12.67375,12.6555,13.26925,14.5205695,-4.993940175,0,0,-4.37160000000001,6.04575212799987,1.62307199999997
1,5.25,1.55275074999999,6.24105574999999,50.0618674999999,3.02333725,2.45739,0.163954225,0.0125925,404.805,2.4736349969,13.630285,0.5218408712,2.1247925,1.727743,0.860108449999999,6.190421,0.785365475,17.2981475,1.210128,15.28075,90.317462389,89.2955,14.27725742925,10.84125,12.5955,12.56475,13.19,14.213142,-5.190968825,0,0,-3.575,7.600352246,2.06851335
1,5.75,3.78654370002499,6.04275474999998,45.8755949305,3.25215675,1.4546965,0.750766474999996,0.024475,404.744375,7.954470896,13.64085,1.217912779875,2.07235,1.58938625,0.87668,6.434265,0.83378882,17.2158375,1.48447375,15.55725,90.098490943,89.3,14.42393609725,11.16825,12.54725,12.52025,13.11375,15.11638225,-5.3847253,0,0,-4.14295,6.34343034399986,1.63276319999997
1,6.25,17.6857375,7.08086625,35.6048275,7.058135,2.13313749999999,0.4622485,0.0416625,405.0415,5.3086095215,13.3928875,0.83955459,2.2497225,1.6686625,0.861704625,5.92753875,0.88279461,17.260975,1.533165,15.441,91.0775,89.3,14.15348356925,11.26275,12.47825,12.48475,13.04475,14.2417655,-5.4728649,0,0,-4.076375,7.808233238,2.20935879
