DOY2,HR2,CO2,H2O,VPD,NETRAD,LW_IN,LW_OUT,SW_IN,SW_OUT,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_1_1_1,SH,TS_1_1_1,TS_1_2_1,USTAR,PA,WS
1,10.75,378.64625,2.01025,0.11,17.9275,212.05,221.125,27.655,9.59,-23.675,83.475,37.44875,17.2425,4.4,-0.265,-9.8,0.8,-6.495,-6.2675,0.2845,93.1,1.245
1,11.25,378.37,1.857,0.12,26.675,213.225,222.975,42.56,14.11,-22.55,82.25,49.7475,26.09,4.8,14.0525,-9.7,1.65,-6.49,-6.2675,0.29,93.1,1.3875
1,11.75,378.545,1.824,0.1325,30.35,215.925,225.325,48.7775,16.02,-21.875,82.175,58.055,33.365,6.35,23.4,-9.625,1.55,-6.4875,-6.26,0.26,93.1,1.3175
1,12.25,378.847,1.833,0.15,36.7425,217.2,226.675,61.56,18.87,-21.4,81.45,67.872,34.8625,6.2,27.85,-9.8,1.2,-6.47,-6.25,0.31,93.125,1.4925
1,12.75,378.36625,1.9225,0.17,42.6825,218.75,227.925,66.32,21.475,-20.9,81.525,74.0875,40.3875,7.775,33.035,-9.425,1.175,-6.4675,-6.2475,0.3125,93.1,1.4825
1,13.25,378.268,1.88475,0.17,45.795,218.125,229,70.55,21.68,-20.9,81.2,78.06775,40.525,7.775,38.15,-9.25,0.8,-6.4375,-6.205,0.305,93.1,1.505
1,13.75,377.911,1.9345,0.1725,39.9925,217.05,229.825,66.73,19.2625,-20.725,80.825,76.6795,40.5425,9.35,36.3525,-8.975,0.825,-6.4,-6.165,0.32125,93.025,1.535
1,14.25,378.02,2.00925,0.18,35.19,220.2,228.625,59.1375,19.3475,-20.35,80.525,70.3675,37.655,8.35,26.1075,-8.775,0.35,-6.385,-6.1475,0.3,93.1,1.5025
1,14.75,377.96825,1.98575,0.18,31.165,221.425,229.25,52.44,15.055,-20.175,80.425,72.2675,29.5875,6.8,22.165,-8.6,0,-6.38,-6.1375,0.3005,93.1,1.405
1,15.25,378.098,2.059,0.18,22.59,220.375,230.325,38.2,11.135,-20.2,80.4,58.5775,21.835,6.05,15.8475,-8.55,-0.975,-6.385,-6.1275,0.2885,93.1,1.5425
1,15.75,377.85225,2.0895,0.17,15.93,218.525,231.1,30.1425,8.72,-20.1,80.725,40.49,16.895,4.1,7.66,-8.475,-1.425,-6.39,-6.11,0.28975,93.1,1.4725
1,16.25,377.93675,2.09,0.1625,6.13,214.875,229.875,16.075,5.34,-20.2,81.15,24.806,9.8975,2.325,-4.74,-8.65,-2.3,-6.385,-6.105,0.26,93.1,1.4525
1,16.75,377.742,2.014,0.16,-0.42,211.95,228.9,4.9175,1.885,-20.625,81.375,10.46,3.7575,0.65,-12.37,-8.6,-3.8,-6.3975,-6.1425,0.228,93.1,1.3725
1,17.25,377.76,2.0445,0.15,-2.5475,209.825,224.25,0,0.195,-21.1,81.325,1.65,0.4675,-0.25,-21.27,-8.65,-5.2,-6.42,-6.1725,0.183,93.1,1.275
1,17.75,377.39,2.0155,0.14,-7.075,209.95,222.35,-1.3325,0,-22.2,81.375,0,0,-0.5,-21.45,-8.7,-4.1,-6.4475,-6.2075,0.19,93.1,1.2375
1,18.25,377.233,1.9535,0.13,-8.8375,210.6,220.825,-1.3675,0,-22.85,81.65,0,0,-0.6,-22.4675,-8.675,-2.8,-6.46,-6.2375,0.1575,93.1,1.2525
1,18.75,377.083,1.95,0.12,-7.8575,210.725,220.375,-1.3175,0,-23.15,81.875,0,0,-0.4,-25.17,-8.95,-3.175,-6.48,-6.265,0.16225,93.1,1.37
1,19.25,377.08,1.956,0.11,-7.6825,208.025,219.625,-1.2775,0,-23.4,81.8,0,0,-1.2,-21.78,-9,-3.7,-6.49,-6.28,0.15,93.1,1.3325
1,19.75,377.18725,1.9735,0.11,-4.6425,208.925,217.45,-0.9775,0,-23.675,83.175,0,0,-0.75,-23.91,-9.175,-2.5,-6.5,-6.29,0.207,93.125,1.32
1,20.25,377.333,1.97925,0.11,-4.015,207.65,216.025,-0.96,0,-24.275,82.8,0,0,-1.2,-16.97,-9.1,-2.575,-6.5175,-6.3025,0.177,93.125,1.315
1,20.75,377.6305,1.92825,0.1025,-4.185,206.425,214.325,-0.81,0,-24.775,82.6,0,0,-1.2,-13.17,-9.2,-2.6,-6.5425,-6.3275,0.1515,93.1,1.205
1,21.25,377.6585,1.88125,0.1,-3.7325,206.25,215.575,-0.7675,0,-25.075,82.6,0,0,-0.775,-12.295,-9.5,-2.025,-6.525,-6.3475,0.15,93.125,1.205
1,21.75,377.517,1.85075,0.09,-3.63,206.425,218.125,-0.69,0,-25.05,82.65,0,0,-0.775,-13.8625,-9.7,-1.625,-6.4975,-6.35,0.14,93.125,1.2225
1,22.25,377.551,1.813,0.0925,-3.6125,206.025,217.175,-0.9,0,-24.6,82.975,0,0,-0.7,-11.755,-9.475,-2.125,-6.4625,-6.315,0.14875,93.125,1.0425
1,22.75,377.797,1.7675,0.0925,-3.555,210.775,215.85,-0.8025,0,-24.8,82.925,0,0,-0.7,-10.77,-9.5,-1.1,-6.4425,-6.2975,0.15,93.125,1.1625
1,23.25,377.991,1.7115,0.0925,-3.1275,212.675,215.975,-0.6875,0,-24.325,82.3,0,0,-0.475,-14.78,-9.35,-1.3,-6.425,-6.2725,0.174,93.1,1.2025
1,23.75,378.0675,1.692,0.09,-3.6675,212.8,216.25,-0.88,0,-24.475,82.6,0,0,-0.8,-16.57,-9.3,-2,-6.4075,-6.2525,0.18,93.1,1.225
2,0.25,374.94,2.244,0.1225,-62.9175,189.6,230.05,-1.5925,0,-21.3,83.425,0,0,-1.9,-22.665,-7.3,-2.75,-5.7775,-5.59,0.113,93.225,1.545
2,0.75,374.8865,2.1085,0.12,-56.805,194.7,228.6,-1.2225,0,-21.4,83.425,0,0,-1.4,-21.4225,-7.4,-2.925,-5.82,-5.6325,0.114,93.225,1.42
2,1.25,374.897,2.054,0.12,-50.2,198.6,229.175,-1.335,0,-21.525,83.95,0,0,-1.375,-18.84,-7.575,-2.9,-5.8075,-5.6325,0.11,93.2,1.4525
2,1.75,375.58,2.159,0.12,-49.5075,198.75,228.325,-1.195,0,-21.575,84.125,0,0,-1.25,-20.6675,-7.975,-2.975,-5.805,-5.6525,0.12,93.225,1.44
2,2.25,375.13575,2.08,0.1225,-52.01,195.525,227.575,-1.1075,0,-21.65,83.575,0,0,-1.325,-21.5775,-7.95,-2.175,-5.7925,-5.6925,0.12,93.3,1.575
2,2.75,375.586,1.985,0.12,-47.8725,197.4,227.575,-1.1075,0,-21.95,83.275,0,0,-0.95,-18.99,-7.875,-3.6,-5.7825,-5.6825,0.12,93.3,1.47
2,3.25,375.356,1.879,0.12,-51.7025,192.35,227.925,-1.1425,0,-21.5,83.925,0,0,-0.85,-17.81,-7.675,-2.9,-5.7725,-5.6725,0.11,93.225,1.34
2,3.75,375.7315,1.9835,0.12,-48.4875,196.175,225.475,-1.065,0,-21.775,84.25,0,0,-1.4,-20.21,-7.6,-3.4,-5.7675,-5.66,0.12,93.225,1.465
2,4.25,376.0525,1.9295,0.12,-43.1275,188.625,226.1,-0.955,0,-22.55,84.1,0,0,-1.55,-22.285,-7.7,-2.875,-5.7575,-5.65,0.11,93.2,1.48
2,4.75,376.644,1.863,0.1125,-46.8975,190.35,225.125,-1.075,0,-22.475,83.75,0,0,-1.8,-20.03,-7.85,-2.35,-5.7475,-5.64,0.11,93.2,1.455
2,5.25,376.457,2.0245,0.12,-44.3,197.6,225.325,-1.4475,0,-22.625,83.65,0,0,-1.2,-21.5675,-8.075,-3.225,-5.7375,-5.63,0.11,93.2,1.43
2,5.75,376.6795,1.90425,0.12,-43.7975,200.85,224.025,-1.3525,0,-22.55,83.225,0,0,-1.3,-17.06,-8,-2.85,-5.7325,-5.6275,0.1275,93.225,1.4725
2,6.25,376.8375,1.94525,0.13,-42.3325,197.35,223.525,-1.67,0,-23.075,83.3,0,0,-1.275,-15.2025,-8,-3.4,-5.7475,-5.62,0.10175,93.2,1.4175
2,6.75,376.864,1.911,0.13,-44.9925,196.25,223.825,-1.52,0,-23.125,83.5,0,0,-1.725,-16.57,-8.125,-3.775,-5.7875,-5.6125,0.11,93.2,1.3525
2,7.25,375.87625,1.909,0.12,-42.16,196.1,224.675,-1.2975,0,-23.025,83.25,0,0,-1.65,-17.91,-8.225,-2.6,-5.8175,-5.63,0.12,93.2,1.4825
2,7.75,376.8125,1.835,0.12,-39.2,196.775,227.925,-0.9175,0,-21.975,83.325,0,0,-2.4,-20.295,-8.225,-2.45,-5.7925,-5.66,0.11075,93.2,1.4125
2,8.25,377.028,1.7485,0.12,-36.7125,194.925,228.275,0,0.3525,-21.775,84.625,0,0,-1.6,-18.71,-8.075,-2.4,-5.77,-5.7025,0.14,93.2,1.455
2,8.75,375.7665,1.5725,0.1,-14.3625,196.475,227.725,4.93,2.155,-21.55,85.325,8.495,1.76,-1.9,-13.0375,-8.15,-1.6,-5.8275,-5.68,0.14,93.225,1.4325
2,9.25,376.68375,1.7505,0.1,4.3375,197.25,229.55,21.8875,5.08,-21.375,85.525,38.04375,7.24,-0.575,-8.61,-8,-0.5,-5.82,-5.665,0.17,93.225,1.4025
2,9.75,376.13575,1.58725,0.11,19.9425,195.05,235.55,49.2925,11.235,-20.15,84.5,83.47325,18.95,0.7,-3.26,-7.9,1.2,-5.8175,-5.6925,0.23,93.3,1.4
2,10.25,376.189,1.9215,0.13,41.22,194.125,241.9,78.975,19.2225,-17.625,84.15,136.4625,31.22,3.2,12.89,-7.75,2.5,-5.835,-5.6725,0.248,93.3,1.48
2,10.75,375.80675,2.031,0.15,72.405,197.45,247.4,118.2,27.855,-16.3,80.975,184.1275,45.67,6.5,23.4825,-7.625,1.6,-5.8275,-5.65,0.31,93.325,1.5475
2,11.25,375.6245,2.1795,0.1925,86.965,194.325,249.175,133.1,29.57,-15.3,77.4,246.785,52.5,9.05,38.425,-7.6,1.825,-5.815,-5.625,0.36,93.4,1.77
2,11.75,375.5635,2.2895,0.2125,91.4825,184.975,253.225,156.825,33.04,-14.6,74.425,236.8875,58.56,9.25,40.14,-7.4,2.2,-5.7975,-5.5925,0.35,93.4,1.855
2,12.25,376.0025,2.558,0.2725,101.5425,186.525,254.375,151.25,33.48,-13.375,69.475,253.4825,62.52,10.15,54.935,-7.025,1.75,-5.755,-5.5675,0.3525,93.4,1.8725
2,12.75,375.896,2.566,0.3425,107.6975,186.025,256.975,180.25,36.525,-12.325,67.275,314.09,67.79,9.875,57.84,-6.725,2.5,-5.7575,-5.5475,0.36,93.4,1.9275
2,13.25,374.99,2.586,0.34,119.01,186.15,260.65075,179.25,39.585,-12.4,67.85,339.3475,71.36,11.175,67.18,-6.375,1.9,-5.685,-5.515,0.36,93.4,2.0025
2,13.75,375.553,2.63575,0.355,111.7875,189.275,259.325,169.975,33.74,-12.175,67.05,314.785,63.59,12.1,61.175,-6.175,1.35,-5.605,-5.4825,0.3955,93.4,1.945
2,14.25,375.369,2.77,0.4,104.5175,187.825,261.05,153.675,31.7575,-12.15,66.55,308.89,61.67,13.85,53.77,-5.975,0.7,-5.58,-5.4475,0.4175,93.425,2.1525
2,14.75,375.8355,2.74975,0.3625,94.065,181.95,261.82575,143.075,28.2025,-12.125,66.725,286.32,52.8225,12.125,52.745,-5.9,0.3,-5.565,-5.4225,0.36225,93.5,2.105
2,15.25,375.55525,2.896,0.36,72.635,183.05,261.6,115.525,24.685,-12.1,66.575,243.6875,45.3675,9.2,40.7575,-5.6,-1.075,-5.5475,-5.41,0.37225,93.425,2.07
2,15.75,375.672,2.71,0.34,56.6075,179.625,261.55,98.325,22.0075,-12,67.95,202.6675,35.815,8.7,31.99525,-5.475,-1.05,-5.53,-5.395,0.376,93.5,1.96
2,16.25,375.766,2.591,0.3025,32.73325,179.85,260.575,70.815,14.4075,-12.075,68.1,146.86,28.01,7.7,20.7925,-5.375,-2.95,-5.515,-5.38,0.3725,93.425,1.93
2,16.75,375.505,2.6555,0.2825,4.035,180.1,258.85,46.6225,9.94,-12.375,70.975,97.8775,18.505,4.1,9.7,-5.275,-3.7,-5.5175,-5.38,0.317,93.5,1.7375
2,17.25,375.60825,2.664,0.2725,-36.1475,187.65,255.275,21.3625,4.7925,-12.675,73.95,48.98825,9.4175,3.075,-9.32,-5.375,-5.35,-5.5025,-5.3825,0.24,93.425,1.6325
2,17.75,375.696,2.499,0.2325,-66.76,179.65,252.275,4.925,1.78,-13.475,76.625,17.555,2.8225,0.05,-15.5275,-5.4,-5.7,-5.495,-5.375,0.18625,93.4,1.42
2,18.25,375.161,2.519,0.2,-80.6425,181.125,248.075,-0.135,0.3525,-15.15,79.45,1.9525,0,-0.4,-17.3025,-5.325,-6.6,-5.49,-5.37,0.101,93.4,1.335
2,18.75,374.3525,2.517,0.19,-79.4475,186.875,246.475,-1.9275,0,-15.775,81.425,0,0,-0.4,-22.08,-5.475,-5.5,-5.4875,-5.3625,0.11,93.4,1.285
2,19.25,374.016,2.443,0.18,-77.7225,192.225,243.275,-2.1175,0,-16.65,82.65,0,0,-0.5,-20.205,-5.7,-6.05,-5.5,-5.3725,0.1135,93.4,1.32
2,19.75,374.013,2.353,0.17,-71.58,191.45,241.425,-1.9525,0,-17.4,82.475,0,0,-0.35,-19.05,-5.8,-4.2,-5.52,-5.3725,0.09,93.4,1.42
2,20.25,373.67525,2.444,0.1525,-70.0975,192.675,241.525,-2.0225,0,-17.9,82.2,0,0,-0.7,-21.095,-6,-4.7,-5.54,-5.3725,0.1085,93.4,1.4075
2,20.75,374.00125,2.41,0.1425,-68.245,193.05,239.175,-1.755,0,-18.1,82.95,0,0,-1,-22.575,-6.175,-4.975,-5.5525,-5.3775,0.1125,93.4,1.4525
2,21.25,374.28375,2.386,0.15,-69.6325,182.7,237.35,-1.865,0,-18.375,83.55,0,0,-0.65,-20.385,-6.5,-4.6,-5.5525,-5.3825,0.10225,93.4,1.5325
2,21.75,374.876,2.36,0.15,-67.515,185.9,235.275,-1.8925,0,-19.15,84.1,0,0,-0.9,-23.0325,-6.7,-4.65,-5.555,-5.3825,0.0825,93.325,1.4325
2,22.25,374.786,2.35775,0.14,-69.3125,182.8,233.55,-1.7025,0,-19.575,83.275,0,0,-1.225,-26.32,-6.975,-3.3,-5.5775,-5.38,0.1,93.325,1.4975
2,22.75,374.638,2.3725,0.13,-71.1425,184.725,233.525,-1.7775,0,-20.025,83.05,0,0,-1,-18.7525,-7.05,-4.175,-5.595,-5.3725,0.1,93.325,1.5475
2,23.25,374.6055,2.34575,0.13,-70.355,190.3,232.325,-1.8575,0,-20.125,83.45,0,0,-0.925,-24.685,-7.25,-3.25,-5.64,-5.395,0.0875,93.3,1.465
2,23.75,374.70675,2.2515,0.13,-64.67,190.8,230.325,-1.5875,0,-20.5,83.975,0,0,-1.55,-26.645,-7.175,-3.925,-5.675,-5.425,0.1,93.3,1.585
3,0.25,375.0395,2.708,0.14,-72.8175,195.55,253.25,-1.61,0,-14.325,80.175,0,0,-0.7,-29.41,-4.45,-3.8,-4.225,-4.075,0.11,93.4,1.6375
3,0.75,374.87575,2.625,0.14,-74.075,188.6,250.95,-1.75,0,-14.8,80.3,0,0,-0.725,-27.32,-4.7,-4.2,-4.265,-4.085,0.1,93.325,1.6475
3,1.25,375.697,2.626,0.14,-73.8,180.575,249.525,-1.5525,0,-15.4,80.85,0,0,-1,-28.2625,-4.8,-3.7,-4.29,-4.1,0.0985,93.3,1.53
3,1.75,375.376,2.6725,0.13,-74.06,183.125,248.05,-1.8625,0,-15.375,81.425,0,0,-0.7,-26.4,-5,-4,-4.3225,-4.115,0.0825,93.3,1.5875
3,2.25,375.4705,2.65575,0.13,-72.8525,189.575,247.6,-1.3575,0,-15.7,82.575,0,0,-1.2,-27.165,-5.4,-4.3,-4.3525,-4.145,0.1075,93.3,1.62
3,2.75,375.001,2.62625,0.1225,-70.73,189.35,246.625,-1.4575,0,-16.175,83.425,0,0,-1.4,-28.92,-5.5,-2.925,-4.3725,-4.16,0.1,93.325,1.58
3,3.25,375.22275,2.5075,0.13,-73.3325,191.425,247.425,-1.6775,0,-16.075,82.725,0,0,-1.125,-29.67,-5.5,-4.4,-4.3625,-4.19,0.095,93.325,1.5825
3,3.75,375.962,2.273,0.13,-67.9075,191.525,245.95,-1.55,0,-16.175,83.475,0,0,-1.65,-24.79,-6,-4.1,-4.35,-4.225,0.0925,93.3,1.58
3,4.25,375.678,2.553,0.13,-65.5375,192.675,244.175,-1.56,0,-16.925,83.725,0,0,-1.4,-25.73,-6,-3.825,-4.34,-4.22,0.115,93.3,1.6625
3,4.75,375.81,2.632,0.13,-66.9775,194.225,242,-1.5675,0,-17.4,83.85,0,0,-0.8,-20.14,-6.1,-3.9,-4.33,-4.21,0.09,93.3,1.4475
3,5.25,375.809,2.61475,0.1225,-66.2,196.4,239.5,-1.355,0,-18.125,83.925,0,0,-0.8,-21.6775,-6.35,-3.475,-4.3225,-4.21,0.067,93.2,1.4325
3,5.75,376.00675,2.57625,0.13,-68.68,192.625,238.45,-1.6125,0,-18.65,84.825,0,0,-0.7,-23.4525,-6.5,-3.25,-4.32,-4.2,0.0815,93.225,1.345
3,6.25,376.0095,2.55525,0.12,-66.87,194.75,237.075,-1.39,0,-19.025,85.2,0,0,-1.2,-23.395,-7.025,-2.825,-4.3125,-4.1975,0.08,93.3,1.35
3,6.75,375.962,2.484,0.1,-63.6,197.35,236.325,-0.52,0,-19.375,84.75,0,0,-1.1,-23.785,-7.525,-2.85,-4.3125,-4.1875,0.0845,93.3,1.3625
3,7.25,375.9465,2.49175,0.1125,-52.245,195.325,235.375,0.075,0.63,-19.475,85,0,0,-1.4,-21.465,-7.6,-4.25,-4.31,-4.185,0.089,93.3,1.36
3,7.75,375.963,2.431,0.11,-21.2275,195.9,241.275,6.3525,2.48,-18.9,85.125,9.615,2.4675,-1.4,-16.81,-7.475,-1,-4.3225,-4.2025,0.1205,93.3,1.3125
3,8.25,377.441,2.5775,0.1125,6.275,198.175,245.85,28.9425,7.355,-17.575,83.375,43.00775,9.3475,0.025,-4.055,-7.1,-0.15,-4.325,-4.2175,0.14475,93.3,1.2225
3,8.75,377.618,2.62175,0.14,32.14,197.15,252.85,63.41,15.4875,-16.275,77.025,104.645,22.515,2.075,6.8675,-7.3,1.95,-4.3425,-4.21,0.2175,93.325,1.365
3,9.25,377.2245,2.696,0.16,58.4375,197.175,257.925,96.625,23.705,-14.175,70.725,165.8475,36.1025,5.475,20.09,-6.9,2,-4.38,-4.2075,0.27,93.425,1.4225
3,9.75,376.59775,2.663,0.2325,86.02,192.5,261.87575,129.35,31.39,-12.125,63.55,223.0425,53.0875,8.45,37.0525,-6.5,3.3,-4.385,-4.2075,0.34,93.5,1.69
3,10.25,376.448,2.655,0.3275,107.9675,190.65,264.5,169.675,35.575,-11.05,59.775,295.4875,61.4475,13.05,58.64,-6.2,2.6,-4.3675,-4.19,0.352,93.5,1.9725
3,10.75,375.5135,2.666,0.445,145.9625,188.7,269.725,220.375,47.5925,-9.7,55.925,384.1325,83.9425,12.7,87.17,-6,3.8,-4.3275,-4.1875,0.36,93.6,2.055
3,11.25,375.31125,2.6745,0.5475,164.89,188.625,273.75,248.625,55.815,-8.8,52.725,449.6075,96.495,15,104.78,-6,3.6,-4.3,-4.1775,0.44,93.625,2.0825
3,11.75,374.631,2.75125,0.585,188.525,192,278.975,295.25,59.0125,-7.475,48,470.34,103.1675,19.975,116.62,-5.8,3.7,-4.2775,-4.165,0.41,93.625,2.215
3,12.25,376.358,2.825,0.6825,223.275,195.075,281.625,302.7,62.305,-6.7,43.775,535.285,108.8425,17.925,137.69,-5.4,3.2,-4.235,-4.155,0.45,93.625,2.4575
3,12.75,374.4425,2.7225,0.835,251.45,194.3,283.475,353.5,65.5475,-5.7,40.3,563.1075,112.4625,19.1,140.81,-4.9,2.2,-4.215,-4.135,0.4705,93.7,2.4575
3,13.25,374.9515,2.64025,0.915,243.9175,197.175,285.325,360.275,65.15,-5.575,38.8,596.62,115.06,18.8,155.3425,-4.6,1.15,-4.1575,-4.0925,0.5,93.7,2.4725
3,13.75,374.939,2.658,0.9825,230.1825,196.625,289.025,316.75,62.085,-5.35,38.375,633.44,107.6625,17.4,131.66,-4.4,1,-4.1075,-4.045,0.48,93.625,2.5675
3,14.25,374.73675,2.6975,1.0225,218.1825,198.025,288.825,299.875,57.2025,-5.075,37.45,570.65,99.8675,18,129.66,-4.3,1,-4.065,-4.005,0.475,93.625,2.455
3,14.75,375.6705,2.718,1.035,221.1425,198.65,289.075,339.275,57.6525,-4.9,37.075,542.6625,95.5625,16.425,139.47,-4.3,0,-4.08,-3.9775,0.495,93.6,2.35
3,15.25,375.5965,2.70325,1.0475,161.7625,198.225,288.75,239.675,46.6625,-5.425,38.65,497.1275,79.545,16.8,105.255,-3.9,0.1,-4.0675,-3.955,0.47,93.6,2.4675
3,15.75,375.553,2.662,0.91,131.6325,198.4,287.85,198.4,39.7475,-5.3,40,418.1775,70.865,15.97575,81.89,-3.85,-0.375,-4.0325,-3.9325,0.47175,93.6,2.4025
3,16.25,375.10775,2.6785,0.9075,115.2425,198.4,286.525,172.225,33.44,-5.575,39.675,349.4525,57.3225,12.3,70.615,-3.725,-0.875,-4.01,-3.935,0.465,93.6,2.435
3,16.75,375.4205,2.691,0.8925,70.6725,195.525,284.425,123.575,24.63,-6.1,41.6,260.05,43.9725,10.4,45.9225,-3.45,-1.875,-4.015,-3.945,0.46,93.525,2.385
3,17.25,375.564,2.7195,0.815,30.0975,194.9,282,82.2,16.8925,-6.45,42.7,176.5425,28.4,7.8,20.2575,-3.275,-3,-4.02,-3.945,0.4225,93.525,2.2675
3,17.75,375.641,2.711,0.6925,5.945,193.15,280.4,56.3575,10.835,-6.875,45.95,114.9075,20.3475,5.3,7.18,-3.175,-3,-4.02,-3.9425,0.369,93.525,2.11
3,18.25,375.3685,2.765,0.575,-40.8675,194.2,276.85,28.7675,6.475,-7.5,48.575,55.53,8.93,3.325,-8.6025,-3.1,-5.075,-4.0175,-3.935,0.3085,93.5,1.795
3,18.75,374.988,2.8105,0.4525,-77.29,197.325,274.8,5.485,1.925,-8.5,53.4,13.52175,2.925,1.05,-23.385,-3.125,-6.25,-4.015,-3.9375,0.26,93.5,1.71
3,19.25,374.6085,2.84075,0.36,-94.08,193.075,272.15,-0.6975,0.2525,-9.575,58.95,0.55,0.11,0.1,-28.6825,-3.225,-7.225,-4.0075,-3.9375,0.1905,93.5,1.5725
3,19.75,373.674,2.861,0.2725,-95.7775,193.4,268.8,-2.355,0,-10.1,65.4,0,0,0,-26.59,-3.4,-6.4,-4.005,-3.9375,0.08,93.425,1.48
3,20.25,373.0915,2.83375,0.22,-92.565,188.325,267.6,-2.3725,0,-10.6,70.95,0,0,0,-31.1975,-3.375,-5.4,-4.0225,-3.9425,0.1005,93.425,1.615
3,20.75,373.09625,2.91225,0.2,-88.44,185.625,267.075,-2.2975,0,-10.925,74.55,0,0,-0.1,-31.4145,-3.4,-4.6,-4.0375,-3.94,0.12675,93.4,1.6325
3,21.25,373.371,2.817,0.18,-86.865,185.3,264.875,-2.2,0,-11.425,76.7,0,0,-0.2,-30.9,-3.3,-5,-4.0575,-3.955,0.135,93.4,1.7
3,21.75,373.922,2.771,0.17,-87.8425,185.9,263.15,-2.1375,0,-11.775,76.825,0,0,-0.225,-33.275,-3.5,-4,-4.0625,-3.9675,0.1035,93.4,1.655
