DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,394.38,394.735,394.93,395.35,394.995,395.72,397.03,399.64,0.2855,0.021,-0.9025,-51.42,-62.345,11.4,-1.56,-0.632,-0.124,0,0.014,-1.93,1.075,202.71,278.9,-59.61,0,-0.029,69.83,-6.41,61.045,1.25,-7.85,61.53,1.125,-8.17,68.63,0.938,6.02,0.9995,-6.165,-5.99,-5.815,-1.42,-0.317
1,0.75,396.98,397.39,397.99,398.395,398.05,399.25,400.78,401.425,0.305,0.0135,-0.863,-50.23,-61.545,10.12,-1.57,-0.624,-0.174,0,0,-1.98,1.04,202.265,279.135,-60.49,0,-0.0295,69.82,-6.4,61.83,1.24,-7.82,62.44,1.1,-8.21,68.805,0.924,6.18,0.976,-6.31,-6.035,-5.905,-1.425,-0.316
1,1.25,394.19,394.56,394.875,395.03,394.72,395.28,396.76,399.355,0.289,-0.001,-0.9115,-49.71,-60.82,10.52,-1.57,-0.401,-0.074,0,0,-1.95,1.06,200.715,278.945,-60.84,0,-0.0305,69.8,-6.46,62.255,1.215,-7.89,62.7,1.1,-8.225,69.005,0.926,6.15,1,-6.38,-6.185,-5.96,-1.425,-0.317
1,1.75,396.985,397.365,397.84,398.11,397.91,399.215,400.76,401.34,0.3025,-0.002,-0.889,-52,-63.59,11.23,-1.57,-0.2645,-0.1,0,0,-1.9,1.04,202.945,279.25,-60.25,0,-0.0285,69.8,-6.56,62.45,1.25,-7.88,63.06,1.09,-8.13,69.03,0.9285,6.35,0.996,-6.47,-6.25,-6.105,-1.425,-0.316
1,2.25,394.115,394.55,394.83,395.03,394.79,395.275,396.8,398.79,0.321,0.017,-0.891,-49.61,-66.18,11.465,-1.57,-0.4515,-0.143,0,0,-1.94,1.03,203.765,279.54,-61.755,0,-0.027,69.805,-6.53,61.48,1.22,-7.66,63.475,1.09,-8.145,69.165,0.916,6.22,0.995,-6.52,-6.42,-6.035,-1.41,-0.314
1,2.75,396.95,397.46,397.67,397.9,397.66,398.905,400.68,401.3,0.289,0.012,-0.882,-49.46,-63.37,10.13,-1.56,-0.416,-0.055,0,0,-1.96,1.06,202.9,278.92,-60.91,0,-0.026,69.79,-6.615,61.43,1.22,-7.8,62.805,1.11,-8.08,69.62,0.928,6.41,0.989,-6.57,-6.47,-6.115,-1.41,-0.314
1,3.25,394.02,394.605,394.66,394.92,394.715,395.53,396.82,398.805,0.271,0.004,-0.947,-48.75,-65.97,9.92,-1.56,-0.327,-0.088,0,0,-2,1.06,202.185,278.895,-60.43,0,-0.025,69.77,-6.69,61.6,1.24,-7.77,63.075,1.1,-8.09,69.16,0.915,6.26,1.025,-6.56,-6.48,-6.055,-1.41,-0.315
1,3.75,396.86,397.27,397.75,397.91,397.75,399.14,400.8,401.32,0.311,-0.033,-0.914,-49.08,-65.765,11.78,-1.56,-0.3045,-0.106,0,0.005,-1.97,1.02,203.34,279.155,-60.38,0,-0.027,69.77,-6.625,61.09,1.26,-7.95,62.62,1.13,-8.13,68.955,0.911,6.25,1,-6.67,-6.505,-6.15,-1.41,-0.315
1,4.25,394.135,394.6,394.66,394.73,394.73,395.465,396.81,399.11,0.295,0.0055,-0.9835,-50.08,-65.58,9.63,-1.56,-0.2815,-0.08,0,0,-1.91,1.03,205.535,279.345,-60.495,0,-0.023,69.77,-6.585,61.03,1.31,-7.86,62.42,1.12,-8.075,69.16,0.9345,6.34,1.05,-6.77,-6.48,-6.225,-1.405,-0.317
1,4.75,396.815,397.35,397.97,398.2,397.745,399.02,400.53,401.29,0.261,0.015,-1.01,-50.885,-67.205,9.75,-1.56,-0.4215,-0.0685,0,0,-1.95,1.06,203.31,278.805,-61.42,0,-0.023,69.76,-6.795,61.43,1.29,-7.815,62.53,1.13,-8.1,69.42,0.9425,6.6,1.06,-6.83,-6.54,-6.285,-1.41,-0.3165
