DOY2,HR2,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,T_CANOPY_1_1_1,PA_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,NETRAD_1_1_1,G_1_1_1,USTAR_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,PPFD_BC_IN_1_1_1,PPFD_OUT_1_1_1
1,0.25,-8.90013125000004,-8.90485500000003,88.5915625,90.540925,-9.410075,-9.24193125,-9.07380125,-8.95141875,-8.48156625,-6.64651,104.595125,10.5492825,9.56871749999998,9.04379249999998,8.62786999999999,8.80190999999999,2.774322289,5.00252259005,294.6676905,300.3349004825,12.50085,2.011247932825,0.982179487399998,0.40912075705,13.540179880525,7.8535607741,1.3657798892,2.44409246584999,3.28800000034999,-1.042374999825,1.93350183854999,-0.454138889100006,0,8.9912
1,0.75,-9.76757125000005,-9.90811625000004,88.117525,89.852075,-9.43200625,-9.2611925,-9.08990625,-8.93504375,-8.479165,-6.31355,104.64125,10.3461,9.55391749999998,8.98409499999998,8.55078249999999,8.741995,3.1137048191,5.528482680825,294.3322841875,302.7758782325,12.48945,1.4223994516,1.0007264954,0.416875776375,16.894721096,58.3558396345,3.57877378219999,2.58032534214999,3.41909803944999,-1.03572222235,2.01841911799999,-0.465245370075007,0,9.26965
1,1.25,-9.86099500000002,-10.0783175,87.7950625,89.566625,-9.44962,-9.27581625,-9.0929925,-8.94379125,-8.50403875,-6.706675,104.616375,10.51845844175,9.89683999999999,9.38166999999999,8.98465749999999,8.7108675,5.33433734949999,7.690643825625,291.41404366,304.75482494,12.16185,3.0182075068,1.0480769232,0.449574101875,19.70246215,5.660494910475,0.835832669849998,2.54423801389999,3.37857843119999,-1.01744444445,1.96852941144999,-0.466134258975007,0,9.6046
1,1.75,-10.39594125,-10.60005625,87.8842625,89.6909875,-9.47742250000001,-9.30413625,-9.12725125,-8.91894,-8.52747375,-6.5885425,104.5925,10.94362631,10.17304,9.54791999999999,9.147935,8.4058925,5.00828313269999,13.000000000275,291.7940524625,302.958640145,12.085525,3.010727903825,1.1528205126,0.4336784844,24.08506564325,30.3191466787,1.2533250634,2.47002568499999,3.30961764709999,-0.994087962825,1.79553308819999,-0.474421296450006,0,9.57595
1,2.25,-10.6458650000001,-10.8992512500001,87.566475,89.275275,-9.47514375,-9.30042125,-9.11850375,-8.9309575,-8.541415,-6.186475,104.715125,10.75706081225,10.1511475,9.59014749999999,9.2719175,8.4711975,4.03870481959999,10.210128013175,292.98482012,305.48969182,12.230825,2.2821842536,1.2555982906,0.4476453398,20.61459519675,7.9061913711,0.8725219644,2.80172945204999,3.46306862789999,-0.9573333337,2.14102022039999,-0.503787037325005,0,9.688
1,2.75,-10.8244812500001,-11.2146975000001,86.9396125,89.3530625,-9.49078875,-9.31645375,-9.13533875,-8.90545,-8.559165,-5.8787,104.628,11.1123425,10.3709125,9.909735,9.521525,8.496775,4.47846385549999,5.18565512035,294.1067931125,306.8556174725,12.00475,3.714107676525,1.2980341882,0.4566471348,24.488898082,26.64989341775,2.61176998649999,3.10605308249999,3.64474509784999,-0.93711574065,2.44975183789999,-0.519953703675004,0,9.85699999999999
1,3.25,-11.1483150000001,-11.3952850000001,88.9043875,90.3344,-9.53830625000001,-9.33898,-9.13200375,-8.8828,-8.569595,-5.75055,104.60825,11.13754,10.51173,9.8971875,9.41438,8.29413,5.7860692769,10.12134789235,296.4945805375,307.08008678,11.659575,2.55842824397499,1.3337179486,0.486273516875,24.2141417115,5.8346726893,0.9186802685,3.13452910959999,3.66673529414998,-0.923888888775,2.54013786799999,-0.531796296200003,0,10.013375
1,3.75,-10.9942225,-11.67235125,88.7683625,90.629125,-9.55764625,-9.35980875,-9.14045375,-8.89522125,-8.58039625,-6.0294,104.656875,10.9080825,10.1631125,9.68716499999999,9.288225,8.54593249999999,4.0606174702,10.6066641558501,299.7707143,307.772030355,11.673175,3.2817737932,1.3960683764,0.47706522435,22.291545224,3.38378652645,1.165197618,3.168364725875,3.658382352875,-0.903990740775,2.561236213625,-0.535694444650002,0,10.0668
1,4.25,-10.6951150000001,-11.4312012500001,89.3627625,90.83615,-9.57064250000001,-9.384315,-9.18729,-8.90480875,-8.59145625,-5.8900025,104.534,11.271995,10.396015,9.9425775,9.46453,8.66639999999999,3.5489457827,3.52464231965,301.4363087,308.656703945,11.760025,2.65269056525,1.4589316236,0.515752477625,20.013041735,6.57422914604999,0.595599788125,3.204751712125,3.74661764675,-0.878115740825,2.56130514675,-0.550319444450002,0,10.1015
1,4.75,-10.2910737500001,-10.8296562500001,89.7077875,90.6994,-9.59619375000001,-9.41758875,-9.2093525,-8.90669625,-8.60154625,-5.523215,104.548125,11.343335,10.88284,10.1882575,9.59213,8.66371,4.6441265061,5.3745858435,297.7052683,306.6713160425,11.50445,3.39244305165,1.5100000004,0.4953900508,24.8655512875,2.81503511475,0.7856467755,3.178124999625,3.74058823525,-0.85840740715,2.550643382625,-0.525180555275,0,9.965375
