DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_2_1_1,SC_1_1_1,RH_1_1_1
1,0.25,450.0238875,424.000265,423.7521,424.0721325,423.7021,424.7422,426.4382,2.3214382,2.4308643,2.447553775,2.49812265,2.4500156,2.488118,2.3783097,7.38071135,24.317696,8.3826429,5.36264635,4.125471425,2.17963365,1.71929635,1.204632,96.5712875,0.40246573,0.161715339999994,0.247055365,0.484566665,0.26804797,0.57384406,0.929659029999999,0.914616499999999,0.887533664999999,0.675348334999999,2.065408,1.264104,2.51429865,2.861168,3.22270865,3.97584335,4.912167,1.40628139999999,3.447294825,0,0,0,0,0,0.1374341,1.762783,311.5563225,315.2884,0.711349865,0.818216635,2.339472,0.675789525,1.1406729,1.59837635,2.47911245,2.7248095,2.99177675,-1.284112,0.411109367499999,100
1,0.75,449.7759075,424.0217975,423.84842,424.118365,423.89071,423.78571,425.73009,2.3114627,2.42456225,2.44576455,2.487357625,2.4536234,2.49417105,1.860792625,7.9239375,16.912514,8.0009195,5.296291,4.045065,2.134083,1.601603875,1.1890862,96.5700685,0.2096722,-0.08904166875,0.03687500625,0.4174816375,0.2372083,0.5060733,0.7840833375,0.731916725,0.7135466375,0.4789167,1.71234975,1.191774,2.259220875,2.541241625,2.917875,3.70288775,4.691333625,1.71315665,3.340341025,0,0,0,0,0,0.157752350000001,1.811298325,311.69929,315.197435,0.4910116625,0.547037925,2.0823447,0.674476635,1.142409225,1.598893325,2.48289455,2.7243514,2.993433375,-1.2653442,0.4831831775,100
1,1.25,449.43148,423.991385,424.03129,424.072635,423.90729,423.86169,426.90784,2.31245595,2.4180053,2.4337827,2.481788,2.4226339,2.4732943,2.05851395,8.3368,19.5877235,9.70676689999999,5.3162889,4.114901925,2.116667,1.702667,1.156976625,96.5694245,0.0840604349999942,-0.2610833,-0.1573333,0.1533333,-0.02233333,0.4956667,0.7116666,0.6081933,0.601,0.4873333,1.797533,1.1276434,2.285,2.608867,2.982433,3.736667,4.706,0.600365779999999,3.35454915,0,0,0,0,0,0.11825384,1.767876,311.553325,314.785225,0.4900067,0.4936067,2.04651825,0.6710948225,1.142039775,1.593253125,2.48393775,2.725103075,2.992202375,-1.2553518,0.3771827925,100
1,1.75,449.417045,424.32352,424.1672175,424.35552,424.303865,424.2935,426.747595,2.312736425,2.4017606,2.4247328,2.4752816,2.42308285,2.47739125,2.0643115,8.258359175,18.68384175,7.484144,5.2287014,3.958337,1.895306675,1.55654615,1.1472778,96.56630625,0.13497498,-0.343150015000002,-0.1707769175,0.0824083422499978,-0.0576416667500021,0.420683365,0.6004678325,0.549045917499998,0.583181385,0.4622150325,1.7194825,1.0982885,2.23662,2.525848325,2.903919175,3.661226325,4.6345375,1.65374605,3.400297,0,0,0,0,0,0.179578805,1.7520199,312.06153,314.4669275,0.4013825525,0.423249999999999,2.0381152,0.67117425,1.14287555,1.59787415,2.47943895,2.7239583,2.986400025,-1.2468892,0.511156554999999,100
1,2.25,449.702525,424.0347,424.0020675,424.13981,424.1093175,423.9513625,426.289585,2.310473825,2.39851235,2.4228286,2.45114225,2.436048,2.494832875,2.14995239999999,8.1290175,20.035824,7.081201825,5.0357334,4.1842167,1.927870825,1.475331325,1.166670125,96.57283625,0.0464266599999997,-0.4616499575,-0.304375065000003,-0.0999024165000013,-0.0761083300000011,0.273166699999999,0.681980199999999,0.664585082499997,0.650349732499997,0.579838032499999,2.033357175,1.108816875,2.507592825,2.8607125,3.194836675,3.975082825,4.86743415,2.33850779999999,3.933993,0,0,0,0,0,0.191932429999999,1.932223,312.2226325,314.22428,0.421983332499995,0.6042905,2.08159067499999,0.67356267,1.143503025,1.5943842,2.475787175,2.71835625,2.98409245,-1.241711825,0.437863317499999,100
1,2.75,449.5641,423.98754,423.97107,424.20206,424.287805,424.0697175,426.419445,2.2945586,2.3693733,2.3918238,2.45086815,2.421798425,2.5208758,1.8626295,8.0034847,19.15232275,5.09552604999999,5.259991725,3.7621205,1.83776835,1.53693665,1.148549425,96.57830825,-0.0578830392000014,-0.543600000000002,-0.431049999999998,-0.20454997,-0.146793134499999,0.23015,0.654453465,0.578487135000001,0.601775000000001,0.4892977,1.91122865,1.121236,2.38211,2.742918,3.06744865,3.85061365,4.83533665,1.54205639999999,3.61966299999999,0,0,0,0,0,0.1937216,1.8026953,311.723675,313.8048425,0.380175970000001,0.52244447,1.97342675,0.672376305,1.140558025,1.597035075,2.47550965,2.7190091,2.981828675,-1.234016925,0.340673015,100
1,3.25,449.601615,424.42554,424.16224,424.46643,424.49478,424.618135,426.4960475,2.2949028,2.393341,2.374604,2.4555987,2.4161077,2.520270425,1.924002,7.880566625,19.4707015,6.74126955,5.3917154,3.931415,1.901008375,1.405583375,1.17634595,96.57994,-0.0365272625000017,-0.57559705,-0.4898333375,-0.1981666625,-0.1770417,0.1892783375,0.7786250875,0.736074175,0.6952908125,0.7003013125,2.09587525,1.10729465,2.52879975,2.947245875,3.27578725,4.03857475,4.966246125,2.2413147,3.318741975,0,0,0,0,0,0.195818934999999,1.94095665,311.647,313.74453,0.464271275,0.682725475,1.9022534,0.67348208,1.1419918,1.5962756,2.4832206,2.7161818,2.982237,-1.2223555,0.503489189999999,100
1,3.75,449.4316,424.41329,424.48522,424.3268,424.4532325,424.3811275,426.2176325,2.286337375,2.38187745,2.3893857,2.46169175,2.42086205,2.5309942,2.1729863,7.68375775,17.78337,5.4775626,5.250214275,3.766097,1.883816375,1.402703875,1.1854405,96.583056,-0.162011600000004,-0.570558325,-0.52672,-0.187875,-0.38045375,0.1673333625,0.6853983,0.636041675,0.6508124625,0.5188662125,1.905608,1.096617,2.3720045,2.76921225,3.1261375,3.85892525,4.82341225,1.9225939,3.57663,0,0,0,0,0,0.207667475,1.71507725,312.134455,313.8027,0.44407255,0.5300237875,1.9596897,0.67361242,1.1418624,1.5967908,2.4770908,2.7153958,2.9772526,-1.21265335,0.5055883875,100
1,4.25,449.44253,424.35333,424.38133,424.37533,424.483,424.478,426.12422,2.3015291,2.391432875,2.40010815,2.4606247,2.41872215,2.4955496,1.93779155,7.6303783,20.0616645,6.843578,5.11695145,3.9865766,1.836072,1.41867665,1.0946586,96.6034825,-0.200155000000001,-0.599656010000003,-0.559992334999999,-0.2128545,-0.424878269999997,0.0484166715000015,0.746208865000001,0.720414835000001,0.713061995000001,0.575537335000001,2.0760683,1.0121305,2.506717,2.90437365,3.2489297,4.01091805,4.95254335,1.4699971,3.224463525,0,0,0,0,0,0.195987375,1.64637725,311.938225,313.74164,0.411140835,0.532803165,1.9858085,0.67412148,1.1428918,1.5962756,2.476178,2.712651,2.9747644,-1.203669925,0.39700095,100
1,4.75,449.29113,424.43933,424.20427,424.61484,424.62534,424.609135,425.80829,2.3200743,2.38727475,2.4065715,2.45784675,2.41352905,2.480107625,2.39122215,7.50531465,20.413775,6.22868125,5.0622558,3.6871997,1.96518135,1.517372,1.145834775,96.61776,-0.436220775,-0.703695170000004,-0.573228669999999,-0.25724997,-0.438634604999997,0.00645150135000176,0.549132835000001,0.53548006,0.52092183,0.421189000000001,1.8802597,1.0000314375,2.3447347,2.70769935,3.06161865,3.815915,4.7857903,1.810379125,3.95449297499999,0,0,0,0,0,0.203167395,1.7367646,312.0799875,313.6784425,0.38538417,0.388919470000001,2.20176145,0.67489316,1.141992,1.5951098,2.4772212,2.7083348,2.9727946,-1.1951532,0.320745355,100
