DOY2,HR2,CO2_1_1_2,H2O_1_1_2,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,424.878375,3.521,3.20315,2032.281975,425.776,3.521125,3.23925,2032.8583,425.817375,3.51625,3.2772,2032.143775,426.043,3.6266,3.34445,2032.6371,10.8389,-1.116675,1.153175,428.1177,3.87325,0.195,0.242375,0.152,13.4235,1.303,0.55485,20.222225,11.3902,1.46555,9.06699999999999,7.8825,-0.784500000000007,-1.58540000000001,-0.999450000000003,-2.151,93.1881,87.9525,2.8042,-4.66375,-1.618,-2.72,3.3925,0.307999999999997,5.57749999999999,-0.213750000000001,0.19925,281.6925,293.8725,24.77025,299.99,303.4675,0.45,0.35,0.09,0.13,0.47,0.11,0.3,0.45,-1.598925,-1.29975,-0.678825,-2.35265,-2.131575,-1.2129,-1.0063,-0.899475,-0.617175,-0.0181500000000011,-2.094,-1.7375,-1.0298,-0.716,-0.636575,0.112,0.0989,-2.0667,-1.6526,-1.177,-0.440800000000002,-0.428650000000001,-0.242300000000001,-3.603075,-3.374075,-1.49775,-2.462375,-0.7935
1,0.75,424.9336,3.553125,3.24915,2032.809175,425.36335,3.55275,3.293575,2032.784175,425.3689,3.539375,3.2799,2032.942775,425.3724,3.638125,3.4599,2033.2332,11.106525,-0.879475000000006,1.262275,428.0744,3.804375,0.53325,0.0275,1.024,15.9375,0.6837,0.532925,16.969575,7.4176,1.72035,9.41000000000001,7.79799999999998,-0.959249999999999,-1.8514,-1.15885,-2.08785,93.2254,88.596,2.9128,-4.72,-1.602,-2.778,3.795,0.366999999999999,5.495,-0.2415,0.306999999999999,280.98,293.34,20.3025,300.235,303.3575,0.45,0.33,0.1,0.13,0.46,0.11,0.3,0.457,-1.60065,-1.3012,-0.6793,-2.3464,-2.1261,-1.2128,-1.007825,-0.8992,-0.6196,-0.0179000000000007,-2.01625,-1.64915,-0.990525,-0.7166,-0.636575,0.112,0.09895,-2.0645,-1.6562,-1.1757,-0.443500000000002,-0.427900000000001,-0.243300000000001,-3.6014,-3.3701,-1.54615,-2.4372,-0.79015
1,1.25,432.6167,3.51895,3.3888,2032.847425,432.6301,3.56225,3.333375,2032.300975,432.72985,3.5533,3.319375,2031.649325,433.36745,3.691,3.6145,2032.44865,11.3411,-0.619600000000003,1.16525,428.1774,3.835375,0.210325,0.09285,0.96,11.53295,1.960525,0.5127,53.3575,7.0518,1.4787,9.5325,8.17225,-1.014475,-1.42545,-1.0432,-2.0826,93.26115,88.59,2.945725,-4.7115,-1.592,-2.856,3.785,0.259,5.78,-0.27025,0.28975,280,292.295,17.53875,299.5425,303.345,0.46,0.3295,0.1095,0.13,0.47,0.11,0.3,0.45,-1.592,-1.30165,-0.6793,-2.3414,-2.1236,-1.212,-1.009375,-0.9002,-0.61995,-0.0189000000000007,-2.01225,-1.64615,-0.990525,-0.715675,-0.636575,0.111,0.09895,-2.0651,-1.6584,-1.178425,-0.445800000000002,-0.429200000000001,-0.244300000000001,-3.6026,-3.3663,-1.549875,-2.47875,-0.873125
1,1.75,423.56825,3.51025,3.3244,2028.32995,423.57205,3.493375,3.34925,2028.567625,423.6712,3.421875,3.082,2031.2678,423.9851,3.88435,3.377,2030.636525,11.468875,-1.173625,1.28125,428.2908,3.87575,0.442,0.0973,0.179125,9.5735,1.61725,0.4635,16.1455,5.6842,1.570875,9.015,8.214,-0.965649999999998,-1.8904,-1.4738,-2.5656,93.27705,88.33,2.7668,-4.364,-1.5815,-2.95325,3.6,0.460499999999998,5.395,-0.2915,0.2995,281.71,294.895,21.0324999999999,299.4325,303.5925,0.452,0.34,0.09,0.1395,0.462,0.11,0.3,0.457,-1.5906,-1.3031,-0.6803,-2.3357,-2.1229,-1.2119,-1.0108,-0.9006,-0.62095,-0.0202000000000007,-2.00905,-1.64515,-0.990525,-0.715675,-0.636575,0.1108,0.09895,-2.0671,-1.6613,-1.18115,-0.448100000000002,-0.430500000000001,-0.245300000000001,-3.6041,-3.3635,-1.538,-2.309,-0.778
1,2.25,426.622875,3.5043,3.3413,2028.01205,426.58875,3.415325,3.40715,2028.19245,426.480375,3.3869,3.4006,2028.2241,426.8772,4.02135,3.605875,2028.6072,11.83215,-1.25785,1.451225,428.3872,3.872,0.2654,0.0625,0.19325,15.8898,0.734324999999999,0.55495,13.992475,11.0768,1.5948,9.045,8.29,-1.934775,-2.00765,-2.3688,-2.691125,93.28375,86.64625,2.60335,-4.0425,-1.5715,-3.0605,3.4,0.2685,5.695,-0.2605,0.383999999999999,282.24,293.275,22.1289999999999,299.3775,304.0775,0.45,0.33,0.09,0.13,0.48,0.1,0.3,0.45,-1.5892,-1.30355,-0.6803,-2.3317,-2.1225,-1.2118,-1.0124,-0.901,-0.6225,-0.0212000000000007,-2.00785,-1.64405,-0.990525,-0.716225,-0.636575,0.1108,0.09895,-2.0684,-1.6649,-1.184875,-0.450100000000002,-0.432500000000001,-0.246300000000001,-3.6105,-3.3611,-1.536775,-2.337,-0.747075
1,2.75,424.29165,3.38805,3.3403,2028.25815,424.2824,3.414,3.344725,2028.069725,424.45325,3.4387,3.43725,2028.852525,424.50065,3.97635,3.62165,2029.083075,12.3441,-1.45355,1.238275,428.59255,3.8755,0.380125,0.056,0.102775,9.9262,0.578199999999999,0.512524999999999,19.99805,7.3202,1.479125,9.5725,8.85099999999999,-1.749175,-2.1202,-2.573525,-2.7872,93.304225,86.807,2.823875,-4.104,-1.5615,-2.953,3.195,0.205499999999999,5.28,-0.2805,0.229,284.175,294.045,18.6375,299.67,304.1725,0.44,0.3295,0.09,0.13,0.48,0.1,0.3,0.45,-1.5881,-1.305,-0.68005,-2.3267,-2.1214,-1.2124,-1.014,-0.9007,-0.6252,-0.0225000000000007,-2.00775,-1.644,-0.990525,-0.716225,-0.636575,0.1108,0.09895,-2.0688,-1.6706,-1.1876,-0.452400000000002,-0.519575000000001,-0.247300000000001,-3.6175,-3.3616,-1.5441,-2.3512,-0.7973
1,3.25,433.068175,3.2349,3.36825,2029.3166,432.91505,3.3327,3.4136,2029.167675,433.107675,3.2937,3.43505,2029.200175,433.00705,3.9136,3.57255,2029.204375,11.6252,-1.379775,1.1931,428.431,3.87115,0.26335,0.031875,0.3112,13.175125,0.967974999999998,0.480225,13.1424,10.3454,1.3033,10.0575,8.51599999999998,-1.5404,-1.9605,-1.965275,-2.845675,93.3144,86.78075,3.22245,-4.0245,-1.5515,-2.797,3.495,0.239499999999998,5.29,-0.291,0.2795,279.78,293.395,17.8365,299.5,302.995,0.44,0.33,0.09,0.13,0.47,0.11,0.30975,0.45,-1.5884,-1.306,-0.68025,-2.3221,-2.1203,-1.2123,-1.0149,-0.9011,-0.627,-0.0235000000000007,-2.0087,-1.645525,-0.991,-0.7155,-0.6365,0.111,0.098425,-2.0682,-1.6766,-1.1956,-0.454400000000002,-0.521300000000001,-0.248300000000001,-3.6245,-3.3631,-1.532875,-2.3549,-0.76725
1,3.75,423.5385,3.21675,3.5386,2029.29125,423.5625,3.27025,3.56645,2028.0332,423.516825,3.29675,3.6816,2029.1357,423.6465,4.001675,3.643475,2028.66575,11.65855,-0.924100000000003,1.21925,428.59835,3.6963,0.253825,0.0714249999999999,0.1956,11.52,1.50405,0.503225,10.360825,12.4576,1.397225,9.275,7.9995,-1.683025,-2.01845,-2.0535,-2.565375,93.3149,87.581,3.1731,-4,-1.541,-2.87475,3.395,0.0759999999999991,5.3,-0.32025,0.346999999999999,282.38,294.27,18.68,299.59,304.265,0.45,0.3395,0.09,0.13,0.46,0.11,0.30975,0.45,-1.5898,-1.30755,-0.6805,-2.3182,-2.1181,-1.2122,-1.0162,-0.9015,-0.628,-0.0245000000000007,-2.00655,-1.644425,-0.991,-0.718,-0.63705,0.1108,0.09895,-2.0683,-1.6826,-1.1967,-0.459400000000002,-0.439700000000001,-0.249750000000001,-3.6318,-3.3653,-1.546,-2.397175,-0.7607
1,4.25,427.2574,3.265,3.581125,2025.4417,424.980875,3.2638,3.6042,2027.6429,427.07135,3.3148,3.7737,2027.3825,426.21275,3.98,3.64415,2027.307375,11.50505,-1.40440000000001,1.301625,428.664,3.919675,0.19495,0.0621,0.366375,13.7682,1.468,0.458425,8.2,7.9375,1.306325,8.6925,8.0625,-1.450125,-2.18770000000001,-2.05825,-2.316125,93.312675,87.15425,3.0528,-3.8745,-1.5255,-2.943,3.295,0.430499999999998,5.395,-0.3015,0.4295,281.43,295.35,18.033,299.8175,304.2625,0.452,0.3495,0.09,0.13,0.47,0.1,0.30975,0.457,-1.5915,-1.30855,-0.68125,-2.3156,-2.118,-1.2124,-1.0178,-0.9012,-0.6298,-0.0258000000000007,-2.00335,-1.641275,-0.989575,-0.716,-0.63705,0.1098,0.09895,-2.0691,-1.6886,-1.2008,-0.462600000000002,-0.442300000000001,-0.24915,-3.6412,-3.3689,-1.5472,-2.43805,-0.7613
1,4.75,423.8123,3.388,3.97705,2024.70745,424.164,3.44875,3.9878,2025.4827,424.0809,3.501875,3.4531,2023.1759,424.4325,4.1273,3.255275,2022.6536,11.45435,-1.0548,1.22225,428.4868,4.121725,0.21585,0.059925,0.2784375,16.78685,1.429,0.4523,4.619,8.746425,1.4402,9.16325,8.35899999999999,-1.185,-1.91235,-1.58495,-2.126125,93.329175,87.05,2.899,-3.6215,-1.52525,-3.01,3.4,0.315499999999999,5.1,-0.32025,0.3285,285.595,297.86,18.208,299.825,304.2,0.452,0.37,0.1,0.13,0.462,0.1,0.30975,0.45,-1.5932,-1.30965,-0.6815,-2.3131,-2.1175,-1.211275,-1.0191,-0.9013,-0.629275,-0.0271000000000008,-2.0055,-1.643375,-0.992525,-0.72,-0.636525,0.1098,0.09795,-2.0692,-1.6936,-1.200125,-0.462000000000002,-0.440900000000001,-0.249675,-3.6512,-3.3732,-1.5658,-2.432175,-0.778
