DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,G_1_1_1,G_3_1_1,G_2_1_1,NETRAD,PPFD_BC_IN_2_1_1,T_CANOPY_2_4_1,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,1.53080890102313,9.51943674297566,0.180480741952138,0.157401767430322,-2.12902122763719,-0.626330638269221,-123.324418161913,-52.5620380279401,0.0855298975472604,-121.608588935413,-21.2270747516024,0.239645913383644,0.4885,0.3,0.22475,0.21475,0.1595,8.1942475,8.8172,8.0470525,7.7707575,5.8434325,5.1030625,4.942505,83.32908775,19.984,0.765025,7.199,6.707,6.8075,7.535,0,-8.292,0.1475,-2.66325,-1.169,243.55,357.02,348.275,355.655,-0.83,-0.17,-0.03,-0.03,0.01,0.02,0.076,0.08,0.35475,-3.77615,-9.061975,-6.132975,-128.592,-0.15275,8.336,2.38577101458999,6.62568472771588,5.04180247610794,7.0421013710845,5.06857838609232,6.46043837696293,6.05715606023335,6.49960429552904,12.919167750821,9.60916439449616,9.77358665985705,10.1744374291636,10.0167910445346,403.002721995678,406.511995834014,407.634676691922,407.028640404708,408.420414148184,407.528912034121,408.218110734604,408.682318316347,413.734180907483,411.342776158391,412.792987686058,413.6483990718,413.545507166099
1,0.75,1.08468925075624,9.52419888285467,0.168580658450035,-3.08978093292343,-2.62614886339391,-1.31721763949098,-43.8851546396631,-28.2889816299822,0.0917657811452321,-100.987105937838,-38.072635188151,0.355358327183168,0.53375,0.30175,0.23475,0.1895,0.149,8.04743,8.6498,7.95802,7.55251,5.4843125,4.864745,4.720865,83.321363,17.90075,2.49534,6.86225,6.68675,6.75025,7.40475,0,-7.872,0.1,-2.88,-1.6245,247.48,357.3575,346.9325,354.8075,-0.83,-0.17,-0.03,-0.03,0.01,0.02,0.09,0.08,0.35475,-4.0456,-8.872275,-6.298975,-123.656,-0.15275,8.13375,3.23872189567448,5.35388268983079,2.9750630040871,4.9636178308902,7.51435587770332,4.67552840624692,6.66878464946143,6.23369998907264,11.2354088832675,9.70760421484857,9.19348598761402,10.2160706360876,9.10808851445137,399.815722628088,406.200340752712,408.121208707341,407.222795864883,407.710761665314,407.882656787098,408.399027916273,408.564944125964,412.5884473299,411.337171227089,414.483470582429,414.108486474927,416.309820574501
1,1.25,0.661076789684726,9.50072580302676,0.137425924795836,-0.31492626498775,-3.10030048611564,-0.653530861347739,-159.410499024047,-27.3811789747068,0.0670567585468556,-114.160672989987,-11.6407955124413,0.337473666779685,0.49,0.30125,0.21475,0.17475,0.1395,8.19049,8.1532,7.9810275,7.665935,5.27218,4.5825525,4.535025,83.29954225,20.0675,0.0539,6.817,6.47225,6.50825,7.3295,0,-7.576,0.2475,-2.3615,-1.87075,245.6125,356.6175,346.4225,354.15,-0.83,-0.17,-0.03525,-0.03,0.01475,0.02,0.083,0.08,0.35475,-4.9553,-9.6065,-7.3702,-120.717,-0.16,7.99425,3.860875227232,4.91228825264711,4.1510275855156,4.61476006120487,6.86264973679696,7.03964104837506,6.05238488051007,7.25771904973119,10.864669158251,9.65443295775989,8.97832739051624,10.230730877784,9.30627396537684,401.715106550023,406.322002413997,408.379720548639,406.483134190774,408.888619848642,407.448291169893,409.037268595529,408.78307747151,409.90427873543,410.639402017609,413.350997582431,413.606307546576,416.468623767237
1,1.75,0.853073451458009,9.64404209226314,0.13154694376033,0.126045315762593,-2.89695288286025,-0.225269500969619,-51.763552204675,-29.5765912242904,0.0864951987716006,-130.415030828754,-16.7127764313754,0.356791801451309,0.629,0.281,0.18425,0.18475,0.15475,8.3679225,8.6744,8.094355,7.6690375,5.001225,4.2674375,4.2719625,83.28424925,21.72925,1.73242,6.4555,6.0525,6.06425,7.03425,0,-7.685,0.1,-2.491,-1.7405,242.5175,356.3975,342.6475,352.76,-0.83,-0.17,-0.03,-0.03,0.02,0.02,0.08,0.08,0.35,-5.5966,-10.0589,-8.244,-120.7635,-0.15,7.9185,4.18642743513624,4.60727701944565,3.66022326476425,4.94894556562453,5.27177072540789,5.08997509445563,7.44794490993618,6.67612170038446,8.4188171063418,8.93991196971776,8.72801066267387,9.7263040649536,9.23483881424522,403.238761795271,406.581396114228,408.097963380943,406.606379594275,408.365542331817,407.056078427429,408.51443684005,408.919950790318,410.231404591021,411.191019924861,415.466012011409,414.287152966069,415.182007351012
1,2.25,0.896291442117617,9.44011374778091,0.150285434935427,0.0786703632430406,-1.19718040853662,-0.368207095753638,-101.158726616052,-34.4185849006228,0.0836654949869073,-104.815942554896,-14.3632043362595,0.337216114364623,0.6225,0.44,0.197,0.19,0.159,8.43689,8.637,8.26748,7.748085,4.77809,4.000035,3.953745,83.24370525,20.22925,0.1883,6.211,5.832,5.8075,6.8745,0,-7.209,0.1,-2.276,-1.685,242.015,355.09,341.09,351.945,-0.82,-0.17,-0.03,-0.03,0.01,0.0245,0.09,0.08,0.36,-6.0188,-10.9116,-8.8852,-120.2465,-0.159,7.5765,5.43248341250517,5.21419377199978,5.20333878410568,4.97996875800224,6.91019504924623,5.35853559497359,5.77136259063537,7.71466240960224,8.63722338577996,8.91670281748927,9.24777752361031,9.51196231190195,9.27147629857816,402.966945427708,406.916308265002,408.306612768052,407.317778279408,409.037527889337,407.93315738222,409.107177662388,409.10168891962,410.188772809973,411.170743563529,412.941411900232,413.561742665899,415.601166543723
1,2.75,0.993388854006064,9.42865017347498,0.132582162169104,0.233218712361551,-2.46319095301391,-0.0513647371517211,-97.6154136699517,-22.5688388332686,0.0749316647053657,-111.870270884154,-12.2303530689857,0.287466270030679,0.552,0.351,0.1945,0.209,0.1835,8.43553,8.386875,8.000855,7.11934,4.996965,4.17227,4.108605,83.2229235,20.822,0.6216825,6.293,6.05,6.06,6.978,0,-6.566,0.245,-2.078,-1.396,244.795,353.635,342.825,352.035,-0.8255,-0.17,-0.03,-0.03,0.01,0.03,0.086,0.08,0.36,-6.551,-11.7462,-9.64005,-118.502,-0.16,7.7225,3.67169259468327,3.40996898910583,7.22559554814178,4.59097447865864,6.76857305119513,4.5721628662419,5.77344133735882,7.29072273589427,8.24512249437364,9.29292999612588,8.63172266328334,9.99700147502555,8.99475556091871,403.467466154675,405.661538548812,408.423410122696,406.237511620357,408.556476239526,407.191623630903,409.413636656142,408.874835586872,410.746951666173,411.4750427119,412.822889241786,414.479663817597,414.681288639954
1,3.25,1.19641250115667,9.60222713132484,0.125981504059974,0.0823980356853429,-1.74890193371238,-0.558771886574843,-127.229448906864,-47.8514015930247,0.075893782926617,-89.8213481352299,-8.01779461138679,0.331090468747765,0.6035,0.33825,0.2135,0.249,0.1725,8.48174,8.795,8.328495,7.43188,4.957815,4.12505,4.1430125,83.21501425,21.3135,0.74145,6.4235,5.9385,6.079,6.7965,0,-6.63025,0.3,-2.14,-1.4055,241.945,356.5,342.225,350.245,-0.82,-0.17,-0.03,-0.03,0.01,0.03,0.1,0.08,0.36,-6.4137,-11.25375,-9.187025,-120.59575,-0.15,7.334,2.72006622080369,3.85637117639574,3.80986179170556,4.33064093846009,4.48826889520525,4.2901930766934,6.15847390684467,6.82329535530526,7.3891799909154,9.28441317113942,8.2272160222622,9.83939420236224,8.97971803409407,401.565687301846,405.511422924105,408.219833581807,405.967185952809,408.524035023873,407.129649823259,408.617151876981,409.116888388107,410.276327799078,410.610152411586,412.91954240719,414.650301358162,415.970408253322
1,3.75,1.13032202079595,8.96727069450602,0.206255245517465,0.216453880213165,-1.32146426722514,-0.862255959728425,-62.3225880766085,-25.8977942724906,0.11375551261127,-134.981247880958,-9.31470149941455,0.400715165200553,0.6145,0.39025,0.209,0.2145,0.2035,8.52113,8.5335,8.103745,7.417175,5.432035,4.231255,4.174195,83.1991315,24.75675,1.66788,6.767,6.181,6.1515,6.661,0,-7.0775,0.245,-1.972,-1.254,241.935,357.455,342.94,350.455,-0.83,-0.17,-0.03,-0.03,0.01,0.03,0.079,0.08,0.36,-5.6052,-11.0506,-8.0184,-121.276,-0.153,7.3585,3.00706738861116,4.89928769321679,5.07322539957616,5.34742830817441,7.10007772212922,5.2908745063492,5.43476094992317,7.37121968446814,9.47201452320016,8.99168077285118,8.65676092739788,9.96528442445902,9.53804005760879,401.597852855638,405.452294398522,408.673742122803,406.249280931405,409.508104177968,406.804362891627,410.521267376097,408.990617531326,411.905686114772,411.154024055714,416.246880084524,414.09235613504,416.292052627356
1,4.25,0.560101852927269,8.4393474133625,0.137361030053332,0.00665109648348735,-1.36494146156548,-0.593227023106177,-62.8459620442439,-31.0709667589724,0.085042895210965,-134.437620737025,-17.3282827907299,0.340141845009844,0.678,0.313,0.219,0.239,0.17,8.07272,8.265375,7.837055,7.56807,5.944855,4.478625,4.52409,83.2049215,25.56575,0.6875,7.222,6.51,6.2675,6.847,0,-6.21,0.29,-2.206,-1.093,252.26,357.57,344.215,351.105,-0.8255,-0.17,-0.03,-0.03,0.01,0.0245,0.093,0.08,0.36,-7.84775,-13.02325,-11.0375,-113.97675,-0.16,7.5005,5.30255803477163,8.66843770808729,7.30667669231955,7.70642373733945,7.99456300319652,6.33716843087934,6.8935917943221,7.91619068351894,8.31194160155479,9.44749653398945,8.18626878657191,10.3183986324253,8.95787104336483,402.362006864672,406.089912083575,408.395325199941,406.443758387452,408.880245797034,406.95014007887,409.420591097578,408.976702006,410.610572901006,410.649442939705,414.235841046963,413.049147914227,415.261071077992
1,4.75,0.749385373166827,7.51645161256202,0.123453533975808,0.278791230943208,-2.05242996368754,0.100149414886593,-27.4035351440918,-35.8970142903916,0.0668586555851347,-149.774448497094,-9.96011750555615,0.400854374427806,0.579,0.3225,0.216,0.1905,0.1515,7.31596,7.37025,7.00411,6.869485,5.52733,4.311955,4.4666575,83.2222925,31.36075,0.96094,7.04,6.42,6.142,7.101,0,-6.38175,0.3,-2.058,-1.0175,253.69,356.54,343.855,352.425,-0.83,-0.17,-0.0355,-0.03,0.01,0.02,0.093,0.08,0.36,-7.5816,-12.6894,-10.2864,-112.41525,-0.15,7.6585,4.01427817847427,5.93885122915188,5.41264111650429,7.49277850388464,6.82080376686076,6.47564514727663,10.9748539864662,8.12673934143475,7.51284136827499,10.0675139036161,9.17184294490487,10.2469136463639,9.9362275494391,402.390801569607,405.678232105529,407.722304672265,406.363391815489,407.648058927807,407.023172273323,407.496296647292,408.493910880149,410.298742042206,409.888127721953,412.29778931646,413.489477695227,416.396596160599
