DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,2.340485321125,9.89182649999997,14.46545,1.202975,-2.0525,-0.25775,92.4,0.451088112399999,103.1125,0.8585,6.66499999999999,0.0071497785,0,-0.16575,2.3833275,0.049,-0.02175,1.3505,1.39025,0.0196875,1.3806875,534.955,2.07333,-1.683125
1,0.75,2.716304904,9.55467500000001,16.25112,1.0234,-2.333875,-0.258875,92.375,0.3930528623,103.18,0.79975,6.31730000000001,0.00103001268000001,0,-0.164375,2.2853,0.00625,-0.028,1.157875,1.161875,0.0046875,1.1300625,551.575,2.00766,-1.671225
1,1.25,1.818720089275,13.06361,14.453455,1.0472,-2.553125,-0.278,93.0375,0.4246735,103.18,0.793875,5.5188,0,0,-0.177375,2.22603,0.011875,-0.034625,0.99625,1.08475,-0.01075,1.0405,535.74,2.0492725,-1.665675
1,1.75,2.12571326025,11.8255,14.7206575,1.0875,-2.75475,-0.278125,92.8,0.489750563,103.14,0.83975,6.942,0,0,-0.17775,2.5210975,0.015125,-0.039625,0.9255,1.01125,-0.018125,0.968375,553.1,1.78685,-1.6592
1,2.25,1.96823025075,10.48533133125,15.652235,1.0187,-3.131375,-0.29625,93.475,0.4872932519,103.2,0.7935,7.0992,0,0,-0.18325,2.5884125,0.010625,-0.035875,0.864875,0.94875,-0.018,0.9068125,551.44,2.6473325,-1.651375
1,2.75,3.33850587225,9.4863125,17.4047674999999,0.847299999999999,-2.614,-0.276875,94.375,0.4242226,103.2,0.739875,7.10919999999999,0,0,-0.176,2.56937,0.01075,-0.042375,0.8115,0.91525,-0.0234375,0.860125,553.98,2.64707,-1.641925
1,3.25,3.598549744025,10.2306899999999,16.1652502405,0.872324999999999,-2.357375,-0.283125,94.542375,0.455179064799999,103.14,0.784375,4.4474,0,0,-0.161875,2.41110999999999,0.010625,-0.04075,0.774875,0.894625,-0.0253125,0.834375,546.9175,2.64769,-1.6324
1,3.75,1.4534262395,10.597125952,12.3148725,0.879200000000001,-2.337025,-0.2745,94.0625,0.493997400099999,103.1425,0.77925,4.1552,0,0,-0.173,2.94340625,0.013625,-0.044125,0.754,0.879375,-0.024125,0.8166875,559.235,2.34808,-1.62695
1,4.25,2.266546893,13.745311854,13.764775,0.807949999999998,-2.90375,-0.26525,94.1875,0.4662174766,103.18,0.752625,6.0542,0,0,-0.184,2.45919824999999,0.015,-0.04275,0.737,0.866625,-0.022375,0.8018125,583.63,2.4181775,-1.616325
1,4.75,3.750866778275,13.9407520645,12.38994,0.870449999999999,-2.23175,-0.271,94.2875,0.4574946486,103.185,0.8265,5.82679999999999,0,0,-0.186375,2.5386,0.011625,-0.042,0.72625,0.851625,-0.018875,0.7889375,608.7625,2.5787,-1.6145
