DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,421.40603925,8.25581375,2093.4909075,0.359928,-6.911922,-17.925368,-11.395424,0.243974,0.937116,0.094195,-0.054811,0.290544,0.083295,101.62,84.15,6.03775,0.42209175,14.342265,0.12141,9.33,9.925,10.1025,10.525,11.28,9.06,9.355,10.375,10.01,11.11,9.265,9.71,10.165,10.595,11.355,-75.04796625,0,0,-3.374233,0.549451,269.968398,339.451408,-0.363196
1,0.75,420.7275965,8.083015,2098.705653,0.148763,-8.662821,-17.18086525,-7.64287825,0.063822,1.0467445,0.08283625,-0.0521065,0.27214825,0.08295125,101.6015,83.95,5.876,0.383258,14.2177425,0.12039825,9.2675,9.98,10.095,10.533333,11.28,9.0075,9.3525,10.3725,10.0225,11.115,9.225,9.64,10.1525,10.6,11.35,-73.75620875,0,0,-3.33588925,0.4884,268.990262,338.95783525,-0.363196
1,1.25,421.12106675,8.027527,2089.119853,0.339002,-6.3548045,-17.7053255,-7.99694125,1.157152,1.01362875,0.083799,-0.0613075,0.28649,0.0910975,101.61425,84,5.875,0.26734,13.9636965,0.12028625,9.105,9.98,10.1,10.5466665,11.28,8.7775,9.4,10.3825,9.975,11.0825,9.055,9.5625,10.1325,10.585,11.3525,-72.21687325,0,0,-3.284765,0.549451,269.3456715,338.439113,-0.363196
1,1.75,421.525364,8.07082175,2094.308567,0.1045205,-7.32551375,-17.619519,-9.896836,0.692761,1.045969,0.084452,-0.0553405,0.280743,0.091327,101.6335,85.1,5.45675,0.1587515,13.69614,0.127651,8.9125,9.97,10.1,10.5525,11.28,8.75,9.265,10.375,9.915,11.07,9.0325,9.4475,10.1025,10.5925,11.355,-71.2299935,0,0,-3.20911,0.53784275,270.94771625,337.0246345,-0.363196
1,2.25,421.85745025,7.789292,2125.2344785,0.15997725,-5.58988775,-18.7923365,-9.396262,1.193594,0.842532,0.08809,-0.06127475,0.280675,0.08682,101.639,85.2,5.19175,0.0989395,13.410989,0.13084675,8.795,9.84,10.095,10.57,11.28,8.635,9.11,10.385,9.885,11.075,8.9375,9.415,10.0725,10.6,11.3625,-68.92753525,0,0,-3.20911,0.549451,276.29419275,335.8994695,-0.363196
1,2.75,422.1364865,7.723231,2115.8451005,-0.3109695,-6.2710855,-19.58430425,-6.313723,0.485522,0.871452,0.084333,-0.064216,0.28791,0.08680825,101.639,85.85,4.9265,0.1052955,13.223498,0.128312,8.725,9.77,10.09,10.58,11.2825,8.4775,9.105,10.385,9.815,11.0725,8.905,9.3,10.03,10.61,11.3625,-68.394879,0,0,-3.20911,0.4920545,276.257721,335.64261925,-0.363196
1,3.25,420.797324,7.76185975,2121.441721,0.2590955,-7.37858375,-19.033259,-6.4724,0.811753,1.021823,0.080984,-0.0616745,0.27844,0.086429,101.6275,86,4.802,0.116925,13.193626,0.1242025,8.635,9.725,10.065,10.59,11.2825,8.3025,9.0825,10.38,9.76,11.07,8.78,9.2175,9.9675,10.6175,11.36,-68.00123125,0,0,-3.20911,0.4731375,275.7273225,335.782181,-0.363196
1,3.75,422.508154,7.55641325,2127.69713525,0.318933,-4.61482525,-18.465317,-8.586494,-0.1176675,1.06079525,0.0895295,-0.050669,0.2990105,0.0976335,101.58925,86.45,4.664,0.107231,12.8456475,0.124682,8.5725,9.68,10.025,10.5925,11.29,8.205,8.87,10.38,9.72,11.075,8.6625,9.155,9.93,10.6225,11.3625,-66.032927,0,0,-3.220859,0.4884,280.791556,335.13992,-0.363196
1,4.25,422.346979,7.544369,2151.0409895,0.13748,-6.11471475,-18.739613,-8.7214615,0.99752675,0.9889155,0.08735175,-0.055134,0.28304825,0.095424,101.58125,86.5,4.451,0.110758,12.799523,0.1221085,8.5175,9.64,9.98,10.59,11.2925,8.0775,8.7025,10.3725,9.6575,11.0475,8.4725,9.045,9.865,10.625,11.3625,-66.37328575,0,0,-3.169734,0.42735,280.6697785,334.918065,-0.363196
1,4.75,423.118522,7.1142965,2173.9206065,0.0906335,-4.529617,-18.905551,-9.62996075,0.48026775,1.04750225,0.0904455,-0.049913,0.29694475,0.0990735,101.5635,86.8,4.427,0.099887,12.55110825,0.118942,8.49,9.5875,9.93,10.5925,11.2925,8.0025,8.645,10.3675,9.6325,11.0425,8.4075,8.935,9.8125,10.6275,11.3625,-66.21582425,0,0,-3.07701125,0.4884,283.626455,333.778061,-0.363196
