DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.252875,-36.58265,-1.96295,0.911816,6.41793,1.672205,0.15929425,13.5481,403.3365,7.28457,2116.155,0.39525875,0.33927975,0.18794625,261.339362618432,281.518625827815,0.0604943615166667,80.3387,-4.66404421758116,-3.89108758076095,-0.120494280266921,5.8362475,101.86775
1,0.75,-0.2308165,-36.621025,-2.5015625,1.00124175,7.31646875,1.721625,0.165484,13.2003,403.6685,7.3422825,2116.155,0.417993,0.339664,0.197627,262.820628768303,281.202607615894,0.0608571802466667,79.358275,-4.87420256669433,-2.94173546302943,0.244674213536701,5.6038275,101.842
1,1.25,-0.2731155,-32.6484,-3.52125,1.02696,8.2150075,1.760095,0.1936205,12.7703,404.355,7.15111,2116.155,0.4377715,0.3396125,0.2183835,253.605297157623,279.325538079471,0.0610996274233333,79.6583,-4.75873989996283,-2.8584511844939,0.275060057197331,6.2964125,101.859
1,1.75,-0.2545005,-36.7301,-2.531505,1.050755,8.13014208333333,1.91076,0.200856,12.827,404.8705,7.1759225,2116.155,0.507514,0.36156,0.2402675,252.263565891473,278.680256622517,0.06114084616,80.012575,-4.42131958307129,-3.31606245513281,0.546341039084843,5.9176475,101.8585
1,2.25,-0.3100385,-36.0839,-4.05882,1.10161,8.04527666666667,1.80699,0.197792,12.58545,404.7295,7.25774,2116.155,0.4846415,0.3788535,0.2404615,257.858957795004,279.533319536424,0.06111847098,82.233225,-4.28941393095125,-2.91829145728643,0.447551715919924,5.8306025,101.8575
1,2.75,-0.250979,-38.690125,-1.81591,1.24374,7.96041125,1.744555,0.173687,12.3197,405.4245,7.1211475,2116.155,0.450746,0.3694185,0.212462,257.094099913867,278.794081125828,0.06104030603,82.450425,-4.72515229182819,-3.09520459440057,0.454175881792183,5.73995,101.8465
1,3.25,-0.2769815,-37.67955,-1.68424,1.255845,7.87554583333333,1.75782,0.166752,12.253,405.4165,7.128145,2116.155,0.426034,0.3336895,0.2089775,242.535745047373,278.009726821192,0.0616887911033333,82.070125,-4.9057701040953,-3.15665111270639,0.496573879885606,5.6318175,101.8315
1,3.75,-0.248397,-36.8161,-2.71731,1.2284025,7.79068041666667,1.77204,0.1916825,11.88885,405.306,7.08911,2116.155,0.4656815,0.3817255,0.223189,244.172911283376,277.635554635762,0.0618825858466667,83.0138,-4.94121794112879,-3.16944005743001,0.491086034318398,5.4570925,101.833
1,4.25,-0.2943965,-37.524525,-0.8540985,1.2965825,7.705815,1.6193225,0.175643,12.250625,406.36575,7.183255,2116.155,0.42998,0.3366,0.20674325,246.443152454781,277.596233443709,0.0617153894133333,82.3329,-5.05027729892827,-3.22577709978464,0.419472831267875,5.536855,101.8475
1,4.75,-0.279724,-39.54925,-0.620336,1.32253,7.62094958333333,1.672105,0.174917,11.75475,406.5235,7.1061975,2116.155,0.426014,0.3257945,0.217117,236.760551248923,276.108443708609,0.06183462492,79.8643,-4.9647145573982,-3.01063890882986,0.480405147759771,5.49484,101.86
1,5.25,-0.3282155,-40.37305,-4.89025,1.25712,7.53608416666667,1.79782,0.2047675,11.982525,406.528,7.23591,2116.155,0.4600405,0.39499275,0.2368685,234.090439276486,275.687913907285,0.0615702718,79.8219,-4.99030314995926,-2.62384063173008,0.514660629170639,6.24021,101.87925
1,5.75,-0.327965,-42.52795,-0.4593975,1.146195,7.45121875,1.7007575,0.1797275,12.12975,408.28975,7.3369525,2116.155,0.45935325,0.3660845,0.20989225,244.30060292851,275.746688741722,0.0615452787733333,80.5414,-4.8341335165546,-2.8340631730079,0.379749285033365,6.04717,101.88675
1,6.25,-0.32773425,-31.774,-2.018345,1.282255,7.36635333333333,1.84315,0.2037565,11.8894,407.3695,7.26351,2116.155,0.4933505,0.3906555,0.24293825,242.386735572782,275.438741721854,0.0675941839466667,81.4672,-4.7944093338817,-4.07435032304379,-0.133984747378456,6.24886,101.88975
1,6.75,-0.327056,-32.559475,-1.90587,1.23414,7.28148791666667,1.6842275,0.182476,11.928325,406.997,7.32126,2116.155,0.43989075,0.3493825,0.21420075,236.822566752799,275.844370860927,1.40194085866667,81.4672,-2.56568934143684,-0.728499641062455,0.604155386081983,6.08606,101.898
1,7.25,-0.336725,-29.1586,2.75445,0.85570625,7.1966225,1.739925,0.19378125,11.535025,407.5865,7.48289,2116.155,0.46826625,0.36688975,0.224363,230.877691645133,278.086920529801,22.8019384,81.1528,12.4156525238203,15.535175879397,1.86071496663489,6.03082,101.92
1,7.75,-0.349271,-16.791875,11.26095,0.02949205,7.11175708333333,1.8388025,0.205246,11.991125,407.588,7.752965,2116.155,0.479167,0.387477,0.247747,228.729543496985,283.975165562914,60.8362868666667,78.916,45.3185860119062,49.4272074659009,4.51383222116301,6.59689,101.944
1,8.25,-0.349677,-3.02085,26.5495,-1.171535,7.02689166666667,2.0282625,0.2414515,12.303975,407.00025,7.59698,2116.155,0.57975725,0.43139075,0.27101525,231.1834625323,289.596854304636,120.4733036,74.8814,83.6519413422827,91.4781048097631,8.34481410867493,7.43719,101.9955
1,8.75,-0.37510075,8.74686,38.7587,-2.49786,6.94202625,2.3318575,0.28097725,12.736175,405.807,7.586825,2116.155,0.6566885,0.5311445,0.33491825,239.284237726098,294.351821192053,188.504717333333,72.5335,117.359457097554,129.922469490309,11.3159199237369,7.87042,102.00525
1,9.25,-0.346681,23.3455,49.85275,-3.826665,6.85716083333333,2.455825,0.2901015,13.2046,404.9715,7.7384425,2116.155,0.6671605,0.591234,0.341309,241.394487510767,297.164735099338,255.7201532,67.4131,156.909022985005,172.156496769562,14.165204957102,8.37426,102.01
1,9.75,-0.38055425,45.5784,50.53885,-5.08922,6.77229541666667,2.4236725,0.3232715,13.95545,403.397,7.77482,2101.1,0.7292305,0.649761,0.3592385,243.459948320413,300.220198675497,325.594926133333,59.6663,215.808465382886,237.101220387653,18.4790276453766,8.96232,101.99225
1,10.25,-0.39535325,74.1265,54.762225,-6.1765075,6.68743,2.8013825,0.34118925,14.2736,403.702,7.2293175,2054.2,0.776685,0.6663865,0.39008325,245.256675279931,302.875,354.724150533333,57.4457,200.128160481011,217.033022254128,16.9048617731173,9.48159,101.9835
1,10.75,-0.3905595,96.59625,71.2393,-7.14857,7.80007,2.73971,0.3485225,14.56315,403.561,7.274325,2077.82,0.8038575,0.6758235,0.396524,247.940568475452,303.901490066225,440.642866,54.5031,256.381939795669,276.589375448672,20.2074356530029,10.0304,101.9965
1,11.25,-0.3720975,94.8788,63.0195,-7.66396,18.7895,2.5649075,0.347653,14.9052,402.75175,7.72939,2083.32,0.80615,0.69821725,0.3909425,249.731266149871,308.82201986755,430.7385148,52.507,245.943856008902,265.224694903087,19.4930409914204,10.1713,101.94225
1,11.75,-0.39361375,104.002525,62.6291,-7.882365,5.2954225,2.720805,0.3468635,15.408375,403.06925,7.728145,2085.64,0.821924,0.74289725,0.4043185,250.508182601206,309.730960264901,467.35972,53.0524,248.204960865885,267.295046661881,18.1689227836034,10.3902,101.89075
1,12.25,-0.361031,102.61275,63.16575,-7.2539525,17.5302,2.6781625,0.36679525,15.50295,402.34325,7.687265,2053.55,0.8864305,0.73725775,0.416966,250.707149009475,311.880794701987,450.6539068,53.7066,278.467114545901,296.636037329505,22.6661582459485,10.2849,101.9005
1,12.75,-0.352417,90.8406,62.80935,-7.19942,12.21370625,2.7321775,0.376689,15.474425,401.4115,7.18417,2070.985,0.8248395,0.7182445,0.41591775,252.355727820844,314.967715231788,376.189505333333,53.2313,243.790375067493,263.330222541278,18.7754051477598,10.6484,101.78875
1,13.25,-0.34846875,68.32335,56.0839,-6.7098625,6.8972125,2.620255,0.34723575,15.9915,401.19625,7.081485,2048.025,0.82278,0.75340725,0.400288,253.524547803618,316.21523178808,292.805655733333,50.8255,197.329666786883,212.710696338837,15.3810295519542,10.9557,101.8195
1,13.75,-0.3249245,64.163025,46.878975,-6.32628,7.53409,2.83219,0.3558555,16.37545,401.2385,6.857235,2031.52,0.845091,0.708685,0.3940685,248.865633074935,315.429635761589,318.824088,51.2135,201.19316971621,215.690595836324,14.4974261201144,10.7221,101.817
1,14.25,-0.361236,51.428075,40.25935,-5.8832525,21.947075,2.60254,0.3281535,16.12785,400.7455,6.999315,2024.1925,0.8088305,0.699225,0.360378,244.437553832903,312.297185430464,399.070473066667,51.4068,213.461082342121,231.723618090452,18.2625357483317,10.6981,101.806
1,14.75,-0.3312815,47.454825,39.01145,-4.71756,3.797795,2.46372,0.3102555,16.106,400.4675,6.86661,2046.255,0.7640545,0.713067,0.3534815,245.231696813092,312.900662251656,342.167377333333,49.3996,165.405485482704,178.201005025126,12.7955195424214,10.9021,101.797
1,15.25,-0.327378,33.1354,28.476125,-3.88923,6.55798,2.3077175,0.29556225,16.089175,401.02825,6.6722975,2033.775,0.72336625,0.6394585,0.34350475,241.795865633075,311.157284768212,274.377003066667,48.1277,136.462261737668,147.120603015075,10.6583412774071,10.9016,101.74425
1,15.75,-0.30672925,20.994975,25.1477,-2.499145,6.51475,2.0237025,0.26461975,15.9558,401.3445,7.057255,2048.525,0.69152125,0.59430575,0.3038005,236.533161068045,308.287251655629,201.324263066667,49.7744,98.7568884323565,108.196697774587,8.13239275500477,10.9704,101.75175
1,16.25,-0.2745805,9.6884125,14.1408,-1.28341,-0.2599225,2.042135,0.2507835,16.16475,401.17725,7.141195,2039.645,0.6650645,0.496603,0.2824105,243.838070628768,306.609271523179,109.390427466667,55.5329,52.6207906754253,57.9692749461594,4.45555767397521,10.8344,101.719
1,16.75,-0.293674,-15.023975,8.234865,0.199272,1.86238875,1.8191275,0.21318725,15.825225,400.986,7.10724,2046.72,0.55274625,0.4582585,0.24755975,238.404823428079,304.081125827815,49.7537070933333,60.1544,23.9902004917684,26.5046661880833,2.60192564346997,10.599,101.7465
1,17.25,-0.222034,-30.8171,1.45323775,0.70959875,3.9847,1.6389875,0.16980325,15.185225,401.647,7.474215,2080.855,0.4614825,0.40889025,0.20868875,228.297157622739,294.379139072848,12.0241154933333,62.9804,1.92455014415674,2.73909547738693,0.50982459485224,9.34671,101.74375
1,17.75,-0.1930125,-31.71375,-2.36217,0.986519,4.73558,1.484235,0.13305,14.965375,402.10075,8.1396675,2080.29,0.32885375,0.2617235,0.157782,237.530577088717,291.544701986755,0.297152269066667,66.7451,-5.64211253735652,-4.35796123474515,0.133221163012393,8.23065,101.75375
1,18.25,-0.19110025,-30.03395,-3.11021,1.090655,6.43296,1.3574175,0.1025682,14.56255,401.973,8.1405325,2067.335,0.283453,0.27234575,0.12458625,245.77519379845,288.048841059603,0.0610484806266667,70.4028,-6.41337393080067,-4.55799712849964,-0.685397521448999,8.17115,101.76675
1,18.75,-0.190642,-28.5107,-3.73635,1.10642,5.19612,1.4963725,0.11376925,14.498425,403.51525,8.05854,2099.0475,0.337604,0.28934575,0.14197,254.6552540913,287.836920529801,0.05852702505,71.08735,-6.12143563555214,-3.74156676238335,0.487216158245949,8.0953275,101.797
1,19.25,-0.181894,-30.7216,-1.7121525,1.09804,4.832865,1.485405,0.13399725,14.378775,404.0925,8.0232625,2101.9675,0.33555375,0.2937785,0.164604,260.631567614126,286.936672185431,0.05888650973,75.751325,-5.97191419613387,-3.29164752333094,0.52969447092469,7.82661,101.8095
1,19.75,-0.17036475,-30.66605,-4.848995,1.280485,4.3851625,1.56642,0.133798,14.46635,404.05725,7.5003725,2101.9675,0.36666525,0.29969625,0.1748325,252.63587424634,286.694536423841,0.05997274322,79.2109,-5.85054972191748,-3.32559224694903,0.509037654909438,7.7846775,101.8185
1,20.25,-0.1908095,-28.2401,-5.0632825,1.03636,3.93746,1.39597,0.10372125,13.97365,404.484,7.740115,2101.9675,0.30342575,0.25772975,0.1323405,253.970930232558,286.177359271523,0.06028747754,77.92705,-5.80545784673744,-3.74767049533381,0.482245233555767,7.6651875,101.844
1,20.75,-0.162383,-24.5273,-2.8797575,0.998368,3.4897575,1.448635,0.127131,13.55655,404.261,7.356435,2101.9675,0.32188425,0.303239,0.15759425,258.638888888889,284.15625,0.06050974754,79.51215,-5.56870070442775,-3.01270997846375,0.618579599618685,6.962735,101.88675
