DOY2,HR2,FC,LE,H,SW_IN,TA,RH,USTAR,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,PA,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,WS
1,0.25,-2.754925,-13.182,-32.178125,-1.408425,21.7655,71.9045,0.027,364.7875,365.9888,366.63035,366.72,376.36,380.2,99.0947,-0.893225,390.443,428.873575,-55.573725,-4.9165,0.31465
1,0.75,-4.6634,-10.7805,-26.656875,-1.4345,21.74875,73.87,0.028475,364.587375,366.764325,368.9445,367.8,380.985,381.0675,99.064575,-0.9011,390.8205,428.839675,-55.552325,-4.901,0.272
1,1.25,-2.5942,-7.45075,-35.83905,-1.39315,21.649,74.78375,0.02695,365.57,366.9325,367.9275,367.785,374.595,382.25,99.039225,-0.933,391.7231,428.5406,-54.99625,-4.9135,0.29
1,1.75,-2.444225,-9.44925,-24.725,-1.402,21.577,74.9255,0.023,366.85,369.11745,370.309975,370.0525,381.226,386.8575,99.0217,-0.941625,389.983625,427.81395,-57.096225,-4.995625,0.302625
1,2.25,-1.438125,-8.233375,-27.7283,-1.518,21.4665,76.442,0.02425,369.37,370.765,372.2,371.4,388.116875,385.91,99.0106,-1.00495,388.9775,427.43245,-55.7789,-4.9985,0.09425
1,2.75,-1.4425,-16.0105,-34.06245,-1.497525,21.40825,75.69125,0.026,369.1,374.22,377.1,376.6,387.15,391.1,99.0054,-0.901625,390.6253,427.2585,-55.1956,-5.014,0.1255
1,3.25,-2.80035,-15.19675,-31.5257,-1.43855,21.358,76.71,0.028,372.532625,378.675,379.425,379.185,387.085,389.235,98.99005,-0.9052,390.77125,427.0714,-53.6253,-5.028,0.132375
1,3.75,-2.689375,-8.035375,-28.867,-1.338,21.368,78.088,0.02735,373.4865,376.031,378.64,375.55,384.305,390.015,98.98335,-0.712,388.59675,426.8667,-54.1473,-5.026,0.0556750000000001
1,4.25,-4.3436,-9.77755,-26.362925,-1.27,21.288,79.012,0.025,374.5275,378.79,381.6425,379.28,389.2375,389.1,98.9791,-0.6468,386.79725,426.96225,-51.4586,-5.04,0.1465
1,4.75,-3.3524,-10.216,-30.2856,-1.2298,21.26775,80.365,0.02645,373.38,378.115,380.445,378.5425,388.745,392.17,98.99545,-0.8692,386.655625,426.8479,-50.16815,-4.948,0.15715
1,5.25,-4.2081,-10.3355,-34.9783,-1.037,21.27325,80.4775,0.02945,375.7416,381.6,383.72,383.06,393.52,395.78595,99.00325,-0.74,386.126125,426.739075,-50.4429,-5.44075,0.262625
1,5.75,-2.05895,-13.53125,-40.02,-0.58025,21.24,80.34,0.0294,375.2282,382.0896,378.51,381.57,390.875,395.8127,99.0402,-0.586,385.8254,426.7059,-49.9146,-4.6055,0.267475
1,6.25,-1.8359,-11.374,-38.1078,0,21.2665,80.4845,0.025375,370.6368,374.825,377.568,381.5291,386.175,397.762,99.072,0,386.9194,426.92745,-37.40255,1.75515,0.30675
1,6.75,-3.99925,-8.8931,-36.96025,7.057,21.2902,79.8765,0.037,371.418525,377.03665,379.8215,380.330875,385.8461,396.66,99.076925,0.5013,388.46925,427.444,-11.12355,19.8678,0.19975
1,7.25,-4.58835,-11.5685,-39.75425,11.73075,21.567,80.8,0.0487,373.63,372.423,371.3525,369.625,376.20135,396.78125,99.1,1.1057,389.9375,430.209325,-1.20695,36.2625,0.0915
1,7.75,-8.024525,-5.693,-38.678,19.1125,21.77875,77.67,0.074275,369.7875,368.158125,368.2707,369.21,377.027,391.325975,99.1,1.775,393.5828,431.392,3.99265,37.3385,0.01875
1,8.25,-21.7596,-0.3,-32.2845,22.978,22.0405,75.816,0.10245,367.3517,366.203125,364.5212,364.235,371.2875,383.2,99.1,1.556475,398.695,433.6634,7.62,57.3662,0.2477
1,8.75,-29.27915,1.752125,-17.5981,30.78,22.3245,72.0925,0.1048,363.28,360.545,359.7,359.733,365.855575,376.015,99.12445,2.0762,405.33105,434.745,17.11745,82.490575,0.35475
1,9.25,-31.379525,-0.1405,-15.315,37.122,22.33,69.3145,0.1173,359.05,357.521675,356.3455,355.25,360.1575,370.8075,99.1342,2.10345,412.849375,435.34305,23.1963,79.96915,0.5241
1,9.75,-35.0848,1.477425,-13.5725,43.512,22.5225,65.391,0.11775,352.3575,351.575,350.87,350.855,355.63,363.815,99.18365,2.94605,418.142625,435.436025,26.40525,102.95095,0.6725
1,10.25,-34.611,6.3874,-17.644375,60.0145,22.5545,61.826,0.1322,348.3,346.9575,346.215,345.5575,349.2725,360.32,99.2,4.2572,422.07045,436.145,43.637175,148.352,0.662275
1,10.75,-37.126575,9.5287,-19.439325,67.06,22.6065,59.725,0.1315,345.8575,344.6525,344.09,344.0125,345.5,355.9,99.2,4.97485,425.02575,436.177,47.55,175.8719,0.796225
1,11.25,-38.83,14.237,-15.7163,79.66675,22.6881,58.0265,0.1376,343.8375,343.5,342.3875,342.445,343.815,353.0875,99.2,5.476775,426.3096,436.758425,51.6464,141.0831,0.87005
1,11.75,-34.127,11.123125,-25.494,55.338,22.70975,56.01,0.1355,341.825,341.79,340.3,340.1975,341.8,352.3,99.166275,3.95345,425.2418,437.32,49.11505,117.7883,0.8205
1,12.25,-36.8335,15.77145,-14.685,70.4,22.90875,55.157,0.1188,340.835,339.53,338.8825,339.025,340.4,350.2,99.12185,6.02295,425.4509,437.76215,58.8197,165.23625,0.8038
1,12.75,-33.5849,13.8013,-36.733825,59.13,23.11625,53.5505,0.1565,339.11,338.7,338.335,338.5025,340.24,348.8725,99.088925,4.57845,423.559075,438.696425,48.69565,188.33325,0.8364
