DOY2,HR2,G,PPFD_IN,TS_1_2_1,TS_1_1_1
2,15.75,-4.16625,181.664,-3.54375,-3.187
2,16.25,-4.22425,126.325,-3.5435,-3.1895
2,16.75,-4.0395,72.724,-3.543,-3.1955
2,17.25,-3.83425,21.731,-3.54175,-3.19975
2,17.75,-3.77825,1.739,-3.54125,-3.2035
2,18.25,-3.72225,0,-3.53825,-3.2085
2,18.75,-3.76025,0,-3.5365,-3.2055
2,19.25,-3.752,0,-3.545,-3.1925
2,19.75,-3.73375,0,-3.55025,-3.18025
2,20.25,-3.72025,0,-3.5565,-3.17075
2,20.75,-3.69775,0,-3.54325,-3.15825
2,21.25,-3.6015,0,-3.53,-3.1495
2,21.75,-3.60575,0,-3.515,-3.14425
2,22.25,-3.5965,0,-3.511,-3.14025
2,22.75,-3.656,0,-3.50575,-3.136
2,23.25,-3.72425,0,-3.50125,-3.1315
2,23.75,-3.7545,0,-3.49925,-3.1285
3,0.25,-2.57125,0,-3.36775,-3.09
3,0.75,-2.6285,0,-3.36,-3.0865
3,1.25,-2.69325,0,-3.35525,-3.0845
3,1.75,-2.617,0,-3.3545,-3.08275
3,2.25,-2.646,0,-3.358,-3.0805
3,2.75,-2.25725,0,-3.358,-3.08
3,3.25,-1.67475,0,-3.36025,-3.08225
3,3.75,-1.71575,0,-3.36675,-3.09075
3,4.25,-1.771,0,-3.37875,-3.10525
3,4.75,-1.82775,0,-3.392,-3.1175
3,5.25,-1.95125,0,-3.40475,-3.13175
3,5.75,-2.40125,0,-3.40625,-3.14575
3,6.25,-2.728,1.73925,-3.40675,-3.15825
3,6.75,-3.09675,22.093,-3.4075,-3.17375
3,7.25,-3.141,71.27575,-3.409,-3.18175
3,7.75,-2.705,149.6485,-3.41375,-3.18225
3,8.25,-2.713,259.965,-3.42025,-3.1815
3,8.75,-3.29875,341.23575,-3.42525,-3.182
3,9.25,-3.0775,493.13,-3.4285,-3.1845
3,9.75,-2.75575,590.915,-3.43375,-3.1845
3,10.25,-3.2425,717.31175,-3.44325,-3.1855
3,10.75,-3.711,833.13375,-3.45,-3.18575
3,11.25,-3.7075,938.45275,-3.457,-3.185
3,11.75,-3.59175,1018.999,-3.45825,-3.187
3,12.25,-3.63575,979.233,-3.45175,-3.188
3,12.75,-3.7245,1108.2375,-3.45125,-3.189
3,13.25,-3.33925,970.903,-3.45175,-3.19325
3,13.75,-3.518,916.3605,-3.4515,-3.19575
3,14.25,-3.573,761.642,-3.4565,-3.18925
3,14.75,-3.51125,678.488,-3.45825,-3.183
3,15.25,-3.5065,564.0425,-3.461,-3.17925
3,15.75,-3.4,455.60925,-3.4625,-3.17675
3,16.25,-3.3105,380.2055,-3.4615,-3.1725
3,16.75,-3.57275,236.71375,-3.462,-3.1685
3,17.25,-3.11425,127.48425,-3.46525,-3.164
3,17.75,-2.79775,35.348,-3.468,-3.159
3,18.25,-2.19675,3.188,-3.466,-3.15475
3,18.75,-2.186,0,-3.45675,-3.1485
3,19.25,-2.18975,0,-3.44525,-3.14375
3,19.75,-2.07225,0,-3.43675,-3.137
3,20.25,-2.06825,0,-3.429,-3.1315
3,20.75,-2.0775,0,-3.422,-3.12625
3,21.25,-2.264,0,-3.414,-3.12075
3,21.75,-2.4695,0,-3.40525,-3.11475
3,22.25,-2.47025,0,-3.39725,-3.11025
3,22.75,-2.89775,0,-3.389,-3.10525
3,23.25,-2.92125,0,-3.38275,-3.09925
3,23.75,-2.89175,0,-3.375,-3.093
4,0.25,-0.868,0,0.6325,-0.16
4,0.75,-0.81325,0,0.63225,-0.16
4,1.25,-0.7865,0,0.632,-0.161
4,1.75,-0.7515,0,0.6315,-0.16075
4,2.25,-0.58875,0,0.6305,-0.161
4,2.75,-0.48825,0,0.6295,-0.161
4,3.25,-0.40525,0,0.631,-0.16175
4,3.75,-0.5225,0,0.628,-0.16175
4,4.25,-0.5175,0,0.62825,-0.162
4,4.75,-0.50675,0,0.62975,-0.162
4,5.25,-0.25975,1.15975,0.62975,-0.16275
4,5.75,-0.23975,22.3825,0.629,-0.16275
4,6.25,-0.2105,88.22475,0.62875,-0.16175
4,6.75,-0.19125,159.3545,0.629,-0.1605
4,7.25,-0.11125,252.867,0.63,-0.15975
4,7.75,-0.07,425.2595,0.63,-0.15975
4,8.25,-0.07775,532.89575,0.6295,-0.15875
4,8.75,-0.07,730.93,0.6275,-0.15875
4,9.25,-0.05525,524.6385,0.6275,-0.158
4,9.75,-0.0955,636.33125,0.6285,-0.15775
4,10.25,-0.0495,697.32025,0.62625,-0.157
4,10.75,-0.104,747.29975,0.6265,-0.157
4,11.25,-0.04325,835.886,0.631,-0.15575
4,11.75,-0.02025,642.2705,0.63975,-0.15575
4,12.25,-0.105,844.651,0.64125,-0.155
4,12.75,-0.10425,873.11725,0.64075,-0.155
4,13.25,-0.10425,775.187,0.64,-0.15475
4,13.75,-0.117,693.4815,0.64025,-0.155
4,14.25,-0.002,497.693,0.64075,-0.15475
4,14.75,0.02225,550.27975,0.63925,-0.15475
4,15.25,0.01125,409.4685,0.63925,-0.15475
4,15.75,-0.03075,437.93525,0.638,-0.15475
4,16.25,-0.01275,439.5285,0.63925,-0.155
4,16.75,-0.01325,296.1095,0.63775,-0.157
4,17.25,-0.09925,204.481,0.63825,-0.15775
4,17.75,-0.009,112.2005,0.6365,-0.15775
4,18.25,-0.01275,49.328,0.63775,-0.15775
4,18.75,-0.195,8.18525,0.6375,-0.15875
4,19.25,-0.0165,0,0.637,-0.1605
4,19.75,-0.09825,0,0.63525,-0.16
4,20.25,-0.381,0,0.63525,-0.15975
4,20.75,-1.04625,0,0.63375,-0.16075
4,21.25,-0.77325,0,0.63375,-0.16
4,21.75,-0.40725,0,0.63425,-0.15975
4,22.25,-0.1595,0,0.635,-0.16
4,22.75,-0.41075,0,0.63275,-0.1605
4,23.25,-0.41325,0,0.632,-0.16
4,23.75,-0.933,0,0.63175,-0.15975
5,0.25,-10.46625,0,4.829,4.7675
5,0.75,-11.35,0,4.64,4.659
5,1.25,-11.5025,0,4.7625,4.6655
5,1.75,-11.29,0,4.761,4.6185
5,2.25,-10.46375,0,4.82525,4.582
5,2.75,-11.4325,0,4.89375,4.553
5,3.25,-9.89,0,4.7315,4.449
5,3.75,-10.37875,0,4.64475,4.3605
5,4.25,-10.7075,0,4.6735,4.326
5,4.75,-9.28625,4.05675,4.68775,4.30525
5,5.25,-8.44875,27.09075,4.651,4.258
5,5.75,-7.2765,53.312,4.5835,4.1705
5,6.25,-6.6685,96.12,4.57525,4.1695
5,6.75,-5.1905,132.33725,4.536,4.13775
5,7.25,-4.27525,198.03425,4.48625,4.019
5,7.75,-3.3005,250.621,4.464,4.054
5,8.25,-1.2245,317.2605,4.443,4.11625
5,8.75,2.6185,379.409,4.401,4.0155
5,9.25,9.99125,417.5085,4.394,4.1245
5,9.75,11.56,518.351,4.418,4.332
5,10.25,11.9005,484.4375,4.396,4.32625
5,10.75,12.8975,615.5425,4.397,4.407
5,11.25,13.145,570.634,4.40075,4.49275
5,11.75,15.25375,671.376,4.40775,4.572
5,12.25,19.97375,615.3975,4.41725,4.62
5,12.75,17.143,593.6675,4.43775,4.67925
5,13.25,19.47125,687.9765,4.4465,4.71075
5,13.75,17.37,625.973,4.504,4.834
5,14.25,17.095,653.063,4.656,4.959
5,14.75,17.12,501.242,4.747,4.986
5,15.25,16.505,520.7995,4.7255,4.996
5,15.75,13.94125,353.47725,4.7495,4.994
5,16.25,13.20375,306.39575,5.051,5.1065
5,16.75,11.05875,276.6775,5.024,5.1145
5,17.25,8.1695,201.656,5.029,5.1905
5,17.75,6.204,127.774,4.938,5.202
5,18.25,3.662,79.243,4.8135,5.215
5,18.75,-0.506,50.506,4.849,5.226
5,19.25,1.7615,18.03675,4.79825,5.21075
5,19.75,-2.9525,1.739,5.179,5.275
5,20.25,-5.0785,0,5.1255,5.2315
5,20.75,-5.7725,0,5.237,5.182
5,21.25,-6.90475,0,5.12725,5.135
5,21.75,-9.9125,0,5.11925,5.08725
5,22.25,-12.165,0,5.063,5.02
5,22.75,-13.2675,0,4.964,4.959
5,23.25,-11.0225,0,4.962,4.9045
5,23.75,-11.26375,0,4.99425,4.7715
6,0.25,-6.771,0,11.49,11.48
6,0.75,-8.437,0,11.38,11.375
6,1.25,-8.539,0,11.28,11.15
6,1.75,-6.9715,0,11.38,11.3475
6,2.25,-7.499,0,11.27,11.365
6,2.75,-8.215,0,11.32,11.2775
6,3.25,-9.66,0,11.1825,11.255
6,3.75,-9.17875,0,11.1525,11.2275
6,4.25,-9.23625,3.767,11.125,11.2175
6,4.75,-9.01,27.205,11.23,11.5
6,5.25,-6.693,57.29575,11.0375,11.3475
6,5.75,-6.571,111.114,11.155,10.9
6,6.25,-5.627,162.252,11.05,10.97
6,6.75,-3.63575,220.92325,11.0225,10.8125
6,7.25,-1.502,308.858,11.07,11.29
6,7.75,0.612,313.784,11.12,11.39
6,8.25,3.5275,416.6395,11.1,11.345
6,8.75,7.7775,502.425,11.0925,11.405
6,9.25,14.595,575.994,11.07,11.34
6,9.75,17.7025,636.9835,11.03,11.19
6,10.25,15.505,485.5245,11.05,11.4475
6,10.75,15.55625,909.696,11.07,11.4
6,11.25,17.112,930.99175,11.0775,11.3825
6,11.75,16.404,799.452,11.12,11.7875
6,12.25,19.245,1089.694,11.13,11.77
6,12.75,19.7175,906.79925,11.155,11.8175
6,13.25,20.31375,885.3855,11.185,11.815
6,13.75,18.8475,880.94,11.26,11.785
6,14.25,19.77875,866.526,11.275,11.91
6,14.75,17.4275,709.127,11.27,11.9
6,15.25,16.415,607.518,11.34,12.04
6,15.75,16.08,529.12325,11.405,12.2025
6,16.25,14.95875,508.999,11.415,12.35
6,16.75,12.52625,380.74175,11.455,12.165
6,17.25,10.74125,306.33425,11.58,12.21
6,17.75,8.92,187.60375,11.5225,12.2075
6,18.25,8.32125,154.63175,11.84,12.67
6,18.75,6.50325,94.0685,11.7175,12.6425
6,19.25,4.28675,40.70825,11.625,12.545
6,19.75,1.663,11.3,11.625,12.335
6,20.25,-0.5335,0.87,11.63,12.485
6,20.75,-2.718,0,11.64,12.4425
6,21.25,-2.34875,0,11.6425,12.405
6,21.75,-4.4145,0,11.61,12.04
6,22.25,-4.778,0,11.615,12.28
6,22.75,-5.62975,0,11.5825,11.69
6,23.25,-5.9015,0,11.575,11.6425
6,23.75,-7.014,0,11.47,11.395
7,0.25,-7.617,-0.13475,16.525,16.8625
7,0.75,-7.974,-0.12,16.56,16.82
7,1.25,-8.5765,-0.1205,16.5175,16.75
7,1.75,-7.87,-0.127,16.51,16.67
7,2.25,-6.88925,-0.12225,16.4725,16.585
7,2.75,-7.432,-0.122,16.3755,16.475
7,3.25,-8.8025,-0.133,16.32025,16.41
7,3.75,-8.355,-0.043,16.27,16.36
7,4.25,-7.9655,0.58,16.3075,16.385
7,4.75,-7.129,9.851,16.27,16.22
7,5.25,-9.31825,40.0565,16.2475,16.23325
7,5.75,-7.076,97.64125,16.2575,16.235
7,6.25,-6.348,161.0205,16.25025,16.13575
7,6.75,-4.1715,238.77425,16.10775,15.9475
7,7.25,-2.479,388.535,16.08,15.91
7,7.75,0.0955,531.302,16.01,15.855
7,8.25,2.872,618.875,16.011,15.88
7,8.75,7.7725,791.919,15.9375,15.9025
7,9.25,11.64675,793.15025,16.05,16.0275
7,9.75,13.6175,831.4995,16.015,16.085
7,10.25,12.5425,584.7495,16.045,16.1275
7,10.75,12.53125,1111.4965,15.975,16.12275
7,11.25,13.155,1278.8915,16,16.1585
7,11.75,15.275,1174.297,15.99,16.21
7,12.25,19.0975,1235.3025,16.07775,16.35825
7,12.75,16.465,1328.159,15.91,16.371
7,13.25,15.425,1298.4485,16.13,16.635
7,13.75,14.7075,1130.1125,16.06775,16.575
7,14.25,13.105,1069.9925,16.0405,16.415
7,14.75,13.3655,1008.4235,16.085,16.455
7,15.25,13.3725,891.2255,16.1955,17.045
7,15.75,12.00825,793.51225,16.1475,16.6925
7,16.25,10.053,603.374,16.215,16.685
7,16.75,9.0125,472.486,16.3025,16.865
7,17.25,8.135,316.971,16.281,16.73
7,17.75,6.05475,265.47025,16.345,16.805
7,18.25,4.89675,172.90275,16.325,16.7075
7,18.75,3.8875,105.826,16.3285,16.645
7,19.25,2.038,42.215,16.4425,16.785
7,19.75,0.00700000000000001,9.76525,16.47,17.1675
7,20.25,-0.769,0.266,16.4975,17.16
7,20.75,-3.31225,-0.07925,16.54,17.11
7,21.25,-5.634,-0.1085,16.51,16.91
7,21.75,-6.3605,-0.124,16.58,17.125
7,22.25,-8.41425,-0.17425,16.5175,17.065
7,22.75,-8.765,-0.2075,16.62,17.055
7,23.25,-8.5435,-0.1335,16.5775,16.9525
7,23.75,-8.033,-0.141,16.53,16.68
8,0.25,-8.6025,-0.289,16.645,16.535
8,0.75,-8.7,-0.123,16.64,16.5
8,1.25,-8.69125,-0.175,16.6,16.4825
8,1.75,-8.665,-0.127,16.53,16.38
8,2.25,-8.944,-0.289,16.46,16.371
8,2.75,-9.445,-0.289,16.5275,16.4675
8,3.25,-10.5125,-0.289,16.4975,16.3075
8,3.75,-11.7325,-0.113,16.49,16.25575
8,4.25,-12.5225,-0.176,16.305,16.195
8,4.75,-12.56,0,16,16.16
8,5.25,-13.225,5.65,16.2055,16.1155
8,5.75,-12.0175,31.7265,16.145,16.111
8,6.25,-11.1225,82.285,16.305,16.0675
8,6.75,-10.17,123.8205,16.27,16.0375
8,7.25,-8.9425,215.8535,16.05,15.955
8,7.75,-4.48325,330.29875,16.20775,15.9825
8,8.25,-1.868,440.977,16.2,15.99
8,8.75,0.205,536.3,16.19325,16.08
8,9.25,3.2205,542.09475,16.07275,16.09025
8,9.75,5.358,636.945,16.14,16.25
8,10.25,5.479,687.542,16.1525,16.30075
8,10.75,5.1705,726.9195,16.0405,16.35
8,11.25,6.112,841.971,16.121,16.47
8,11.75,7.4945,819.8975,16.16,16.535
8,12.25,9.8965,881.44725,16.16825,16.6175
8,12.75,12.325,968.875,16.171,16.62
8,13.25,10.65,991.466,16.1955,16.645
8,13.75,10.31975,931.2455,16.24825,16.7625
8,14.25,10.5705,840.95675,16.315,16.9225
8,14.75,10.37575,834.59125,16.355,16.9675
8,15.25,10.675,644.5165,16.435,17.025
8,15.75,9.7865,700.435,16.43,17.105
8,16.25,8,493.70925,16.48,17.26
8,16.75,7.201,370.137,16.55,17.37
8,17.25,5.964,252.07,16.56,17.34
8,17.75,4.49575,168.6985,16.57,17.16
8,18.25,2.68225,88.4845,16.6675,17.545
8,18.75,1.467,27.942,16.675,17.275
8,19.25,0.326,3.767,16.68,17.47
8,19.75,-1.1375,0,16.67,17.07
8,20.25,-2.9385,-0.0365,16.7075,16.96
8,20.75,-3.7815,-0.045,16.7,16.9175
8,21.25,-5.10975,-0.08325,16.71,17.0225
8,21.75,-5.5315,-0.1,16.7,16.965
8,22.25,-6.971,-0.09675,16.6975,16.925
8,22.75,-7.423,-0.1,16.68,16.73
8,23.25,-9.7225,-0.1265,16.635,16.85
8,23.75,-8.4185,-0.09975,16.56,16.7325
9,0.25,-14.325,0,15.18,14.94
9,0.75,-14.055,0,15.1775,14.81
9,1.25,-12.1325,0,15.395,15.36
9,1.75,-13.48375,0,15.1325,15.04
9,2.25,-13.02125,0,14.8175,14.5525
9,2.75,-13.55,0,15.455,15.145
9,3.25,-14.49,0,15.215,14.76
9,3.75,-14.0275,0,14.6325,14.325
9,4.25,-14.93375,0,14.7325,14.2825
9,4.75,-15.54,0,14.59,13.61
9,5.25,-15.94875,0,15.095,14.6625
9,5.75,-15.52625,2.608,14.925,14.1925
9,6.25,-17.53,28.105,15.1,14.43
9,6.75,-16.065,87.211,15.05,14.34
9,7.25,-16.95875,168.53175,14.625,14.18
9,7.75,-14.73,202.5255,14.735,14.165
9,8.25,-13.45,304.00525,14.94,14.1325
9,8.75,-8.37375,346.88575,14.9175,14.345
9,9.25,-3.7635,443.295,14.865,14.565
9,9.75,-1.049,559.189,14.82,14.34
9,10.25,0.805,609.893,14.79,14.32
9,10.75,2.83725,685.15175,14.76,14.315
9,11.25,4.40725,644.00875,14.73,14.36
9,11.75,4.901,695.58225,14.7725,14.5025
9,12.25,4.44725,766.6395,14.7775,14.59
9,12.75,5.614,755.63,14.71,14.61
9,13.25,6.586,668.492,14.795,14.84
9,13.75,7.78425,685.241,14.995,15.07
9,14.25,7.802,687.54225,14.8225,15.185
9,14.75,6.8705,502.401,14.96,15.475
9,15.25,5.9175,448.2205,14.76,15.035
9,15.75,5.32275,371.22375,15.18,15.595
9,16.25,4.305,290.315,15.34,15.56
9,16.75,3.108,239.177,14.915,15.17
9,17.25,1.2825,103.5085,15.0825,15.4025
9,17.75,-1.5345,43.461,15.035,15.405
9,18.25,-2.5735,6.7365,15.03,15.6175
9,18.75,-5.53425,0,14.825,14.845
9,19.25,-7.02275,0,15.0825,15.445
9,19.75,-9.9625,0,14.9425,14.6225
9,20.25,-10.2705,0,15.07,14.925
9,20.75,-10.98,0,15.02,14.84
9,21.25,-12.0925,0,14.9675,14.6775
9,21.75,-12.085,0,14.89,14.28
9,22.25,-12.365,0,14.91,14.69
9,22.75,-12.65,0,14.86,14.16
9,23.25,-12.75125,0,14.7475,14.03
9,23.75,-12.62,0,14.79,14.0115
10,0.25,-13.77125,-0.289,8.5,5.05225
10,0.75,-13.745,-0.289,8.415,4.998
10,1.25,-13.81,-0.289,11.077,4.799
10,1.75,-12.6225,-0.434,10.94375,4.68075
10,2.25,-12.496,-0.289,10.695375,4.7585
10,2.75,-13.25875,-0.289,11.097,4.62625
10,3.25,-14.5055,-0.289,10.8905,4.76325
10,3.75,-15.31,-0.289,8.42,4.90275
10,4.25,-15.4475,-0.289,11.401625,4.52975
10,4.75,-16.9375,-0.289,10.4715,4.42
10,5.25,-16.079,-0.289,10.9045,4.47625
10,5.75,-14.565,-0.289,10.817,4.536
10,6.25,-15.36375,0.0725,11.56775,4.514
10,6.75,-15.5225,7.823,10.8715,4.4935
10,7.25,-15.31,31.582,11.321,4.3915
10,7.75,-13.71,62.873,11.7,4.37425
10,8.25,-14.365,105.464,11.7975,4.5255
10,8.75,-12.11,136.466,11.78125,4.702
10,9.25,-11.091,178.0425,8.1075,4.90675
10,9.75,-9.9035,161.38325,8.12,5.002
10,10.25,-9.41975,221.7205,8.17,4.979
10,10.75,-8.1465,299.9485,8.02,4.965
10,11.25,-8.15,268.295,11.347,4.65925
10,11.75,-7.9975,328.56,11.68625,4.48625
10,12.25,-7.74,333.486,11.36575,4.65425
10,12.75,-7.3895,303.788,8.115,4.75025
10,13.25,-6.638,297.26875,8.155,4.72825
10,13.75,-5.64625,336.9625,8.16,4.752
10,14.25,-4.2995,226.139,8.18,4.764
10,14.75,-2.386,201.3665,8.19,4.73525
10,15.25,-4.808,173.117,8.21,4.97625
10,15.75,-5.883,127.194,8.2,5.302
10,16.25,-7.521,62.004,8.335,4.874
10,16.75,-9.118,24.483,8.2375,4.873
10,17.25,-8.61825,4.347,8.375,5.3335
10,17.75,-9.72775,0,8.31,5.023
10,18.25,-10.82575,-0.289,8.52,5.02175
10,18.75,-11.85,-0.579,8.7675,5.173
10,19.25,-13.66125,-0.579,8.5,5.31575
10,19.75,-13.80875,-0.579,8.43,5.02175
10,20.25,-14.695,-0.579,8.6075,4.891
10,20.75,-15.255,-0.579,10.6275,4.86525
10,21.25,-15.72,-0.3615,10.796,4.826
10,21.75,-15.335,-0.308,10.6565,4.8795
10,22.25,-15.65625,-0.289,8.5,5.034
10,22.75,-15.875,-0.579,10.73425,4.8265
10,23.25,-15.92375,-0.289,10.76675,4.89525
10,23.75,-14.51625,-0.289,11.4675,4.616
11,0.25,-9.796,-0.289,6.776,1.381
11,0.75,-9.548,-0.289,6.767,1.375
11,1.25,-9.355,-0.289,6.759,1.369
11,1.75,-9.335,-0.289,6.755,1.363
11,2.25,-9.955,-0.289,6.57325,1.407
11,2.75,-9.775,-0.289,6.739,1.346
11,3.25,-9.84625,-0.289,6.566,1.3945
11,3.75,-9.28,-0.289,6.731,1.332
11,4.25,-9.517,-0.289,8.07075,1.2605
11,4.75,-9.4875,-0.289,6.353,1.436
11,5.25,-9.215,-0.289,6.714,1.317
11,5.75,-9.205,-0.289,6.709,1.309
11,6.25,-9.3515,-0.289,8.0355,1.244
11,6.75,-9.135,0,6.693,1.299
11,7.25,-9.324,4.926,8.017,1.46675
11,7.75,-9.5205,33.39275,8.665,1.404
11,8.25,-9.5215,77.4325,8.655,1.399
11,8.75,-9.4815,103.726,8.645,1.396
11,9.25,-9.3235,126.03525,8.635,1.3915
11,9.75,-9.0985,172.755,8.63,1.3905
11,10.25,-8.8475,200.8595,8.62,1.3915
11,10.75,-8.6315,229.76075,8.61,1.3915
11,11.25,-8.435,287.418,7.964,1.4505
11,11.75,-8.2335,274.814,8.6,1.3935
11,12.25,-8.09825,198.759,7.954,1.44775
11,12.75,-7.998,196.90125,6.639,1.498
11,13.25,-7.941,189.1975,6.637,1.283
11,13.75,-7.57975,164.20825,6.442,1.334
11,14.25,-7.834,133.42375,6.918,1.178
11,14.75,-7.5475,81.63325,6.494,1.2275
11,15.25,-7.309,82.1405,6.616,1.168
11,15.75,-7.341,59.976,6.61,1.162
11,16.25,-7.366,24.1935,6.605,1.156
11,16.75,-7.528,3.188,6.813,1.13075
11,17.25,-7.45,0,6.596,1.22425
11,17.75,-7.77275,-0.289,6.589,1.219
11,18.25,-8.10275,-0.289,6.6555,1.2115
11,18.75,-8.1325,-0.289,6.452,1.2915
11,19.25,-8.70875,-0.289,6.644,1.19975
11,19.75,-8.743,-0.289,6.841,1.112
11,20.25,-9.013,-0.289,6.634,1.18975
11,20.75,-9.247,-0.289,6.235,1.34925
11,21.25,-9.29575,-0.289,6.6245,1.1785
11,21.75,-9.587,-0.289,6.423,1.2535
11,22.25,-10.04,-0.1445,6.417,1.2475
11,22.75,-9.3375,-0.289,6.6085,1.16375
11,23.25,-9.325,-0.289,6.786,1.395
11,23.75,-9.51,-0.289,8.145,1.248
12,0.25,-4.542,-0.289,1.665,1.183
12,0.75,-4.552,-0.289,1.667,1.183
12,1.25,-4.5255,-0.289,1.664,1.17625
12,1.75,-4.509,0,1.667,1.185
12,2.25,-4.507,-0.07225,1.667,1.186
12,2.75,-4.5275,-0.289,1.66125,1.17575
12,3.25,-4.5675,-0.289,1.66675,1.20125
12,3.75,-4.501,0,1.665,1.188
12,4.25,-4.489,0,1.663,1.17975
12,4.75,-4.5005,0,1.66625,1.20475
12,5.25,-4.48975,-0.289,1.66,1.1825
12,5.75,-4.5005,0,1.662,1.208
12,6.25,-4.476,-0.289,1.658,1.18425
12,6.75,-4.48425,-0.07225,1.65675,1.1855
12,7.25,-4.5335,0,1.6545,1.1765
12,7.75,-4.53,2.318,1.6595,1.2215
12,8.25,-4.504,15.356,1.653,1.194
12,8.75,-4.516,39.115,1.6575,1.20725
12,9.25,-4.479,71.56525,1.655,1.1835
12,9.75,-4.4975,88.80475,1.655,1.186
12,10.25,-4.47775,113.57675,1.65425,1.18175
12,10.75,-4.558,139.146,1.65475,1.19675
12,11.25,-4.629,170.50975,1.655,1.1925
12,11.75,-4.875,181.882,1.657,1.207
12,12.25,-4.888,137.407,1.65875,1.20325
12,12.75,-4.94325,121.979,1.65925,1.19125
12,13.25,-5.0635,101.698,1.6565,1.1985
12,13.75,-5.086,87.35575,1.659,1.191
12,14.25,-5.039,71.348,1.6615,1.198
12,14.75,-4.855,60.70025,1.65925,1.19525
12,15.25,-4.6575,39.839,1.65725,1.194
12,15.75,-4.5645,21.07875,1.66,1.1945
