DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,0.25,-68.124,-37.360155199,-10.453170649425,-52.11627930125,-0.8533111076725,0.0301565795,369.959501075,1.7202894388,-5.099284125,87.502914,-8.6837743124,25.1405,-8.67375,24.1911640695,-5.128975,21.21005115,0.37612815,0,0.127570157355,0,0.6885,224.2725,285.9725,-7.7867,-8.746,-1.41415,1.8379,3.383925,4.8177,5.837235214425,6.0129697835,0.068130993656
1,0.75,-68.0695,-36.4200681125,-11.6600422885,-68.065280079,-1.0442775912,0.03518814725,370.46076537,1.6664142535,-5.3426156,87.4714075,-9.15925,25.15575,-8.62,24.732329952,-5.463325,21.9489754925,0.344022375,0,0.1068895501975,0,0.942075,224.685,285.3175,-7.96075,-8.9085,-1.738025,1.7656,3.34285,4.815,5.840037850325,6.01533329965,0.05743107057775
1,1.25,-68.27125,-35.97804166375,-7.87774565785,-55.7276404985,-0.9778779798,0.030646396,370.49082842,1.664435697325,-5.7939862,87.47784,-9.369,26.411125,-8.907,26.452513894,-5.901025,22.61435647825,0.3551415,0,0.14292239156,0,0.37505,224.055,283.65,-8.3325,-8.41375,-2.0468,1.674,3.30505,4.8337,5.845700231625,6.0176968158,0.02907890260525
1,1.75,-68.7057,-37.42011641,-8.802801324,-55.3761022295,-1.186837271775,0.0345301625,369.3520092425,1.6829842466,-5.89167335,87.498348,-9.621625,29.151125,-9.423,27.167306942,-6.1397,22.03202988475,0.361075425,0,0.132610000345,0,1.43015,223.815,283.205,-8.919,-8.6625,-2.19575,1.58585,3.277075,4.849425,5.862375,6.02006033095,-0.11141831877525
1,2.25,-69.371,-36.27317865325,-12.1531654985,-57.5477309475,-0.928005388455,0.0364782845,370.0397693625,1.66057870325,-6.1494218,87.48465825,-10.263,30.52675,-9.307,28.117989712,-6.2454,23.12373192875,0.3521015282175,0,0.13391114214,0,0.61015,223.07,282.645,-9.3635,-9.1245,-2.379175,1.4752,3.302175,4.852875,5.85919532695,6.0224238471,-0.1285129179675
1,2.75,-73.107775,-35.52138105325,-10.722259676,-56.6580363,-0.94125295164,0.0331682255,370.037131335,1.5967482612,-6.38931765,87.4917395,-10.2865,31.24125,-9.598,28.469236928,-6.623825,24.8488459605,0.3512358375,0,0.1535891315525,0,0.8504,222.485,281.0525,-9.671,-9.494,-2.55005,1.34425,3.202825,4.824875,5.8777,6.02478736325,-0.07393396252725
1,3.25,-71.49025,-35.378922882,-9.7241552838,-54.3710886415,-1.0164272391275,0.03854050625,369.8627527,1.59537735985,-7.2903659,87.4778415,-10.608875,32.074375,-10.17,29.595024386,-7.3028,25.70281916875,0.3462462,0,0.111810674335,0,0.851225,221.1075,279.3275,-10.388,-9.19,-2.712725,1.22695,3.115725,4.86075,5.8808,6.0271508784,-0.07871711709125
1,3.75,-69.13675,-34.954349243,-13.503412664,-57.40266563125,-1.047270281225,0.03567258875,370.303517035,1.5878303121,-7.644216675,87.44716767,-11.2735,33.318875,-10.551625,30.7543390965,-7.626475,25.73912382925,0.35202893004,0,0.12393915809,0,0.813775,220.075,277.5375,-10.8435,-9.3475,-2.858625,1.112975,3.02145,4.87585,5.882025,6.02951439455,-0.13395238009
1,4.25,-68.7815,-35.41592226,-12.402322168,-47.7170587915,-1.027276614375,0.0362942935,370.2453165925,1.4063947547,-7.6472646,87.4694038925,-11.864375,35.095625,-10.95675,31.492625,-7.637725,26.618436147,0.383526,0,0.14966245488,0,0.2067,218.6225,275.73,-11.198,-10.03925,-3.0853,1.013775,3.002,4.8974,5.898475,6.0318779097,-0.2102680737675
1,4.75,-67.3655,-34.54925859475,-12.66981052425,-52.7062736955,-1.3897803275,0.03947065,370.579616125,1.248308559,-7.47762,87.473232,-11.66425,35.689,-11.43925,31.75712540825,-7.713275,28.42631966825,0.344596428985,0,0.12425995398,0,0.597875,218.86,275.2025,-11.6355,-10.11425,-3.3519,0.9457,2.9947,4.7422,5.905175,6.03424142585,-0.2383272591975
1,5.25,-68.5795,-35.355505884,-12.880559286,-60.64582637,-1.07178468845,0.03796785375,370.15651635,1.238211298625,-7.738697075,87.46039,-11.70125,37.373875,-11.60675,33.54458230325,-7.93385,28.5752788935,0.3510291,0,0.1379753799675,0,0.6584,219.715,275.405,-11.846,-10.4075,-3.53185,0.88245,2.937875,4.869275,5.9100094275,6.036604942,-0.5135627739875
1,5.75,-67.16525,-35.0002145805,-13.825176652,-54.25476433375,-1.6039229563,0.043222493,370.10454516,1.26734782525,-8.6822426,87.46653,-11.9315,38.963375,-12.073375,33.143836634,-8.692,28.96208873925,0.351844875,0,0.12683549994,0,0.993275,221.045,278.555,-12.2225,-10.9615,-3.68775,0.8148,2.893675,4.8788,5.912176818925,6.03896845715,-0.409432016735
1,6.25,-67.689,-35.7658927445,-11.7972297665,-49.695897882,-1.0737775621,0.038365137,370.359875475,1.25327705875,-8.3998422,87.50064075,-12.206375,40.77125,-12.33925,33.3814268415,-8.70325,29.8279280875,0.34329578908,0,0.158069668645,0,1.030725,220.8525,279.38,-12.5395,-11.418,-3.853475,0.741275,2.841975,4.78785,5.912325,6.0413319733,-0.33782162043
1,6.75,-66.943,-34.8461540135,-10.4511677165,-56.2011956125,-1.4725787034,0.03956170275,369.24881139,1.18141803195,-8.6100518,87.509641,-12.182875,38.81630732025,-12.074,34.510402796,-8.88125,30.09179449275,0.35189524472,0,0.123550624805,0,0.8466,218.4225,277.5625,-12.6675,-11.8375,-3.99645,0.72485,2.826675,4.852,5.911375,6.04369548945,-0.472066879465
1,7.25,-62.923,-34.4141434405,-9.154316008125,-56.718436342,-1.24600216625,0.039874322,370.145365135,1.222012838025,-9.03030065,87.534427,-12.47125,38.12,-11.936,34.471531368,-8.9095,30.3315030265,0.347374875,0,0.09508582087,0,1.117475,217.3075,276.3125,-12.7185,-11.78825,-4.147275,0.6695,2.804675,4.850075,5.9005,6.0460590046,-0.566200375055
1,7.75,-54.1989,-34.067266117,-10.2906231165,-52.647995864,-1.8734417882,0.03573298,370.5747752075,1.27629639265,-9.2120759,87.5506937525,-12.34,37.47821455925,-11.79375,34.702833735,-9.24925,30.113845586,0.3481905856575,0,0.15322528375,8.33380268,1.879975,218.76,277.0075,-11.39625,-10.537,-4.208425,0.586975,2.77195,4.834425,5.903125,6.04842252075,-3.804599739425
1,8.25,-48.02345,-38.95467331975,-10.77954352725,-44.73069471675,-2.7123546516,0.035901651,371.097188055,1.565797022875,-7.384100575,87.57195702,-10.292625,35.96131445375,-8.62325,30.75486593325,-6.93575,27.86293018375,0.3551284266875,0,0.1047164962625,24.2445325,4.672375,222.435,287.6575,-8.4895,-9.0175,-3.887875,0.51275,2.67915,4.72515,5.9156,6.0507860359,-3.639289220925
1,8.75,-18.171,-52.84712302025,-11.16874319,-42.453992742,-4.3019778406,0.0550820855,372.395003555,1.696248944775,-4.9289764,87.60995375,-5.52525,27.93375,-6.577275,25.772270364,-4.754175,24.01230865625,0.343910625,0,0.09865713007,48.498103056,5.204625,230.6425,307.605,-3.5639,-8.0464,-3.681175,0.394275,2.4048,4.4158,5.908656297725,6.05314955205,-4.650319470075
1,9.25,20.09325,-61.61696190975,-9.07252921005,-33.5453225675,-5.8967630065,0.069296426,371.37069582,1.846585035,-2.93337295,87.63046,-0.1430125,21.29553990875,-4.1087,20.68887499825,-2.714075,20.0425630645,0.344199133425,0.26079200458,0.102944343985,63.433896636,8.9586,238.98,328.7425,-0.292,-1.4244,-3.2006,-0.011375,2.127375,3.96585,5.8876826586,6.0555130682,-5.421822341675
1,9.75,41.01475,-27.64184065,-6.8621315575,-17.36685298225,-5.724567407375,0.078335188,370.4057211125,1.734552016875,-0.9354904,87.646451,3.48185,14.8151105075,-1.17185,16.8750628345,-0.609725,16.75430352875,0.35165426145,0.33562995,0.12852006996,71.40474,10.1791,247.705,346.875,3.44295,2.70295,-2.308175,-0.177625,1.915175,3.6648,5.890485294025,6.05787658335,-6.2266042698
1,10.25,54.40725,-11.395113195,-1.232690722,-5.744073944675,-5.548651354375,0.090999854,369.03369336,1.6116396376,1.157684175,87.6653645,5.75605,12.981,1.2336625,14.102800059,1.596225,14.9292186925,0.38211795,0.357588825,0.18398408805,93.22611,13.37825,254.67,362.0525,4.7144,4.764125,-1.628,-0.1083,1.89405,3.661875,5.90254931345,6.0602400995,-6.512559866125
1,10.75,55.806,-11.4139286415,-4.37988569535,1.639971121,-5.943996650475,0.11171944,368.7006861,1.509207060275,3.2110392,87.647056,7.725775,11.9058422395,3.57155,11.9454385155,2.9498,12.939963369,0.40842460954,0.450877725,0.19889214292,108.651825,21.431,260.5875,371.705,7.008325,7.3107,-1.1484,-0.0323,1.92875,3.7108,5.918858111475,6.062603615125,-6.52072418375
1,11.25,72.19525,1.12488518471,-2.627107786975,8.743701794825,-5.151756298,0.12444388,368.13763585,1.436788135525,4.363733,87.630078,8.414375,10.7149137801,4.276475,10.67168045525,3.9319,11.45436619575,0.450922425,0.490447806575,0.24849572052,118.45295875,33.85875,266.215,386.69,8.149,8.1853,-0.588075,0.113825,2.08845,3.84155,5.921843127925,6.0649671308,-5.419909257
1,11.75,77.65025,15.48724421925,-0.83370643553,8.580795909,-4.646210923025,0.1267883175,367.5839817175,1.33196989815,5.197187725,87.58400575,9.188,9.5145,4.77025,9.694669355225,4.846125,10.555325334,0.4567446,0.52872526628,0.2595953249975,131.27,26.221,268.375,392.9575,8.79875,8.8965,-0.2436,0.3218,2.14735,3.9696,5.9668,6.06733064695,-4.8168136359
1,12.25,85.412,15.26490895025,2.051829109875,16.841772868,-3.962700811,0.14160274,367.199434,1.2422077506,5.5259654,87.52596444,9.427875,8.9470099451,5.469,9.08190686475,5.6296,9.7327082686,0.468456,0.55190328759,0.3252455321,126.4876287775,30.541,270.23,395.56,9.522,10.13625,0.397575,0.5833,2.1351,4.147425,6.0389896883,6.0696941621,-4.335278862125
1,12.75,82.7956,18.8513537045,-1.5513089118575,35.9986494925,-3.7575640576,0.14603094,367.0193841525,1.239721254,5.3518876,87.44912,9.682875,8.705585599225,5.41885,8.4858693797,5.205,9.3568288194,0.4712756831375,0.56903286487,0.2801534655,123.754975,40.553,271.55,400.62,9.673,11.445,1.044325,0.6458,2.12685,4.079925,6.0623051058,6.07205767825,-3.606206385
1,13.25,96.8275,14.220716941,-2.889356362,26.5500071655,-2.99267188405,0.1746377,366.57642839,1.240503018725,5.91456895,87.400443,9.487625,8.45325,5.8376,7.93341276905,5.794725,8.90229418975,0.4889788875,0.64741733124,0.37646477155,139.027325,34.42325,272.275,402.4175,9.95475,11.9275,1.5905,0.6923,1.9933,4.002475,6.0586974977,6.0744211944,-3.312923352775
1,13.75,93.69,7.05625541475,-4.00654447835,27.85421360175,-2.59877763275,0.1815930525,366.458894,1.256195289575,6.336684425,87.35877825,9.475375,8.60362872395,6.088975,7.6491824581,6.32215,8.749632597825,0.4611699,0.588797261315,0.35247930714,134.344925,33.53875,272.9725,401.815,10.092,11.31,2.239525,1.1632,2.165775,4.159025,6.074782245875,6.07678470955,-2.9935474798
1,14.25,83.29875,5.445259573625,-8.590644654,18.2452265615,-2.325165544625,0.1902476,366.536659425,1.1633786276,6.510585275,87.34383075,9.5205,8.64726938085,6.345125,7.38322000455,6.25855,8.233382626225,0.445647825,0.54245685,0.512392838665,128.474229075,33.187,273.0225,403.5875,9.9555,10.438,3.09595,1.533275,2.3846,4.53685,6.072217257975,6.0791482257,-2.563609322925
1,14.75,63.0445,-3.68018933385,-14.5292490745,10.217571936925,-1.829750050625,0.18150018,366.60618925,1.186864705525,6.872924225,87.330814,9.64975,8.239875,6.5344,6.7915462065,6.773775,7.7039939899,0.488448075,0.5381973432075,0.42372682602,104.67345,18.98875,272.885,400.8675,10.1205,10.1255,3.3612,1.9225,2.42495,4.48915,6.07535226955,6.081511741325,-1.977976981225
1,15.25,32.007,-32.121243843,-7.338515791575,11.25501591985,-1.758987267,0.16173732,366.3502506725,1.22783374625,6.9284698,87.3208655,9.604,7.811,6.584725,6.85768701505,6.78015,7.7714384271,0.45925940478,0.5727102409525,0.3603556362575,71.9218625,12.21815,271.415,397.09,9.3365,9.4265,3.7226,2.21175,2.4845,4.3828,6.083875257,6.083875257,-1.7238612915
1,15.75,12.938,-13.8890870535,-10.59547668875,-0.4933698052,-1.49858348705,0.161734,366.3756159125,1.0925016235,6.8859194,87.324904,9.744375,7.912125,6.5287375,6.77001027915,7.0528,7.8373780298,0.372526188035,0.42149591077,0.38962971158,52.945575,7.529075,268.8775,391.4125,9.3095,9.278,3.896475,2.461975,2.390975,4.16805,6.08067229375,6.08623877315,-1.51144481685
1,16.25,-0.200249999999999,-11.32522957875,-9.326227815875,-12.01044426,-1.3535375567,0.1470749575,366.52011874,1.023827070225,6.5507964,87.336144,8.804125,8.27775,6.301375,6.8894645418,6.62155,7.863022701925,0.3585834,0.396164925,0.45357372772,45.1040475,14.60225,265.28,383.475,8.81925,8.3105,4.49765,2.8849,2.668325,4.566775,6.070289482175,6.088602288775,-1.31856632805
1,16.75,-32.235,-15.29032857225,-15.980789582,-21.33266939,-0.879349791025,0.1247560125,366.5651358,1.0567032095,6.2312747,87.3485545,7.536725,8.794125,4.4089,7.154083881,6.3764,7.8327204934,0.36463636103,0.270248304185,0.4013356934175,24.9727875,8.028575,262.1975,374.4925,7.7643,7.134,4.345675,2.918725,2.750625,4.63735,6.07291293055,6.09096580445,-0.67804215701
1,17.25,-80.1505,-25.8430026165,-12.614110732,-46.52572782375,-0.82301857609,0.0938600265,366.684923945,1.040398168,4.889767375,87.35431825,7.0112875,9.50425,3.423175,7.83383109165,4.99175,8.180126848775,0.344017611285,0.262802475,0.60629463149,1.40497499999999,3.189525,259.34,362.82,6.1949,5.93375,4.397075,3.084825,2.986875,4.778375,6.066946527525,6.0933293206,-0.50956009414
1,17.75,-101.2325,-32.020510336,-13.8464666465,-63.087639617,-0.3411945444,0.0582472095,366.74902058,0.9902075808,3.84026655,87.388494,6.526775,10.650375,2.8485,8.8924551574,3.624425,9.0331780275,0.352247175,0.120074640145,0.347664719295,0,-0.352775,255.775,349.0575,3.42065,3.0002,3.97215,3.149725,3.014675,4.6669,6.0697422111,6.09569283575,0.1634962193525
1,18.25,-99.82395,-35.03051492,-10.6170343765,-69.18879765675,-0.468107407155,0.051850692,367.0041743875,1.130146977075,3.8712318,87.422446,3.865729246425,11.79025,1.8637,10.166813801,3.194275,10.05554051975,0.3477417875,0,0.19553327412,0,0.113775,251.0025,338.73,2.2769,1.2174,3.249325,3.088,3.071775,4.673275,6.0496697595,6.0980563519,0.3343611064875
