DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,G,SG,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,TA_1_4_1,TS_2_1_1
1,0.25,406.7778,0.6629027,2.170064,0.039746875,0.021158605,-3.00902825,-12.237105,-15.37658,-11.496745,1.018000875,0.0689978525,-0.03238923,0.339468275,0.295153,0.0502145575,83.1201325,-8.553921,47.79575,1.502761,-7.3582815,0.254071675,-1.3956215,-61.9730025,0,0.5757072,214.39575,265.6116,-7.7593845,45.020135,-8.637603,77.600075,-1.52788625,-1.653455
1,0.75,408.0662,0.7744058,2.13132775,0.0439213725,0.01506764925,-4.40330725,-16.8849,-20.034905,-17.3543275,1.05807975,0.073173695,-0.03180633,0.326759825,0.291910825,0.0537583025,83.120795,-8.87505275,48.46992,1.4164615,-7.583326,0.289462075,-1.4621675,-57.52935,0,0.57977875,214.99785,263.4944,-8.0799285,44.9673325,-8.9318815,78.212985,-1.66077875,-1.856531
1,1.25,406.4798,0.7858865,2.28258475,0.04322574,-0.06731912,-7.0052525,-12.59847,-19.9000375,-13.80456,0.9247983,0.0802267125,-0.03454145,0.3267248,0.333214225,0.05687127,83.118,-8.8715145,48.20792,1.3961805,-7.67906875,0.339628375,-1.588432,-58.77809,0,0.6021384,213.0124,264.3711,-7.9865305,44.67797,-9.0721,77.4786925,-1.49270425,-1.979687
1,1.75,406.2963,0.7933297,2.22128825,0.04576805,-0.09260295,-4.62399025,-14.79961,-22.4516875,-18.1864025,1.06438525,0.0708200825,-0.029661025,0.338831,0.301139925,0.053527965,83.1150375,-9.45616,48.10833,1.3044795,-8.132737,0.2791145,-1.743362,-57.24979,0,0.34486025,217.48035,260.4183,-8.514609,46.98381,-9.602406,78.7004075,-2.3418385,-2.174284
1,2.25,406.6715,0.7253366,2.12508825,0.03688214,-0.07663001,-3.343688,-13.13131,-26.38375,-16.8144375,1.0062295,0.0751182025,-0.026547915,0.3602348,0.357023575,0.05759896,83.122745,-9.770276,48.21309,1.30808,-8.419743,0.307374325,-1.775644,-52.93286,0,0.8110293,213.09585,262.5608,-8.639676,44.56025,-10.02866,81.758275,-2.5890825,-2.232765
1,2.75,406.805,0.6508549,2.07914275,0.04286424,-0.1332244,-3.042673,-17.32397,-25.2855925,-17.9193075,0.97988045,0.07558769,-0.0285384325,0.348834925,0.304772,0.0576163125,83.1201275,-9.99419275,45.53938,1.27958275,-8.63465175,0.240601125,-1.900067,-57.4778475,0,0.926579525,211.99835,260.6097,-8.908373,44.35403,-10.38162,80.37561,-3.2411545,-2.34204925
1,3.25,407.3655,0.8150771,2.014564,0.04566636,-0.06418752,-3.535501,-17.66589,-30.51993,-21.1466825,0.970766075,0.071155885,-0.0238613125,0.3525484,0.29865645,0.056520415,83.11866,-9.99468725,46.60065,1.312187,-8.80500275,0.274239875,-2.16686875,-56.7306625,0,0.49247325,213.973575,260.2303,-9.141934,44.975225,-10.54936,80.331735,-3.30376025,-2.47916325
1,3.75,407.942425,0.759376925,2.037455,0.0413540325,-0.07860083,-2.8040935,-13.5838375,-26.93036,-18.0041025,0.939728775,0.0685703975,-0.02407347,0.312396775,0.2845421,0.04470286,83.1149075,-9.94021075,48.5759075,1.3194865,-8.79463375,0.296725625,-2.31750625,-55.2456,0,0.7760314,213.423775,260.3369,-9.03550725,45.130665,-10.27756,81.10171,-3.0552645,-2.767479
1,4.25,407.289025,0.784967925,1.92575225,0.03982173,-0.06749351,-2.816005,-14.442565,-26.8194675,-16.57427,0.949251425,0.0575833,-0.024024595,0.32854275,0.26342185,0.04968339,83.106145,-9.9015875,49.39054,1.33292275,-8.98500325,0.292305375,-2.50679475,-53.73302,0,0.4429465,213.70965,260.4394,-9.397858,46.60246,-10.8842175,78.243065,-3.31752525,-2.82269575
1,4.75,405.914825,0.77870815,1.89778775,0.0491937,-0.03228047,-4.80447725,-14.90382,-29.770955,-15.4491525,1.021193,0.0579384625,-0.0316036575,0.295857575,0.270546125,0.05452366,83.104785,-10.555295,49.32942,1.2912045,-9.2476605,0.273054025,-2.7197065,-60.8943475,0,0.44333545,212.135825,258.189525,-9.47911,44.03151,-11.0207325,78.421995,-3.486421,-2.88869025
