DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,TA,PA,RH,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,5.25,-0.0275,-3.91661,4.48015,0.907186,-0.213971,-0.00822,0.01135,1.35302,0.186392,-3.36132,-3.68406,98.2404,78.3926,392.598,4.12071,0.645392,0.650031,0.237176,0.174707,-3.66219,78.5656,-2.9428,-1.06707,0.7082445,292.138,293.953,0.02045,-0.1593335,-9.153975,-10.95635,-5.3195
1,5.75,-0.0257,-3.58646,2.804855,0.759937,-0.235887,-0.02105,0.00381,1.41671,0.15836,-3.41646,-3.79523,98.2615,79.5172,393.828,4.05438,0.682202,0.601365,0.223142,0.144429,-3.76235,79.59085,-2.35757,-1.161415,0.800445,292.354,292.9475,0.02715,-0.1807615,-9.04067,-10.9345,-5.387
1,6.25,-0.026,-2.89478,4.13184,0.670491,-0.156565,-0.0565,0.0118,1.52877,0.172305,-3.51393,-4.01238,98.2653,78.2268,393.668,4.04724,0.66269,0.603109,0.237316,0.145451,-3.906825,78.69195,-2.57868,-1.279205,0.754919,291.434,292.5175,0.02845,-0.215498,-8.881915,-11.0146,-5.845
1,6.75,-0.0336,-2.96175,4.74107,0.816673,-0.201378,-0.0652,0.0165,1.37613,0.181113,-3.88235,-4.47867,98.2859,78.5584,393.461,4.03738,0.603236,0.615279,0.218097,0.152834,-4.1974,79.17855,-2.967875,-1.356555,0.818283,288.735,290.18,0.02725,-0.2414185,-8.974085,-11.087,-5.881
1,7.25,-0.0305,-1.90595,4.684875,0.721773,-0.136571,-0.106739,0.0189,1.32134,0.174288,-4.20006,-4.92686,98.2922,78.0695,394.369,4.03073,0.615126,0.577787,0.235098,0.164528,-4.6143,78.621,-2.75363,-0.674386,1.12716,289.429,289.837,0.9942295,-0.2801025,-8.928205,-11.09805,-5.487
1,7.75,-0.02,-2.60559,5.243685,0.690324,-0.0578,-0.06,0.0074,1.1176,0.158834,-4.09426,-4.6876,98.3262,77.8515,393.867,4.03607,0.573783,0.516179,0.210259,0.139371,-4.65089,77.91595,1.196035,6.11636,3.348885,291.2845,291.1315,13.5701,-0.344919,-8.990515,-11.34585,-5.4695
1,8.25,-0.02145,-0.808123,5.37208,0.704539,0.218387,0.0793,0.00401,1.13462,0.180279,-3.937325,-4.388325,98.34195,77.7156,394.1675,4.150365,0.580594,0.5718395,0.197572,0.1581625,-4.388325,77.7156,18.62645,31.65205,10.30235,292.4145,293.1335,50.92545,-0.3755245,-8.973185,-11.2223,-4.8255
1,8.75,-0.0296,0.99145,9.90916,0.494133,0.557693,0.097473,0.00555,1.40282,0.204822,-3.63444,-3.61456,98.344,74.0351,393.741,4.094155,0.703398,0.607295,0.242798,0.161395,-3.585145,74.84975,40.2229,70.3623,25.1789,295.539,296.6505,110.572,-0.374667,-8.897865,-11.39945,-3.802
1,9.25,-0.05485,5.914015,11.73,0.24746,0.816398,0.0651,-0.0014755,1.754595,0.2316075,-2.830775,-2.885705,98.35575,70.90225,393.943,4.03765,0.73958,0.7232835,0.2987485,0.1960425,-2.885705,70.90225,60.877,119.1585,40.05125,301.0005,302.369,162.885,-0.3601075,-8.86768,-11.2214,-2.3285
1,9.75,-0.07525,6.746325,14.7661,0.0888,0.8584475,0.0898,-0.00649,1.96976,0.25313,-2.3049,-2.044415,98.37355,69.2238,393.285,4.00027,0.760021,0.852643,0.3165435,0.1764205,-2.044415,69.2238,89.89915,161.86,49.63655,306.8155,309.236,234.809,-0.281965,-8.65371,-10.8371,-1.3545
1,10.25,-0.07725,10.7011,16.9988,0.120342,0.8126325,0.118997,-0.00714,2.035725,0.27085,-1.66511,-1.588085,98.38035,67.4884,393.658,3.90976,0.8482825,0.8320785,0.3733115,0.2141,-1.588085,67.4884,106.6445,196.4395,62.9032,309.7295,310.909,307.5495,-0.196293,-8.04968,-9.894755,-0.745
1,10.75,-0.0952,15.8983,18.98195,-0.0135,0.8600165,0.08085,-0.0129,2.156905,0.27421,-1.23301,-1.003861,98.38135,65.51185,393.59,3.978515,0.8716325,0.877567,0.3728465,0.2255225,-1.003861,65.51185,133.4215,229.951,67.5403,311.5055,312.3465,361.695,-0.1732915,-7.24357,-9.34564,-0.395
1,11.25,-0.09035,18.7768,19.7903,-0.0409,0.8129535,0.0796,-0.0113,2.39039,0.2741885,-0.817147,-0.92979,98.3547,63.42225,393.128,3.97192,0.892365,0.8462325,0.3955655,0.236261,-0.92979,63.42225,134.374,250.0885,74.2336,311.717,313.934,382.4725,-0.1390525,-6.7774,-8.569675,-0.269
1,11.75,-0.078,18.2266,22.4074,-0.177013,0.9018445,0.0364,-0.0103,2.327155,0.2540965,-0.603737,-0.7595475,98.32365,61.0426,393.013,4.04732,1.0024905,0.8830825,0.3894475,0.2463885,-0.7595475,61.0426,154.1435,263.9845,74.8092,315.121,316.7685,395.421,-0.1007735,-6.346445,-7.68662,0.0865
1,12.25,-0.1264585,16.49435,24.22765,-0.331191,0.756723,0.087,-0.0267,2.52693,0.3382415,-0.4527785,-0.2354645,98.2872,60.0997,392.968,4.13471,0.9969355,0.9979535,0.4132195,0.233244,-0.2354645,60.0997,159.7135,282.3155,76.93865,315.856,318.6535,434.153,-0.06925,-5.774965,-6.96999,0.195
1,12.75,-0.105399,17.10045,22.9627,-0.207363,0.7944175,0.08725,-0.0232,2.630025,0.2985445,0.334462,0.4658125,98.25835,59.658,392.725,4.17762,1.02824,0.9614995,0.424705,0.219622,0.4658125,59.658,149.1885,272.9305,69.06875,316.95,319.582,397.8025,-0.0214,-5.448,-6.90336,0.2775
1,13.25,-0.09455,13.9062,20.8672,-0.197048,0.37978,0.0603,-0.0164,2.574925,0.295821,0.6533075,0.4130155,98.2158,58.30515,392.069,4.27357,1.01947,0.958104,0.4140465,0.201484,0.4130155,58.30515,142.915,262.6045,73.7724,318.38,320.609,385.88,0.05155,-5.05205,-6.596965,0.235
1,13.75,-0.1056265,15.6032,21.34725,-0.0648,0.528198,0.09235,-0.0027545,2.41581,0.298448,0.9448405,0.728384,98.19345,57.23795,392.6795,4.310865,0.982599,0.932281,0.419325,0.2145245,0.728384,57.23795,128.2205,256.2885,66.40455,319.614,321.098,389.823,0.0629,-4.865175,-6.13036,0.483
1,14.25,-0.0997105,12.2799,18.85565,-0.1307685,0.3326325,0.1427395,0.01175,2.53101,0.3087275,1.10242,0.925542,98.17785,56.2625,392.9335,4.28676,0.9686585,0.9774445,0.419567,0.2026,0.925542,56.2625,114.7,207.9825,54.9373,317.8645,318.7985,307.834,0.07005,-4.572505,-5.762585,0.4825
1,14.75,-0.1050895,6.527155,17.068,-0.098252,0.281572,0.00958,-0.00622,2.45884,0.294339,1.221875,0.951768,98.1663,56.8023,392.398,4.15409,0.9661065,0.929451,0.3930335,0.1796265,0.951768,56.8023,104.8945,185.0035,50.0994,318.656,320.0045,267.492,0.07425,-4.20623,-5.25401,0.442
1,15.25,-0.0858,4.02772,15.7811,0.093861,0.071526,-0.0107,0.00696,2.37004,0.2709445,1.17491,0.867304,98.15135,56.62555,392.355,4.11664,0.890651,0.906756,0.3961425,0.143184,0.867304,56.62555,85.71545,127.1535,34.77155,317.3925,318.5,205.8005,0.0769,-4.21585,-5.31876,0.049
1,15.75,-0.0826,-0.00887,12.8006,0.317057,-0.189487,0.04445,-0.00447,2.338665,0.264309,1.001804,0.7987705,98.1589,57.3912,392.402,4.083,0.896286,0.823108,0.3747195,0.1394145,0.7987705,57.3912,52.09125,86.04185,22.00715,316.745,317.429,133.722,0.07005,-4.59317,-5.426045,-0.328
1,16.25,-0.0867,-3.071795,11.1433,0.532421,-0.45354,0.00513,0.0127,2.21199,0.262141,0.8392,0.4785785,98.2026,57.99855,392.635,4.04136,0.8744785,0.8093815,0.3658795,0.1359555,0.4785785,57.99855,29.648,51.4971,14.7392,315.236,316.0195,81.90935,0.0602,-4.562215,-6.15505,-1.11
1,16.75,-0.04585,-6.1679,10.356,0.6803735,-0.7105115,-0.1156515,0.01002,1.84887,0.219494,0.5475515,0.242685,98.2166,59.62745,392.562,3.9869,0.749607,0.7498235,0.334458,0.1672835,0.242685,59.62745,8.900445,15.3479,5.13108,313.317,314.206,27.37005,0.0615,-4.82653,-6.065425,-1.395
1,17.25,-0.02585,-5.590355,5.911785,0.708158,-0.8466095,-0.06195,0.00424,1.610415,0.197304,0.365834,0.1314485,98.22275,62.39195,392.541,3.99901,0.602875,0.5980025,0.2547415,0.1777825,0.1314485,62.39195,-0.8120235,0.57675,1.40209,310.978,312.4345,3.64077,0.0626,-4.99894,-6.10875,-2.0225
1,17.75,-0.02655,-6.2663,5.948415,0.61232,-0.5882075,0.0424,0.0108,1.52825,0.1710195,0.177705,-0.204139,98.2451,62.53315,392.608,4.00781,0.660608,0.568597,0.2837985,0.198983,-0.204139,62.53315,-3.78267,-1.34268,0.6386675,309.543,311.2855,0.1216495,0.06205,-5.20979,-7.0481,-2.437
1,18.25,-0.0343,-8.328115,4.97192,0.748422,-0.4742555,0.04405,0.00954,1.38143,0.179979,-0.1317445,-0.545311,98.2499,63.98325,392.297,4.002155,0.607743,0.5470095,0.2755215,0.189695,-0.545311,63.98325,-4.045325,-1.70395,0.7491495,307.3835,308.866,0.01235,0.06205,-5.221495,-7.14276,-2.583
1,18.75,-0.02685,-5.238685,3.9813,0.69982,-0.3341885,0.05915,0.01025,1.529305,0.177275,-0.2859005,-0.8633675,98.277,65.6915,392.693,4.07409,0.6952095,0.5474595,0.2788285,0.1762145,-0.8633675,65.6915,-3.580015,-1.459565,0.7218775,304.089,306.5255,0.01625,0.0633,-5.361515,-7.36534,-2.809
1,19.25,-0.02725,-7.25584,3.60751,0.785572,-0.3406555,-0.0125,0.0125,1.49603,0.1811755,-0.329619,-0.9386615,98.29485,64.9698,392.7255,3.96436,0.6748,0.5489675,0.25463,0.1812765,-0.9386615,64.9698,-2.95455,-1.402175,0.730123,303.385,305.403,0.027,0.06275,-5.49796,-7.924505,-2.9585
1,19.75,-0.0327,-6.34432,4.0893,0.7498995,-0.41839,0.0366,0.01285,1.59097,0.1789865,-0.46454,-1.12634,98.29915,65.14355,393.0385,4.02581,0.6364865,0.624463,0.2621475,0.1847455,-1.12634,65.14355,-3.03421,-1.412445,0.6531805,303.126,304.747,0.01965,0.06225,-5.919385,-8.37137,-3.097
1,20.25,-0.027,-4.431155,2.14024,0.751434,-0.298483,-0.0119,0.00673,1.53201,0.19787,-0.6320635,-1.331535,98.2957,67.04985,393.4155,4.01664,0.664776,0.5767705,0.2489495,0.179845,-1.331535,67.04985,-3.20141,-1.314645,0.758794,302.8805,303.7565,0.01485,0.0623,-5.993645,-8.855835,-3.506
1,20.75,-0.02635,-6.047025,4.73709,0.703842,-0.248521,-0.00516,0.01125,1.4551,0.1937665,-0.962763,-1.63553,98.2809,68.539,393.489,3.95538,0.604291,0.5795485,0.2365555,0.1960575,-1.63553,68.539,-3.336905,-1.293205,0.7883135,302.9165,303.6055,0.01575,0.0613,-6.18282,-9.320735,-3.5045
1,21.25,-0.03785,-5.892425,4.03947,0.787716,-0.289831,0.0138,0.00686,1.42371,0.1816745,-1.33624,-1.5668,98.27455,68.5487,393.7725,4.02095,0.602666,0.569362,0.228327,0.1709815,-1.5668,68.5487,-3.57728,-1.482835,0.6978,301.9565,303.7685,0.01235,0.0603,-6.439395,-9.658015,-3.4015
1,21.75,-0.02475,-3.57318,2.70579,0.769983,-0.3306185,0.0542,0.01115,1.409785,0.168731,-1.591645,-2.012145,98.28585,68.8603,394.3025,4.0088,0.5962445,0.54564,0.218791,0.1851185,-2.012145,68.8603,-3.88396,-1.808155,0.704276,301.5045,303.5455,0.016,0.06175,-7.228605,-9.894195,-3.514
1,22.25,-0.02505,-3.701425,2.89544,0.9035535,-0.270569,0.04365,0.01055,1.64125,0.1664995,-1.359575,-1.9248,98.2877,71.1033,394.525,4.00832,0.5911255,0.5235525,0.229189,0.178971,-1.9248,71.1033,-4.026065,-1.499945,0.731871,300.302,302.002,0.0194,0.06225,-7.34784,-10.1671,-3.822
1,22.75,-0.02035,-3.769535,2.45477,0.936712,-0.2164375,0.0437,0.00974,1.483815,0.159508,-1.41849,-1.99531,98.2655,70.2876,394.381,3.997985,0.53869,0.501733,0.238355,0.178347,-1.99531,70.2876,-4.3293,-1.299615,0.777093,301.8815,302.923,0.02665,0.05895,-7.319445,-10.40965,-3.992
1,23.25,-0.027,-4.60611,1.473005,0.821606,-0.142399,-0.00515,0.000766,1.22283,0.170606,-1.602005,-2.206405,98.2551,72.38755,394.397,4.00009,0.552381,0.5180095,0.2094405,0.22951,-2.206405,72.38755,-3.9869,-1.457615,0.7694145,300.4375,301.472,0.01825,0.0512,-7.29239,-10.17775,-4.3255
1,23.75,-0.0243,-3.885985,2.78625,1.093715,-0.2080645,0.0286,0.00625,1.300305,0.1918395,-2.22403,-2.685525,98.26895,73.69395,394.862,3.946085,0.592127,0.578381,0.250882,0.2254335,-2.51151,74.4964,-3.41929,-1.547775,0.7826455,299.541,300.7695,0.02355,0.0519,-7.30131,-10.3769,-4.012
2,0.25,-0.00331,-4.011645,1.42291,0.575967,-0.429263,0.02755,0.00719,1.013125,0.1592585,1.08439,0.576238,98.1769,69.8393,394.114,4.70985,0.4975555,0.494255,0.1639655,0.264195,0.576238,69.8393,-2.550215,-1.194925,0.7185,314.0215,314.667,0.0158,0.655217,-6.15342,-8.32006,-1.61
2,0.75,-0.00557,-2.944755,1.86628,0.869302,-0.355941,0.0811,-0.0127,0.8525015,0.1362635,0.903669,0.694306,98.14815,71.09735,393.716,4.75943,0.466402,0.481797,0.138741,0.26522,0.694306,70.97385,-2.64856,-1.13555,0.6271645,310.861,312.253,0.02175,0.629036,-6.248745,-8.29977,-2.019
2,1.25,-0.008215,-3.96539,0.713055,0.743466,-0.1756765,-0.03155,-0.00242,0.914522,0.137618,1.128505,0.737205,98.13175,72.135,393.8295,4.61142,0.5513865,0.5103575,0.1704395,0.2471405,0.737205,71.4591,-2.61713,-1.212015,0.6919,310.8015,312.3155,0.0234,0.568148,-6.52048,-8.587735,-2.034
2,1.75,-0.009525,-3.715375,0.655253,0.631018,-0.254017,-0.00656,0.0145,0.972495,0.162652,1.27328,0.552536,98.1404,72.1103,393.872,4.56715,0.481246,0.523467,0.1734945,0.2686895,0.552536,72.0163,-2.95921,-1.26835,0.707232,310.395,311.489,0.02835,0.5194465,-6.4844,-8.57302,-2.2645
2,2.25,-0.00371,-3.77991,1.06917,0.430902,-0.0896,-0.02425,-0.000755,1.0171745,0.1563295,1.137965,0.5298735,98.1422,71.7236,394.034,4.55636,0.5863355,0.511685,0.1877785,0.2733715,0.5298735,71.64525,-2.62265,-1.13852,0.772129,310.8215,311.523,0.0235,0.5065075,-6.42345,-8.611045,-2.2495
2,2.75,-0.006885,-3.25084,0.9273535,0.5472405,-0.2307775,-0.020245,-0.00664,1.172845,0.169443,1.0130615,0.4950645,98.1604,72.98655,393.7765,4.593655,0.566864,0.5452445,0.2082645,0.2654705,0.4950645,72.98655,-3.03205,-1.189845,0.7520315,310.8175,311.8185,0.02775,0.4832945,-6.383245,-8.831265,-2.097
2,3.25,-0.00734,-5.147365,1.821435,0.65358,-0.2314,-0.0349,0.003685,1.11827,0.1663315,1.0210835,0.347207,98.18495,72.83715,393.954,4.629295,0.52968,0.551427,0.175304,0.2859815,0.347207,72.83715,-2.69491,-1.288935,0.830144,309.463,310.385,0.0187,0.4556165,-6.52928,-8.75863,-2.373
2,3.75,-0.00333,-6.998825,2.3186,0.919524,-0.356226,-0.0211,0.0105,0.990383,0.180509,0.3971785,-0.060734,98.1721,73.0217,393.923,4.62027,0.58449,0.58524,0.194138,0.2171585,-0.060734,73.0217,-2.46612,-1.07876,0.77486,309.393,310.0385,0.023,0.4278615,-6.552555,-8.762865,-2.552
2,4.25,-0.00383,-4.318825,1.31695,0.660764,-0.331852,-0.000618,0.0117,0.964496,0.19829,0.221918,-0.184783,98.13685,73.44415,394.715,4.63959,0.5267205,0.5297235,0.1632645,0.2305615,-0.184783,73.44415,-2.832845,-1.29391,0.745678,306.889,308.2575,0.02935,0.4061925,-6.38687,-8.65125,-3.0255
2,4.75,-0.0141,-2.94672,0.869297,0.737224,-0.305887,0.00678,0.0131,0.979199,0.172039,0.147464,-0.336237,98.133,74.53785,394.501,4.6244,0.5311085,0.532126,0.170877,0.269642,-0.336237,74.53785,-2.91445,-1.200175,0.798333,307.7895,309.0465,0.0238,0.382887,-6.33828,-8.65395,-2.972
2,5.25,-0.001975,-2.78958,0.6570395,0.7617275,-0.30598,0.04305,0.0198,0.858667,0.16668,0.084264,-0.5380515,98.1846,74.91165,395.274,4.50243,0.477359,0.486208,0.156394,0.249473,-0.5380515,74.91165,-3.382315,-1.28536,0.8154315,306.5495,308.1795,0.02555,0.3652965,-6.333855,-8.68098,-2.867
2,5.75,-0.00995,-3.57956,1.55248,0.493622,-0.327158,-0.0472,-0.00197,1.0163435,0.1683235,-0.0655655,-0.775833,98.2319,75.53805,396.162,4.545415,0.515059,0.5575215,0.139192,0.218797,-0.775833,75.53805,-3.841995,-1.48901,0.839674,305.615,306.2825,0.02775,0.3484615,-6.36395,-8.730825,-2.817
2,6.25,-0.00596,-4.89035,1.930205,0.674625,-0.3180985,-0.135902,0.0135,0.8372595,0.169211,-0.428889,-0.835685,98.26025,76.98415,395.791,4.444345,0.5149635,0.467102,0.1617805,0.229678,-0.835685,76.98415,-2.683225,-1.327965,0.8256965,304.8455,307.1455,0.0375,0.341135,-6.39748,-9.106795,-3.215
2,6.75,-0.02115,-3.380865,1.9331,0.552265,-0.302185,0.0265,0.0124,1.089915,0.1814825,-0.4214055,-0.6724605,98.26375,78.30575,395.4315,4.47771,0.602199,0.5883525,0.1761835,0.243711,-0.6724605,78.30575,-2.722915,-0.4503495,1.02005,304.4335,305.7305,0.5497045,0.3179865,-6.5193,-9.05506,-3.1565
2,7.25,-0.00879,-4.75427,1.80859,0.7706795,-0.0525,0.0577,0.0286,1.13005,0.174384,-0.459702,-0.939287,98.2763,77.9137,396.167,4.433395,0.526631,0.563579,0.181758,0.215468,-0.928693,78.00005,0.6488825,4.195765,3.04702,305.568,306.6615,8.51313,0.315615,-6.537435,-9.007175,-2.8945
2,7.75,-0.0178,-2.9473,3.88885,0.847085,0.321114,0.0991825,0.0146,1.07515,0.162171,-0.322729,-0.785813,98.2891,77.0826,396.414,4.42596,0.58017,0.497866,0.198575,0.233209,-0.772852,77.0902,12.1347,27.45115,8.546875,306.879,307.801,43.8437,0.3045675,-6.419445,-8.897295,-1.9175
2,8.25,-0.0188,-1.24911,6.24373,0.829493,0.741267,0.180565,0.0157,1.15452,0.196375,0.0319,-0.337855,98.2887,73.9087,396.828,4.5781,0.607923,0.565243,0.208565,0.203766,-0.288621,74.2831,40.9889,67.8904,21.57545,310.644,313.154,99.48845,0.2964415,-6.354715,-8.68473,-1.0435
2,8.75,-0.0279,2.05878,10.0169,0.58544,0.724164,0.127524,0.000596,1.38038,0.2007615,0.3000025,-0.02482,98.3368,71.7899,396.2445,4.45113,0.692108,0.614701,0.232425,0.199007,0.181259,73.3608,58.7357,113.796,31.67665,315.541,316.3165,172.472,0.2897915,-6.290605,-8.411545,-0.552
2,9.25,-0.0556,2.60127,14.2516,0.422944,1.073746,0.173926,-0.010915,1.777705,0.2394595,0.8134765,0.65649,98.3283,70.07335,395.719,4.50486,0.7567585,0.799034,0.31095,0.2155135,0.65649,70.49435,79.19535,163.184,43.5979,318.105,319.8375,253.625,0.2971365,-5.977585,-7.869505,0.1045
2,9.75,-0.0629,7.39793,15.1307,-0.150495,1.09492,0.111683,-0.00471,1.91165,0.24631,1.51194,1.1958,98.3348,67.8854,395.6625,4.65606,0.728244,0.762252,0.318605,0.241272,1.263495,69.01315,124.5425,206.4155,59.3498,323.0525,324.106,300.6265,0.331546,-5.483115,-7.320875,0.8505
2,10.25,-0.0683,8.49305,23.58005,0.117932,1.10929,0.127848,-0.01072,2.098955,0.273984,2.213955,2.012305,98.3138,65.9991,395.5575,4.882655,0.825849,0.8397105,0.354287,0.2768695,2.012305,66.3712,152.3835,240.0055,76.2831,325.7615,327.5165,349.409,0.3947945,-5.00417,-6.59933,1.3355
2,10.75,-0.09585,9.153015,26.3532,-0.02,1.20689,0.229582,-0.0186,2.52527,0.291422,2.52285,2.688475,98.319,62.16315,395.4555,5.00454,0.9826495,0.9051565,0.390604,0.298901,2.557475,62.40785,154.8695,260.0415,72.149,327.3525,328.268,386.2,0.5280485,-4.4638,-5.905625,1.673
2,11.25,-0.0811,14.54365,27.4015,-0.1969545,1.154585,0.0731,0.0015025,2.526455,0.2906105,2.848415,2.827435,98.32955,59.9115,395.3785,4.90642,0.988211,0.912405,0.419486,0.302242,2.827435,60.10785,148.585,306.109,91.5691,329.2805,331.4745,443.373,0.574172,-3.425615,-5.52313,2.0725
2,11.75,-0.1137695,15.0951,31.497,-0.324087,1.007735,0.1336795,0.00661,2.45633,0.308771,3.01299,3.03829,98.3394,58.0067,395.2465,5.1245,0.9991735,0.941033,0.437247,0.2612085,3.03829,58.81525,196.4765,321.1445,92.8874,332.3,334.223,499.7085,0.5753895,-3.679125,-4.058655,2.691
2,12.25,-0.115986,13.5031,34.28725,-0.227909,1.035495,0.186186,0.006415,2.610235,0.3175085,3.51209,3.59484,98.2886,55.0384,395.256,4.911305,1.118605,1.085635,0.4467265,0.2904685,3.59484,55.1613,205.1145,355.306,100.24975,333.6205,337.4485,560.9045,0.8661945,-1.21184,-1.852605,2.773
2,12.75,-0.121397,13.8374,38.9763,0.04035,0.792786,0.07265,-0.0178,2.700045,0.3198635,3.952555,3.7925,98.2193,53.2759,394.692,4.89157,1.107425,1.09077,0.453417,0.2554085,3.629375,53.4148,172.8705,286.806,98.0922,335.7135,338.815,435.9855,1.112115,-0.9572145,-0.676968,3.011
2,13.25,-0.141733,19.15105,36.8649,-0.0401,0.795226,0.0921,0.00428,2.753555,0.3491795,4.34128,4.01406,98.1967,53.2294,394.966,4.997585,1.14207,1.149,0.4670815,0.258596,3.967855,53.59795,178.781,319.9405,95.60055,338.597,341.2155,491.2285,1.52412,-0.00975,-0.5154,3.202
2,13.75,-0.123232,16.0151,39.9403,-0.0889,0.7424055,0.120202,-0.00575,2.703485,0.33684,4.591055,4.247555,98.15255,52.68495,394.909,5.15847,1.12997,1.088945,0.4657825,0.287886,4.08758,53.0518,170.955,332.192,83.90225,338.689,340.9815,495.6985,1.85511,0.2108295,-0.0167485,4.1055
2,14.25,-0.1470845,12.95245,40.27575,0.0175,0.59961,0.149002,0.0091,2.998955,0.365641,4.75763,4.52828,98.10905,54.02475,395.432,4.95371,1.166955,1.119735,0.509364,0.2570195,4.335785,54.2699,187.014,316.174,87.63285,338.143,340.0745,479.6495,2.406605,0.533922,1.332765,4.2385
2,14.75,-0.1250325,8.50182,36.45745,-0.0238,0.342771,0.0202,0.00742,2.99625,0.3313555,4.810125,4.61634,98.13285,52.46695,395.1625,5.13829,1.11901,1.080515,0.5071195,0.226642,4.56216,53.31505,137.845,264.6475,77.77985,338.373,340.613,400.522,2.69905,1.2219935,1.459285,3.53
2,15.25,-0.107172,4.14956,35.6338,0.15117,0.15534,-0.03105,-0.00881,2.925635,0.320541,4.98327,4.29416,98.1431,51.496,395.031,5.16137,1.16194,1.0643,0.497184,0.208664,4.27826,53.3853,145.1665,232.918,70.92725,334.774,338.213,352.2585,2.653185,2.09821,1.409057,3.6445
