DOY2,HR2,WS_1_3_1,T_SONIC,H2O_1_2_2,CO2_1_2_2,W_SIGMA,CO2_SIGMA,USTAR,H,LE,FC,SC,NEE,CO2_2_1_1,CO2_1_7_1,CO2_1_6_1,CO2_1_4_1,CO2_1_3_1,CO2_1_2_1,H2O_2_1_1,H2O_1_7_1,H2O_1_6_1,H2O_1_4_1,H2O_1_3_1,H2O_1_2_1,TA_1_5_2,TA_1_2_1,RH_1_1_1,PA,SW_IN_1_1_1,NETRAD_1_2_1,PPFD_IN_1_2_1,PPFD_IN_2_1_1,WS_1_1_1,TS_1_1_1,TS_1_1_2,TS_2_1_1,TS_2_1_2,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_1_5_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_2_1_1,G_2_1_2,T_BOLE_1_3_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_3_1,T_BOLE_2_2_1,T_BOLE_2_1_1,TA_2_2_1,TA_2_1_1,TA_1_13_1,TA_1_12_1,TA_1_11_1,TA_1_10_1,TA_1_9_1,TA_1_8_1,TA_1_7_1,TA_1_6_1,TA_1_4_1,TA_1_1_1,RH_1_3_1,CO2_1_5_1,H2O_1_5_1,CO2_1_1_1,H2O_1_1_1,RH_1_2_1,PPFD_OUT,SW_IN_1_2_1,SW_IN_1_3_1,SW_OUT,LW_IN,LW_OUT,NETRAD_1_1_1,WS_1_2_1,TA_1_5_1,TA_1_3_1,TS_2_5_1
1,0.25,0.440823211475,-20.05785,1.10593358195,360.9234,0.05607967695,0.07,0.0621211636,-94.3562158285,-15.3753075,-1.57398275,-1.7846281188,-1.4397246431,377.86975,377.45625,374.82375,374.10075,376.862,376.794625,0.094420375,0.099330125,1.2892575,1.1425,0.102035,0.100638925,-19.4991,-19.516725,61.583325,96.958525,-4.152425,-74.802375,-1.97762,-2.285859,0.833258,-0.457414,-0.519348,-1.037,-1.57914,-0.815754,0.20242,0.82193,2.5716,-0.149308,0.264636,1.30868,-5.94906,-4.99276,-5.361,-17.78355,-19.319,-18.0804975,-18.0643,-18.277475,-17.6862075,-20.768,-20.628,-20.7455,-20.6855,-20.7645,-20.8035,-20.935,-20.8235,-20.8075,-20.662,-20.398,-20.406,56.456375,385.19575,0.09836405,389.91875,0.0927202,63.406922848,-1.21375,-21.811001,-3.1097,-0.3058915,167.6604915,222.6105085,-86.072354,0.773863,-19.7618375,-19.94575,3.8860625
1,0.75,0.433461053125,-20.3975,1.099753325,360.73958,0.0495984,0.06961,0.044819314,-80.575527445,-11.35167,-0.7594333694,-1.58841386715,-1.088258030725,377.854875,377.4521,374.94,374.1375,377.02575,376.9415,0.09441,0.100375,1.23,1.08925,0.10221625,0.0998508,-20.0719675,-19.74835,62.2805,96.922975,-4.242975,-75.472,-2.043275,-2.43945,0.878234,-0.468178,-0.512031,-1.037,-1.56172,-0.818944,0.20242,0.82193,2.56292,-0.056598,0.196708,1.29466,-5.94344,-5.01348,-5.3606,-17.6143,-19.32,-18.365125,-18.135825,-18.92945,-18.0076075,-21.011,-21.0185,-20.9425,-20.9085,-20.895,-21.041,-21.125,-21.0495,-21.031,-20.984525,-20.767,-20.8016,57.6175225,385.10775,0.09845125,389.8925,0.093955525,62.9355222665,-1.71729,-20.26,-2.78075,-0.3126225,166.872,223.2364915,-85.75356,0.656,-20.852675,-20.108675,3.8819675
1,1.25,0.418189374375,-20.416995,1.124458541325,360.8064775,0.0650033675,0.07,0.06113594355,-93.53042805225,-10.4970647225,-1.100880137625,-1.7000229429,-1.779969,377.6925,377.3325,374.97625,374.6085,376.8515,376.551475,0.094645875,0.099021,1.2328275,1.056,0.100486875,0.098073375,-20.4398,-19.8234,62.04465,96.92,-4.2793625,-73.8525,-1.587348,-2.017975,0.573366,-0.470831,-0.4854785,-1.037,-1.5715425,-0.78790775,0.20242,0.82193,2.4256,-0.065722,0.209926,1.23532,-5.95218,-5.03422,-5.3657,-17.7306,-19.3191,-19.033125,-18.5134,-19.319,-18.079722675,-21.32325,-21.31335,-21.180525,-21.1632,-21.167125,-21.176725,-21.44695,-21.3619,-21.327075,-21.290425,-21.2402,-21.1724,57.3586,385.5075,0.096597,389.92875,0.0958,62.662629424,-1.809551,-23.207525,-3.1325925,-0.33603075,167.041,222.334,-87.611516,0.5479925,-20.8275,-20.4006,3.87517
1,1.75,0.48626625,-20.923,1.122581618975,360.38026,0.05999,0.0689750575,0.058375,-87.13563538125,-12.794036512,-0.92800116,-1.53050790585,-1.25236746135,377.911,377.4929,375.315,375.18375,376.86945,376.62395,0.09502775,0.098125,1.23072,1.0355,0.097666625,0.096684225,-20.73276,-20.1794,61.82895,96.9008,-4.1366375,-71.5475,-2.48862,-2.0845475,0.790672,-0.51222025,-0.52240775,-1.037,-1.57665,-0.76570025,0.20242,0.82193,2.507,-0.089264,0.200766,1.223,-5.8798,-5.055,-5.39014,-17.796,-19.32,-19.319,-19.319,-19.319,-18.2054,-21.555575,-21.5331,-21.551675,-21.5936,-21.636,-21.648325,-21.777175,-21.589155,-21.5213425,-21.4443025,-21.5254,-21.2326,57.03836,385.36,0.09638875,390.126,0.0968214,63.096225,-2.035635,-23.20425,-3.025955,-0.34333425,167.58725,221.5125,-85.31925,0.7659515,-21.13188,-20.73384,3.88476
1,2.25,0.5572246793,-21.27825,1.0777332923,360.4239775,0.0691575,0.06766353205,0.06462120925,-89.90403862575,-13.77092542325,-0.795861660725,-1.824137478175,-1.00740875,377.96525,377.4377,375.1835,375.33575,376.58525,376.535625,0.097890325,0.1017079,1.23603,1.029,0.102724,0.1016644,-21.1528,-20.3873,62.8411875,96.8752,-4.181375,-72.475375,-2.4732,-2.4787475,0.927612,-0.5205765,-0.518689,-1.037,-1.5815075,-0.760211,0.20242,0.82193,2.44374,-0.098206,0.174646,1.25436,-5.89794,-5.07578,-5.41734,-17.98325,-19.323449925,-19.319,-19.319,-19.319,-18.2684,-21.848625,-21.9055,-21.89175,-21.91475,-21.915795,-21.9427,-21.99698,-21.91313,-22.000965,-21.963275,-21.847,-21.3856,56.95358,385.496,0.09749585,389.94025,0.09901465,63.5861475,-1.820088,-22.2132,-2.92163775,-0.19980925,167.6495,220.15425825,-83.289418,0.68596325,-21.7018,-21.2622,3.8865
1,2.75,0.44914241795,-21.103675,1.0638661888,360.23278,0.0815,0.06880783,0.068744110125,-85.985,-13.732155765,-0.684373851625,-1.789446905525,-0.84858815265,378.039,377.48255,375.1175,375.222,376.77445,376.5425,0.1009,0.099552675,1.23727,1.00275,0.09875015,0.097828,-21.2866,-20.8289,61.6618625,96.88582535,-4.211125,-71.3395,-2.053404,-2.607735,0.82939,-0.50845475,-0.55650975,-1.037,-1.577195,-0.766672,0.20242,0.82193,2.4870875,-0.15441375,0.19660875,1.227,-6.22675,-5.0912,-5.427275,-18.22615,-19.59855,-19.319,-19.319,-19.319,-18.48559985,-22.1945,-22.2554,-22.383775,-22.396875,-22.35705,-22.3295175,-22.335895,-22.197655,-22.228125,-22.126425,-22.229,-21.6062,58.14638,385.2845,0.094,390.3125,0.0951948,63.9210375,-2.06737375,-20.859,-2.939335,-0.24827975,169.1225,218.7335,-85.03424,0.6011325,-21.8138,-21.6268,3.87701
1,3.25,0.50517919045,-21.7,1.068566630825,360.28831,0.057255,0.070102324,0.049415,-85.602919603,-18.1556075,-0.5213113,-1.971978766575,-1.053532836,378.04105,377.654,374.9675,375.049,376.87005,376.66465,0.09993225,0.10119675,1.172,0.963,0.104442,0.1022,-21.4817,-21.225825,61.3780375,96.8528024,-4.1443,-71.296375,-2.15164575,-2.50298,0.73914,-0.55830725,-0.5425975,-1.037,-1.611205,-0.77067225,0.20242,0.82193,2.39148,-0.1199,0.195006,1.24808,-5.9827,-5.10844,-5.42232,-18.500925,-19.8267,-19.31905,-19.319,-19.61325,-19.2496,-22.619475,-22.669525,-22.629025,-22.4995,-22.47425,-22.49275,-22.4137,-22.23475,-22.215225,-22.126225,-21.8094,-21.824,58.7105025,384.96675,0.0939916,390.163,0.0964832,64.6173110355,-2.28331675,-21.05075,-2.90666,-0.2216705,167.241,219.0695085,-82.27243825,0.597147,-21.8798,-21.941,3.87997
1,3.75,0.6060408135,-22.084595,1.033691298425,360.48516,0.04819,0.0716771375,0.0490825527,-93.29162842,-13.74884,-1.01542,-2.010561604,-1.0094594457,377.824,377.34335,375.145,374.8541,376.6354,376.391625,0.101924,0.102616,1.144,0.91325,0.10243,0.10028825,-21.5194,-21.0358,62.842365,96.839577475,-3.99127,-73.54195,-2.1205,-2.1172875,0.7108575,-0.56183975,-0.5410895,-1.037,-1.615795,-0.767506,0.20242,0.82193,2.5519,-0.12188125,0.2693,1.304025,-5.9789125,-4.801975,-5.4254625,-18.703425,-21.54235,-19.3524,-19.40835,-19.8557,-19.319,-22.847175,-22.871775,-22.739,-22.7183225,-22.6136875,-22.7454525,-22.509875,-22.359825,-22.377125,-22.359,-21.9348,-21.9176,59.27004,384.89125,0.097384325,390.46,0.097375,64.379853303,-1.73588,-22.608,-2.91026,-0.2903315,163.5745,218.0644985,-84.4419305,0.6398725,-22.162,-21.78,3.88309
1,4.25,0.535316313975,-22.51583,1.029952062625,360.5263875,0.060475,0.0702396625,0.05482,-85.9722482525,-12.49686,-1.09317469275,-2.0647517563,-1.2124111288,377.784,377.537,374.977075,374.38795,376.5108,376.07425,0.1018438,0.1048705,1.073,0.87425,0.103692,0.1029944,-21.76815,-21.43025,63.642155,96.83815,-4.04352,-72.77345,-2.12493,-2.34636,0.62930375,-0.577584,-0.590237,-1.037,-1.61768,-0.786676,0.20242,0.82193,2.56528,-0.10645,0.202054,1.30178,-5.98882,-4.86116,-5.4175,-18.8712,-21.723,-19.6624,-19.906425,-20.28027,-19.319,-23.2995,-23.2895,-23.1535,-22.9365,-22.8564,-22.8545,-22.7273,-22.51715,-22.425,-22.3485,-23.0894,-22.274,58.1279775,385.37275,0.095590825,390.323,0.095569,63.45386,-1.7506875,-22.619775,-2.919305,-0.39441275,162.32675,218.227,-81.868842,0.6185705,-22.018,-21.88725,3.88315
1,4.75,0.435858287,-22.49295,1.0347033707,360.858665,0.0552863,0.0643236125,0.0536883672,-83.84884762275,-11.8030745385,-1.109501,-1.5990120533,-0.91042751785,378.03,377.6005,375.429,375.0069,376.60685,376.4959,0.101033,0.105288,1.04405,0.86475,0.102259,0.102854,-22.04502,-21.577125,64.24728,96.802775,-4.142295,-76.6177,-2.051065,-2.4871,0.53814875,-0.590348,-0.605159,-1.037,-1.63013,-0.801458,0.20242,0.82193,2.5691675,-0.09799725,0.1667715,1.2430275,-6.04724,-5.2047825,-5.4130325,-18.890275,-21.723,-20.190875,-20.4125925,-21.0177,-19.319,-23.5844,-23.6828,-23.5795,-23.3935,-23.0165,-23.02,-22.6907,-22.49345,-22.54255,-22.4745,-23.4098,-22.392,59.45464,385.125,0.0976872,390.591,0.09535075,63.8358,-1.8438125,-20.85335,-2.8909825,-0.34398175,162.10025,217.22975825,-83.917382,0.679190525,-22.2685975,-22.0064425,3.87926
