DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.08543112559322,-0.229766980530371,0.278681339545367,0.825566312786884,0.0110324484978125,0.838795154851839,1.12483861268304,-0.112214449897427,0.141886183842982,-20.2226716093113,-0.822797072939544,0.44976584420164,0.32,0.19,0.205,-0.3823,-0.2195,-2.96475,-1.46165,-1.63605,99.75745,65.15,1.6297,0.73,1.315,-0.1,1,-2.675,1.5,0.715,264,313.2,281.6,309.45,-0.18,0.11,0.06,0.195,-0.105,-0.05,0.05,0.18,0.5335,0.396,1.1075,1.7205,2.2145,4.9595,6.2095,7.9545,9.5415,0.6035,0.5365,1.091,1.5605,1.906,3.557,5.4555,7.166,8.933,0.754,1.443,2.6,3.681,4.754,4.293,6.105,7.582,8.6335,0.36,0.683,1.8835,3.116,3,1.88,6.284,6.9835,8.4835,0.98,1.6885,2.158,2.887,3.4435,5.0225,7.048,7.844,10.0005,-9.0465,-8.318,-8.717,-58.775,4.03368869492892,3.81207777988164,3.81160629331592,4.11555530260705,4.15126671580758,428.585457288744,428.029349266948,432.11661131503,427.941945210318,435.150355144978,431.59042819998,434.337333595925,431.463930493309,436.584296833675,2110.88327629294,2117.32363902383,2103.63955103381,2098.8229314084
1,0.75,1.17459587189854,-0.547594597477882,0.271625876797357,0.652671370014149,0.0635193516557353,0.784408135318003,-0.0707220607084516,-0.0507249450519427,0.120243781536183,-14.8992098794532,-0.82629089109335,0.449366642671115,0.3,0.2,0.195,-0.4985,-0.3075,-2.8441,-1.7074,-1.78705,99.7527,66.47,1.6771,0.675,1.36,-0.22,0.85,-2.37,1.5,0.585,266.8,312.95,280.1,308.2,-0.18,0.1,0.06,0.19,-0.105,-0.05,0.05,0.18,0.506,0.3995,1.114,1.722,2.207,4.9555,6.207,7.9525,9.54,0.5995,0.484,1.0275,1.5275,1.902,3.5565,5.455,7.1635,8.932,0.725,1.393,2.588,3.661,4.765,4.287,6.108,7.5785,8.633,0.335,0.6655,1.88,3.097,2.9985,1.8805,6.2765,6.9805,8.483,0.9785,1.696,2.15,2.8835,3.44,5.0195,7.046,7.8415,9.999,-9.184,-8.822,-8.538,-49.595,4.05060816664379,3.78489627814603,3.73550847607531,3.92661823007892,3.99246056042383,428.116496696331,428.006258958089,431.427591384988,428.829105466666,434.16538850349,431.195880797819,434.834719558356,431.742754624219,437.723329336115,2096.46687936862,2115.2767966452,2101.25892684779,2101.48375516291
1,1.25,1.01453117820996,-0.808732870362917,0.257249322237583,0.801607573104276,0.0438769237564772,0.735522982501751,1.13359035024427,-0.02394391031335,0.125261438246501,-11.9657883421433,-0.917499298348459,0.466920955752408,0.3,0.19,0.22,-0.8496,-0.418,-2.7278,-1.9749,-1.9978,99.72491,68.71,1.6048,0.545,1.175,-0.27,0.8,-2.29,1.5,0.675,269.9,311.95,282.65,308.7,-0.18,0.115,0.06,0.2,-0.1,-0.05,0.05,0.18,0.4955,0.3585,1.1,1.729,2.198,4.953,6.2035,7.9505,9.537,0.5895,0.4755,1.0625,1.5,1.8975,3.556,5.4555,7.161,8.931,0.729,1.369,2.581,3.643,4.76,4.282,6.109,7.5755,8.632,0.3165,0.6505,1.8895,3.0745,2.9915,1.8805,6.2825,6.981,8.483,0.9305,1.6445,2.1445,2.879,3.4415,5.016,7.044,7.8385,9.998,-9.091,-8.525,-8.32,-48.035,4.03759076872806,3.76787920214616,3.66078605954718,3.85220133423102,3.99559039773533,429.156080155364,426.49620239924,431.940018262384,428.266477783338,430.386954612346,431.02277306116,433.510405828601,432.420766658126,434.727403177064,2160.03326232794,2163.5446579929,2118.75127368352,2127.42964332452
1,1.75,0.997426817860034,-1.09931551366745,0.298027405083126,0.676947289903818,0.0131772754743497,0.717205685207605,1.12655732099822,-0.185745003897833,0.122036530361556,-11.6170202368857,-1.10335995786451,0.429672173572884,0.275,0.19,0.22,-0.6524,-0.497,-2.555,-1.9219,-1.98265,99.72446,69.85,1.55305,0.48,1.37,-0.155,0.8,-2.51,1.5,0.66,272.5,312.15,285.3,307.85,-0.18,0.095,0.06,0.2,-0.105,-0.05,0.05,0.18,0.481,0.36,1.0615,1.735,2.191,4.9515,6.2005,7.948,9.5375,0.584,0.474,1.0665,1.4755,1.887,3.555,5.4555,7.1585,8.93,0.725,1.333,2.565,3.628,4.755,4.277,6.106,7.577,8.6285,0.3275,0.6165,1.8725,3.0585,2.9845,1.8805,6.29,6.9805,8.4825,0.874,1.556,2.1405,2.877,3.446,5.0125,7.0415,7.836,9.9965,-9.268,-9.3805,-8.649,-44.39,4.12094614433835,3.7620299605743,3.6789291995034,3.94025773571394,4.01558617581025,429.505960815186,428.416661594775,431.514750053164,428.487189342785,432.846250512114,430.638475195703,433.630292900452,433.125136300595,436.660616044751,2202.24149467015,2209.66997763194,2195.17378528112,2233.81838947406
1,2.25,0.942549284550678,-1.06127937657283,0.281787533742773,0.817438179150278,0.0286590437339299,0.67223270622612,1.00119873114098,-0.0661408079939508,0.106275102498047,-9.56098367920475,-0.85593300682458,0.421711580879507,0.3,0.2,0.22,-0.75315,-0.622,-3.12295,-1.94065,-2.35865,99.7083,71.8,1.4595,0.4,1.355,-0.205,0.75,-2.37,1.45,0.645,272.05,310.65,284.45,307.6,-0.18,0.09,0.07,0.2,-0.105,-0.05,0.05,0.18,0.475,0.389,1.079,1.728,2.187,4.95,6.198,7.946,9.5355,0.5625,0.4785,1.092,1.4685,1.8805,3.5545,5.4555,7.149,8.929,0.723,1.304,2.543,3.616,4.75,4.272,6.1055,7.559,8.6265,0.326,0.5585,1.8295,3.0505,2.996,1.88,6.2785,6.98,8.4815,0.8585,1.5015,2.1445,2.8745,3.4445,5.0095,7.039,7.8325,9.995,-8.95,-9.1905,-8.54,-40.475,4.07081069668109,3.83661051437786,3.70276047110429,3.94312505396971,4.04107640808613,430.33749209451,428.18315627862,431.060279721607,429.338335814966,432.952836252524,432.827436832878,434.54966690103,433.924119842892,436.91375061664,2121.5575529992,2250.50236603084,2140.24625423908,2179.99444632478
1,2.75,0.96320991301919,-1.33595738555761,0.291244379415273,0.799244265060564,0.0790855022341092,0.960454554245691,0.4984753866377,0.0321446804652874,0.10512872248637,-11.4175589974687,-0.426421921562138,0.401320755937194,0.28,0.2,0.22,-0.9139,-0.8525,-3.39835,-1.9638,-2.2482,99.6924,72.67,1.4676,0.23,1.22,-0.27,0.8,-2.41,1.4,0.555,276.35,310,288.3,306.8,-0.18,0.085,0.06,0.2,-0.095,-0.05,0.05,0.18,0.467,0.3695,1.0425,1.7045,2.182,4.9475,6.195,7.944,9.5315,0.5125,0.438,1.0565,1.461,1.876,3.553,5.4555,7.146,8.9285,0.691,1.231,2.583,3.603,4.745,4.267,6.1055,7.557,8.626,0.3055,0.5345,1.782,3.0235,2.995,1.8795,6.275,6.9795,8.488,0.8765,1.52,2.1065,2.8605,3.4375,5.0075,7.037,7.8295,9.993,-8.877,-8.92,-8.3605,-37.19,4.08659762800636,3.91663939614961,3.82253464995279,3.9989165969311,4.12804658511362,430.758500891542,428.038930507505,431.192847032429,430.68777364426,433.002311660666,433.592610827422,437.206878102687,435.341087995606,439.131915248666,2127.43599279952,2202.00219466648,2136.02671107856,2147.06517477202
1,3.25,0.964549526514728,-0.992364364349612,0.329918084841034,0.823456764059181,0.0400762794945536,0.836680279834318,0.746073016528298,0.0277335544361839,0.118601781905313,-13.2879936921826,-0.719343198803201,0.432049553897383,0.3,0.2,0.22,-0.95625,-0.7325,-3.56065,-2.1925,-2.52975,99.68037,71.91,1.43705,0.13,1.06,-0.395,0.8,-2.135,2.225,0.57,276.75,309.05,286.9,306.9,-0.18,0.08,0.06,0.19,-0.1,-0.05,0.05,0.18,0.486,0.363,1.0405,1.677,2.1765,4.9465,6.1925,7.942,9.5325,0.5065,0.3965,1.0355,1.462,1.873,3.5525,5.4555,7.143,8.927,0.719,1.177,2.581,3.592,4.74,4.262,6.102,7.554,8.6255,0.311,0.473,1.7385,2.992,2.992,1.879,6.286,6.981,8.481,0.8135,1.4545,2.058,2.838,3.427,5.006,7.035,7.828,9.992,-9.313,-8.9175,-8.882,-43.085,3.98539212147748,3.7969276193484,3.77315201479852,3.92776629754447,3.97582339578604,430.812791218205,428.608594420484,432.304664825853,429.69837542917,434.064532755122,433.944027344973,436.883271902172,434.851142534225,439.200465634048,2187.62526783889,2180.39621286846,2204.27017148968,2189.31777011222
1,3.75,0.953421533292696,-1.17338502121351,0.31058721727639,0.745969090258256,0.0353076936871861,0.560369781726532,0.914059144176125,-0.132624114126465,0.103196313291997,-8.30638342148717,-0.245899322757387,0.446927216336391,0.295,0.21,0.23,-0.9737,-0.642,-3.6635,-2.5428,-2.66415,99.68478,71.63,1.3711,0.21,1.125,-0.32,0.7,-2.48,3.05,0.625,274.65,309.1,286.8,305.85,-0.18,0.08,0.06,0.2,-0.105,-0.05,0.05,0.18,0.5005,0.3615,1.0295,1.6415,2.165,4.9445,6.1895,7.94,9.5325,0.5045,0.3715,1.0275,1.476,1.875,3.551,5.4545,7.15,8.926,0.691,1.202,2.574,3.582,4.736,4.258,6.099,7.5645,8.6235,0.3385,0.4855,1.691,2.9645,2.969,1.88,6.284,6.9805,8.4805,0.8735,1.426,2.0155,2.8325,3.417,5.005,7.007,7.825,9.9905,-8.9995,-9.2705,-8.919,-40.41,3.81816818153894,3.70151760893955,3.69101824521298,3.78109030263452,3.84475678657097,431.664491390958,429.754575209142,432.93715372017,431.784931848881,439.005986088,434.605567697593,436.27107656537,435.055205815588,441.068967654912,2134.32904303224,2198.92051143827,2167.36129370748,2181.39350697956
1,4.25,0.967902713516662,-1.28466368687142,0.287488965058037,1.07569282679695,0.0850923022654941,0.960956812877959,1.24621215190213,-0.190975916921488,0.107763768256249,-10.5670109801387,-0.357617856603226,0.398860773617715,0.29,0.2,0.23,-1.10515,-0.7775,-3.87915,-2.1221,-2.34795,99.65124,71.35,1.4321,0.255,1.03,-0.135,0.8,-2.195,2.35,0.59,278.55,311.15,289.35,306.95,-0.18,0.075,0.06,0.2,-0.11,-0.05,0.05,0.18,0.5115,0.342,1,1.6085,2.157,4.943,6.187,7.938,9.527,0.4965,0.356,1.0045,1.476,1.8775,3.545,5.452,7.138,8.92,0.6565,1.163,2.5165,3.505,4.7215,4.2455,6.097,7.561,8.6225,0.3285,0.457,1.6425,2.934,2.962,1.881,6.2735,6.9805,8.48,0.794,1.3825,2.014,2.826,3.412,5.0005,7.005,7.822,9.9895,-8.917,-9.307,-8.807,-35.325,3.78941748109802,3.66979367187329,3.66636662288859,3.82160308262795,3.82278572226109,430.361218642627,429.512251160384,432.799488685055,429.832408782775,435.605617470719,434.088868045587,438.146166210963,435.611786284175,439.88503175858,2145.81001740002,2169.72121585353,2206.00958747519,2178.40769999646
1,4.75,0.986430236514153,-1.42436269549415,0.274967881263373,0.647866435410714,0.0578030288311102,0.642154965592078,1.57954679195467,-0.12035299418768,0.109136024277041,-15.0547727675037,-0.578077277953779,0.443270082756156,0.305,0.195,0.22,-1.2701,-0.94,-4.4021,-2.13315,-2.2418,99.623575,70.325,1.3667,0.15,1.18,-0.09,0.8,-2.225,3.2,0.605,277.2,309.9,290.6,306.6,-0.18,0.07,0.06,0.2,-0.1,-0.05,0.05,0.175,0.4465,0.3155,0.989,1.583,2.153,4.9415,6.184,7.936,9.5295,0.416,0.317,0.937,1.4415,1.8755,3.566,5.45,7.146,8.924,0.614,1.1645,2.498,3.4995,4.718,4.241,6.095,7.537,8.6215,0.3435,0.4655,1.5895,2.9,2.954,1.881,6.2725,6.9805,8.4795,0.7115,1.3855,2.0035,2.816,3.406,5,7.003,7.8195,9.988,-9.008,-9.149,-8.988,-38.94,3.80284200227835,3.55431672673973,3.58188666871985,3.61114172074697,3.75432064357789,431.194213585101,430.204140402959,433.256074661087,430.251037926271,437.881054086696,430.996212566489,436.387896357016,433.345270072315,438.316736790987,2151.26863302155,2268.4305034739,2212.38990106542,2256.23254247918
