DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,H_1_1_2,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,NETRAD_2_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1
1,0.25,1.463062975,1.1935273,423.18046,430.62477,20.9993649999999,40.8931469999999,16.083013,4.38501075,6.7037272,6.597926625,2.5618924864,3.779289,2.1130891848,2006.6895,96.58,3.7199613834,-0.00403416377500002,0.9223281025,5.232810475,6.03759996675,102.5665,5.660949873125,10.52401205,6.22525,0,2.1725,-0.414491502499999,0.5312885875,322.9612875,334.74394,0.20225,2.32075,329.475,332.0125,1.74,2.1595,2.94,3.73,4.04,1.451175,1.904675,2.694925,4.100575,5
1,0.75,1.604284625,1.80301175,423.3497507275,430.34373,8.296557125,8.29538882499999,11.920548432,6.392841075,6.68041385,6.3508992,2.07541595,2.6761625,2.222860647,2010.8323,96.6,4.1600025,-0.003651912775,0.930737775,5.223761104,6.11295419999999,102.581,5.6558,11.84869665,5.88525,0,2.165,-0.343268144999998,0.778547095000001,322.10238,333.35488,0.2165,2.246375,331.3125,332.225,1.74,2.14,2.94,3.72,4.03,1.453925,1.9,2.694925,4.100825,4.980425
1,1.25,1.611555379,1.51471295,424.18704,431.8714,24.93289612975,5.92826352499999,15.723933,3.6043071,6.709199875,6.169181825,1.7880441,2.421018875,2.903233653225,2015.43065,96.74,3.7015489569,-0.0040164057,0.9130076064,5.12100778275,6.10704757215,102.531,5.74382499999999,12.686054975,5.96025,0,2.165,-0.2775749925,1.12292908,322.063405,334.38187,0.316125,2.142,330.5625,332.775,1.74,2.14,2.9395,3.72,4.03,1.442825,1.904675,2.69275,4.10275,4.987675
1,1.75,1.9305542,1.847484925,423.971725,431.762055,12.502124138,9.56132395,14.023413,2.890795,6.6996604072,6.020710875,2.304102225,3.62735789999998,2.93569901287498,2013.5364,96.74,3.724207609,-0.004646590875,0.8882832975,5.0117077452,5.6891613,102.541,5.82025,9.96358195000001,6.035,0,2.18,-0.2736359275,1.16688548,318.35831,336.69226,0.296625,2.200875,328.7125,333.3625,1.74,2.1595,2.9395,3.72,4.03,1.461425,1.907675,2.694925,4.104675,4.990575
1,2.25,2.025348325,2.00032704999999,423.939525,431.75313,9.38817739999999,10.810706,12.326059171,4.68382724999999,6.68302675,5.884007875,2.0372772345,3.86711714999999,2.007624096375,2016.551520275,96.4,3.322752667,-0.002443343025,0.8898393,4.8338184021,5.84005004689999,102.6055,5.77665,12.06046525,6.445125,0,2.19,-0.323165545,1.0903653225,320.3595475,337.0136625,0.267875,2.12375,326.4625,332.4,1.7385,2.1495,2.9395,3.72075,4.03075,1.459,1.9,2.690575,4.100825,4.980425
1,2.75,2.16797085,1.65496625,424.3586125,430.8850025,19.59972606375,10.625376125,17.642961,3.409633225,6.730408275,5.811177,2.853080502275,1.15133375,1.458366,2018.532087425,96.54,3.50482499999999,-0.004530014875,0.8852066475,5.202656,5.76549995065,102.6,5.73695,11.48534575,6.620375,0,2.185,-0.319781477499999,1.451746775,320.861235,337.3107775,0.263375,2.121375,328.7,334.6,1.735,2.14,2.94,3.74,4.0315,1.465575,1.900825,2.690575,4.1,4.987675
1,3.25,2.9300083878,1.89742,424.31422,431.7481,14.71856775,7.56698934999998,15.13156125,2.444735525,6.7021230484,5.9119934,3.300140525,2.1253706,3.64224003175,2017.497345875,96.4,3.3955982454,-0.003412760775,0.88555299,5.05235575,5.58635011634999,102.6355,5.8785,12.34831725,7.00825,0,2.17,-0.291856104999999,1.3705473,323.3969025,337.69452,0.331,2.01475,331.9125,333.45,1.7325,2.14,2.9395,3.72075,4.0315,1.45775,1.903575,2.694925,4.1,4.968825
1,3.75,1.9986384,2.575799375,423.952065,432.18099,19.07511994625,10.0234075,17.16351,4.65198127499998,6.6970516736,5.553965,2.3961736698,1.85228815,4.59778184005,2013.462547,96.38,3.67217938,-0.00372591075,0.9663002328,5.00567425,5.67835009055,102.6,5.542,11.28107475,7.300875,0,2.145,-0.302674962499999,1.1336972275,326.1941675,337.868515,0.218875,2.13275,331.375,333.975,1.729,2.14,2.9395,3.72,4.0315,1.462825,1.90275,2.6855,4.1,4.97825
1,4.25,1.57306210305,1.1698446,424.090895,432.3899775,9.98420059999999,9.746849,11.21545225,2.09232935,6.735071701125,5.3223094,2.0264983,1.40724675,2.075936876425,2012.5251675,96.08,3.56211249999998,-0.0033489655,0.901980850225,5.011426,5.60099996115,102.582,5.20675,12.770844,8.165,0,2.1525,-0.377997537499999,1.213413745,328.16104,331.86994,0.303125,2.1595,330.6,333.625,1.73125,2.13975,2.93925,3.72075,4.0315,1.460075,1.904675,2.6855,4.1,4.968825
1,4.75,2.090461475,1.35823265,424.3653766,431.905055,13.88096475,14.6736273,10.556672,5.7389449,6.873985,5.4213406,2.3418625,1.4312903,3.05535995785,2011.62191475,96.3,2.96882715075,-0.00510425940000001,0.9377788625,5.06899975,5.6756499289,102.591,4.73822419675,14.3458035,7.9305,0,2.15,-0.178896647499999,1.210930615,327.044715,333.7602075,0.301125,2.15,328.45,333.5,1.7295,2.14,2.939,3.72,4.03,1.470075,1.903575,2.687675,4.09865,4.9855
