DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_5_1
1,0.25,0.513591525616791,-7.72144867709613,0.0403883315693434,-0.667688019439947,-1.6867251307967,-0.289218680457422,-10.9493680683923,-7.50113618876258,0.0329223507221588,-75.7557903352759,-18.0115452479204,0.130529430308961,0.539,0.3325,0.167,0.08375,-7.3923575,-7.82615,-7.941625,-8.11384,-6.55978,-9.36353,97.225045,30.9895,0.419535,-6.94125,-6.56,-5.37125,-4.998,0,-5.2285,0.54,-2.253,-1.54425,203.72,276.6775,256.9125,286.72,-0.45,-0.17,-0.29,-0.273,-0.97,-0.39,-0.04,-0.37,-0.20325,1.5852,2.1552,7.09955,5.4968,8.239725,9.694525,10.649975,11.26585,13.480075,-0.56,0.596775,2.271225,4.135225,7.07345,8.090275,9.81825,11.324775,0.574075,2.01605,3.64105,5.111,7.786525,9.0753,10.550075,11.54265,12.605975,-0.194075,0.611175,2.782625,4.1866,6.9782,8.135175,9.94445,11.2977,12.625125,0.66,1.57465,3.1656,4.323475,6.70305,7.9044,9.726225,11.606625,-31.94845,-20.30505,-20.7921,-93.583,0.535862796991992,1.60488735219135,2.54140208294393,1.51781667717467,2.51305242390664,2.07978932575027,2.70136721948634,1.53593614137153,2.82551864658439,1.57094472957512,3.08128185680012,399.618426247197,400.502989084049,418.176279228526,397.554683321992,420.934163949065,413.646467554369,416.779198817416,404.103945892429,416.909563676266,400.815075263129,418.294744304723,2067.75342510968,2019.61554760479,1990.45549849748,2053.76764940414
1,0.75,0.612221482423637,-8.12750049838528,0.0237573255359426,-0.127159246868567,-1.65631429993137,-2.95541398552999,-13.7660893905801,-8.73184199155714,0.0337673927140106,-72.0587474278416,-21.5312172608977,0.146378252544858,0.37,0.2925,0.157,0.08,-7.8375325,-8.26,-8.2317925,-8.3595,-7.13476,-9.5279575,97.294147,32.979,0.3755775,-7.0975,-6.705,-5.59,-5.10275,0,-5.1795,0.4,-2.183,-1.26,199.74,275.4275,254.0725,285.5525,-0.44275,-0.17,-0.3,-0.28,-0.97,-0.39,-0.02,-0.37,-0.21,1.5017,2.11875,7.028,5.468125,8.243425,9.6932,10.646975,11.26385,13.4796,-0.6134,0.5678,2.254675,4.11445,7.0732,8.088725,9.814875,11.32515,0.51675,1.972225,3.6162,5.079975,7.790175,9.0665,10.546825,11.539775,12.606,-0.227725,0.568825,2.7404,4.1789,6.9859,8.1461,9.94055,11.297325,12.62395,0.609675,1.525675,3.128,4.30405,6.710575,7.909325,9.72315,11.60795,-32.774925,-20.7529,-21.52145,-92.7565,0.645948494313864,1.63779040194519,3.23401871432545,1.51907422325379,3.07562642453217,2.49273091888876,3.16507264541848,1.61551365891221,3.07713446332304,1.52318824646228,2.95726192459957,400.503715325096,401.083282783554,417.221094974518,397.561101137788,416.166594748217,413.92117314266,416.762579135821,406.665840328746,417.173422163247,401.007532163891,419.704571879362,2064.24673306373,2043.46494726757,2011.49498964847,2043.6625053589
1,1.25,0.657161012639095,-8.35103969272594,0.0342841591471649,-0.526890766447314,-1.62590346906603,-0.20007962424324,-9.13632360941626,-9.9625477943517,0.0320328931199452,-72.7402742573822,-18.5547019087743,0.165989667839271,0.51,0.3,0.15,0.07,-8.146185,-8.5705,-8.4383625,-8.57671,-7.98152,-9.5333,97.313178,33.342,0.43988,-7.04,-6.627,-5.43875,-5.06675,0,-5.38775,0.5,-2.2675,-1.14,202.555,275.31,256.935,285.59,-0.45,-0.17,-0.3,-0.27,-0.97,-0.39,-0.03,-0.37,-0.20325,1.437525,2.08655,6.957725,5.43845,8.247125,9.6921,10.643975,11.26185,13.4796,-0.69995,0.5367,2.238125,4.09325,7.0728,8.08685,9.8125,11.32505,0.46675,1.92515,3.594475,5.047675,7.793825,9.05865,10.544125,11.536925,12.6053,-0.2316,0.52155,2.69835,4.16775,6.99215,8.157025,9.9365,11.297675,12.62395,0.5477,1.48295,3.08315,4.277825,6.717125,7.914775,9.7203,11.608275,-32.928625,-21.2698,-21.014775,-92.733,0.636684342003265,1.63620408197253,2.481752056562,1.49219385988815,3.12399489463586,2.45641361756694,2.99084007272331,1.56421404081018,3.04404792514921,1.49772111943322,3.05995866230206,401.569695368607,390.315962909969,418.757626241208,396.022349864592,417.248803610457,414.14587975614,420.719741168856,395.768250144933,416.853784001633,391.440320247671,418.611636250732,2060.74004101777,2067.31434693034,2076.96470213227,2056.75449667621
1,1.75,0.572116348658974,-8.53061985124708,0.0386988736053202,-0.920618071496772,-3.73360943324339,-2.85954713440366,-9.29234937247904,-11.4352273403988,0.0384601645183461,-68.9791385497893,-15.3199103734255,0.143050673624126,0.4565,0.295,0.16,0.09,-8.33639,-8.7235,-8.6986225,-8.75951,-8.23746,-9.3398475,97.344648,34.06975,0.46357,-6.81125,-6.545,-5.14375,-5.13175,0,-5.095,0.47,-2.2925,-1.4575,201.62,275.5725,259.6325,286.0175,-0.45,-0.17,-0.29,-0.273,-0.97,-0.39,-0.04,-0.37,-0.21,1.38245,2.05895,6.889175,5.409225,8.250825,9.690225,10.640975,11.259625,13.479125,-0.7845,0.5062,2.22375,4.070325,7.07155,8.0843,9.810125,11.325425,0.429625,1.873375,3.570025,5.0141,7.796475,9.050425,10.541425,11.5331,12.6053,-0.263675,0.452875,2.6553,4.1557,6.997675,8.167175,9.93175,11.298025,12.622225,0.482325,1.438075,3.03775,4.244525,6.723675,7.9207,9.716675,11.6114,-29.907525,-21.70615,-20.8596,-94.011,0.568373570802505,1.62787385637169,3.1590894027943,1.51148387203129,3.53394579960618,2.0994186092853,2.95630192599592,1.49937156159824,2.84148302658242,1.49297331151051,3.31541087979226,402.25000248088,400.47059756833,419.956187420716,397.089429888125,419.892406763899,414.007193285143,419.961214391389,405.303491341425,420.863337512798,400.543032641786,420.424210690348,2058.90091309313,1955.61803397977,1958.68933991968,2058.37098511594
1,2.25,0.646360492745269,-8.72488428919186,0.0395816342276435,-1.05965254906588,-4.75030697775359,-3.01594993373855,-11.4811354239851,-3.03940791251132,0.044324705985615,-61.4681842281,-25.7348457512113,0.156456190650971,0.466,0.282,0.157,0.0835,-8.54715,-8.90725,-8.88036,-8.81395,-8.01316,-9.3519275,97.370664,35.7255,0.397615,-6.93625,-6.698,-5.2975,-4.9855,0,-5.14225,0.5,-2.123,-1.30675,200.815,275.905,258.6775,286.315,-0.45,-0.19325,-0.3,-0.27,-0.97,-0.39,-0.0335,-0.37,-0.21325,1.342625,2.05055,6.821625,5.379,8.25505,9.692,10.637975,11.257625,13.479125,-0.8773,0.48605,2.2069,4.046975,7.0713,8.0785,9.80675,11.325275,0.41695,1.830075,3.54485,4.980975,7.800125,9.041975,10.539,11.530225,12.6048,-0.306075,0.38755,2.61325,4.1441,7.003925,8.1781,9.927,11.298375,12.6215,0.42735,1.39805,2.99335,4.21195,6.729225,7.92615,9.713825,11.6116,-33.856875,-22.1165,-21.4043,-94.19825,0.551608094639128,1.6229793850866,2.48876490793769,1.51605839994332,2.34650513682442,2.39233868442099,3.09417221483981,1.52938285890492,2.86704143874961,1.47149188315766,2.9768371436579,402.244902377219,399.448263559918,418.925925502146,396.531148018729,417.673725218259,415.135387249722,418.25167119481,411.92366013806,421.870786143674,399.417320612092,419.792719003807,2059.43699006898,2063.86460320515,2069.1668985923,1963.73508652887
1,2.75,0.669920144547123,-9.14448255288032,0.0320076597666545,-1.68524571008984,-0.905780403229992,-0.24739089351454,-11.7612719751564,-2.80340316307481,0.0343577071280487,-66.0847041223863,-15.911429224791,0.146185934018916,0.4665,0.35875,0.147,0.09,-8.81884,-9.10775,-8.95856,-9.25949,-8.33154,-9.6053725,97.420178,37.27125,0.352615,-7.17125,-6.906,-5.49,-5.16,0,-5.26425,0.5,-2.218,-1.63075,199.5875,275.5025,257.5375,285.1975,-0.45,-0.17325,-0.29,-0.28,-0.97,-0.39,-0.0335,-0.37,-0.21325,1.308725,2.054,6.755075,5.349775,8.25975,9.68525,10.634975,11.255625,13.478125,-0.95375,0.47105,2.163025,4.023625,7.0699,8.07725,9.8041,11.32465,0.41135,1.792875,3.52095,4.947125,7.8028,9.056375,10.536575,11.5264,12.605075,-0.337825,0.32415,2.572475,4.133675,7.00945,8.189025,9.9336,11.29845,12.6205,0.382375,1.365025,2.9504,4.179375,6.7348,7.920675,9.7102,11.612475,-34.06,-22.4931,-21.617,-95.2565,0.545415056196651,1.45855489732041,3.04767729256167,1.44234156805121,2.96928767292103,2.28565103607194,2.53935672955755,1.54234850195136,2.39361402977117,1.46252845976494,2.48307814685669,403.669350494171,400.63152696753,420.163531352156,396.41040940362,420.351623309773,415.242212516307,420.34164614402,414.613138172662,420.387313392114,399.85893284508,420.224051651132,2054.73127559938,2050.47389867735,2035.55806190327,2051.01763084805
1,3.25,0.531731712593391,-9.37324178796925,0.0358914799769572,-0.117113451240014,-4.64810458436412,-0.856243174670209,-12.6304525208751,-1.7043788561139,0.0301707049218031,-79.9781718820197,-12.3647002962832,0.185600671296194,0.43,0.31,0.167,0.09,-8.988325,-9.34785,-9.5484375,-9.65997,-8.37982,-9.71222,97.4612,38.3675,0.2778125,-7.505,-7.206,-5.6075,-5.71075,0,-5.26425,0.5,-2.1995,-1.07425,197.785,276.6475,256.83,284.6225,-0.45,-0.18,-0.3,-0.27,-0.97,-0.39,-0.0435,-0.37,-0.20325,1.27715,2.0171,6.690525,5.32145,8.26345,9.685025,10.631975,11.25285,13.47865,-1.028125,0.45705,2.127175,3.9997,7.069925,8.07605,9.801,11.326075,0.407875,1.762475,3.4995,4.912725,7.804475,9.07075,10.53415,11.52255,12.60435,-0.358975,0.2556,2.530425,4.121525,7.013525,8.200725,9.9412,11.299525,12.620225,0.355,1.33835,2.908725,4.1468,6.734525,7.913825,9.707575,11.61335,-34.222,-22.903,-20.8972,-95.798,0.536724509516682,1.45840280120266,2.98905208957662,1.46916809523953,2.53879952223001,2.02288335951882,2.64303684829767,1.55001116018848,3.4520904668572,1.59352351996802,3.18923299807115,402.994949323335,399.391935877757,418.632464545197,396.411156228753,419.854529865055,402.79280851735,420.256430928688,397.018740102126,422.599583303738,392.810806640934,421.97492645712,2054.66507365963,1967.56665132389,2001.94922521424,1948.59868840377
1,3.75,0.539124876895849,-9.58352020290398,0.0309128567975496,-1.28515514448038,-0.798202537543507,0.373869410567894,-18.1182281130233,-7.87878516436077,0.0332435954981389,-88.1319899308879,-19.9232342739979,0.144917408512438,0.543,0.32,0.147,0.08375,-8.86724,-9.3306,-9.590685,-9.86203,-9.02482,-10.2175225,97.473497,38.484,0.2636375,-7.60875,-7.476,-5.72875,-6.14125,0,-5.1645,0.5,-2.232,-0.97825,198.275,277.2075,256.2125,283.795,-0.45,-0.18,-0.3,-0.273,-0.97,-0.39,-0.037,-0.37,-0.21,1.24915,1.9823,6.62715,5.292675,8.26815,9.6889,10.629975,11.250625,13.47765,-1.099225,0.45195,2.09335,3.973375,7.06995,8.077775,9.7979,11.32545,0.42135,1.73255,3.4776,4.87805,7.806175,9.08515,10.531725,11.5197,12.60435,-0.380275,0.203875,2.493625,4.1101,7.019325,8.2111,9.9471,11.2996,12.621225,0.3314,1.3117,2.868775,4.114675,6.732725,7.90745,9.704725,11.614225,-34.4564,-22.914875,-20.8609,-97.36775,0.485437991786243,1.4843234090048,2.44099188581119,1.4745318243051,3.15210719929281,2.15706333360364,2.77986924333854,1.48335987197199,2.56522036169929,1.4827790340795,2.54777396473419,403.625643268682,400.450906351382,418.630055561339,398.012656526016,417.620635746627,414.827880656544,418.316929058918,413.160088915322,418.668177200191,399.539792055284,419.94664361542,2054.59887171988,2070.80666072594,1999.43887934817,2055.32479460074
1,4.25,0.730515659843787,-9.54750568381544,0.0348241582449123,0.0860644141999079,-3.79649982288672,0.185921794852115,-8.00033475010617,-12.3169098732635,0.0305584531710839,-81.3377466087838,-21.9695706146635,0.179093689737642,0.4925,0.342,0.17,0.09,-8.950045,-9.605975,-9.8968375,-10.16518,-9.33008,-10.56356,97.444038,39.1565,0.21816,-8.03125,-7.809,-5.86625,-6.39175,0,-5.27,0.5,-2.19125,-1.1195,198.855,276.1975,255.41,282.1425,-0.45,-0.17,-0.3,-0.273,-0.97,-0.39,-0.04,-0.37,-0.21,1.223825,1.94805,6.56505,5.263625,8.27285,9.686575,10.626975,11.248625,13.47765,-1.183625,0.450475,2.057525,3.94545,7.06855,8.0759,9.795525,11.3253,0.446225,1.704375,3.452975,4.843375,7.80815,9.09855,10.5293,11.515875,12.6039,-0.39935,0.177775,2.461225,4.096225,7.0234,8.22225,9.95385,11.30005,12.616875,0.30645,1.283975,2.8299,4.082,6.730375,7.89965,9.701325,11.61445,-35.50255,-22.7032,-22.2525,-95.4075,0.68126416880708,1.48685259500635,3.16875826966813,1.46950473233311,3.47835142656427,2.24858182592086,3.01683997499668,1.47307450745226,2.87904650411166,1.46478792036001,3.00968783851318,403.940467538641,400.222326178002,418.599514090758,397.040061211916,418.265991579207,417.118198570749,419.556027785501,414.155220577996,420.187375199799,399.637157405696,420.157179616363,2063.95011064,1963.41503998846,1962.37702345568,2064.56521428056
1,4.75,0.58703030308385,-9.1071515292627,0.0321115491514845,-0.748589715390616,-1.70899373838642,-2.52658278819206,-6.56893785479894,-10.0155777496703,0.0345129180865268,-64.2600517800223,-18.7958148121484,0.164556854391031,0.4995,0.3,0.144,0.08,-8.81177,-9.309725,-9.3953675,-10.4541,-9.36906,-10.8524275,97.4424185,40.513,0.235315,-8.2825,-8.025,-6.02375,-6.58925,0,-4.9155,0.44,-2.1585,-1.15625,199.24,275.5775,254.1475,280.88,-0.45,-0.21,-0.29,-0.28,-0.97,-0.39,-0.0335,-0.37,-0.21,1.200975,1.911,6.5044,5.2343,8.278075,9.681925,10.623975,11.246625,13.477175,-1.254325,0.446425,2.02205,3.91695,7.068,8.07435,9.79215,11.3252,0.469975,1.6801,3.42645,4.810175,7.809575,9.11295,10.526875,11.513,12.603175,-0.415375,0.139875,2.432475,4.0838,7.02385,8.22405,9.96045,11.302325,12.6176,0.287675,1.262875,2.79985,4.048875,6.728,7.8918,9.69925,11.61335,-34.5941,-22.63205,-21.6151,-94.14175,0.41816680599381,1.5031587759394,2.43387976291985,1.4357644301167,2.28746262611169,2.15076058887156,2.7922757872194,1.52271764268317,2.87328614881555,1.45627006179517,2.80713686111493,403.469735530314,402.569446153525,420.469296321755,397.224862977581,423.011024360111,417.651606572605,420.225064994311,418.068273666642,422.130035960934,401.373107255506,421.154980336687,2049.27719296987,2059.687928098,2056.48528883789,2010.08211187918
