DOY2,HR2,USTAR,TA_1_1_1,WS,NEE,FC,SC,H,LE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,FCH4,SH,SLE,SCH4,T_SONIC,CH4
1,0.25,0.79741345,22.93425,3.410325,6.9395,7.776198,7.5002335,1.6036,60.9146699999999,10.73325,23.941925,23.25327499925,100,102.7,558.298425,20.4771,-2.44940000000001,0,3.32353500015,412.23325,433.1286667,30.30655,0.077675,45.8725426499999,50.86342,30.53574,31.723357875,32.79385,2373.33903565
1,0.75,0.75895125,23.01654167,3.422,7.056775,8.31218625,7.36900275,7.16701674999999,53.153675,9.64925,23.87660833425,23.22695,100,102.7,569.28,20.8132,-3.17730000000003,0,3.127375,411.032,433.8598333,30.35025,0.04418,24.5875,25.67246,31.75898,53.9751284,32.9582,2465.973124375
1,1.25,0.774927775,23.08737499875,3.44169,6.16785,9.58929999999999,6.82901603475,2.1667,55.3877625,10.576375,23.831525,23.200725,100,102.697,573.322475,20.94978,-2.31142500000001,0,3.202275,413.2983333,433.7404167,30.20525,-0.00475775000000001,23.115344675,35.7577649999999,32.5761625,30.175,33.0661,2523.129346675
1,1.75,0.7544,23.14903333225,3.494,6.522775,7.1788375,7.0590325,7.19695274999996,76.3634224999999,12.953,23.81049166425,23.17997500075,100,102.697,570.2666,20.56404,-1.324,0,3.28205,411.237333355,434.56,30.564725,0.0504231999999996,52.7386797500001,8.13784849999999,33.10571,19.38136445,33.06385,2518.21342405
1,2.25,0.7625,23.200633331,3.508,6.42425,8.82845000000001,7.832,9.746735,54.983505,12.998,23.836925,23.14290000075,100,102.68,567.137,20.49021,-1.9484,0,3.4307,411.7525,435.335166655,31.173275,0.0471606249999997,27.1699612,12.226319,40.5791049999999,22.9173428,32.9698,2502.2064464
1,2.75,0.76485,23.2887,3.481175,6.30495,10.0373009999999,9.72989875000001,11.4334375,70.62846,12.713375,23.807975,23.15185,100,102.675,571.48075,20.693975,-2.15540000000001,0,3.24245,414.8625000225,435.7433333425,30.81,0.0661999999999999,34.2924025,41.8263500000001,25.13825,17.82334995,32.91015,2568.8454675
1,3.25,0.7651282,23.246566669,3.48,8.048725,8.96045,7.4625025,15.89798,79.55295,11.175,23.74605,23.15435000075,100,102.654,582.11425,20.81029,-2.23540000000001,0,3.0271,413.0212500225,434.101000015,30.70525,0.00210999999999998,33.46655425,25.4139525,12.5493,37.0625,32.9248,2581.010324925
1,3.75,0.778,23.119233331,3.42,6.620625,7.96078125,7.98867725,15.6325,66.1745925,9.7787,23.6924166675,23.1495,100,102.6225,582.8805,25.9321,-2.5554,0,3.0839,416.2390000225,433.8708333575,28.3966,0.00588799999999999,32.1550765,38.32714,31.3495325,39.56068365,33.02255,2523.05450925
1,4.25,0.783725,22.959833332,3.583,6.212575,10.4934,7.8643025,11.1216625,66.4194425,10.799875,23.63864166575,23.143375,100,102.6045,588.5528,23.16063,-2.21265,0,3.2256,412.65125,433.4107500225,29.96275,0.0233529999999999,69.225266,22.2861175,50.7093199999997,22.58,32.7468,2517.38770525
1,4.75,0.766641675,22.973266669,3.385,6.217675,9.8888,6.48797499999997,8.05125,65.3299999999999,8.2775,23.6755833325,23.1330833325,100,102.60575,589.823125,22.75266,-2.44340000000001,0,3.205,412.377,433.55633331,30.8545,0.0514399999999999,60.3678619,20.9719349999999,44.0115675,14.775,32.88445,2568.27747305
1,5.25,0.809,22.96716667,3.431,6.392025,9.081113,5.33543699999999,11.7321,83.86125,6.576,23.6755833325,23.1165000025,100,102.60525,588.08885,22.99216,-2.45042500000003,0,3.110425,410.2700000225,432.885249985,29.429,0.0525799999999999,40.8770794,12.0202925,50.2268,27.05,32.76045,2573.042226
1,5.75,0.78425,23.3205,3.588,5.01375,9.370662,6.7242,6.6962,69.8746399999999,8.009625,23.68575,23.08831666425,100,102.6305,587.936,22.96012,-2.0594,0,2.98086833315,412.337166645,433.58600001,28.6217,0.00668049999999985,89.094616875,11.2625025,41.78045,22.04,32.9353,2547.14803
1,6.25,0.775675,23.2341666675,3.596,7.60479999999999,11.533,8.54495199999999,8.26097499999997,72.3782674999999,4.28670000000001,23.693166665,23.07255,100,102.69,593.486,22.709705,-1.93860000000001,0,2.9198,413.467333355,432.44233332,28.4499,0.00166074999999996,53.578193,55.6061499999999,49.66295,19.76607245,32.4158,2535.8380775
1,6.75,0.76765,22.84525,3.577,8.34175,9.18874,8.0088855,9.37949999999998,77.6967675,2.593,23.712833335,23.070575,100,102.69,611.3705,22.355865,-2.06480000000002,0,2.87245,413.1995,432.637,29.048,-0.00653550000000002,31.400247,11.40297,51.6748299999999,21.794117625,32.21005,2538.1878238
1,7.25,0.7850555,22.7764166675,3.305,8.287675,14.9207125,6.43744499999999,29.0771675,85.37208,3.0844,23.72075,23.06675,100,102.7,571.5325,19.713035,0.785199999999996,150.086,6.86315,413.5645,432.2046667,28.9433,-0.01399,130.86068275,30.226776363,86.9124,26.09,32.20145,2490.176278175
1,7.75,0.787,22.85875,3.492,9.5297,10.565925,8,65.45732,139.9808,3.53325,23.6735833325,23.00853333425,100,102.7255,546.388675,17.4223,35.1395999999999,217.4,31.31055,411.9505,432.6066667,29.169,-0.03628,81.6206584999998,34.414925,70.08254,31.87,32.57105,2367.972220975
1,8.25,0.851025,23.21775,3.734,5.343625,8.08158475,8,116.613375,113.9724,3.8487,23.5909166675,22.94556666425,100,102.74875,524.005525,19.08825,140.237,290.0545,52.000275,417.5825,435.7435,29.776725,-0.0505100000000001,73.6,41.607615,70.8206649999999,37.475,32.9316,2380.1069366
1,8.75,0.9315,23.5874,4.01682275,1.12122499999998,3.80142025,8,149.7543,142.1933,5.440125,23.4389166675,22.81625,100,102.78325,506.939,22.50999,210.088,388.36,64.27615,421.370166645,442.40433331,30.1375,-0.04618,158.5905228,54.53398,42.179375,47.34,33.355225,2307.64571985
1,9.25,1.0019,24.3484666645,4.224035,-0.32145,3.34667499999999,1.43159999999999,203.86115,193.63535,13.105,23.2295,22.709,99.9663,102.796,495.5292,24.493125,302.53,477.894333335,74.193,427.4925,447.3210833575,28.9911,-0.0563514037000001,51.8475,34.398909274,34.1991649999999,32.6,33.6635,2250.56204905
1,9.75,1.017291,25.268725,4.38625,-0.9965,4.6848,1.27475,219.9709,246.073775,27.0265,23.044325,22.61895833575,99.284575,102.8,489.88705,25.5885625,391.81625,571.38075,82.744975,432.313,451.5376667,29.438,-0.041298774,129.02405,31.98445244825,24.94064,20.6975,33.78915,2180.79842435
1,10.25,1.055825,26.05315,4.436375,-0.889875000000005,2.735625,0.633168047399999,264.727,294.5902,38.9809,22.8210583315,22.57901666425,99.32208333475,102.8,484.18375,25.5282025,467.72225,652.6127499825,89.166666665,428.5460000225,455.9492499775,29.691,-0.11845825,46.88,25.578025,22.273621313,15.4625,33.62325,2148.618978
1,10.75,1.05873025,26.7642,4.627199,-1.52090000000001,2.696096,1.4777845,318.161775,283.47305,29.7568,22.507625,22.467625,98.32140833175,102.8,482.761575,25.82472,514.74,722.4879999825,93.515,425.5935,458.92050001,29.743175,-0.1090567,40.87,25.23078,23.1402,16.785,33.884825,2129.08275
1,11.25,1.05925,27.2225,4.602825,-0.8958,-0.446521,0.6121,317.42575,321.10845,31.51985,22.2892,22.4187666655,97.33783333,102.744,480.464175,25.6888375,569.33,778.888833315,97.08045833525,426.37600002,461.13066666,29.6285,-0.13055795,51.135,24.0622,23.04008,12.4875,33.634,2110.67
1,11.75,1.10985975,27.7895,4.648451,-1.0156,0.876475000000001,2.71916999999999,307.53025,287.2045,63.05415,22.37505,22.32751666775,95.98774999825,102.7,479.877425,25.60554,599.6175,813.3863333175,101.5258583,427.38,462.9818333,29.7417,-0.132085,74.63275,21.1596725,25.4492825,24.9875,33.713,2095.0871565
1,12.25,1.105912,28.141166665,4.651928,-2.0358,0.676450000000005,2.3438165,332.296,336.03,106.415725,22.45275,22.23686667,94.89124166825,102.61,478.78515,25.718645,646.031,835.41333335,105.0675,428.9895,463.685666645,29.357725,-0.1125258,63.3500000000001,18.60646,26.9894574999999,15.2875,33.621375,2108.080293875
1,12.75,1.0883361017,28.465333335,4.611,-1.7425,2.13139999999999,1.7959,319.054475,322.51135,133.72625,22.3728,22.2296666655,93.75975833175,102.5825,478.07745,25.9023625,623.308,843.41666665,106.38625,426.1015833225,465.28349999,29.4838,-0.085424975,57.325,14.193095,33.30578,15.13,33.57175,2088.017296125
1,13.25,1.12005,29.134166665,4.5303685,-2.6734,1.64119999999996,3.05687499999999,298.7901,315.9695,81.494225,22.469625,22.3230166645,91.23980833475,102.50775,478.12845,26.1941975,607.6125,824.01333335,109.271,423.7210833425,465.325000015,29.2449,-0.114169925,60.5875000000001,17.08852,23.50431,11.3005,33.6925,2089.9465
1,13.75,1.06745,29.184,4.23450525,-2.69902500000001,-0.85173275,1.378875,288.69035,314.466,49.8464249999999,22.537,22.47557500175,88.61699999825,102.5,477.8325,25.85834,570.511,756.62175,105.8005,424.0882500225,466.105166655,27.635875,-0.0927882911000002,57.0625,10.2103875,21.775215,9.625,33.643625,2090.41096475
1,14.25,1.077902,29.013333335,4.3501,-2.4605,-0.26312060000001,1.99276124999999,277.1345,304.594875,61.70355,22.6308666665,22.4665499985,89.42255833175,102.5,477.03575,25.01014,510.093,697.0699166825,105.1435,425.52,465.4641666875,28.034575,-0.1181065,69.78,14.5321725,30.4795021979999,11.52,33.44025,2082.056
1,14.75,1.058532,28.442833335,4.23251475,-0.853,1.25639999999999,2.397488,251.91325,261.7736,37.263,22.832625,22.53750000125,90.61385,102.498,477.2026,25.101435,431.5525,675.715,95.025,426.013,465.016583345,28.364475,-0.0765400000000001,50.1599999999999,10.5406323592,31.4269699999999,9.736,33.376375,2087.028
1,15.25,1.04173925,27.7935,4.179075,-1.5295,4.798,4.78101950000001,220.02325,223.585,26.469,23.1543999995,22.719375,91.41941667,102.486,477.3694,25.195125,420.00775,600.395,85.2435,422.288,463.28733332,28.423825,-0.06655,35.92,13.799575,26.18581,14.495,33.439,2094.898
