DOY2,HR2,VPD,CO2,H2O,LW_IN,SW_IN,NETRAD_1_1_1,LW_OUT,SW_OUT,USTAR,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_3_1_1,SH,TS_1_1_1,TS_1_2_1,PA,WS
2,2.75,0.24,373.402,3.5105,225.8,-0.41,-20.21,248.85,0.215,0.278,-14.75,85.1,0,0,-0.5,-8.01,-2.24,-0.5,-4.13,-4.105,94.9,2.035
2,3.25,0.24,372.803,3.523,227.8,-0.435,-15.96,248.4,0.21,0.28,-14.85,85.25,0,0,-0.55,-8.99,-2.35,-0.7,-4.13,-4.105,94.9,2.005
2,3.75,0.23,372.906,3.474,233,-0.32,-12.11,248.3,0.21,0.25,-15.2,85.2,0,0,-0.65,-8.74,-2.33,-0.3,-4.125,-4.1,94.9,1.975
2,4.25,0.22,372.6385,3.401,231.35,-0.28,-13.275,248.25,0.19,0.28,-15.45,85.25,0,0,-0.5,-6.86,-2.35,-0.3,-4.125,-4.1,94.9,2.055
2,4.75,0.23,372.829,3.318,231.05,-0.35,-11.495,247.45,0.15,0.26,-15.2,85.55,0,0,-1.05,-8.23,-2.37,-0.5,-4.13,-4.1,94.9,2.11
2,5.25,0.23,373.005,3.3395,235.05,-0.35,-11.45,247.5,0.175,0.266,-15.45,85.6,0,0,-0.6,-7.41,-2.35,-0.6,-4.135,-4.11,94.9,2.02
2,5.75,0.23,372.862,3.309,237,-0.32,-9.88,247.85,0.115,0.26,-15.4,85.4,0,0,-0.5,-7.005,-2.41,-0.6,-4.125,-4.11,94.9,2.045
2,6.25,0.225,373.076,3.279,237.55,-0.26,-10.045,249.75,0.125,0.28,-15.3,85.5,0,0,-0.8,-7.45,-2.47,-0.35,-4.135,-4.11,94.9,2.095
2,6.75,0.22,373.266,3.6785,237,-0.32,-8.97,249.7,0.12,0.29,-15.1,84.9,0,0,-0.65,-9.095,-2.45,-0.8,-4.13,-4.1,94.9,2.185
2,7.25,0.22,373.732,3.702,236.6,-0.3,-9.315,249.95,0.135,0.295,-15.1,85.45,0,0,-1,-7.72,-2.45,-0.7,-4.17,-4.11,94.95,2.21
2,7.75,0.23,373.446,3.662,234.2,-0.11,-7.44,250.5,0.135,0.31,-15.05,84.75,0,0,-0.7,-7.52,-2.49,-0.4,-4.17,-4.135,94.95,2.16
2,8.25,0.225,373.528,3.438,237.45,0.93,-4.56,249.15,0.91,0.29,-15,84.8,1.56,0.46,-0.3,-8.05,-2.45,-0.2,-4.17,-4.15,94.95,2.085
2,8.75,0.23,374.2,3.4065,236.55,16.261,2.51,249.95,6.775,0.3005,-14.95,84.5,25.87,9.34,-0.55,-4.21,-2.49,-0.2,-4.17,-4.155,95,2.025
2,9.25,0.23,374.769,3.451,237.6,46.13,14.62,252.35,16.4955,0.34,-14.85,84.7,77.88,26.48,0.5,2.39,-2.55,1,-4.17,-4.15,94.9,2.08
2,9.75,0.255,375.809,3.213,239.05,87.95,33.085,254.25,26.63,0.374,-14.15,84.65,141.565,48.89,1.6,11.14,-2.53,3,-4.17,-4.15,94.9,2.015
2,10.25,0.295,376.043,3.181,238.8,118.5,53.175,257.35,39.145,0.43,-13.1,83.2,219.965,76.605,3.35,22.805,-2.55,3.9,-4.17,-4.145,94.9,2.24
2,10.75,0.38,376.0365,3.202,235.4,175.55,77.27,261.25,55.68,0.463,-12.15,81.4,305.585,111.72,5.7,39.595,-2.57,4.7,-4.16,-4.135,94.9,2.335
2,11.25,0.475,376.105,3.071,240.95,206.4,99.99,264.6,69.695,0.485,-11.5,78.45,393.055,135.83,7.9,56.35,-2.57,5,-4.16,-4.125,94.9,2.37
2,11.75,0.56,376.574,3.0795,240.55,220.9,110.9,266.55,74.9,0.48,-11,75.85,463.31,156.42,7.6,63.76,-2.55,4.85,-4.155,-4.125,94.9,2.41
2,12.25,0.655,376.533,3.096,231.95,243.95,121.65,268.7,80.8,0.515,-10.3,74.45,497.835,170.53,9.3,81.535,-2.45,4.85,-4.16,-4.135,94.9,2.54
2,12.75,0.7,376.136,3.242,230.15,272,132.1,270.4,82.85,0.51,-10.15,71.8,544.7,175.31,9.7,81.67,-2.24,4.8,-4.17,-4.14,94.9,2.545
2,13.25,0.77,375.443,3.2545,225.2,277.1,139.6,272.45,83.2,0.51,-9.6,70.5,586.8,179.7,10.9,87.36,-2.2,4.05,-4.175,-4.15,94.9,2.505
2,13.75,0.8,375.15,3.1805,220.1,283,133.46,273.05,81.5,0.58,-9.2,68.9,576.255,173.775,11.9,79.02,-2.2,3.9,-4.175,-4.15,94.9,2.65
2,14.25,0.885,374.911,3.248,215.25,277.1,124.6,274.45,77.4,0.59,-9.1,66.8,568.585,173.83,10.6,86.375,-2.1,3.6,-4.17,-4.145,94.9,2.61
2,14.75,0.925,375.526,3.26,216.3,260.9,113.7,274.55,69.165,0.555,-8.4,67.35,536.855,150.92,10.7,76.77,-2.2,2.3,-4.18,-4.15,94.9,2.61
2,15.25,0.935,375.3945,3.347,213.5,201.75,86.725,273.65,57.275,0.551,-8.4,66.4,449.435,129.935,9.5,66.44,-2.16,1.8,-4.17,-4.14,94.95,2.67
2,15.75,0.925,375.089,3.46,216.9,181.35,61.455,273.05,50.415,0.52,-8.25,66.9,368.875,105.41,7.5,56.59,-2.14,1.3,-4.16,-4.13,94.95,2.67
2,16.25,0.885,375.178,3.424,218.3,129.801,36.58,270.7,38.645,0.497,-8.25,67.75,270.58,81.38,5.6,34.51,-2.12,0.1,-4.15,-4.12,94.9,2.63
2,16.75,0.76,374.347,3.4545,217.2,94.7,15.56,269.5,26.965,0.505,-8.85,70.4,186.995,53.37,3.8,22.47,-2.1,-0.2,-4.14,-4.11,94.9,2.58
2,17.25,0.705,374.5975,3.466,220.3,49.37,-4.68,266.9,16.2105,0.46,-9.4,73.15,103.58,32.705,2.4,8.695,-2.1,-1.1,-4.13,-4.1,94.9,2.33
2,17.75,0.62,374.0465,3.533,210.15,18.37,-36.74,264.8,6.145,0.41,-10.15,75.25,43.6,14.235,1,2.45,-2.08,-2.3,-4.125,-4.1,94.9,2.34
2,18.25,0.525,373.331,3.554,211.8,1.48,-51.755,261.75,1.19,0.38,-10.6,76.6,7.87,2.45,0,-2.77,-2.08,-3.6,-4.12,-4.1,94.9,2.21
2,18.75,0.47,372.361,3.545,215.25,-0.74,-61.745,260.25,0.47,0.36,-11.45,77.55,0,0,-0.2,-4.28,-2.08,-3.2,-4.115,-4.095,94.9,2.045
2,19.25,0.445,372.497,3.534,220.05,-0.82,-44.46,259.3005,0.31,0.31,-11.9,79.7,0,0,-0.1,-6.42,-2.08,-3.2,-4.125,-4.1,94.9,2.045
2,19.75,0.425,372.624,3.4935,224.45,-0.69,-40.48,257.4,0.305,0.33,-12.3,80.25,0,0,-0.3,-6.785,-2.08,-2.7,-4.12,-4.1,94.9,1.985
2,20.25,0.365,372.4365,3.437,218.4,-0.78,-48.555,256.3,0.34,0.305,-12.55,81.15,0,0,-0.3,-8.99,-2.08,-2.3,-4.12,-4.105,94.95,1.965
2,20.75,0.345,371.629,3.405,211.25,-0.94,-55.545,253.65,0.37,0.32,-13.15,83,0,0,-0.4,-7.96,-2.08,-2.3,-4.12,-4.105,94.95,2
2,21.25,0.32,371.9545,3.235,214,-1.01,-53.15,253.15,0.28,0.34,-13.55,83.75,0,0,-0.45,-8.95,-2.08,-2.6,-4.13,-4.105,94.95,2.065
2,21.75,0.31,372.006,3.17,214.25,-0.81,-41.34,254.4,0.31,0.3185,-13.8,84.2,0,0,-0.5,-8.685,-2.08,-1.75,-4.13,-4.1,95,2.125
2,22.25,0.305,371.5765,3.188,218.9,-0.88,-40.585,254.4,0.36,0.2945,-13.9,84.05,0,0,-0.4,-6.06,-2.08,-1.6,-4.13,-4.095,95,2.07
2,22.75,0.295,371.872,3.2105,220.75,-0.9,-41.34,253.3,0.36,0.28,-13.8,83.7,0,0,-0.25,-8.98,-2.08,-1.3,-4.13,-4.095,95,1.96
2,23.25,0.27,372.371,3.2405,213.4,-0.73,-42.49,252,0.385,0.29,-13.85,83.9,0,0,-0.3,-7.37,-2.08,-1.05,-4.125,-4.105,95,2.09
2,23.75,0.26,372.608,3.241,215.5,-0.72,-38.46,249.65,0.44,0.292,-14.15,84.3,0,0,-0.3,-9.18,-2.08,-1.3,-4.115,-4.1,95,2.055
3,0.25,0.455,371.988,3.671,224.85,-1,-55.56,277.15,0.59,0.3,-7.9,82.7,0,0,-0.2,-7.765,-0.46,-2.1,-2.22,-2.2,95,2.21
3,0.75,0.46,372.1335,3.7375,225.25,-1.005,-51.645,277.05,0.57,0.32,-8.1,82.9,0,0,-0.2,-8.915,-0.44,-1.85,-2.225,-2.2,95,2.26
3,1.25,0.405,372.162,3.679,225,-1.02,-50.09,276.05,0.51,0.32,-8.2,83.4,0,0,-0.2,-7.54,-0.46,-1.8,-2.22,-2.205,95,2.24
3,1.75,0.39,372.201,3.683,218.95,-1.125,-57.72,273.55,0.58,0.2955,-8.5,83.65,0,0,-0.3,-8.27,-0.56,-1.3,-2.21,-2.2,94.95,2.26
3,2.25,0.38,372.244,3.789,218.5,-0.885,-57.755,271.45,0.535,0.325,-8.95,83.45,0,0,-0.3,-9.85,-0.61,-0.9,-2.205,-2.195,94.95,2.235
3,2.75,0.34,372.254,3.723,220.9,-0.915,-53.195,271.4,0.495,0.336,-9.15,82.7,0,0,-0.4,-7.095,-0.98,-1.25,-2.2,-2.185,95,2.255
3,3.25,0.32,372.9865,3.741,216.95,-0.92,-51.72,271.95,0.515,0.332,-9,83.4,0,0,-0.5,-7.24,-1.1,-1.4,-2.2,-2.18,95,2.31
3,3.75,0.31,372.8805,3.6745,214.95,-0.94,-50.54,271,0.355,0.332,-9,84.1,0,0,-0.6,-7.25,-1.1,-1.45,-2.205,-2.185,95,2.41
3,4.25,0.305,372.8635,3.775,217.3,-0.81,-44.46,269.15,0.355,0.34,-9.6,84.35,0,0,-0.65,-9.285,-1.12,-1.3,-2.215,-2.195,94.9,2.36
3,4.75,0.31,372.879,3.722,223.1,-0.725,-35.975,269.7,0.365,0.335,-9.6,85.5,0,0,-0.5,-7.43,-1.11,-1.4,-2.225,-2.205,95,2.25
3,5.25,0.29,373.0045,3.707,221.8,-0.7,-30.485,267.95,0.33,0.33,-10.05,85.55,0,0,-0.4,-7.1,-1.16,-1.3,-2.225,-2.215,95,2.32
3,5.75,0.285,373.227,3.711,225.35,-0.69,-30.7,266.7,0.37,0.316,-10.1,86.1,0,0,-0.8,-7.38,-1.1,-1.2,-2.23,-2.215,95,2.185
3,6.25,0.285,373.411,3.676,226.1,-0.675,-27.66,263.95,0.305,0.32,-9.85,85.75,0,0,-0.6,-6.51,-1.11,-1.3,-2.23,-2.215,95,2.34
3,6.75,0.27,373.703,3.702,228.85,-0.005,-23.695,263.6,0.445,0.3,-10.75,85.85,0,0,-0.5,-7.28,-1.1,-1.3,-2.235,-2.215,95,2.205
3,7.25,0.255,373.616,3.784,231.25,2.91,-21.715,262.55,1.6,0.3,-10.8,85.65,7.385,1.43,-0.3,-5.3,-1.11,-0.5,-2.245,-2.22,95,2.21
3,7.75,0.3,374.0025,3.763,227.75,21.12,-3.38,264.5,7.515,0.3185,-10.4,85.7,35.355,12.555,-0.1,-1.91,-1.12,0,-2.26,-2.235,95,2.26
3,8.25,0.35,374.494,3.859,227.45,63.7,18.59,267.05,20.475,0.35,-9.7,85.2,99.76,34.595,0.9,2.25,-1.1,1.1,-2.275,-2.245,95,2.28
3,8.75,0.41,375.5795,3.755,225.9,128.1,43.2,271.15,36.62,0.41,-8.95,82.2,184.535,66.085,3.35,17.245,-1.1,3.4,-2.295,-2.26,95,2.355
3,9.25,0.515,375.71,3.79,226.25,176.6,81.7,276.45,53.975,0.47,-7.6,80.2,324.605,107.57,5.4,29.28,-1.1,5.6,-2.32,-2.285,95,2.53
3,9.75,0.63,375.402,3.876,224,246.9,110.485,282.35,68.755,0.47,-6.65,76.1,438.58,146.39,8.2,50.61,-1.1,5.75,-2.335,-2.3,95,2.645
3,10.25,0.905,375.8725,3.8035,226.65,296.2,140.2,285.9,85.7,0.513,-5.95,71.25,576.42,190.03,11.3,80.16,-1.1,5.85,-2.35,-2.305,95,2.85
3,10.75,1.115,375.934,4.116,223,338.25,165.65,289.8,98.3,0.5415,-5.1,67.85,682.81,221.245,13.1,84.54,-1.1,6.3,-2.365,-2.315,95,2.78
3,11.25,1.235,375.84,3.988,222.2,384.1,197.2,295.55,115.35,0.585,-4.55,63.05,793.35,249.615,15.3,120.88,-1.1,5.75,-2.345,-2.305,94.95,2.905
3,11.75,1.57,376.091,3.826,222.8,382.5,204.5,298.35,130,0.605,-3.5,59.25,885.625,281.29,17.6,115.86,-1.1,5.2,-2.35,-2.315,94.9,3.125
3,12.25,1.73,375.98,3.807,222.2,456.3,225.75,301.25,142.25,0.65,-3.4,57.4,947.485,295.985,20.6,139.71,-1.1,4.4,-2.345,-2.3,94.9,3.24
3,12.75,1.8,376.1675,3.825,224,463,241.85,303.55,142.15,0.65,-2.7,54.55,986.615,318.93,22.8,148.175,-1,3.5,-2.32,-2.275,94.9,3.25
3,13.25,1.94,376.644,3.842,228.6,441.4,232.2,305,135.9,0.67,-2,52.9,977.04,301.79,21.5,139.59,-0.57,2.8,-2.31,-2.27,94.9,3.325
3,13.75,1.985,376.58,3.812,228.05,452.6,235.8,307.75,133.7,0.68,-1.2,52.45,982.835,293.725,22.6,135.415,-0.41,2.2,-2.285,-2.24,94.9,3.405
3,14.25,2.125,376.625,3.833,229.3,440.2,238.5,308.2,128.05,0.67,-1.15,50.65,984.5,290.09,21.5,135.94,-0.39,2.4,-2.24,-2.23,94.9,3.385
3,14.75,2.115,376.741,3.9,231.9,402.9,210.5,309.65,113.05,0.68,-0.75,49.8,907.185,253.21,19.9,128.795,-0.245,2.05,-2.215,-2.195,94.8,3.475
3,15.25,2.155,376.683,3.868,231.25,363.2,178.5,309.75,97.4,0.67,-0.4,48.75,795.545,224.925,19.5,108.9,-0.12,1.6,-2.18,-2.185,94.85,3.405
3,15.75,2.15,376.48,3.909,232.2,328.45,150.7,308.4,87.65,0.66,-0.25,48.4,686.165,198.575,19.1,105.11,-0.12,0.85,-2.125,-2.13,94.85,3.4
3,16.25,2.22,376.252,3.915,231.15,255,112.71,306.7,66.33,0.64,-0.45,48.7,561.375,155.865,15.95,73.665,-0.01,0.55,-2.1,-2.075,94.8,3.325
3,16.75,2.3,375.933,3.854,231.8,222.85,77.25,305.1,56.295,0.627,-0.6,51.1,467.72,127.655,13.5,66.63,-0.01,0.2,-2.085,-2.065,94.8,3.255
3,17.25,2.195,375.107,3.877,221.5,159.75,43.8,302.5,42.69,0.62,-0.95,52.35,340.205,89.24,10.9,43.83,0.04,-0.3,-2.05,-2.04,94.8,3.21
3,17.75,1.925,374.956,3.938,228,94.9,11.75,301.25,26.935,0.59,-1.35,55.9,207.965,58.215,8.7,25.9,0.12,-1.15,-2.045,-2.03,94.85,3.075
3,18.25,1.765,374.428,3.935,224.8,49.62,-24.39,297.4,15.065,0.54,-2.1,58.6,108.815,33.725,5,9.38,0.195,-2.1,-2.03,-2.025,94.9,2.96
3,18.75,1.51,373.991,3.9675,219.9,14.85,-61.6,295.05,6.385,0.47,-2.45,59.8,44.19,14.185,2,-1.91,-0.01,-2.9,-2.015,-2.01,94.9,2.585
3,19.25,1.28,373.393,3.9085,217.7,0.37,-83.2,290.25,1.525,0.422,-3,64.4,7.435,2.09,1.1,-8.195,-0.12,-4,-2.01,-2.005,94.9,2.405
3,19.75,1.05,372.8,3.938,215.6,-1.19,-81.555,287,0.815,0.4,-3.4,67.5,0,0,0.3,-7.385,0.01,-3.8,-1.99,-1.995,94.9,2.365
3,20.25,0.96,372.6585,3.908,219.3,-1.55,-77.655,285.1,0.815,0.37,-4.45,71.7,0,0,0,-10.82,0.225,-3.4,-1.99,-1.99,94.9,2.27
3,20.75,0.86,372.486,3.91,217.95,-1.255,-70.665,283.2,0.74,0.36,-5.25,74.25,0,0,-0.1,-10.79,0.215,-3,-1.99,-1.985,94.9,2.195
3,21.25,0.76,372.451,3.853,214.85,-0.955,-73.055,282.95,0.77,0.35,-5.9,75.2,0,0,-0.1,-10.8,0.205,-2.8,-1.99,-1.98,94.9,2.155
3,21.75,0.695,372.186,3.77,220.1,-1.37,-66.66,282.4,0.795,0.33,-6.35,76.1,0,0,-0.25,-9.06,0.245,-2.2,-1.975,-1.975,94.9,2.11
3,22.25,0.68,372.1945,3.7685,220.15,-1.155,-67.02,280.5,0.665,0.336,-6.6,78.05,0,0,-0.2,-9.45,-0.02,-2.5,-1.985,-1.98,94.9,2.095
3,22.75,0.615,372.2715,3.674,222.55,-1.13,-66.265,281.1,0.73,0.33,-6.7,79.1,0,0,-0.3,-9.67,-0.12,-2,-2,-1.985,94.9,2.11
3,23.25,0.57,372.252,3.714,222.35,-0.88,-53.115,279.45,0.635,0.33,-7,80.05,0,0,-0.3,-8.65,-0.12,-1.95,-2.015,-1.985,94.9,2.15
3,23.75,0.525,372.275,3.679,221.35,-0.96,-61.905,278.6,0.635,0.32,-7.2,81.1,0,0,-0.15,-7.255,0,-1.85,-2.02,-1.99,95,2.125
4,0.25,1.735,372.631,5.9,239.7,-1.12,-77.31,312.4,0.925,0.24,0.55,70.85,0,0,0,-8.07,1.35,-2.55,0.005,0.02,95,2.255
4,0.75,1.53,372.624,5.91,238.9,-1.05,-77.83,311.65,0.9,0.24,0.3,72.95,0,0,0,-8.95,1.305,-2.15,0,0.01,95,2.2
