DOY2,HR2,FC,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,T_SONIC,TS_8,TS_7,TS_6,TS_5,TS_4,TS_3,TS_2,TS_1,NETRAD,SW_IN,LW_IN,SW_OUT,LW_OUT,PPFD_IN,G,CH4,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-0.30233415,-49.3376,-89.26544,-4.21258675,0.383652,0.0379,100.486,62.002,6.1609,0,9.35300000000001,8.83273333333333,6.5394,3.77773333333333,3.49306666666667,2.80473333333333,6.293,6.16833333333333,6.281,-78.5634695833204,-4.42972077614766,258.975858918987,-0.404151943462897,326.566748474798,-0.119189511323004,-30.4487621097272,1953.2054717,400.8305,5.314366,0.197484176581315,0.170880074906351,0.0292916370317536
1,0.75,-0.6299012,-60.972325,-81.8199,-21.33665375,0.320152,0.0386,100.544,64.896,5.60295,0,8.49100000000004,8.84006666666667,6.5534,3.48973333333333,3.49806666666667,2.65773333333333,5.893,5.61533333333333,6.209,-78.9867818960897,-4.46284902981543,258.060708945148,-0.291519434628975,324.924468525754,-0.119189511323004,-30.7233570667166,1954.3414971,400.966,5.4574135,0.159059737205869,0.205182845286832,0.0253179778023443
1,1.25,-2.84410145,-46.5365125,-84.937425,-41.644255,0.138964,0.0361,100.555,64.309,5.2467,0.00137130218433578,7.71600000000001,8.8544,6.56006666666667,3.35173333333333,3.5174,2.67806666666667,5.60166666666667,5.495,5.29566666666667,-77.427984057038,-4.04637955513488,258.092616697307,-0.189929328621908,322.800499014344,-0.119189511323004,-30.823549624106,1950.1178961,401.368,5.388484,0.177482393492988,0.192613602842582,0.0304959013639538
1,1.75,-2.439715,-231.0913,-66.3874,-6.162155,0.439818,0.029,100.573,64.9845,4.7546,-5.40012479177676e-16,7.05500000000001,8.85373333333333,6.61006666666667,3.43906666666667,3.3084,2.60506666666667,4.81166666666667,5.10566666666667,5.292,-86.4154193892707,-4.74917179365831,257.907687928498,-0.088339222614841,322.015817289863,-0.119189511323004,-31.2445341624317,1947.624037625,399.97475,3.5792495,0.20591260281974,0.160312195418814,0.0270185121722126
1,2.25,0.3001688,-97.165675,-63.757135,-5.590416,0.377568375,0.0394875,100.591175,66.2925,3.9881,0,6.624275,8.8605,6.53291666666666,3.00618333333334,3.142725,2.242375,4.0119,5.3066,5.52699166666667,-81.2179676196499,-4.20728821580691,257.031258311615,0,318.81380227032,-0.119189511323004,-31.9292726045399,1948.0881459,401.7872,4.070224,0.184272492433383,0.183296203407709,0.0290753100841739
1,2.75,-1.0063336,-93.069875,-57.61004,-5.718,0.363444875,0.033025,100.578,64.132,3.740175,0,6.86007500000003,8.86896666666667,6.449025,2.73856666666666,2.98150833333333,2.05606666666667,3.10149166666667,4.78418333333333,4.75496666666667,-85.970019096699,-4.18125887363938,255.96771555196,-0.0518992932862191,318.622056933451,-0.119189511323004,-32.1666566834923,1949.94981655,391.1909,5.085609,0.182898398081458,0.187349166136352,0.0254911631017308
1,3.25,-0.179203775,-119.19095,-34.492285,-5.80026,0.348058,0.0234525,100.5978,64.097,3.570175,0,6.74402500000003,8.87709166666667,6.37859166666667,2.83815833333334,2.86970833333333,1.92475833333334,2.77979166666666,4.35941666666667,4.80835,-86.8650501197593,-4.12565073355419,255.531635594736,-0.14023851590106,317.034008690834,-0.119189511323004,-32.6387081664781,1962.229674575,402.771175,4.5488385,0.182477670107658,0.153498859270267,0.0298395903190672
1,3.75,0.213395,-102.946875,-40.17385,-2.460857,0.3099004,0.032915,100.622125,63.502,3.388075,0,6.4149,8.8776,6.3078,2.80721666666666,2.73558333333333,2.01945,1.82305,3.30040833333334,4.44405,-86.1882908171054,-4.22858495030762,257.271052293306,-0.0828180212014134,315.826999750332,-0.119189511323004,-32.6993452430071,1973.6692295,403.175225,5.25048575,0.154447859315798,0.184031116917212,0.0306001808480898
1,4.25,0.03900905,-126.94095,-50.7605475,-3.659518,0.24673615,0.0411825,100.6564,62.467,3.254275,0,5.54572500000005,8.89476666666667,6.23168333333333,2.70045,2.63098333333334,1.950175,1.84750833333333,2.36584166666666,3.83898333333334,-85.1313390334264,-4.36228111689541,256.763646963843,0.0287102473498233,315.50201594612,-0.119189511323004,-32.4070139351014,1931.35806925,402.781375,4.2906975,0.137477270848675,0.133153276057093,0.030378951603316
1,4.75,-1.5178843,-92.8284,-57.8304975,-9.811126,0.295425975,0.034545,100.68505,60.8445,3.839525,0,5.43742500000003,8.90450833333333,6.150225,2.49715,2.56999166666666,1.64933333333333,1.71603333333333,2.63063333333334,3.55404166666667,-84.8014699971664,-4.46521533364884,253.918174029926,0,314.175650658218,-0.119189511323004,-32.0300839160392,1964.818880675,402.849225,3.10147,0.139701562118716,0.190842405172417,0.0268569032365776
1,5.25,-1.6888455,-84.8594375,-56.262185,-1.6980176,0.361740325,0.0336725,100.666875,60.67825,3.422625,0,5.40845000000004,8.88468333333334,6.07694166666666,2.32075,2.46998333333333,1.519925,2.31868333333333,2.57954166666667,3.5863,-84.2364734026554,-4.4959772834832,253.444335679475,-0.00772968197879858,317.279494205711,-0.119189511323004,-32.5118478093064,1959.24963095,403.271175,2.7494765,0.186575042786294,0.158964287449787,0.0298165778132211
1,5.75,0.1134644,-16.3075625,-61.712465,-5.13757,0.2182544,0.0408975,100.6954,62.28,3.7885,0,6.28927500000005,8.89783333333333,6.00243333333334,2.28103333333333,2.39049166666666,1.436175,2.42065833333334,2.864525,3.51976666666667,-83.4095614952253,-4.46521533364884,256.682852352023,-0.132508833922261,316.200354061526,-0.119189511323004,-32.1969786423875,1940.5281409,402.4741,4.5606075,0.173269362599771,0.137067202022438,0.0220112441232278
1,6.25,0.1643371,-71.2484,-59.4579825,-8.323975,0.26248815,0.0443875,100.6815,64.358,3.639125,0,6.06772500000003,8.90691666666666,5.92641666666667,2.11580833333334,2.30866666666667,1.35965833333333,2.07955833333333,3.02196666666667,3.798925,-87.1473642294995,-4.36228111689541,253.824400282162,-0.0231890459363957,315.453261620804,-0.119189511323004,-32.8602555839832,1983.3864053,403.0091,3.33162525,0.164515137090913,0.174663262105514,0.0298984738479486
1,6.75,-3.604305,-70.8324675,-61.968695,-2.560785,0.17627015,0.03548,100.7659,64.66,3.4271,0.0885591638135748,6.0868,8.92168333333333,5.842,2.12028333333333,2.23816666666667,1.31045,1.61658333333334,3.0363,2.95298333333334,-87.8061490563127,-4.70184571699006,252.688206575046,-0.103798586572438,314.270816258066,-0.119189511323004,-33.0818779909699,1989.542416625,403.94535,3.520979,0.185909664006873,0.190878076677803,0.0315923648785465
1,7.25,-0.26376925,-41.544925,-39.5934,0.5831012,0.35830685,0.043595,100.7898,64.688,3.250825,0.329972642488214,6.00175000000002,8.92036666666667,5.77601666666667,2.10345,2.18561666666666,1.28693333333334,1.32283333333333,2.58688333333334,2.49861666666667,-83.5575905704339,-2.07643161381921,252.038450248582,-0.0960689045936395,314.045852583484,1.07270560190703,-33.3354382165858,1956.802,402.7075,5.553145,0.169546738469716,0.182414349086946,0.0327870297393937
1,7.75,-2.614347,-83.8063,-42.4501725,0.280844375,0.114940975,0.04853,100.716075,67.118,2.8441,0.321589613434952,6.02005000000005,8.92803333333334,5.70960833333333,2.118725,2.09061666666667,1.29996666666667,0.791025,2.2515,2.73703333333333,-55.2398544822067,2.84548035967819,252.412739137317,0.55101590106007,317.690481383823,10.357568533969,-32.9000637288311,1951.167,406.1587,5.804572,0.201438047731389,0.173886146094612,0.0324405681556327
