DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,423.35,4.529,424.945,5.057,2017.0095,422.311,4.612,423.423,5.3115,2004.622,424.7295,4.688,426.417,4.81,2002.939,425.9075,4.7895,427.865,4.804,2010.888,425.6785,5.205,430.1865,5.5085,2013.98,430.8625,5.2345,434.059,6.134,2010.816,1.7345,3.504,0.248,423.098,5.16,1.289,0.129,1.8405,3.8895,-1.115,0.2295,-10.204,-3.3705,0.5765,1.34,1.015,0.7,0.75,0.4,2.2975,2.1955,2.2155,2.424,2.327,1.609,0.7775,95.145,76.26,1.559,1.82,2.355,2.19,1.93,2.07,1.2,-2.69,2.7,0.235,297.65,328.3,-26.29,314.7,323.5,0.135,-0.02,0.08,-0.09,0.01,-0.05,0.17,-0.01,0.07,-0.185,4.47,5.317,6.746,7.515,7.892,4.4435,5.4305,6.8065,5.491,5.653,7.007,8.057,7.273,4.3565,5.305,6.2905,7.1615,4.849,5.55,7.0075,7.718,8.531,9.07,-11.043,-8.361,-7.375
1,5.75,423.171,4.546,424.977,5.0235,2019.76,422.23,4.74,425.4765,5.929,2021.42,424.8855,4.8095,428.099,5.632,2018.104,426.406,4.9335,428.031,4.845,2017.2905,425.4175,5.155,427.268,5.043,2006.3855,431.683,5.251,431.282,5.785,2010.151,1.652,3.354,0.243,422.605,5.2425,1.198,0.0125,1.3535,8.36,-0.635,0.235,-10,-2.2865,0.599,1.3,1.015,0.7,0.725,0.41,2.255,1.972,2.2625,2.385,2.091,1.5685,0.753,95.176,75.325,1.6575,1.88,2.415,2.22,1.985,2.08,1.2,-2.84,2.7,0.27,298.9,327.15,-27.1,313.8,322.8,0.13,-0.02,0.08,-0.09,0.005,-0.05,0.17,-0.01,0.07,-0.185,4.564,5.182,6.719,7.512,7.89,4.49,5.366,6.7915,5.392,5.586,7.004,8.079,7.2645,4.3905,5.228,6.2595,7.155,4.7725,5.5245,7.0085,7.711,8.5255,9.0695,-11.047,-8.358,-7.206
1,6.25,423.42,4.577,424.3425,5.2175,2018.1725,422.444,4.838,423.385,5.113,2006.149,424.7845,4.868,425.591,4.907,2008.9385,425.5395,4.9715,428.2615,4.86,2017.601,425.8805,5.014,429.7855,5.413,2016.684,432.239,5.256,433.222,6.148,2011.6055,1.732,3.235,0.234,422.609,5.383,1.5155,-0.0525,1.344,6.2735,-1.2085,0.23,-11.552,-2.885,0.568,1.32,1.015,0.75,0.76,0.42,2.411,1.937,2.4105,2.292,2.2875,1.763,0.81,95.1985,76.51,1.543,1.89,2.27,2.15,1.94,2.125,1.1,-2.725,2.7,0.305,298.6,327.2,-29.24,314.25,322,0.13,-0.02,0.07,-0.09,0.01,-0.04,0.17,-0.01,-0.035,-0.19,4.5165,5.159,6.7085,7.4825,7.8925,4.422,5.311,6.776,5.289,5.5,6.981,8.0595,7.2545,4.381,5.192,6.226,7.139,4.777,5.466,6.966,7.702,8.518,9.068,-11.322,-8.507,-7.415
1,6.75,422.422,4.6235,424.299,5.128,2030.56,421.5365,4.757,425.0855,5.7785,2024.6665,423.4275,4.7615,428.2715,5.103,2013.6535,424.861,4.847,428.0785,4.805,2016.849,424.8,5.112,426.554,5.427,2007.7995,432.105,5.245,432.61,6.155,2009.277,1.562,2.713,0.245,422.7985,5.1895,1.286,-0.2625,0.883,4.863,-0.484,0.25,-14.684,-1.451,0.533,1.24,0.93,0.73,0.75,0.41,1.9195,1.766,2.152,2.372,2.2415,1.709,0.623,95.21,75.18,1.681,1.82,2.25,2.08,1.85,1.985,1.2,-2.92,2.7,0.3,301.3,326.7,-26.72,315.35,321.45,0.13,-0.02,0.08,-0.09,0.01,-0.05,0.17,-0.01,-0.035,-0.19,4.4825,5.196,6.6705,7.489,7.8895,4.42,5.276,6.7705,5.3025,5.522,6.9745,8.061,7.259,4.365,5.125,6.204,7.131,4.773,5.405,6.922,7.69,8.513,9.067,-11.587,-8.421,-7.5775
1,7.25,422.705,4.63,423.573,4.777,2014.829,421.531,4.663,423.2265,4.9645,2008.488,423.2725,4.5545,424.8605,4.763,2010.6895,425.067,4.7685,427.634,4.754,2017.429,425.4205,5.304,428.8915,5.2915,2022.159,431.1475,5.278,432.4875,5.725,2014.0045,1.599,2.11,0.2205,421.4335,4.968,1.361,-0.246,1.1225,4.451,-0.42,0.245,-12.435,-2.033,0.554,1.29,0.99,0.705,0.75,0.41,1.748,1.7745,2.0005,2.154,2.044,1.513,0.489,95.221,75.14,1.678,1.78,2.16,2.18,1.82,2.015,1.3,-2.75,2.8,0.4,298.2,325.7,-28.59,314.75,320.9,0.35,0.15,0.17,0.04,0.07,0.12,0.18,0.06,0.11,-0.08,4.4425,5.1815,6.6425,7.4905,7.889,4.429,5.226,6.74,5.296,5.5085,6.966,8.05,7.269,4.321,5.048,6.179,7.118,4.725,5.384,6.915,7.678,8.504,9.066,-11.436,-8.493,-7.4865
1,7.75,422.751,4.661,423.825,5.0475,2021.758,421.494,4.798,424.423,5.671,2025.966,423.178,4.758,427.8275,5.538,2020.057,425.0085,4.762,426.773,4.785,2016.169,424.807,5.258,426.907,5.1695,2001.938,431.3455,5.3175,432.282,5.7725,2022.5865,1.664,2.657,0.224,422.96,5.054,0.981,0.089,0.951,3.071,-0.802,0.215,-9.979,-2.5205,0.568,1.31,0.99,0.68,0.71,0.4,1.454,1.732,1.572,1.819,1.64,1.191,0.351,95.257,75.51,1.7435,1.74,2.08,2.07,1.86,1.99,4.6,0.95,5.7,0.6,295.6,323.6,-25.88,312.1,321.6,10.14,8.9,8.38,6.45,5.33,3.99,0.82,3.61,3.09,2.61,4.422,5.1585,6.63,7.479,7.889,4.425,5.2,6.7285,5.22,5.4835,6.9675,8.0405,7.271,4.198,5.029,6.157,7.1,4.623,5.354,6.899,7.6695,8.495,9.065,-11.196,-8.415,-7.267
1,8.25,423.018,4.358,424.505,4.944,2019.508,421.3355,4.508,423.037,5.015,2005.514,423.6895,4.542,424.302,5.109,2015.878,425.1325,4.72,426.761,4.823,2019.157,425.583,5.034,430.4665,5.2645,2026.154,431.157,5.227,432.909,5.671,2028.3155,1.585,2.076,0.237,422.557,4.8365,0.918,-0.111,0.5,6.676,1.122,0.211,-10.6905,1.824,0.536,1.24,0.995,0.69,0.73,0.38,1.525,1.697,1.629,1.655,1.681,1.177,0.422,95.288,76.36,1.596,2.05,2.395,2.4,2.06,2.44,16.05,14.08,16.45,1.86,295.6,324.2,-11.81,313.2,323,52.5,48.1,46.78,32.79,23.825,18.755,3.085,15.64,14.63,12.21,4.346,5.0555,6.614,7.4645,7.8905,4.367,5.201,6.7255,5.16,5.4435,6.9775,8.035,7.273,4.236,5.015,6.137,7.083,4.583,5.349,6.874,7.663,8.5,9.063,-11.813,-8.685,-7.757
1,8.75,422.3915,4.5925,423.829,4.952,2026.269,420.3775,4.5695,425.2775,5.27,2026.059,424.1185,4.6735,426.9585,5.311,2012.512,424.725,4.853,428.034,4.905,2011.6375,423.387,5.039,424.943,5.206,2005.25,430.2785,5.401,430.789,6.066,2028.815,1.551,2.486,0.234,422.07,4.7625,0.989,-0.148,0.349,2.718,2.891,0.226,-7.6385,4.231,0.597,1.28,0.945,0.66,0.71,0.4,1.503,1.903,1.592,1.631,1.732,1.33,0.713,95.315,76.49,1.562,2.23,2.66,2.72,2.4,2.85,29.8,34.97,38.1,3.945,297.65,325.2,6.735,313.5,324.95,90.49,84.34,81.84,59.91,42.44,34.27,5.77,30.755,28.53,24.39,4.334,5.005,6.581,7.45,7.892,4.3475,5.1905,6.681,5.111,5.432,6.957,8.029,7.2755,4.223,5.0195,6.118,7.0675,4.552,5.273,6.85,7.655,8.495,9.042,-11.988,-8.618,-7.6085
1,9.25,422.175,4.556,423.948,5.1165,2014.781,421.667,4.55,422.9095,5.233,2011.8035,423.824,4.631,424.439,5.422,2019.655,424.365,4.745,427.504,5.158,2026.051,424.181,4.844,428.182,5.499,2030.036,430.067,5.3235,430.601,6.064,2021.352,1.306,2.756,0.2345,422.462,4.773,0.969,-0.092,0.4735,5.991,1.287,0.2355,2.496,8.257,0.589,1.15,0.92,0.675,0.7,0.405,1.74,2.124,1.777,2.2425,1.8325,1.484,1.1025,95.3265,74.815,1.6795,2.685,3.305,3.215,3.095,3.5,50.35,85.89,91.75,9.18,298.95,330.15,47.485,316.2,327.4,199.6,190.315,179.55,122.08,93.54,59.395,11.79,49.685,47.31,42.615,4.395,4.96,6.569,7.434,7.89,4.4085,5.204,6.688,5.129,5.394,6.92,8.041,7.272,4.147,5.0055,6.112,7.0545,4.602,5.225,6.857,7.6485,8.49,9.047,-11.866,-8.726,-7.578
1,9.75,421.8195,4.7375,424.225,5.115,2025.9645,421.304,4.6925,424.2315,5.254,2029.585,423.119,4.759,427.289,5.78,2020.1,424.191,4.944,425.7365,5.357,2025.875,422.615,4.941,425.008,5.524,2008.875,426.6685,5.62,430.15,6.137,2032.589,1.304,3.222,0.246,422.5115,4.7685,1.3265,-0.4395,1.0215,8.096,0.271,0.31,13.996,9.592,0.582,1.1,0.9,0.67,0.7,0.42,2.3395,2.536,2.498,2.936,2.658,2.012,1.854,95.337,70.58,1.758,3.63,3.87,4.08,4.05,4.28,69.9,117.77,131.6,12.88,299.5,333.8,75.61,317.2,333.9,269.505,269.25,252.81,173.405,128.25,93.3,17.87,73.05,83.195,56.73,4.462,5.003,6.5715,7.4175,7.8815,4.367,5.24,6.671,5.2805,5.3655,6.919,8.0025,7.2585,4.213,5.029,6.128,7.045,4.692,5.309,6.8725,7.6465,8.484,9.026,-11.242,-8.333,-6.954
1,10.25,422.805,4.525,423.4555,5.309,2024.793,420.252,4.6115,421.866,5.407,2019.729,423.005,4.714,424.683,5.587,2023.647,423.736,4.88,425.9435,5.4795,2031.014,422.2035,5.0525,427.506,5.9285,2032.927,426.3315,5.502,427.628,6.549,2028.5135,1.4605,3.18,0.2365,422.4015,4.633,1.2885,-0.4665,0.601,17.733,-0.174,0.295,30.2725,12.0025,0.636,1.21,1.025,0.71,0.72,0.42,2.601,2.893,2.748,3.226,3.314,2.848,2.718,95.354,68.01,2.083,4.46,4.85,4.845,4.93,5.64,86.8,161.8,177.4,17.8,302.5,337.6,121.28,319.35,341.15,347.45,343.55,329.05,242.01,174.3,119.21,24.11,118.37,123.07,88.62,4.589,5.123,6.554,7.374,7.875,4.442,5.366,6.6585,5.4005,5.52,6.928,7.993,7.2615,4.527,5.08,6.13,7.037,4.838,5.417,6.87,7.652,8.4655,9.0315,-11.5845,-8.502,-6.9775
1,10.75,422.0385,4.6295,424.1955,5.2995,2031.466,418.597,4.704,422.9405,5.135,2039,422.7305,4.767,426.9015,5.7935,2020.641,422.63,4.845,426.759,5.649,2021.3,420.364,4.893,425.225,5.57,2014.118,424.3465,5.4305,425.6435,5.95,2033.185,1.572,4.093,0.259,421.903,4.6955,1.404,-0.231,1.145,17.284,1.605,0.322,42.4075,12.6495,0.727,1.35,1.09,0.78,0.75,0.48,2.902,3.048,3.238,3.532,3.705,3.6025,3.594,95.362,65.08,2.349,4.86,5.885,6.305,6.75,7.3,103.3,199.08,220.3,21.62,301.5,340.7,165.56,320.45,350.85,457.53,437.25,414.64,326.58,234.48,192.47,31.14,149.18,165.11,80.52,4.73,5.29,6.583,7.3695,7.875,4.616,5.443,6.657,5.6815,5.667,6.94,7.9845,7.2685,4.6475,5.163,6.1335,7.033,5.0185,5.519,6.8785,7.64,8.456,9.049,-11.1535,-8.217,-6.6985
1,11.25,422.085,4.659,423.6925,5.311,2022.062,419.827,4.719,422.593,5.201,2019.611,422.236,4.716,425.8585,5.7195,2022,422.471,4.896,426.532,5.2765,2029.75,420.274,4.8665,426.975,5.366,2036.581,423.153,5.118,426.2935,6.2775,2042.614,1.767,4.859,0.261,421.56,4.757,1.5355,-0.195,1.646,19.884,0.945,0.326,49.047,11.465,0.73,1.47,1.225,0.84,0.83,0.5,3.412,3.7855,3.498,3.984,4.089,3.8465,4.3715,95.355,64.07,2.6405,5.78,6.68,7.11,7.675,8.875,124.4,252.29,272.7,25.29,300.4,346.4,190.56,323.9,359.7,556.155,555.32,534.795,420.18,272.72,234.19,34.58,185.47,197.88,92.285,5.101,5.473,6.627,7.389,7.887,4.761,5.546,6.6675,5.992,5.84,6.964,8.0195,7.2755,4.9,5.279,6.167,7.03,5.2795,5.6105,6.9165,7.6405,8.469,9.051,-10.2595,-7.4525,-6.3295
1,11.75,421.965,4.646,423.229,5.502,2022.143,419.972,4.55,422.2265,5.686,2035.659,422.404,4.691,426.8305,6.105,2029.667,422.373,4.796,426.2265,5.019,2028,420.581,4.725,424.723,4.8025,2019.422,424.1195,5.0335,424.605,6.047,2034.3275,1.9045,5.2185,0.269,421.571,4.751,1.463,-0.395,0.8845,17.479,0.247,0.3595,55.701,11.751,0.672,1.64,1.32,0.93,0.89,0.555,4.384,4.4245,4.4515,4.631,4.778,4.702,4.888,95.313,61.755,2.862,6.58,7.475,7.665,8.545,9.38,127.3,288,309.6,28.265,298.6,348.25,211.37,326.2,361.7,597.865,608.735,601.08,480.055,298.675,264.12,41.17,197.215,193.21,136.78,5.521,5.7265,6.651,7.3765,7.872,5.0325,5.693,6.684,6.253,6.042,6.995,7.991,7.2825,5.1365,5.498,6.206,7.026,5.585,5.8575,6.957,7.625,8.465,9.044,-8.295,-6.435,-5.4985
