DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0.25755392275,2.28195700075,-0.0240325,0,-7.97825,-3.321,75.385,0.2842470785,90.6,0.77075,-1.011,0,1.0829325,-3.0295,4.71775,-3.27325,-5.67075,-4.645,-2.637,-4.498125,-3.6265,416.4
1,0.75,0.259812971,2.978129587,-1.19715325,0,-8.16,-3.294,75.725,0.2911522865,90.6,0.731,-0.95025,0.0963563,0.7396455,-2.914,4.6065,-3.0435,-5.527,-4.5085,-2.5565,-4.32225,-3.547,416.02675
1,1.25,0.27893381725,2.32347003725,-1.01826185,0,-7.59,-3.276,75.92,0.292016162,90.6,0.7815,-1.095,0.097071948,0.8316645,-2.876,4.543,-3.253,-5.5875,-4.6125,-2.644,-4.4515,-3.67675,415.9
1,1.75,0.24654142075,2.31516920175,0.2421025,0,-7.773,-3.376,75.62,0.31740725,90.6,0.8015,-1.0095,0.098422192,0.733865,-2.866,4.683,-3.344,-5.599,-4.687,-2.699,-4.503,-3.74725,415.9165
1,2.25,0.233865979,2.16812419375,2.815465,0,-7.232,-3.335,75.06,0.302522485,90.5,0.7235,-0.89125,0.0881948,0.821609,-2.918,4.6335,-3.4025,-5.6115,-4.721,-2.7255,-4.5725,-3.78375,415.875
1,2.75,0.1777405,3.367600381,2.66825,0,-7.44,-3.413,75.925,0.296511,90.5,0.739,-0.9215,0.095998988,0.726128,-2.92,4.7075,-3.433,-5.6295,-4.7345,-2.754,-4.57925,-3.8045,415.8
1,3.25,0.2403685955,2.7546661405,-0.375822,0,-7.304,-3.38,75.515,0.27939933475,90.6,0.705,-1.10125,0.08826389275,0.824374,-2.909,4.6235,-3.4705,-5.619,-4.7505,-2.7995,-4.55675,-3.81325,415.8
1,3.75,0.21426024625,3.0992242945,3.9377075755,0,-7.443,-3.384,75.54,0.268563,90.5,0.773,-0.93025,0.108229,0.706843,-2.929,4.6585,-3.471,-5.6145,-4.733,-2.8395,-4.5535,-3.8005,415.8
1,4.25,0.1362465,3.164805,4.4654820775,0,-7.578,-3.39,75.73,0.29182525,90.5,0.7225,-0.929,0.095740404,0.837025,-2.92,4.903,-3.478,-5.6155,-4.729,-2.874,-4.55875,-3.76525,415.8
1,4.75,0.23685342075,3.4590075,4.0694,0,-7.67,-3.42,75.895,0.3214950935,90.5,0.6665,-1.059,0.099570925,0.741521,-2.982,4.6505,-3.4885,-5.6185,-4.727,-2.8565,-4.57475,-3.74825,415.57525
1,5.25,0.245915319,3.2816926355,3.738795,0,-7.636,-3.417,75.96,0.3009425,90.5,0.7165,-0.9065,0.0915245,0.820443,-2.931,4.573,-3.4915,-5.6285,-4.7285,-2.8125,-4.59525,-3.72775,415.825
1,5.75,0.2444780735,2.495245,5.73942,0,-7.5955,-3.397,75.785,0.2720854305,90.5,0.709,-1.0555,0.100014,0.7047665,-2.946,4.537,-3.486,-5.6275,-4.729,-2.8155,-4.58875,-3.75,415.9
