DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,1.166106557,-9.06494619175,3.5736354825,0.746344625,414.75935125,2.484888225,-1.8566,-2.0503,87.15,1.424156037,2.7113,2.32165,1.1179,0.5757325,3.0795,1.35745,0.34929,-4.3823,1.8298625,1.583025,1.941675,96.5
1,0.75,0.74126454025,-5.9007782495,2.786041614,0.684276775,414.641,2.36020948875,-1.815175,-2.0518,87.15595052,1.405288523,2.3725,2.3285,1.1217,0.635115,3.1706,1.358075,0.3503125,-4.0343,1.8360875,1.578675,1.936625,96.5
1,1.25,0.79410888,-9.9175258935,1.67777,0.676905785,414.6845,2.374200771,-1.7898,-2.0798,87.026840095,1.417795677,2.4296,2.36825,1.1167,0.6329,3.0934,1.36255,0.3499775,-3.3497775,1.7900375,1.579525,1.94625,96.5
1,1.75,0.938124,-9.8094586895,3.85618,0.63981785225,414.786181225,2.252691004,-1.922775,-2.1805,87.0972857025,1.4017529405,2.3692,2.35695,1.1134,0.72342,3.1707,1.3678,0.34837,-3.7190625,1.814,1.575175,1.94605,96.6
1,2.25,0.7831931335,-9.5174122,2.97763463925,0.622728575,414.81577505,2.19182123275,-2.0004,-2.2582,87.5938002425,1.39516370225,2.2738,2.35915,1.088625,0.6863025,3.0892,1.367625,0.34925,-3.87875,1.8116875,1.57975,1.945175,96.6
1,2.75,0.7099563445,-10.022975,1.403704386,0.679065598,415.045787825,2.2957997705,-2.163825,-2.3465,87.1923868975,1.359931238,2.3925,2.3315,1.120025,0.57387,3.1652,1.363875,0.34834,-3.448325,1.810875,1.580525,1.9407,96.6
1,3.25,0.906809318,-7.881746864,3.12591,0.647320675,414.709225,2.2232870175,-2.270525,-2.5091,88.66150674,1.34833222975,2.4429,2.37435,1.110625,0.7105625,3.0678,1.366775,0.348365,-2.943605,1.83885,1.576,1.936675,96.6
1,3.75,0.7590394965,-9.246588463,2.90370724225,0.7173855,415.043221,2.242224,-2.370725,-2.4949,88.2,1.323030429,2.3379,2.3773,1.112425,0.6397275,3.0786,1.367725,0.347445,-3.0751,1.833475,1.5775,1.937025,96.6
1,4.25,0.76941943775,-4.7222825,1.87148880475,0.6751696,415.13985,2.090926952,-2.2422,-2.5785,88.67437947,1.250579884,2.4325,2.443,1.1228,0.60997,3.1294,1.361525,0.3465425,-3.14685,1.827725,1.5786,1.936525,96.5
1,4.75,0.688038314,-6.097616813,1.22799402125,0.6665295,415.053,2.20715260925,-2.1967,-2.4917,88.57273426,1.248982784,2.3442,2.4429,1.1313,0.46178,2.999,1.362675,0.349035,-3.2748275,1.8275875,1.574275,1.931125,96.5
1,5.25,0.90199534275,-8.097217895,2.69200348525,0.674632,415.066285,2.28114481075,-2.3694,-2.6268,88.5118209,1.253600713,2.3879,2.4436,1.12535,0.43271,2.9924,1.365675,0.346635,-2.51475,1.830375,1.5725,1.928125,96.525
1,5.75,0.78465560875,-7.89877,2.233631396,0.610355,415.0639,2.05233975,-2.414225,-2.5788,89.11739145,1.2295102,2.2392,2.4439,1.126025,0.58426,3.0369,1.364375,0.34749,-2.27051,1.8197375,1.57395,1.9251,96.55
1,6.25,0.783959652,-4.3199075,1.574455,0.608477098,414.95225105,2.164949199,-2.52345,-2.7469,88.694520745,1.2445400885,2.2825,3.1665,1.675925,1.772575,5.6951,1.36715,0.3474575,-2.9293375,1.8181875,1.572125,1.9244,96.575
1,6.75,0.615047684,-6.429352763,1.43938227475,0.56400655,415.32,2.09348987125,-2.476725,-2.732,89.3,1.2555738315,2.2888,3.36865,1.654775,2.14395,5.8563,1.3736,0.3501725,-2.5734375,2.0203125,1.56675,1.921325,96.55
1,7.25,0.772044078,-3.746743219,1.5050861,0.56049375,415.078325,1.99522,-2.57815,-2.8675,89.13009249,1.271957611,2.3733,14.7295,3.470725,5.98015,5.894,8.9108,5.628625,-1.09524,4.5033,1.56175,1.917225,96.6
1,7.75,0.8008679045,-2.86793085,2.494575075,0.530092475,415.11925,2.10015,-2.6027,-2.9594,89.25,1.280631336,2.3425,54.324,10.747,24.23525,9.2544,48.05475,43.03375,2.7828,15.3815,1.557875,1.9135,96.6
1,8.25,0.8353734915,4.1737347015,2.48175687075,0.587164093,415.4071,2.155110668,-2.41045,-2.63615,88.565069105,1.3655643375,2.5579,167.885,22.057,97.24375,21.832,165.585,97.8745,32.350075,31.185,1.5531,1.91145,96.6
