DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,0.25,-41.096,-19.32343042,0.27587965385,0.44871460575,0.187284426275,0.13465545,412.179814475,6.9451334555,6.01934255,88.5686775,1.34861476325,69.5728139125,3.58884093075,83.40978363,5.56625,78.17376338,0.86338025,0.441308724475,1.23838135575,0,2.54825,267.375,317.075,6.934,7.5595,5.6445,7.38,7.65,8.025,8.46,8.90364256275,0.5829335841
1,0.75,-39.0885,-18.420540885,0.49153820635,1.34289233125,0.2477705522,0.13844295,411.855097575,6.80913615,5.548121,88.56008,0.9947714287,71.3748558425,3.0445,86.59568142,5.20975,80.0990970225,0.67821075,0.4513515095,1.190688818,0,2.52075,265.75,316.9,6.528,7.942,5.47125,7.28,7.6125,8.03,8.45385373675,8.90267794425,0.563307368875
1,1.25,-36.82525,-18.8623040575,0.5068107938,0.5075291485,0.2073380987,0.1403812,412.0969047,6.686885393,5.149845,88.56203,0.4,72.2,2.626,87.32339065,4.7595,82.2475817725,0.7257045,0.45851025,1.27032728,0,2.63625,255.675,314.875,6.33925,7.44875,5.29675,7.1625,7.58,8.0425,8.4565710415,8.90460992325,0.5569048297
1,1.75,-37.1675,-18.6931136775,0.3232049756,0.370400740875,0.205061582375,0.1388636,412.022384725,6.6453683265,4.96067825,88.57927,0.504058730125,73.31125092,2.3715,89.24998313,4.64575,83.72120476,0.709836,0.4323847241,1.32540601025,0,2.63675,257.65,315.3,6.422,6.95525,5.11625,7.0125,7.55,8.04,8.4582421755,8.90654190225,0.544617741025
1,2.25,-35.3095,-18.531375505,0.336216022025,0.72984839555,0.22123905455,0.1537641,411.980043025,6.6517987835,4.323178,88.5854925,-0.30251602565,74.575,2.029,89.77809358,4.20725,84.56487887,0.68648025,0.4364955,1.322557833,0,2.59225,258.8,317.2,6.8745,6.536,4.936,6.84625,7.525,8.0425,8.4620056495,8.90788762975,0.53389758955
1,2.75,-33.8525,-18.17443836,0.1723716587,0.43915480975,0.2637708858,0.1563094,412.52321495,6.64053808625,4.07365725,88.58774,-0.18175,76.1875,1.986,91.13240982,3.7805,85.7918571575,0.875058375,0.4588455,1.31275384625,0,2.22175,258.55,315.325,6.6145,6.589,4.83275,6.729,7.4725,8.04,8.46472295425,8.91,0.518345736025
1,3.25,-33.7775,-18.64037831,0.3436543938,0.513794688825,0.253830409175,0.152911225,411.92351505,6.557928924,3.7868193,88.58695,-0.62716586535,76.55,1.595,91.52037577,3.623,87.068272435,0.7511835,0.43783650025,1.311797476,0,2.069,261.425,311.775,6.9225,6.65525,4.6315,6.61325,7.4425,8.055,8.46744025825,8.91,0.5132045116
1,3.75,-34.6975,-18.19488566,0.26406160775,-0.520380799275,0.239958763975,0.1545233,412.02806505,6.6699385445,3.6830215,88.57651,-0.58186420345,77.875,1.58575,92.453562,3.39775,87.6825322275,0.841868625,0.4464048046,1.38521221675,0,2.32575,264.65,312.05,6.258,6.7215,4.44025,6.48275,7.4,8.0325,8.470809352,8.9097258,0.50869676205
1,4.25,-31.5345,-18.415543635,0.3242482231,0.002658083002,0.20397153265,0.15590975,412.136408875,6.531188638,3.5183,88.57104,-0.97125,78.85,1.6495,92.511851055,3.21975,88.2572880775,0.74481375,0.4617072685,1.31533166,0,2.38225,260.25,311.225,5.718,6.9385,4.277,6.37925,7.3325,8.0325,8.48,8.9100078775,0.5049056079
1,4.75,-31.5845,-17.7621430025,0.260887119725,0.1552769932,0.2287526794,0.156456975,412.28843915,6.404518159,3.0825653,88.5690725,-1.315217713,79.7716844225,1.1602765515,93.4036997175,2.76375,89.1777001075,0.812701875,0.46096875,1.38095527,0,2.3735,258.25,308.425,5.1645,6.26125,4.13325,6.2725,7.28,8.03,8.48,8.912593656,0.4877195104
1,5.25,-29.1375,-17.87455488,0.387861446,0.002201686819,0.273665594025,0.15999535,412.126768975,6.4049496685,3.05827575,88.569405,-1.89987580125,79.8002792,0.989375000075,93.832879595,2.7585,89.8546598325,0.7645935,0.4439604429,1.3878634975,0,2.738,265.475,307.675,5.353,6.3925,3.97675,6.142,7.225,7.9925,8.48990415,8.9147730615,0.490757098675
1,5.75,-28.9875,-17.86014209,0.2380844195,0.5732950924,0.1710103867,0.1546828,412.73779695,6.3521066065,2.688155,88.58015,-1.383125,82.575,0.786875,94.875,2.42075,90.50881741,0.78191475,0.44621775,1.3585174375,0,2.6175,274.375,311.775,5.776,5.9625,3.956,6.032,7.1525,8.0125,8.49065046025,8.91695246675,0.48080194155
1,6.25,-28.795,-18.27252427,0.312081854,0.5100520602,0.2221909173,0.154603,412.56046995,6.375497683,2.4767544,88.59659,-1.638478838,83.14996163,0.63567178505,95.1257166125,2.195,90.6870743225,0.696258375,0.45128303365,1.3117557315,0,2.51425,272.45,311.675,6.33375,5.40975,3.77025,5.9145,7.1025,8.0025,8.4964986115,8.91913187225,0.470237891075
1,6.75,-27.765,-17.850987725,0.500008246575,1.04716157875,0.1849061,0.158945875,412.4605176,6.395888117,2.2801195,88.61292,-1.147434126925,84.199863215,0.53,95.7,1.911,90.7935182225,0.605405625,0.430461,1.298945164,0,2.39075,279.575,310.425,5.9175,5.392,3.617,5.799,7.07,7.9825,8.501045843,8.9212389945,0.467342002025
1,7.25,-25.51,-17.98407272,0.125043351075,-0.3764188291,0.187565005625,0.166752,412.69569235,6.39155717,2.3806235,88.63594,-1.1885,83.55,0.494,95.88746861,1.99275,91.235347615,0.78861975,0.4606335,1.3885328665,0,2.72375,288.7,309.85,5.614,5.4135,3.58675,5.69225,7.0125,7.985,8.50309307375,8.923250847,0.525415935175
1,7.75,-3.48,-16.864476595,0.41227542825,0.6946111983,0.0862421618325,0.1659094,412.59718625,6.4001161445,2.4308985,88.6634075,-0.621213492075,84.975031925,0.788302380925,96.13066196,2.14,90.6905785825,0.728218875,0.45102300005,1.330358367,50.99,11.555,290.575,311.675,5.924,5.302,3.64775,5.61625,6.948,7.98,8.49494038275,8.92690533725,0.234145353425
1,8.25,66.59,-12.5922851275,2.06730707075,11.9123701825,0.1713383346,0.190455775,413.29779365,6.40236312,3.45341825,88.6694325,1.522676282,86.055607165,2.42975,94.3705998925,3.2915,88.15278281,0.733471125,0.5501251529,1.0836076025,144.514475,22.7375,288.55,321.75,3.9545,5.375,3.65325,5.53025,6.85725,7.92,8.507187536,8.94925194275,-0.421702512925
1,8.75,142,-4.42784378775,11.03206662,50.34969307,0.2003623502,0.2344467,413.90673585,6.654334288,5.381835,88.6694825,5.81175,79.925,5.084,88.6215921375,5.2905,81.3396282425,0.74414325,0.63731025,1.049322194,243.5322,24.97,280.45,340.65,6.1085,5.699,3.73025,5.34275,6.71175,7.7525,8.521990331,8.95145865875,-0.97375292465
1,9.25,214.875,7.3073645835,21.3814376675,96.172402085,0.1122628378,0.27594785,413.8990117,7.057079436,7.4750515,88.6790975,8.81675937575,63.42806141,7.897392317,79.605391995,7.65,73.397587685,0.710115375,0.78549074975,1.063737883,352.9,28.225,268.1,358.525,9.26,9.24,3.81225,5.21325,6.542,7.56,8.532735296,8.96,-1.388800527
1,9.75,286.4,20.89845561,31.63177243,152.292562125,0.180599949225,0.3329415,413.549106225,7.2360517425,10.01166,88.675175,12.2071746,52.2276240725,10.54261905,69.593648535,10.1175,67.45112645,0.6246825,0.93266525,1.190884901,448.344,32.705,277.975,377.5,11.91,12.11,4.22275,5.20325,6.44775,7.5225,8.5606451995,8.96844816225,-1.2304336725
1,10.25,349.025,39.61514875,38.48051476,199.75975095,0.2927098122,0.354442225,413.3122702,7.374328936,12.0320325,88.675875,14.9975,44.345,13.03125,60.66297722,12.1125,61.16997988,0.7194465,1.0451196315,1.325974025,525.1,39.0025,286.425,396.075,14.41,14.945,4.96375,5.21,6.43175,7.565,8.5796345545,8.99682177475,-0.93769981075
1,10.75,401.1,44.73209198,44.089864435,247.0093643,0.3329352792,0.4274573,411.90553715,7.3899850075,13.7913,88.65311,17.4865187175,39.56859305,14.7563005,52.9571614375,13.9475,55.2538417925,0.80272792145,1.222992,1.629279908,589.8423,43.33,292.375,414.15,16.9075,17.3725,5.729,5.25975,6.43225,7.62,8.61815498125,9.03,-0.69015138235
1,11.25,441.875,55.03613776,48.2151144,268.354354725,0.2879348256,0.4631479,411.4051081,7.2338206925,15.12071,88.6122225,19.59378922,35.67,16.2625,47.42997414,15.31,49.7297220825,0.90059325,1.45219125,1.879909826,639.0019249,48.25,297.675,428.325,18.875,19.495,6.43175,5.5035,6.47425,7.64,8.64,9.047626463,-0.569505561925
1,11.75,476.9,72.1943541625,51.5436006125,293.0948341,0.5158894244,0.52361265,410.6658815,7.06093999375,16.2535475,88.5581925,20.515,31.6225,17.555,42.37877285,16.6425,45.131530555,0.904281,1.5047096745,2.081320949,673.90035,51.6175,302.375,438.075,20.56,20.935,7.4,5.691,6.511,7.705,8.635681591,9.052582058,-0.182863622625
