DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-80.966775,-32.09915,0.027525,-37.005975,0.1025,0.116675,391.2888,4.684,5.8725,87.13225,5.3605,25.9793,1.244,-0.9461,0,241.292625,313.3,-0.0132,0,3.3023,4.9145,5.994875,6.58685,7.40185,9.7923,4.015,5.6433,9.1325,9.8275,8.3725,10.0025
1,0.75,-81.23985,-32.3741,0.16555,-33.6084,0.0994,0.115475,391.19905,4.6703,5.742325,87.13,5.049,25.9142,1.31975,-1.04305,0,239.65,312.45775,-0.0096,-0.010475,3.044175,4.7995,5.961725,6.605,7.393925,9.79505,3.742075,5.5518,9.135,9.8275,8.3825,10.0025
1,1.25,-80.897825,-32.206,0.2103,-34.7422,0.090995,0.116625,391.6841,4.6188,5.58475,87.1197,5.012,26.1175,1.2226,-1.1296,0,239.625,311.94555,-0.006,-0.0089,2.847675,4.7298,5.959,6.6209,7.4059,9.79505,3.5186,5.4099,9.135,9.82,8.3825,10.0025
1,1.75,-81.4569,-31.934,0.20205,-37.506975,0.07137,0.1157,391.103325,4.6245,5.4131,87.1274,4.845,25.7205,1.28675,-1.09215,0,240.140125,313.1368,0,0,2.654975,4.5837,5.861475,6.6252,7.3975,9.79505,3.304775,5.279875,9.1275,9.825,8.3975,10.0075
1,2.25,-80.7185,-30.4964,0.01235,-38.792325,0.11285,0.116375,391.049075,4.5715,5.480025,87.111,4.824,25.24,1.361,-1.2387,0,239.769725,311.685475,-0.0078,0,2.561325,4.445275,5.845475,6.6452,7.399275,9.79505,3.2093,5.1918,9.135,9.825,8.4175,10.0075
1,2.75,-80.303725,-31.23,0.1238,-39.02545,0.0799,0.119425,391.4701,4.5544,5.61425,87.107375,4.991,25.421,1.37705,-1.2339,0,239.950725,311.30195,-0.0108,-0.0027,2.3693,4.2941,5.7674,6.6447,7.3504,9.79505,2.89535,5.02685,9.1375,9.825,8.4375,10.005
1,3.25,-80.2075,-31.0557,0.40015,-38.1402,0.105675,0.121975,391.1494,4.5411,5.299,87.1,4.662,25.6982,1.3179,-1.03955,0,240.393075,311.0499,-0.0096,-0.0027,2.2875,4.1576,5.7699,6.6535,7.3504,9.79505,2.65485,4.92415,9.145,9.825,8.4475,10.0125
1,3.75,-81.14845,-31.225,0.4684,-39.862425,0.1082,0.12005,391.0595,4.53135,5.5149,87.0835,4.763,25.217,1.3712,-0.8974,0,240.82385,310.758075,-0.0102,-0.0107,2.19585,3.98535,5.7699,6.66415,7.3354,9.79505,2.50315,4.8297,9.1525,9.825,8.46,10.0025
1,4.25,-80.591375,-30.9664,0.2399,-40.8664,0.1156,0.122075,390.835675,4.531025,5.40755,87.0754,4.675,25.3954,1.43125,-1.0348,0,240.525,310.43125,-0.0102,-0.0053,2.1185,3.86885,5.7397,6.6421,7.3104,9.79505,2.41155,4.74895,9.15,9.8225,8.4675,10.01
1,4.75,-80.544325,-30.47,0.03665,-40.4237,0.1054,0.1228,391.170675,4.45405,5.4054,87.067675,4.691,25.2089,1.3855,-1.15085,0,239.851575,310.854225,-0.0084,-0.0098,2.05275,3.75795,5.69365,6.62135,7.29785,9.79505,2.3578,4.6496,9.16,9.8225,8.465,10.0125
1,5.25,-80.590575,-29.6556,0.139025,-42.341,0.12805,0.1218,390.9722,4.5187,5.21,87.0535,4.756,25.3,1.418,-1.26525,0,240.255075,310.785175,-0.0108,-0.0098,1.98075,3.68305,5.636,6.6121,7.3094,9.79505,2.354,4.5635,9.1525,9.83,8.465,10.0125
1,5.75,-82.089225,-29.9599,0.3854,-41.343025,0.10535,0.12955,391.147925,4.503,5.35,87.0642,4.727,25.6396,1.403,-1.08695,0,239.48545,310.503325,-0.0102,-0.0089,1.90405,3.5645,5.535,6.5993,7.30235,9.79505,2.30835,4.4416,9.1475,9.83,8.465,10.0125
1,6.25,-83.40755,-30.08,0.2785,-42.86265,0.097575,0.1295,390.626125,4.408425,5.451,87.0713,4.943,24.736,1.4331,-0.9887,0,238.65215,310.91395,-0.009,0,1.87605,3.5096,5.47245,6.5807,7.28665,9.79505,2.17435,4.35745,9.15,9.83,8.4625,10.0125
1,6.75,-83.7811,-29.5659,0.2837,-45.46,0.071675,0.1249,391.241625,4.366875,5.3632,87.0921,4.842,24.7944,1.5213,-1.0587,0,236.774775,310.5,0,0,1.9069,3.4356,5.4054,6.5516,7.27005,9.79505,2.17475,4.30285,9.15,9.8325,8.4525,10.01
1,7.25,-81.6,-29.3475,0.1007,-45.6252,0.078975,0.127,390.878875,4.380875,5.364325,87.100825,4.828,24.2567,1.50425,0,0,237.123725,310.175325,0,0,1.8898,3.3663,5.34925,6.54235,7.25735,9.79505,2.1324,4.23385,9.1525,9.8325,8.45,10.0025
1,7.75,-72.7002,-26.6853,0.66445,-42.0891,0.0781,0.12505,390.99,4.355,5.5282,87.12375,4.892,24.4798,1.38755,12.68825,0,237.34865,312.293875,5.39285,39.6958,1.85415,3.308325,5.2756,6.511375,7.2869,9.79505,2.154725,4.1606,9.1525,9.84,8.44,10
1,8.25,-40.9739,-21.8072,1.9488,-34.06,0.035725,0.13285,390.668775,4.403,5.8915,87.15545,5.386,23.9995,1.25655,52.3714,13.5,237.625,318.52355,17.6914,119,1.836175,3.24605,5.1945,6.44855,7.249025,9.79505,2.2189,4.08625,9.1525,9.84,8.4275,9.9925
1,8.75,33.224325,-15.27,8.01995,-9.4823,-0.176825,0.154,391.32705,4.52035,7.33575,87.1826,7.312,22.140025,0.8216,171.8945,45.66,240.069775,336.02025,55.7325,329.9498,1.8318,3.190925,5.126,6.421075,7.240225,9.79505,2.239825,4.0135,9.1525,9.85,8.4175,9.9925
1,9.25,92.408025,-16.4428,12.888975,14.3636,-0.41185,0.154475,391.608675,4.448775,8.548475,87.21,8.95,19.44,0.6443,271.57335,64.58,242.808025,350.390525,82.3885,531,1.920925,3.114925,5.0575,6.35255,7.211025,9.79505,2.284825,3.901375,9.16,9.8525,8.405,9.985
1,9.75,157.477975,-3.789,17.34805,40.25925,-0.4743,0.13655,391.5909,4.502,9.370825,87.236,9.79,18.9023,0.641075,357.496725,76.25435,245.05,360.55,101.8513,677.6,2.097775,3.064925,4.969875,6.294725,7.187525,9.794225,2.47675,3.790775,9.16,9.8525,8.4025,9.9925
1,10.25,214.2489,9.936,20.90795,63.70475,-0.5338,0.14865,391.32165,4.508625,9.8577,87.2554,10.27,18.037,0.815275,436.986875,91.13915,248.04005,369.9919,122.18735,832.46,2.49085,3.15525,4.886,6.257325,7.15735,9.790575,2.848925,3.744325,9.1625,9.8625,8.395,9.99
1,10.75,262.152075,24.51,24.0501,92.0018,-0.50865,0.163325,390.7976,4.5023,10.6294,87.25545,10.88,17.41,1.036575,511.197675,102.923825,250.1069,377.7715,136.62675,948.4,3.0242,3.225275,4.832275,6.210975,7.1284,9.789,3.38985,3.757725,9.1675,9.8625,8.3825,9.9925
1,11.25,284.733625,37.71,25.6963,106.6452,-0.5417,0.16575,391.0706,4.669325,10.842825,87.2428,11.27,16.94,1.228,539.934675,110.529925,254.4646,385.513375,151.0547,1008.37,3.537775,3.354725,4.7896,6.1647,7.1155,9.789,3.830175,3.868725,9.175,9.8625,8.36,9.995
1,11.75,299.75155,48.11,27.91195,119.7478,-0.4294,0.1678,390.5431,4.6056,11.14055,87.21,11.565,16.538325,1.2265,571.015175,113.86175,255.975,391.05,153.2282,1072.3144,4.12135,3.521925,4.797275,6.12015,7.098825,9.788425,4.49905,3.972875,9.19,9.87,8.3475,9.995
1,12.25,305.866325,50.01,29.20745,125.9627,-0.4321,0.1808,390.6821,4.5068,11.45015,87.17,12.0225,15.8664,1.24255,566.999875,117.7,258.27975,395.450275,153.47985,1067.11,4.8527,3.7411,4.7753,6.09875,7.078775,9.788425,5.33435,4.133125,9.19,9.8625,8.335,9.9975
