DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3
1,0.25,2.85041711318807,-5.41402616503831,0.198029032221372,0.0303883906819034,-0.040306794633628,0.213985044197073,-1.06171337351337,-0.800295626142603,0.10115881359003,-30.3879145041939,-3.03929486474511,0.379179439661964,2.23,1.28,0.44,-4.9458,-5.677,-5.718725,-6.8842,-7.74675,85.7198675,56.04,0.73205,-7.655,-6.75,-7.28,0,-3.57,0.8,-0.0975,213.15,279.025,214.75,277.025,-0.0975,-0.01,-0.33,-0.04,-0.0475,-0.26,0.07,-0.31,-3.7145,-2.3695,-0.52375,0.421,1.29875,4.083,5.047,6.42775,8.394,-3.68425,-2.4335,-0.65525,-0.41375,0.8185,2.78775,3.715,5.2375,8.47175,-4.32875,-2.953,-1.31375,-0.5535,0.19725,3.294,4.61925,6.514,8.961,-3.284,-1.9235,-0.722,0.01475,1.29275,3.09875,4.03975,5.481,7.983,-5.4445,-3.65725,-1.092,-0.27375,0.299,2.899,3.989,5.58525,8.387,-9.603,-8.1305,-25.707,-75.425,2.81786932996192,3.56524818255981,3.55227946090214,3.49647507492608,3.43832468248062,416.597704137728,421.734848213551,418.07315081753,421.817663321672,418.31313309103,422.036652636154,418.897233074703,422.464428427817,418.225427307961
1,0.75,2.50908836360085,-5.7499346163662,0.221458370307005,0.0157157952590166,-0.0295971416906391,0.213985044197073,-1.00029918568905,-1.3134562999863,0.107312808263739,-27.0337402495887,-3.13773545289785,0.418278999074016,2.05,1.29,0.47,-5.4136,-6.129,-5.95495,-7.0967,-8.229475,85.7082525,57.73,0.646775,-7.4675,-6.85,-7.29,0,-3.515,0.825,-0.1025,212.95,278.025,216.1,276.275,-0.1,-0.01,-0.3375,-0.04,-0.03,-0.26,0.07,-0.3,-3.7825,-2.54025,-0.56075,0.393,1.30075,4.07675,5.04725,6.443,8.39225,-3.96825,-2.64775,-0.69075,-0.42675,0.82025,2.78675,3.7155,5.23125,8.47075,-4.46775,-3.13725,-1.35725,-0.5595,0.204,3.2945,4.62,6.51375,8.96,-3.3495,-2.01,-0.71425,0.0125,1.29125,3.09825,4.04,5.48,7.982,-5.585,-3.738,-1.1635,-0.28675,0.301,2.90075,3.9885,5.584,8.386,-10.476,-9.1365,-26.125,-73.6125,2.71463844478983,3.57419635305724,3.60582210344952,3.50481355591475,3.51066173242082,416.838976221697,421.80014679602,418.391764568677,421.914219047269,418.571579578,422.149115876862,419.511610865499,422.195444956764,418.688403754402
1,1.25,2.62620492415568,-5.85344373216397,0.220047638845593,0.00508198788588475,-0.0411776134897419,0.213985044197073,-1.13288074585727,-0.880310127329311,0.0923761093979951,-30.43227520975,-2.71703803918153,0.410244094569159,2.13,1.31,0.42,-5.0045,-6.016,-5.81915,-7.08335,-7.87,85.69238,57.61,0.73255,-7.58,-6.72,-7.0775,0,-3.25,0.8,-0.01,215.1,278.925,217.375,276.375,-0.08,-0.01,-0.33,-0.04,-0.02,-0.26,0.07,-0.3,-4.01475,-2.6395,-0.604,0.37775,1.3035,4.074,5.04525,6.441,8.39125,-4.1845,-2.75625,-0.757,-0.45525,0.82125,2.7855,3.7195,5.231,8.46975,-4.578,-3.21425,-1.411,-0.55,0.21075,3.29525,4.62025,6.51275,8.959,-3.61475,-2.04025,-0.74725,0.00925,1.29,3.0985,4.0405,5.4785,7.98,-5.716,-3.868,-1.24075,-0.31375,0.305,2.9005,3.9885,5.58375,8.38425,-10.1,-9.21125,-24.3035,-74.0075,2.83450892659623,3.56595281904958,3.55825019028273,3.49888198134527,3.60671053537354,417.756304463177,421.703629509314,418.256648528158,421.900999826902,417.989846688294,422.381180919472,418.315462173959,421.921589662529,418.68276275468
1,1.75,2.89343227953192,-5.95607846491592,0.212219914144949,0.0404918120842859,-0.140322399122569,0.213985044197073,-1.55961579888787,-0.70348236546784,0.106566706655262,-28.7052515786165,-2.70256062069745,0.407023372905633,2.27,1.42,0.48,-5.51955,-6.503,-5.71455,-6.923575,-7.4241,85.69022,57.25,0.7349,-7.255,-6.865,-6.795,0.025,-3.3475,0.8,-0.0575,214.625,278.9,215.55,278.2,-0.08,-0.01,-0.34,-0.04,-0.03,-0.26,0.07,-0.3,-4.20175,-2.77825,-0.6355,0.365,1.30575,4.078,5.04575,6.442,8.3895,-4.37625,-2.82775,-0.7935,-0.47025,0.82225,2.78275,3.7195,5.23,8.46775,-4.7205,-3.4015,-1.487,-0.55925,0.218,3.292,4.62025,6.51225,8.957,-3.743,-2.18775,-0.7695,-0.01725,1.2895,3.09875,4.041,5.477,7.97925,-5.76375,-3.88375,-1.2935,-0.334,0.308,2.89975,3.988,5.58275,8.38325,-10.1065,-8.938,-25.999,-73.4475,2.75871250733647,3.4737039151645,3.48063700654302,3.45943032562067,3.51563796559537,417.214016161065,421.806320951432,418.004065576384,421.754391945198,417.714311806052,421.661680424131,418.208543917759,422.078909516036,418.22618227922
1,2.25,2.9298680572991,-5.7466530655995,0.211964109079037,-0.0810043505228859,-0.0897986176732849,0.127052033632949,-1.78228983920031,-0.826399364003063,0.113830273240008,-32.2337441942267,-3.46346823788833,0.424454890220334,2.3,1.45,0.5,-5.42575,-6.541,-6.066,-7.09985,-7.891,85.7112,58.1675,0.6786,-7.6,-7.07,-7.2525,0,-3.3975,0.8,-0.0575,212.55,277.225,215.3,276.25,-0.07,-0.01,-0.33,-0.04,-0.02,-0.26,0.07,-0.3,-4.29725,-2.80925,-0.68075,0.349,1.30775,4.076,5.04625,6.4245,8.38825,-4.35425,-2.96225,-0.84025,-0.4705,0.82275,2.7795,3.719,5.22975,8.467,-4.88475,-3.54275,-1.557,-0.581,0.22525,3.2925,4.62025,6.51125,8.956,-3.7025,-2.27125,-0.80625,-0.03125,1.28825,3.09825,4.04075,5.47525,7.97825,-5.71825,-4.00025,-1.336,-0.35225,0.312,2.9,3.98825,5.58175,8.38225,-11.66025,-9.823,-27.524,-74.2425,2.78813558027258,3.49008862520947,3.53334171394154,3.47312651559256,3.50325022282424,417.387409135117,421.426197833142,417.976419198869,421.424205268324,417.767701947156,421.322943331649,418.031755581532,421.83820857841,418.555255627775
1,2.75,2.68494662602989,-5.90227260731132,0.217919320326129,0.00345426832113,0.00957473618220693,0.174230511104514,-1.10389565784771,-1.30579306910468,0.10966076483837,-31.1400426413967,-2.68320257151581,0.41856897339988,2.16,1.54,0.52,-5.7048,-6.068,-6.1774,-6.71965,-7.6577,85.68873,57.8675,0.68255,-7.475,-6.2675,-6.7075,0,-3.4175,0.8,-0.08,213.475,279.3,216.1,277.275,-0.08,-0.01,-0.35,-0.04,-0.02,-0.2675,0.07,-0.3,-4.41825,-2.9025,-0.731,0.338,1.30875,4.074,5.046,6.42325,8.3865,-4.47825,-3.15,-0.85625,-0.46975,0.8245,2.77675,3.714,5.22875,8.465,-4.89175,-3.63825,-1.57075,-0.58175,0.23175,3.291,4.6205,6.511,8.955,-3.74725,-2.42325,-0.85475,-0.03875,1.28775,3.0975,4.04125,5.47425,7.97625,-6.0005,-4.00525,-1.38625,-0.38025,0.315,2.89975,3.9875,5.58075,8.3805,-11.003,-10.368,-28.0205,-76.025,2.73162744596152,3.31805072065359,3.36012611863444,3.32459394137199,3.36572320144446,418.602600596469,421.309175543243,418.04307833874,421.86276335229,417.590854583519,421.549947567303,418.68801756155,421.492495411763,418.722955422223
1,3.25,2.68061438504771,-5.9756119606858,0.205794750723835,0.0422927397603961,-0.0168799801905404,0.196883880211666,-1.79888394271157,-1.12173474321958,0.106692813177446,-29.9240349535461,-3.0679775737206,0.412763960911364,2.13,1.52,0.5,-5.839475,-6.489,-6.3075,-7.1061,-7.503425,85.6574225,57.425,0.704525,-7.2675,-6.6275,-6.6025,0,-3.3575,0.8,-0.01,211.95,280.4,216.475,279.8,-0.0875,-0.01,-0.3375,-0.04,-0.03,-0.26,0.07,-0.31,-4.24875,-3.0095,-0.78975,0.306,1.31075,4.073,5.0445,6.422,8.38525,-4.4155,-3.2125,-0.89325,-0.47025,0.826,2.77425,3.71475,5.2275,8.46325,-4.92275,-3.6465,-1.59125,-0.58925,0.23975,3.29,4.61975,6.51075,8.954,-3.91,-2.5865,-0.901,-0.028,1.2875,3.09675,4.041,5.4725,7.9755,-5.88625,-4.141,-1.439,-0.37575,0.319,2.9,3.98775,5.5805,8.3795,-10.9825,-10.792,-28.64125,-76.4425,2.74957581072658,3.30476704560874,3.31286153314911,3.26791356919717,3.33213062998396,418.640462994574,421.060999205946,417.844362263251,421.431925621533,417.946453189157,422.377693651442,417.833340599993,421.872123099617,417.681901972542
1,3.75,2.81506060582134,-6.26660835971649,0.212658423380281,0.0287686864205549,-0.0501787418571802,0.219537249318817,-1.51292278547075,-0.417584098253395,0.113699151414567,-32.4778165086298,-2.96120187168422,0.410828321811773,2.33,1.5625,0.53,-6.2178,-6.5035,-6.45,-7.0745,-7.478775,85.6178375,58.0225,0.659325,-7.4225,-6.5425,-6.7775,0,-3.3375,0.7,-0.06,211.775,278.8,216.325,279.65,-0.0975,-0.01,-0.33,-0.04,-0.02,-0.26,0.07,-0.3,-4.15,-3.06225,-0.819,0.287,1.31275,4.071,5.04475,6.42175,8.38425,-4.49825,-3.26575,-0.9215,-0.4715,0.8275,2.77175,3.71475,5.22675,8.46225,-4.9965,-3.72675,-1.65975,-0.6035,0.247,3.289,4.62,6.51025,8.953,-4.021,-2.70125,-0.9575,-0.01825,1.288,3.096,4.0415,5.471,7.9745,-5.65975,-4.1035,-1.486,-0.38075,0.322,2.9005,3.98775,5.5795,8.37825,-11.82125,-11.45275,-30.2695,-74.8675,2.5570186595476,3.33847506725721,3.31651529640726,3.33341798214219,3.38298517963657,418.796910890428,421.853183278594,418.369817603129,422.094306151131,418.024009469254,422.87515978825,418.941638386902,422.518406467881,418.589568211567
1,4.25,2.66199641090903,-6.45907396403442,0.202837338547628,0.0533210546412022,-0.124151230394489,0.194307046257062,-0.567660966582618,-0.309889799596682,0.111810226501534,-33.1607387508388,-2.07765793386381,0.418119239985008,2.23,1.5625,0.52,-6.42885,-6.8765,-6.7445,-7.2421,-7.5992,85.6277275,59.05,0.6386,-7.51,-6.745,-6.935,0,-3.2875,0.7,0.0425,211.35,279.2,215.925,278.7,-0.09,-0.01,-0.33,-0.04,-0.02,-0.27,0.0725,-0.31,-4.2345,-3.117,-0.836,0.27275,1.31,4.072,5.04475,6.42075,8.3825,-4.591,-3.18375,-0.9305,-0.48425,0.829,2.769,3.71475,5.231,8.4605,-5.014,-3.79325,-1.7295,-0.6105,0.2535,3.292,4.623,6.51,8.95125,-4.113,-2.7765,-1.014,-0.023,1.2875,3.09525,4.042,5.46975,7.97275,-5.6285,-4.1845,-1.527,-0.3935,0.326,2.895,3.98725,5.5785,8.37725,-12.845,-12.317,-28.60575,-76.56,2.61701468303129,3.4290186582055,3.35965873045571,3.44109031250919,3.49193241794775,418.377462413222,422.696646913293,417.706375689441,422.740415634571,418.000679616083,422.084121715783,417.989560965338,422.637076397469,418.00789742467
1,4.75,2.66842560947095,-6.41127544484918,0.209256916896424,-0.0761293125378613,0.00434233247994433,0.169076843195307,-1.07995507697716,-0.43977804678627,0.108373021246445,-33.1533981134637,-1.92850862995996,0.421807702858401,2.34,1.5,0.58,-6.4554,-7.048,-6.878625,-7.4355,-7.34305,85.645945,59.6,0.6585,-7.5675,-6.4875,-6.88,0,-3.295,0.7,0.02,211.525,279.075,215.675,278.7,-0.1,-0.01,-0.3375,-0.04,-0.02,-0.27,0.07,-0.3,-4.2105,-3.18275,-0.8605,0.2625,1.31,4.073,5.04475,6.4195,8.38125,-4.58475,-3.218,-0.96775,-0.5045,0.8305,2.7665,3.7155,5.23775,8.45925,-5.0615,-3.82375,-1.75775,-0.62575,0.26075,3.2915,4.623,6.509,8.95,-4.06925,-2.8525,-1.05275,-0.04025,1.28725,3.0945,4.0415,5.46875,7.97175,-5.69575,-4.21075,-1.6035,-0.41575,0.329,2.895,3.98725,5.5775,8.3755,-13.2505,-11.59,-27.9005,-77.47,2.63367198580174,3.43673407105808,3.43754439721707,3.42122850892983,3.43076997670761,419.341308403356,421.522280317047,418.772953903031,421.44349075023,418.156439978247,422.553008798195,419.285295406009,421.293918146263,418.53187192375
