DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,G,SG,USTAR,H,LE,FC,SC,NEE,H2O,CO2,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,11.4,98.5925,6.73289999999999,86.2,0.1171,0.341599999999997,-6,0,4,338.275,357.01375,8.73575,8.5055,10.051,10.62375,11.37275,12.34025,12.51,14.011,-3.48502500000002,1.491,0.571733919186375,8.88,20.8274875,1.58532499999999,0.3436135,1.678886475,13.0559,434.406,1.48660687473,1.2152989326675,0.7270979547337
1,0.75,11,98.8275,6.83332499999999,86.2,0.14355,0.19725,-5,0,4,339,355.7095,8.7765,8.4763925,9.9755,10.48375,11.1675,12.16475,12.52,14.011,-4.79732500000002,0.880349999999989,0.555725,10.417,16.0173,0.866199999999999,0.33699725,0.939026999999998,13.037475,436.51575,1.5432470086375,1.12375406290575,0.725028891632851
1,1.25,10.855,98.9275,6.74257499999999,86.19,0.1301,0.1719,-4,0,4,339.14025,355.42075,8.6465,8.5473425,9.83025,10.14375,10.91925,12.0565,12.53275,14.00125,-5.005075,2.825075,0.527,7.69299999999998,17.0186,0.7802448,0.259935,0.8435390288,13.0663,435.6295,1.41766530686675,1.0295630141,0.711860547526099
1,1.75,10.6375,98.71,6.36535,86.2,0.125375,0.16465,-4,0,4,338.275,355.9275,8.341,8.31375,9.7055,10.06825,10.7155,11.90325,12.5355,14.001,-4.70957500000001,1.61587499999999,0.497,6,17.44775,0.84772925,0.28830825,0.82816926375,13.255,434.565,1.370073733916,1.027079300057,0.675186640863
1,2.25,10.5165,99.3825,6.23569999999999,86.2,0.1211,0.202400000000001,-4,0,3.434525,338.55,355.165,8.372,8.3045925,9.7255,9.981,10.61,11.717,12.5355,14.001,-5,2.1832175,0.509925641638,8.88,18.6553,1.440708225,0.42968975,1.57157025,12.71,434.36,1.35646599663,1.01488915651,0.658558425654
1,2.75,10.4,98.965,6.660125,86.2,0.1432,0.161,-4,0.0264249999999994,4,338.3975,354,8.341,8.322,9.67275,9.8975,10.4875,11.5215,12.5355,14.001,-5.122525,2.083375,0.5196711213598,11.211,21.07869,0.689475,0.388871000000001,0.764070599999999,12.530425,434.332,1.35086505467925,1.0056562460855,0.6576602251493
1,3.25,10.4,99.7,5.99,86.2,0.1211,0.173099999999999,-5,0.226025,4,339.29775,354.84775,8.36375,8.1595925,9.5475,9.80825,10.3055,11.37225,12.52825,14.0005,-4.94775,2.54036499999999,0.5002991979349,7.73389999999999,19.354875,0.847324999999999,0.33209,0.901781284999999,12.473575,434.98625,1.32265664686275,1.06700227764225,0.6702405822336
1,3.75,10.1,99.155,6.0385,86.2,0.1113,0.240074999999996,-4,0,4,340.0605,353,8.066,8.1,9.27925,9.68925,10.13825,11.2855,12.511,13.9905,-4.7934,2.68477999999999,0.487751486076599,11.211,18.754,1.5126969,0.455416500000001,1.5414135,12.80925,434.7525,1.315667196285,1.020195383585,0.660342165012299
1,4.25,10.5275,99.6275,5.823,86.19775,0.116,0.1704,-4.72500000000002,0,4,341.25025,353.275,7.6895,8.18524999999999,9.172,9.64825,10.0565,11.1485,12.49375,13.99075,-5.080475,2.4147,0.466275,11.1,22.864575,1.113399375,0.5740945,1.09987554125,12.6344,435.281,1.28734973284,1.0670955982485,0.634789897082075
1,4.75,10.1,99.5275,5.78874999999999,86.15425,0.139925,0.216925000000001,-4,0,4,339.0365,353,7.731,8.0995,9.05225,9.49825,10.0075,11.074,12.4665,13.9905,-5.58797500000001,3.059375,0.48880165586325,5.55,23.6878,1.375125,0.52925675,1.54820375,12.960375,433.72625,1.3596679912105,1.07238052948,0.6541404827143
1,5.25,10.1,98.96225,6.20565,86.18325,0.146375,0.211599999999999,-3,0,4,338.80425,352,7.5975,7.8868575,9.01675,9.26324999999999,9.95475,11.0155,12.4465,14.00025,-5.018125,2.773475,0.525545462772199,10.19475,25.9150175,1.182,0.313228499999999,1.275403471,13.285275,434.622,1.4381360596245,1.0848601732445,0.685510673102275
1,5.75,9.97424999999999,99.8275,6.041,86.2,0.12,0.25935,-4,0,4,338,352.07975,7.58475,7.93925,8.95275,9.165,9.903,10.9465,12.44275,13.9905,-5.41907500000001,3.123925,0.5134,8.994,26.39375,1.7223723,0.4288035,1.448966608,12.584625,433.489,1.309423032539,1.1759463944605,0.6502270595934
1,6.25,9.88249999999999,99.7,6.219975,86.2,0.1142,0.183725,-4,0,4,338.8405,352.077,7.8065,7.5833,8.87925,9.1375,9.8475,10.731,12.40275,13.9905,-5.35725000000001,2.798525,0.53425,8.88,27.0543999999999,1.7857,0.5294995,1.948377225,12.45325,433.3525,1.43527000944,1.0961283477585,0.668262465417125
1,6.75,9.9,99.3275,6.09825,86.2,12,2,-3,3.27499999999998,4,339.09625,352.14575,7.79249999999999,7.519985,8.723,9.0665,9.6755,10.59825,12.3455,13.99025,-5.94060000000001,4.016025,0.501,9.99,18.79225,1.21399999999999,0.3577134285,1.178619552,12.623375,434.3155,1.33041346957,1.03946994363075,0.674536878162
1,7.25,10.09125,99.8,6.00375,86.2755,121.125,24,1,59.3749999999999,30,339.7585,350.77475,7.64225,7.75,8.71125,9.04375,9.55375,10.52275,12.29825,13.9905,-5.37555000000001,4.81318249999999,0.4657245114946,8.88,24.094225,1.08709255,0.63916,1.20633225,12.355225,434.9475,1.246549723748,1.007843845459,0.63497635802255
1,7.75,10.2275,99.9275,5.550325,86.27875,324.157,59,51.7543249999999,152.55,60,342.00825,352.83325,8.1365,8.2683425,8.661,9.02825,9.501,10.431,12.24825,13.99025,-4.9439,23.24675,0.461907523456225,21.06275,33.574725,1.52625,0.921005008249999,2.0715589935,12.39865,435.79175,1.289037118952,0.979923144189675,0.650673216740873
1,8.25,11.0855,99.911275,5.899975,86.3,535.275,104,129.1,256.55,90.855,341.3,358.42,9.43,9.6175,8.7685,9.02925,9.43225,10.29825,12.22275,13.9905,-0.149350000000005,63.153475,0.5326826537439,53.22335,50.125,2.0298448,1.0440771,2.75609004,12.794,434.31875,1.4385754846125,1.0384984847725,0.70344644059705
1,8.75,12.8,99.8,6.41287499999999,86.3,735.957,155.275,189.825,359.1,116,345.783,372,11.5265,12.6475,8.9955,9.13575,9.44475,10.23275,12.16825,13.99075,36.8426499999999,114.493825,0.573712899817,92.4075000000001,88.044125,1.690443975,0.850444815,1.811161625,13.5005,433.71375,1.6105452117125,1.178536751027,0.7711461797822
1,9.25,14.755,98.1825,7.2171,86.3,911.88,182.3,241,447,129.6,350,392,13.642,16.325675,10.08575,9.311,9.46675,10.23,12.11825,13.99125,91.555225,95.9186249999999,0.6322,127.672,110.734,2.268282225,0.558576,2.25831428625,13.779775,432.92,1.698159913092,1.417673427692,0.8454932617816
1,9.75,16.3275,96.9275,7.71185,86.3,1085.28,207.325,296.475,529.1,146,351.97,405,15.131,19.164,11.88275,9.931,9.712,10.222,12.06825,13.9915,108.224325,112.620775,0.69125,176.25,120.6533925,3.079880925,0.4322236215,3.1937160217875,13.97905,432.288,1.81858988694925,1.471034825512,0.86970958948505
1,10.25,17.4,94.81,8.211,86.3,1215.483,228.65,345,595.825,160,352.375,423.825,16.40475,22.73825,14.12,10.802,9.9775,10.2375,12.0255,13.99125,148.6712,99.90785,0.72025,219.49375,134.775,3.8769192,0.484989,3.8112204867,13.59575,432.042,1.88009581693875,1.50991928143375,0.90067750851875
1,10.75,18.2,93.067475,8.1555,86.3,1346.4,243,394.30975,660,171.3,350.275,439,17.331,24.991,16.439,11.86825,10.34,10.29275,11.9855,13.9915,164.71485,92.231125,0.751204520573601,260.192,141.260265,4.51177814999998,0.37005610125,4.52078929178249,13.5335,433.74525,1.95135781858,1.68558545586375,0.9475116374084
1,11.25,19.1275,90.91,8.54275,86.289325,1451.4243,252,443.275,711.4825,182,347,455,18.44275,27.66825,18.17375,12.94575,10.7755,10.332,11.95,14.00075,184.425775,85.3671,0.766314956713249,281.1475,152.718795,5.0774388,0.3974332285,5.2466704554,13.294825,433.499,1.9590748374115,1.729869460543,0.94281478647575
1,11.75,19.5275,91.016625,8.92375,86.225425,1534.08,261,469.73175,752,190,345.51375,464.275,19.53925,29.20675,19.674,14.0105,11.28825,10.42025,11.9155,14.0005,188.483825,67.21225,0.77416674787575,303.475,156.203585,5.339707725,0.31181275,5.33616143336925,13.180775,433.094,1.9504448861005,1.810412972548,0.95388664317175
1,12.25,20.455,88.155,9.112,86.196625,1577.481,263.475,491.55025,773.275,194,339.89075,472.825,20.51275,30.517,20.076,15.03925,12.0055,10.5955,11.87825,14.0005,170.475925,53.5398,0.799149999999998,323.37375,159.0185,5.7649515,0.2837745,5.64007097775,13.3047,433.22,2.06155281281,1.81996543620375,0.990461384002725
1,12.75,20.9,86.8331,8.78025,86.13,1601.4,263.7,496.62975,785,193.275,342.20325,478.275,21.0255,31.445,20.292,15.767,12.64275,10.83825,11.851,14,159.890675,40.213025,0.7816373716651,327,162.4183125,5.785861125,0.278016,5.689831947525,12.6598,432.6555,1.9710082857975,1.8773551530295,0.984516180633024
1,13.25,21.0275,87.7825,8.70675,86.1,1560.243,254.94,478.11825,764.825,189.275,346.275,477,21.331,31.22025,20.752,16.421,13.31825,11.12,11.83825,14.00025,154.965475,40.419825,0.7747919769852,313.296,141.736,5.268157125,0.312078749999999,5.2380868254,12.221,433.21,1.95621980214925,1.947804701966,0.9593604189266
1,13.75,21.3,87.443675,8.64899999999999,86.09865,1506.081,248.85,451.00025,738.275,184,346.275,473.275,21.732,30.6185,20.74675,17.14375,13.911,11.43275,11.83825,13.98075,148.869875,37.195275,0.7821669346118,292.468,130.9765,5.23595325,0.309765,5.30005251435,13.0562,431.245,1.97799405664,1.86507184250925,0.9491047010894
1,14.25,21.555,87.255,8.59825,86.0591,1394.442,235.8,412.733,683.55,174,341.275,466.275,21.87475,29.54275,20.6965,17.63425,14.4355,11.74,11.83825,13.98075,111.2161,28.121,0.7830473050772,272.898,114.675885,5.02716225,0.3712515,4.79209307115,12.4955,433.0955,2.01170968682075,1.8444650979085,0.9617788055806
1,14.75,21.3275,85.355,8.81225,86.05415,1269.441,215.615,354.01425,622.275,159.275,343.00275,458.275,22.14275,28.3165,20.48575,18.14025,14.9065,12.04,11.85825,13.96125,92.75455,21.26,0.770453014673625,235.43525,101.344,3.875911875,0.3406606515,3.984963444825,12.788825,433.105,1.9971422499805,1.80778839767475,0.964350446051875
1,15.25,21.4,85.3575,8.3165,86.029325,1100.0088,195,291.15175,539.22,144,345.275,444.55,22.18575,26.222,20.0725,18.00275,15.4,12.253,11.87825,13.9615,69.175925,13.60445,0.7476967400054,185.8635,94.6101899999999,3.0553083,0.346022,3.0727029102,12.55025,433.213,1.96426672754425,1.801897916548,0.9251196982041
1,15.75,21.1,85.769625,8.332,86.05415,904.11831,168.3,210.8545,443.19525,126,342.8985,431,21.48125,23.528825,19.61375,18.02925,15.70275,12.50475,11.9155,13.9615,53.275,7.537545,0.69338565964815,138.85625,73.6019,2.247158925,0.394544,2.18778318462,12.2391,433.2675,1.8396326250555,1.667234938865,0.868402542420075
1,16.25,20.5,87.355,8.0565,86.075275,688.2603,134.5505,132.90525,337.3825,106,339.528,417,20.74075,21.145925,18.875,17.81825,15.84125,12.7865,11.95275,13.95175,41.957225,3.584,0.7047485762672,85.23185,61.7348499999999,1.581195,0.27112425,1.4731623,12.794025,433.27,1.7428291091815,1.5650274960865,0.859069263797
