DOY2,HR2,USTAR_1_1_1,USTAR_1_2_1,WS_1_3_1,WS_1_9_1,FC_1_1_1,FC_1_2_1,H_1_1_1,H_1_2_1,LE_1_1_1,LE_1_2_1,SH_1_1_1,SH_1_2_1,SLE_1_1_1,SLE_1_2_1,SC_1_1_1,SC_1_2_1,CO2_1_1_1,H2O_1_1_1,CO2_1_2_1,H2O_1_2_1,TA_1_9_1,TA_1_7_1,TA_1_6_1,TA_1_3_1,TA_1_2_1,TA_1_1_1,TA_1_5_1,TA_1_4_1,TA_1_8_1,RH_1_9_1,RH_1_7_1,RH_1_6_1,RH_1_3_1,RH_1_2_1,RH_1_1_1,RH_1_5_1,RH_1_4_1,RH_1_8_1,WS_1_10_1,WS_1_8_1,WS_1_7_1,WS_1_6_1,WS_1_5_1,WS_1_4_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_BC_IN,LW_OUT,LW_BC_OUT,PPFD_IN,PPFD_BC_IN,PPFD_OUT,PA,G_1_1_1,G_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,0.00084565,0.00158475,0.175103,0.0507,-1.7231335,-0.39358255,-52.1730842,-52.03566725,-2.65979925,-1.04124365,-14.82280385,-2.03965515,-1.51678855,-0.30476805,-0.708487625,-0.091345,333.63657445,0.1337194,319.55327885,-0.29312455,-43.13783335,-43.236000064,-42.5553336,-41.3513334,-40.96291665,-40.6079998,-42.153333,-41.052333,-42.59666675,46.96416667175,44.548583075,43.0113333315,40.14599999925,41.94816685,40.950000075,41.981250325,41.41825,45.24425024075,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.086640325,-3.9006468642,129.42928495,133.4117192,159.067089215,154.96558052,0,0,0,96.2,-42.29125,-34.66708333625,-5.10675,-3.429125,-2.33075,-1.480875,-1.123625,-0.470125
1,0.75,0.0008868,0.001575,0.2160574,0.043775,-0.5414852,-0.3198325,-51.75764,-59.9499695,-1.948674,-1.552217,-9.2196811,-1.71123355,-2.2063344,-0.5390565,-0.5321836,-0.11350575,333.09537025,0.12665025,319.87446025,-0.26333675,-43.3596666665,-43.509333336,-42.714000064,-41.2840002,-41.138333,-41.095999734,-42.31,-41.1993331,-42.756583575,46.615667,45.267583,43.38958315,39.531666925,41.7406667,41.14558315,42.0985,41.194916425,45.725,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.0189696,-3.9309108,130.1897078,132.897208,158.59230965,153.96963398,0,0,0,96.2,-42.434333,-34.723333333,-5.11,-3.476,-2.32775,-1.480875,-1.125375,-0.47
1,1.25,0.00075025,0.00162175,0.09477,0.0428675,-0.6609145,-0.549119875,-51.99490575,-47.77875145,-2.90649,-1.280345875,-13.4048,-2.2879712,-1.014179,-0.510003125,-0.5712505,-0.1240855,333.3942028,0.1311627,319.350539375,-0.326168125,-43.7315000135,-43.585333066,-43.0033334,-41.383333336,-41.20475,-40.7800002,-42.42666667,-40.9730001,-42.9776669,47.149917,45.22608307425,42.32874999925,40.904750075,43.0193333,40.97366685,42.97716667175,41.72625,46.8617500015,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.458872575,-3.9921712,129.6620845,132.919927,158.2783917,154.0327868,0,0,0,96.253333336,-42.3716667,-34.774666664,-5.111,-3.4952,-2.3912,-1.4833,-1.1243,-0.4695
1,1.75,0.00111975,0.0048075,0.178242225,0.05021,-0.397746675,-0.4804822,-54.767928875,-56.33991175,-1.905220625,-1.4839522,-4.972177225,-1.238215,-1.5051505,-0.4800214,-0.680981475,-0.09854,333.50921385,0.1254423,320.3195694,-0.291436,-43.9096666665,-43.723333066,-43.208666666,-41.471333,-41.30825,-40.9953336,-42.579000325,-41.0546668,-43.1710001,47.911000325,45.910750075,41.53075,40.231916925,43.579833,40.862750075,43.321667,43.58991666575,46.23375008925,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.521994375,-4.0525684,130.9957899,132.9197336,157.97275395,153.78258958,0,0,0,96.2,-42.5036667,-34.802333336,-5.1133,-3.5014,-2.3928,-1.4843,-1.1252,-0.4704
1,2.25,0.001116,0.0016675,0.1227384,0.0422,-0.83515825,-0.3105262,-54.3196664,-51.105498625,-3.542314,-1.3677034,-6.3117364,-1.703186625,-1.71511475,-0.4527527,-0.45458515,-0.0534,332.819031425,0.1357707,320.5202827,-0.3412499,-43.92566635,-43.632666666,-43.2133334,-41.849333,-41.650749825,-41.2546664,-42.76924999675,-41.5693331,-43.108666569,49.31966635,47.23758315,43.33666667,42.51808307575,43.5780000015,41.40841674425,43.780083,44.18375008925,47.05174991075,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.3967646,-4.3841954,130.96315775,133.411987,158.117511505,153.7001202,0,0,0,96.2733334,-42.6356667,-34.854333336,-5.1159,-3.5109,-2.3976,-1.4842,-1.1279,-0.4733
1,2.75,0.001122,0.001516,0.18809545,0.0434,-0.8562092,-0.456272625,-56.9677,-58.5584476,-2.2100921,-0.9106025,-17.8826381,-3.2690564,-2.49024825,-0.260738,-0.787423325,-0.0494875,332.5514857,0.13810465,320.19655075,-0.299292,-44.094333025,-43.701499725,-43.42674999725,-41.64300000275,-41.1816665,-41.09325,-42.70816665,-41.62966644275,-43.2049999,47.8004997,46.527999734,43.646,41.248000064,43.601250175,41.519333334,44.4375,42.7610001,48.726666669,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.5039163896,-4.01340195,130.924278225,133.0843305,157.142023265,153.74973455,0,0,0,96.237500275,-42.7510003,-34.90666667,-5.1165,-3.5208,-2.4056,-1.4831,-1.1284,-0.4733
1,3.25,0.00108675,0.001495,0.155691225,0.0454025,-0.53642835,-0.56019535,-55.38646575,-65.008009,-3.24466795,-0.9429178,-13.107894975,-2.496037,-2.1502925,-0.402278675,-0.7363978,-0.10925015,333.4710626,0.1351725,319.871834375,-0.299210775,-44.181083,-43.79233333275,-43.30000000275,-42.125499725,-41.538333165,-41.24433360775,-42.80483335,-41.87633355725,-43.502666575,48.3418333335,46.078666664,43.919333336,41.7726664,42.365499825,40.924,43.5074997,41.673333101,47.956666668,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.2857112,-4.043309675,130.82256495,132.9159679,156.5204340625,152.91574645,0,0,0,96.1825,-42.868,-34.968333336,-5.1045,-3.5208,-2.4101,-1.4802,-1.1296,-0.4733
1,3.75,0.0008765,0.0015015,0.23991575,0.04023,-0.8846622,-0.331981375,-52.78412,-56.5390623,-1.6431926,-0.908849375,-12.0233998,-1.80670755,-1.9723496,-0.21647475,-0.4868424,-0.0948625,332.095982125,0.1161305,320.493789625,-0.33017075,-44.182333025,-43.918499725,-43.35583360775,-41.89891694225,-41.6966665,-41.421749725,-42.769,-41.84016677725,-43.4409999,48.8546666865,44.9,43.297333,42.797333334,40.937166825,40.5846664,42.158,42.09833333,47.177999999,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.2476204,-4.006406125,130.565363525,133.390169775,156.9884075775,153.108868425,0,0,0,96.1825,-42.968667,-35.021333336,-5.1046,-3.5146,-2.3288,-1.4795,-1.1298,-0.4779
1,4.25,0.00092755,0.001457,0.2381852,0.03632,-0.5926605,-0.38069395,-48.36129055,-53.825329375,-2.172356,-0.337135175,-10.50930325,-1.986601925,-1.8607655,-0.2621742,-0.74620175,-0.0847325,332.0303406,0.1261306,319.857406425,-0.28052345,-44.18875,-43.892083,-43.39366645,-42.01725000275,-41.7583335,-41.38066667,-42.855,-41.814583225,-43.598999999,49.1440003165,46.218000266,43.782,41.858000266,41.04041666825,40.4099998,43.7191666665,42.795666669,48.857666669,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.1841648,-4.012197775,130.0697564,133.7366202,156.8979097825,154.26518,0,0,0,96.1825,-43.0486664,-35.068333333,-5.0945,-3.4444,-2.3317,-1.4809,-1.1296,-0.4769
1,4.75,0.000910075,0.0013385,0.1900914,0.0502575,-0.523578625,-0.366474475,-58.35532,-49.303267075,-2.33997875,-1.135451475,-8.44889075,-1.196780025,-1.511357875,-0.28267575,-1.053605,-0.1388136,333.82427845,0.12540055,319.8111683,-0.276646075,-44.131583025,-44.0525,-43.65841639225,-41.90658327775,-41.681666665,-41.475916725,-42.938667,-41.846583225,-43.58599999775,48.485833,46.984000002,43.157999998,45.4046666,42.3585,40.416000266,43.6214997,42.806000001,49.365000001,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-5.6255396,-4.237422425,131.19977385,133.9704914,157.11304605,153.9211318,0,0,0,96.1,-43.137667,-35.121666667,-5.0904,-3.4651,-2.3311,-1.4833,-1.1298,-0.4817
