DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,NEE
1,0.25,0.599725,402.76,0.157635,-0.811065,1.538725,1.77135,-0.58303,1.327975,-1.7012,-2.7984,-2.04765,-4.593075,3.20645,0.267675,1.1463375,0.420715,99.1555,74.36,81.4585,0.579345,-17.1825,-17.965,-18.1035,-12.53,-3.426225,-2.77985,-1.835,-1.108025,-0.86743,-0.674675,-0.7327175,-0.4905725,-0.5647125,-0.3544275,-4.714175,-3.41285,-2.50605,-1.7165,-1.1788,0.167,-0.4318575,-0.4184975,0,0.385125,238.745,239.715,-0.001,0.001,0.6569275
1,0.75,0.349525,402.07,0.06605,-0.56938,2.1971,1.73645,0.05038,0.59725,-1.71065,-2.7952,-2.043625,-4.60275,2.7763,0.252895,0.944695,0.45834,99.1445,74.705,81.82825,0.56088,-17.4475,-18.062,-17.88825,-12.895,-3.389225,-2.81805,-1.83565,-1.09745,-0.86,-0.68746,-0.7441425,-0.5039625,-0.57189,-0.34339,-4.7172,-3.419975,-2.503225,-1.7309,-1.1866,0.1626825,-0.4326075,-0.4209975,0.1315425,0.3582625,239.975,239.6625,-0.001,0.00225,0.3178375
1,1.25,0.361765,404.93,0.212895,0.486505,3.005225,1.87785,0.310025,0.260285,-1.728675,-2.791775,-2.043175,-4.612,2.90855,0.30067,0.7239335,0.40641,99.149,74.5525,81.50625,0.80295,-17.2725,-17.76375,-17.90025,-8.02,-3.43225,-2.84015,-1.82915,-1.1153,-0.8496825,-0.6770375,-0.7361425,-0.5050025,-0.566285,-0.3409275,-4.722275,-3.39835,-2.491825,-1.713775,-1.1824,0.170895,-0.4431775,-0.43475,0.1603125,0.3504975,239.67,240.825,-0.001,0.003,0.3472925
1,1.75,0.45789,405.39,0.1819075,0.85247,3.2537,1.8536,1.970475,0.54299,-1.7363,-2.788325,-2.046,-4.620575,3.2095,0.307405,0.59825,0.47912,98.748,74.325,81.63,0.857445,-17.1575,-17.6665,-17.561,-8.745,-3.426675,-2.83685,-1.82075,-1.10365,-0.8632125,-0.684395,-0.719645,-0.4885675,-0.5764675,-0.34825,-4.7243,-3.377,-2.527125,-1.73385,-1.15235,0.1849675,-0.4363575,-0.4384275,0,0.3545275,239.9275,242.56,-0.001,0.002,0.3560025
1,2.25,0.303195,403.705,0.126435,0.048035,1.7,1.8473,0.325365,0.472955,-1.73235,-2.78765,-2.049525,-4.6264,3.39845,0.327335,0.701355,0.501415,98.7765,74.3525,81.844,1.01342,-16.9275,-17.454,-17.308,-8.655,-3.43535,-2.825925,-1.82435,-1.143125,-0.8565325,-0.675895,-0.7098175,-0.486855,-0.5790725,-0.3512175,-4.74995,-3.366925,-2.52935,-1.76085,-1.134375,0.17664,-0.436395,-0.43357,0.1795775,0.2479025,240.4875,241.28,-0.001,0,0.41096
1,2.75,0.275155,403.87,0.01675,0.327525,1.9654,1.84675,0.61469,0.3297025,-1.725725,-2.7824,-2.052925,-4.6281,3.04045,0.28844,0.80446,0.52371,98.8265,74.2425,81.616,1.03095,-16.99,-17.56025,-17.39175,-8.395,-3.43155,-2.8363,-1.8376,-1.140225,-0.8463925,-0.67839,-0.725325,-0.4907175,-0.5923225,-0.365355,-4.760625,-3.33905,-2.519625,-1.75595,-1.15145,0.1838575,-0.4482525,-0.43357,0.1475925,0.32663,240.4425,240.35,-0.001,0.00025,0.28915
1,3.25,0.362875,403.78,0.093275,1.0797,1.98035,2.05205,1.1803,0.538835,-1.720075,-2.778,-2.05475,-4.62965,3.1245,0.2940075,0.5775325,0.3818225,98.79675,74.3125,82.05025,0.8250725,-17.09,-17.4925,-17.41775,-4.165,-3.43225,-2.8389,-1.82175,-1.142825,-0.844715,-0.67932,-0.739355,-0.50357,-0.57436,-0.3549275,-4.75415,-3.3789,-2.5084,-1.762,-1.168075,0.1665025,-0.4393575,-0.4327875,0.234645,0.3592675,240.66,240.875,-0.001,0.00025,0.2490375
1,3.75,0.27995,405.2,0.306365,1.0755,3.30235,2.0065,2.3863,0.17419,-1.712675,-2.7769,-2.048075,-4.630025,3.3587,0.34536,0.806735,0.57363,99.059,74.1725,82.1385,0.7294,-17.185,-17.338,-17.39375,-5.51,-3.413425,-2.82515,-1.80385,-1.150575,-0.868035,-0.65257,-0.73775,-0.477,-0.5755325,-0.375355,-4.7626,-3.336,-2.526725,-1.751175,-1.1391,0.180465,-0.4482475,-0.4278225,0.161925,0.28601,241.2375,240.915,0,0.001,0.3640225
1,4.25,0.50823,405.59,0.14992,0.0585,1.64645,1.9859,1.6763,0.5552425,-1.714225,-2.772725,-2.0476,-4.617725,3.3977,0.34665,0.80119,0.59247,99.078,74.1475,82.07275,0.711,-17.235,-17.49025,-17.326,-6.15,-3.435725,-2.824775,-1.7892,-1.125825,-0.83964,-0.66482,-0.7182125,-0.47,-0.577715,-0.375855,-4.7717,-3.284375,-2.553125,-1.733225,-1.123975,0.20236,-0.453895,-0.427535,0,0.33185,241.7,240.885,-0.001,0.001,0.315165
1,4.75,0.41552,405.93,0.20788,0.4768225,1.055085,2.087625,1.588275,0.31133,-1.71655,-2.77165,-2.053225,-4.6039,3.44945,0.4241075,0.93947,0.611872,98.8895,74.4,81.65625,0.73239,-17.175,-17.49025,-17.43125,-4.89,-3.432025,-2.79435,-1.8034,-1.16385,-0.8492475,-0.6598175,-0.7328175,-0.49,-0.5530725,-0.3655325,-4.78755,-3.3007,-2.536375,-1.71475,-1.13715,0.16975,-0.4420375,-0.41411,0.161925,0.426335,241.36,240.425,-0.001,0.001,0.342275
