DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,430.85575,4.089,428.152,4.741,2035.8735,431.96875,4.11,428.3075,4.9925,2037.94625,431.462,4.119,429.998,4.8325,2027.869,431.786,4.16175,430.197,4.9975,2032.78525,433.92,4.392,430.251,5.1825,2038.18175,434.82325,4.327,432.3605,5.347,2027.816,4.497,-1.526,0.271,428.39,4.267,0.80775,0.31075,0.5145,9.01475,0.98075,0.758,-4.86525,2.353,1.7,3.26,2.0075,1.26,0.7,0.455,-0.8735,-1.119,-1.05625,-1.177,-1.198,-1.747,1.33075,98.68425,84.43,1.592,0.3375,0.3425,0.2975,0.21,0.93,2,-1.3525,3.7,0.375,299.8,311.8,-4.8525,315.35,312.45,0.1775,0.145,0.43,0.3,0.1125,-0.05,0.17,0.535,0.27,-0.09,2.1515,2.08,2.2915,2.947,3.4375,3.6865,5.123,5.9115,6.3385,1.57,1.897,2.62325,3.14475,4.107,4.05875,3.95275,6.55075,6.9815,2.07325,2.28525,2.831,3.33275,3.98,4.9165,5.46,5.51,6.704,1.34875,1.8095,2.541,3.39475,4.467,5.68775,5.519,6.441,7.043,1.6965,2.412,2.733,2.7215,3.9285,5.038,5.091,6.261,6.7535,-2.673,-3.14825,-3.5775
1,0.75,430.3915,4.19075,428.288,4.677,2034.329,431.98375,4.22,428.33075,4.9925,2041.11875,430.7015,4.2235,428.65475,4.9935,2029.47,431.68225,4.2325,430.6855,5.05725,2033.758,433.61525,4.4485,430.95725,4.68575,2032.4845,434.985,4.39675,432.0735,4.9865,2024.827,4.443,-1.527,0.2825,428.302,4.273,0.975,0.158,0.79375,10.968,0.721,0.7015,-7.108,2.409,1.656,3.1075,1.91,1.185,0.68,0.445,-0.832,-1.175,-1.12,-1.263,-1.256,-1.9195,1.21075,98.67,83.6225,1.52875,0.13,0.23,0.36,0.2775,0.83,1.9,-1.32,3.6,0.37,298.2,311.7,-3.38,315.5,312.15,0.18,0.13,0.43,0.3,0.11,-0.05,0.17,0.56,0.27,-0.08,2.14675,2.077,2.29325,2.94625,3.438,3.686,5.123,5.9175,6.3385,1.56,1.895,2.6255,3.142,4.111,4.05875,3.9525,6.5535,6.984,2.0735,2.2805,2.8305,3.335,3.99225,4.92,5.459,5.512,6.703,1.335,1.807,2.54,3.397,4.47025,5.703,5.523,6.44825,7.0425,1.6865,2.413,2.72425,2.732,3.92425,5.03875,5.09475,6.26,6.7585,-2.724,-3.1455,-3.59275
1,1.25,431.004,4.21075,428.656,5.00875,2032.722,431.77525,4.272,429.046,5.10975,2036.70875,431.125,4.192,431.1845,5.169,2027.998,431.651,4.211,431.6765,5.22025,2032.9605,434.28,4.381,429.53675,5.3315,2036.8,435.479,4.35925,433.338,5.29125,2023.8715,3.89975,-1.2795,0.25575,428.557,4.336,0.9955,0.32475,0.823,10.471,1.01125,0.719,-10.29025,4.245,1.71675,2.91,1.81,1.135,0.65,0.475,-0.83575,-1.33,-1.1795,-1.317,-1.2755,-1.9065,1.066,98.69775,84.6075,1.54975,0.335,0.2525,0.32,0.415,0.8475,2,-1.2175,3.7,0.44,300.425,311.675,-3.3725,315.35,311.95,0.1775,0.14,0.43,0.3,0.13,-0.05,0.17,0.535,0.27,-0.075,2.143,2.073,2.292,2.94475,3.436,3.6855,5.1215,5.91625,6.3365,1.5615,1.897,2.626,3.1415,4.1065,4.058,3.95275,6.5495,6.983,2.07125,2.278,2.826,3.332,3.99125,4.91575,5.4585,5.505,6.702,1.337,1.808,2.54,3.3925,4.465,5.701,5.518,6.441,7.0415,1.6835,2.41325,2.7025,2.732,3.91525,5.04,5.0945,6.258,6.7575,-2.689,-2.947,-3.638
1,1.75,431.687,4.2,427.669,4.654,2029.868,432.74025,4.22975,427.745,5.5455,2040.45375,431.527,4.201,427.579,5.41725,2029.59275,432.197,4.263,430.786,5.503,2032.259,434.368,4.486,431.9725,4.48575,2034.61,435.936,4.357,433.2,5.1275,2027.5535,3.796,-1.507,0.293,428.2575,4.24225,0.831,0.352,0.74975,9.68475,1.9115,0.6865,-8.753,2.0525,1.628,2.85,1.7875,1.075,0.64,0.37,-0.899,-1.18125,-1.084,-1.19425,-1.25325,-1.7255,0.96375,98.71475,84.67,1.5805,0.43,0.24,0.3025,0.285,0.825,1.9,-1.325,3.7,0.38,299.975,311.575,-4.67,315.7,312.55,0.1775,0.13,0.43,0.3,0.13,-0.05,0.17,0.5625,0.27,-0.08,2.1405,2.072,2.293,2.93775,3.43475,3.6845,5.12,5.9085,6.3355,1.568,1.89625,2.6265,3.143,4.114,4.05775,3.95175,6.54875,6.9785,2.0695,2.275,2.8285,3.32775,3.9895,4.902,5.45375,5.504,6.679,1.339,1.8095,2.539,3.3915,4.466,5.683,5.513,6.44,7.04,1.6885,2.412,2.7025,2.72425,3.9185,5.045,5.0945,6.25725,6.75125,-2.6485,-3.15525,-3.627
1,2.25,430.487,4.21625,429.024,4.9575,2031.78325,432.6,4.30025,429.514,5.057,2036.76325,430.92675,4.259,429.2675,4.76675,2028.913,431.59075,4.31725,431.484,5.4525,2028.905,435.02825,4.539,428.185,5.135,2030.125,434.5295,4.455,432.545,5.27725,2023.8625,4.4105,-1.6015,0.3135,427.871,4.3235,0.8325,0.5005,0.86775,9.3875,1.156,0.7,-3.495,2.78,1.6235,3.04,1.88,1.195,0.66,0.41,-0.8825,-1.159,-1.10925,-1.27575,-1.416,-1.68375,0.84775,98.73375,84.255,1.597,0.3125,0.1225,0.335,0.245,0.87,2,-1.29,3.7,0.3675,299.55,311.05,-6.8875,315.55,312.2,0.1775,0.13,0.43,0.3,0.13,-0.05,0.17,0.56,0.27,-0.08,2.1395,2.0695,2.2895,2.938,3.4335,3.6835,5.1185,5.9075,6.3355,1.56975,1.89625,2.62675,3.144,4.1025,4.05775,3.95225,6.54775,6.97775,2.0675,2.28,2.82775,3.32175,3.974,4.9155,5.452,5.50325,6.6915,1.3485,1.8095,2.539,3.394,4.465,5.68175,5.517,6.439,7.04,1.69025,2.42125,2.7245,2.722,3.92075,5.044,5.0945,6.2555,6.75,-2.6995,-3.04,-3.7185
1,2.75,431.4765,4.132,428.66425,4.533,2030.6425,433.081,4.21175,427.8,5.25125,2039.33,431.323,4.203,428.361,4.974,2029.89025,432.127,4.21,432.019,5.168,2030.661,435.2285,4.482,432.4685,4.18575,2030.267,435.864,4.447,434.3135,4.853,2024.31025,3.9465,-1.438,0.2715,428.277,4.266,0.818,0.44525,0.953,9.268,1.0665,0.704,-3.9445,2.549,1.504,2.88,1.7925,1.15,0.64,0.495,-0.969,-1.206,-1.182,-1.39025,-1.54675,-1.8555,0.50275,98.742,86.165,1.623,0.23,0.05,0.3025,0.205,0.805,2,-1.29,3.7,0.36,299.7,310.5,-2.99,315.35,312.15,0.17,0.13,0.43,0.3,0.13,-0.05,0.17,0.535,0.27,-0.09,2.138,2.068,2.2905,2.93675,3.4335,3.683,5.117,5.9065,6.3335,1.57025,1.894,2.627,3.1415,4.1025,4.05775,3.95225,6.54725,6.97675,2.06075,2.28,2.82675,3.3215,3.957,4.9185,5.45025,5.502,6.69075,1.348,1.81,2.5385,3.395,4.466,5.68,5.517,6.439,7.038,1.68625,2.42175,2.72525,2.7125,3.919,5.04,5.0905,6.25425,6.749,-2.7525,-3.047,-3.72925
1,3.25,430.996,4.2435,427.694,4.943,2030.071,432.734,4.359,428.5775,5.0125,2033.124,431.1225,4.26575,430.5015,4.885,2026.9465,431.915,4.3115,431.156,5.167,2030.963,434.871,4.495,429.993,5.184,2030.488,435.708,4.465,431.444,5.434,2025.667,3.597,-1.00525,0.2925,428.42325,4.31,0.997,0.42,1.1405,11.1375,1.004,0.634,-5.834,2.17625,1.52225,2.67,1.67,1.02,0.64,0.45,-0.8785,-1.13675,-1.254,-1.5335,-1.719,-1.9895,0.279,98.744,85.445,1.593,0.22,-0.0375,0.2,0.115,0.76,2,-1.3,3.7,0.34,299.525,310.675,-3.33,315.5,311.9,0.1775,0.13,0.43,0.3,0.1275,-0.05,0.17,0.5325,0.27,-0.09,2.13975,2.06925,2.29,2.94275,3.4355,3.6825,5.116,5.9055,6.333,1.5695,1.894,2.6265,3.138,4.10225,4.0575,3.9515,6.54625,6.97575,2.04975,2.279,2.8245,3.3205,3.971,4.918,5.4485,5.50175,6.68975,1.349,1.8105,2.5385,3.394,4.467,5.679,5.51625,6.438,7.038,1.678,2.42325,2.7245,2.7015,3.918,5.037,5.091,6.2535,6.74825,-2.722,-3.416,-3.728
1,3.75,431.269,4.11675,428.90975,4.687,2030.8925,432.1115,4.351,428.81075,5.3235,2037.1245,431.17225,4.141,429.124,5.435,2027.24375,431.485,4.18025,433,5.458,2027.902,433.485,4.467,431.407,4.20125,2030.90075,435.45025,4.43875,433.314,5.111,2021.78,3.785,-1.784,0.283,428.145,4.29125,0.79,0.37425,0.8995,8.4895,1.13525,0.706,-3.77,2.039,1.623,2.7725,1.805,1.16,0.68,0.42,-1.132,-1.242,-1.33475,-1.584,-1.6345,-2.13,0.2305,98.782,85.71,1.532,0.01,-0.09,0.2175,0.095,0.8825,2,-1.2425,3.7,0.3375,300.475,311.175,-2.47,314.925,311.6,0.17,0.13,0.43,0.3,0.13,-0.0575,0.18,0.55,0.27,-0.09,2.134,2.06925,2.288,2.9425,3.43625,3.6815,5.115,5.904,6.332,1.57075,1.895,2.6215,3.13475,4.112,4.0575,3.9515,6.5445,6.975,2.042,2.276,2.823,3.3185,4.01425,4.918,5.44675,5.50075,6.6975,1.3485,1.808,2.53575,3.39325,4.468,5.67725,5.5105,6.439,7.037,1.67425,2.426,2.724,2.69875,3.921,5.036,5.0915,6.2525,6.74775,-2.67275,-3.3775,-3.6475
1,4.25,431.5095,4.091,427.297,4.749,2029.0445,432.1055,4.309,428.504,4.801,2032.0485,431.741,4.174,429.05175,4.953,2027.8675,432.11775,4.261,431.3475,5.471,2030.932,434.81675,4.468,430.0035,5.1,2032.566,435.76475,4.46,432.539,5.23375,2020.8555,3.66225,-1.76225,0.3235,428.37425,4.358,0.791,0.4045,0.924,10.7935,0.977,0.67875,-6.62675,2.61225,1.515,2.605,1.68,1.0675,0.66,0.41,-1.18775,-1.38825,-1.49125,-1.67575,-1.769,-2.095,0.226,98.80575,85.895,1.49075,-0.15,-0.1525,0.04,0.025,0.81,1.9,-1.1825,3.7,0.315,298.875,309.95,-1.975,314.65,311.4,0.1775,0.13,0.43,0.3,0.13,-0.06,0.1775,0.55,0.27,-0.08,2.131,2.07,2.289,2.942,3.438,3.6805,5.114,5.903,6.3305,1.579,1.8935,2.617,3.137,4.111,4.0575,3.952,6.5435,6.974,2.04125,2.27875,2.82375,3.317,4.01325,4.91425,5.44475,5.49975,6.6965,1.3435,1.807,2.5355,3.392,4.466,5.67625,5.5105,6.439,7.036,1.672,2.424,2.723,2.69675,3.92,5.03625,5.09425,6.251,6.747,-2.6605,-3.1345,-3.6125
1,4.75,431.19175,4.064,429.049,4.71775,2030.78275,432.095,4.14575,428.6265,5.16375,2034.41475,431.739,4.085,428.7,5.20725,2024.24575,432.111,4.1265,430.84675,5.46675,2027.93175,433.956,4.392,430.8135,4.433,2029.327,435.51575,4.4465,432.182,4.7915,2025.816,3.414,-1.676,0.2705,428.2825,4.291,0.7895,0.376,0.743,8.9125,1.062,0.589,-3.675,2.965,1.5525,2.435,1.51,0.965,0.65,0.44,-1.155,-1.45425,-1.41925,-1.645,-1.758,-2.202,0.172,98.824,85.92,1.4815,-0.04,0.0525,0.1975,0.07,0.785,2,-1.165,3.675,0.27,297.075,309.75,-2.0325,314.5,311.3,0.1775,0.1275,0.43,0.3,0.13,-0.05,0.17,0.555,0.27,-0.0925,2.133,2.0675,2.289,2.938,3.43625,3.68,5.1135,5.9025,6.3295,1.585,1.89525,2.6175,3.1355,4.111,4.05725,3.95125,6.54325,6.973,2.0465,2.27825,2.823,3.3145,3.9975,4.91425,5.443,5.49875,6.6955,1.34225,1.796,2.53475,3.391,4.465,5.69,5.51,6.439,7.035,1.67,2.425,2.71725,2.69675,3.917,5.036,5.09425,6.24975,6.74575,-2.68525,-3.268,-3.54775
