DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.2542825,-10.4725,1.926875,0.212205,0.142645,-25.394,-1.06245,0.35,0.35833,74.1175,97.524,392.34875,-42.78125,0.008,-1.443325,0.12378,238.74325,272.745,2.224425,-0.15523,0.60833,0.95,1.85,2.3,4.362525,5.8667,-5.4511,-4.42015,89.2585,83.04175
1,0.75,0.2549475,-10.78475,1.930625,0.17949,0.1510375,-24.1375,-1.209,0.3795,0.383,74.877,97.521,392.2155,-43.742,0.009,-1.432,0.136515,238.981,272.7725,2.202525,-0.16765,0.641665,0.95,1.875,2.3,4.35835,5.9,-5.41685,-4.482925,89.5335,83.16175
1,1.25,0.249,-10.782,1.9469,0.2326925,0.128,-26.32825,-0.93119,0.3795,0.38333,75.4775,97.507,392.33325,-44.6855,0.009,-1.4589,0.138175,238.59825,272.8375,2.205375,-0.145175,0.64583,0.954165,1.84585,2.3,4.3667,5.9,-5.25805,-4.455975,88.99975,83.26675
1,1.75,0.25049,-10.9915,1.93985,0.2308175,0.169475,-25.34075,-0.799,0.384,0.383,75.58675,97.491,392.77125,-41.1385,0.008,-1.4181,0.13723,237.345,271.73,2.1804,-0.16273,0.6375,0.96667,1.85415,2.3,4.36685,5.9,-5.41655,-4.7932,88.342,82.825
1,2.25,0.245,-10.9825,1.9569,0.23511,0.147,-24.06,-0.82995,0.375,0.383,76.6245,97.516,392.751,-42.7495,0.0084250565,-1.334225,0.137,234.79,270.82,2.150175,-0.099697,0.633335,0.958335,1.85415,2.3,4.35,5.9,-5.405675,-4.963525,88.533,82.60025
1,2.75,0.243775,-11.06425,1.960425,0.2296975,0.150675,-24.946,-1.10725,0.3635,0.367,76.33275,97.527,392.60825,-44.5735,0.0079899,-1.4975,0.131915,234.28325,270.785,2.1358,-0.12012,0.64167,0.966665,1.8583,2.3,4.3667,5.9,-5.4236,-4.99335,87.04975,82.99975
1,3.25,0.2483025,-11.22075,1.930075,0.20713,0.1299925,-23.754,-1.111475,0.362,0.367,76.59375,97.517,393.20375,-44.139,0.007,-1.57695,0.123,234.865,272.108,2.109725,-0.12997,0.6375,0.958335,1.8625,2.3,4.35835,5.8833,-5.519825,-5.19555,87.9665,83.79975
1,3.75,0.23059,-11.3245,1.956,0.270885,0.16594,-22.78825,-0.94331,0.3525,0.375,76.4905,97.508,392.747,-48.4795,0.0063296,-1.672,0.1107525,232.50925,272.0925,2.08065,-0.14259,0.6375,0.954165,1.8583,2.3,4.35835,5.9,-5.6619,-5.2297,87.9,85.0415
1,4.25,0.236425,-11.32225,1.912825,0.240145,0.1701675,-23.676,-1.096275,0.354,0.375,77.3455,97.515,392.418,-49.093,0.0078608,-1.719,0.0861,233.81,271.63,2.1345,-0.17359,0.64167,0.954165,1.85415,2.3,4.34165,5.89165,-6.085025,-5.1968,90.467,84.3915
1,4.75,0.22349,-11.468,1.89315,0.24093,0.14805,-23.421,-1.02585,0.3515,0.367,77.75525,97.509,392.47875,-43.402,0.008,-1.4994,0.106,236.855,271.44,2.115475,-0.1473775,0.64167,0.95417,1.8625,2.3,4.34165,5.89165,-6.3027,-5.1245,89.49975,84.758
1,5.25,0.2179175,-11.408,1.824525,0.277,0.21299,-23.318,-1.169575,0.352,0.375,77.482,97.519,392.5555,-41.284,0.009,-1.531,0.1155275,237.51,270.78,2.122,-0.14252,0.6375,0.954165,1.85415,2.3,4.35,5.8833,-6.336175,-5.1664,90.88325,82.1665
1,5.75,0.20437,-11.5195,1.87115,0.2570725,0.1439525,-23.20175,-1.1252,0.359,0.367,77.23475,97.522,392.5925,-37.509,0.009,-1.428,0.125055,238.33,271.505,2.1234,-0.1628925,0.641665,0.958335,1.854,2.3,4.35,5.9,-6.20295,-5.21895,91.2085,82.125
1,6.25,0.21971,-11.623,1.87555,0.2851825,0.190315,-22.068,-1.18705,0.352,0.359,77.68425,97.522,392.60725,-39.08525,0.008461175,-1.437125,0.11516,236.72,269.975,2.10815,-0.13416,0.64167,0.9625,1.85,2.3,4.35,5.89165,-5.81735,-5.175575,90.67525,84.87525
1,6.75,0.227,-11.558,1.831,0.259385,0.1426475,-21.947,-1.00385,0.344,0.35833,77.77325,97.53,392.40075,-40.888,0.009,-1.42225,0.12177,238.1635,269.7715,2.11705,-0.10962,0.64167,0.954165,1.8625,2.3,4.3333,5.9,-5.805775,-5.19105,90.90825,86
1,7.25,0.21205,-11.5645,1.8066,0.301465,0.15,-22.613,-0.9470825,0.3545,0.36667,78.37075,97.536,392.193,-42.389,0.007,-1.373775,0.11467,234.3595,269.765,2.119975,-0.13965,0.64167,0.954165,1.85415,2.3,4.35835,5.89165,-5.8737,-5.6038,91.533,87.09175
1,7.75,0.21768,-11.7115,1.822,0.271375,0.19944,-22.101,-0.85899,0.3545,0.35833,78.6405,97.535,392.13525,-42.603,0.098,-1.29125,0.14302,234.867,269.9775,2.1109,-0.13418,0.629165,0.95833,1.85,2.3,4.35,5.89165,-6.4362,-6.169075,90.667,86.317
1,8.25,0.22075,-11.67375,1.831,0.2943225,0.18669,-21.412,-0.906395,0.352,0.36667,79.01975,97.543,392.11325,-38.98775,4.372,1.32395,0.68116,236.8625,269.94,2.0985,-0.17933,0.633335,0.941665,1.8583,2.3,4.3667,5.8667,-6.62075,-6.320175,91.0165,85.258
1,8.75,0.2211475,-11.6975,1.789625,0.2667725,0.1953425,-20.641,-0.986735,0.353,0.36667,78.59575,97.555,392.17275,-17.27,22.8805,10.66875,2.765575,230.8925,270.01,2.091175,-0.17037,0.6375,0.945835,1.85815,2.3,4.3333,5.8833,-6.72115,-6.41105,90.51675,84.567
1,9.25,0.2526975,-11.5315,1.786475,0.1783075,0.2936675,-12.712,-0.9198,0.341,0.35833,78.021,97.562,391.951,3.476675,52.60425,26.525,6.545,233.70725,272.47925,2.125,-0.4158275,0.641665,0.941665,1.85415,2.3,4.35,5.85835,-6.66885,-6.3529,89.3165,84.125
1,9.75,0.306795,-11.105,1.78835,0.13643,0.375095,-5.3505,-0.6065,0.347,0.35,76.89075,97.581,391.947,21.805,95.07925,46.49275,11.4305,235.01,273.81525,2.164,-0.6023,0.641665,0.958335,1.85,2.3,4.35835,5.875,-6.8529,-6.44085,88.4165,83.29175
1,10.25,0.34587,-10.82225,1.675,0.093803,0.39081,2.7139,-0.719,0.339,0.35,75.3345,97.576,391.99,39.325,141.3225,70.0945,14.915,233.7075,275.58,2.2187,-0.6390525,0.645835,0.95,1.8625,2.267,4.3333,5.875,-6.253225,-5.791575,84.74975,81.775
1,10.75,0.38619,-10.3645,1.7518,0.09648675,0.38556,13.78575,0.12042725,0.3345,0.367,73.7715,97.589,391.87,52.6885,181.96175,92.0555,20.39425,233.62,277.045,2.228,-0.59748,0.629165,0.945835,1.854,2.3,4.3333,5.86685,-5.005575,-4.5257,80.9225,77.8415
1,11.25,0.394,-9.9961,1.8093,0.02525,0.33619,19.142,0.60637,0.344,0.3562475,72.26675,97.598,391.685,66.18,219.92,108.985,23.464,236.56,279.78,2.227,-0.62444,0.635415,0.945835,1.843775,2.3,4.35,5.8667,-4.5448,-4.055,74.322,74.2245
1,11.75,0.40597,-9.664825,1.8438,0.12106,0.363505,29.291,1.022,0.34,0.35833,70.222,97.583,391.473,77.01975,240.87575,120.62575,26.59175,231.7625,280.98,2.2143,-0.5888475,0.63125,0.9541675,1.85,2.3,4.35,5.866775,-4.152475,-3.6566,74.938,71.859
1,12.25,0.440765,-9.45015,1.9001,-0.014,0.2842075,33.0455,1.117,0.36,0.358165,67.81575,97.547,391.35,80.436,252.3475,124.733,26.46175,234.2645,282.6075,2.182,-0.631225,0.65,0.95,1.858,2.3,4.35,5.8667,-3.78895,-3.28725,72.872,69.62225
1,12.75,0.44603,-9.252,1.9603,0.07451575,0.38123,36.39575,1.405,0.3615,0.3582475,66.097,97.516,391.284,84.5185,245.26,125.6575,26.589,231.62,283.12,2.139,-0.54684,0.6520825,0.9541675,1.8583,2.3,4.3333,5.8667,-3.454725,-2.9921,70.66825,69.6585
