DOY2,HR2,LE_1_1_A,LE_1_1_1,LE_1_1_2,H_1_1_1,PA,RH,SW_IN,LW_IN,USTAR,WS,TA,TAU,T_SONIC,T_SONIC_SIGMA,VPD,FC,CO2
1,0.25,100.370215339379,93.5821309911368,134.155763714127,90.4524562725817,98.81045,75.8971445274051,0.001003164,265.6378,0.3558771,10.66787,-5.807794,-0.1484051,-5.606136,0.2974032,0.847288400196761,-0.750446034992047,389.325766104049
1,0.75,99.1802822202789,92.4869337927972,123.366514716806,82.1679793535764,98.809265,76.4405304577825,0.001023971,265.7319,0.3693893,10.57256,-5.86445,-0.14241855,-5.632771,0.2914578,0.833393801510475,-0.720942740286298,388.147504080463
1,1.25,91.0996157838131,85.6667641091581,134.306481575723,86.8207678146538,98.75704,76.650074540593,0.0009848488,264.9093,0.3607528,10.67937,-5.816379,-0.14752285,-5.558056,0.2988232,0.837590296532194,-0.638482844807998,389.352566430272
1,1.75,98.7633930465232,94.3529255774398,146.101529618429,93.1106632607312,98.73902,77.0272049714193,0.000954993,265.1972,0.3741222,10.60934,-5.874407,-0.1572072,-5.619872,0.3013154,0.790701075062878,-0.855575096568962,388.717583903777
1,2.25,89.7219609698323,89.029388699025,135.492450709705,83.4905189951004,98.74448,77.5039939095557,0.0008607662,265.4751,0.3639804,10.3994,-5.91493,-0.1661102,-5.512548,0.2942827,0.791785741646837,-0.689151215632811,388.921352451156
1,2.75,99.8275648088802,96.3519497066462,142.184025307762,84.0000762345356,98.74822,77.0906291873634,0.0008697098,266.4754,0.3691245,10.45623,-5.796549,-0.16025345,-5.64713,0.2988572,0.783073124531853,-0.831794137695979,388.434679731733
1,3.25,96.5783694605277,86.1052735404365,146.035948440373,73.9232236067538,98.73832,77.2313075436268,0.0009043303,266.5902,0.3812732,10.34447,-5.879773,-0.1624679,-5.746728,0.297536,0.784434316486287,-0.747262667575551,388.874091842714
1,3.75,96.6058421770499,87.6230131056433,136.082546625797,76.8734003044579,98.7458,77.2654510355262,0.0008328012,266.222,0.37153045,10.54535,-5.999771,-0.1541168,-5.6836525,0.2870262,0.794397075120682,-0.635844921608725,388.972564067818
1,4.25,88.9902046748114,82.9049499590894,138.580563926926,74.3174988645249,98.70301,77.6291609426401,0.0008396297,267.3685,0.3629975,10.45477,-6.019488,-0.1604748,-5.70916,0.2985152,0.781481599510387,-0.82681129288798,389.081722830506
1,4.75,88.831729391318,82.3634301126828,138.435460607907,78.8608407760973,98.66864,77.4158833283751,0.0007962039,266.6166,0.35579275,10.49211,-6.008003,-0.1486759,-5.728686,0.3010432,0.771253655192162,-0.761107816405363,388.299324684674
1,5.25,83.5974080713731,78.8521530040644,132.477368210889,72.6272104568082,98.64013,78.0740822299631,0.000764006,264.6561,0.3605124,10.39929,-5.926837,-0.1409595,-5.698009,0.2946756,0.757706699656069,-0.817287207452852,389.01471763584
1,5.75,79.4809982873072,74.0804831538418,127.498434940057,62.785253665731,98.67947,77.9124421835197,0.0007752367,266.2067,0.3606784,10.44108,-5.951958,-0.1488513,-5.8088925,0.29786485,0.760514258249857,-0.747301408770734,389.217914964895
