DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,CH4,PPFD_IN,FC,SC,NEE,TS_1_1_1,FCH4
1,14.75,0.48921,0.05666835,2.28665,49.4515,15.974,60.272,99.31934,398.63,4.3228,2105.25,289.03,0.50381,-0.0363935,0.338265,3.4438,10.275
1,15.25,0.49202,0.199,2.3508,40.318,15.874,60.661,99.32081,398.41,4.4787,2106.4,236.31,0.99106,-0.0458,1.13475,3.4557,10.019
1,15.75,0.4775,0.1629005,2.2293,35.478,14.8795,60.305,99.318935,398.25,4.353,2106.6,176.36,0.939705,0.045026,0.81861,3.469,8.15025
1,16.25,0.46694,0.10655,2.17565,20.035,11.532,59.712,99.334015,399,4.27865,2112.4,106.15,0.94202,0.15668,1.172,3.48935,7.4929
1,16.75,0.46708,0.074894,2.0916,7.819,8.9943,60.272,99.37303,398.39,4.3289,2101,44.462,1.1805,0.28488,1.3125,3.496,5.4537
1,17.25,0.419,-0.29001,1.9336,-3.54455,7.1712,60.913,99.371365,400.22,4.4305,2092,9.412,1.23035,0.50471,1.74425,3.49775,3.3903
1,17.75,0.3667,-0.383165,1.785,-7.91585,5.8755,62.035,99.376515,401.715,4.506,2084.7,0.421045,0.9764,0.542915,1.81,3.50075,5.6266
1,18.25,0.360555,-0.696215,1.69795,-8.508,5.5348,63,99.41538,402.58,4.45095,2091.8,0.259305,1.3138,0.49963,2.1046,3.48925,5.41175
1,18.75,0.359555,-0.727,1.7638,-8.12,4.5226,63.736,99.40505,402.645,4.61145,2092.6,-0.20298,1.468,0.35371,1.88605,3.4964,5.42955
1,19.25,0.334075,-0.772,1.6517,-6.9484,4.2928,65.346,99.41785,403.965,4.58915,2105.9,0.25811,1.299,0.32661,1.8635,3.4961,1.1408
1,19.75,0.34543,-1.021015,1.62745,-7.3628,5.09,66.2,99.42915,404.06,4.688,2112.6,0.25617,1.1442,0.0830155,1.531,3.5131,4.5814
1,20.25,0.38309,-1.05335,1.75915,-5.7482,5.2604,66.5825,99.43423,402.61,4.5875,2104.8,-0.21823,1.282,0.015054,1.8498,3.51565,7.4375
1,20.75,0.362505,-1.2467,1.7172,-6.6974,4.0654,67.018,99.427185,403.25,4.536,2107.7,-0.60265,1.2129,0.09818,1.5188,3.5163,5.57625
1,21.25,0.33096,-1.3287,1.5534,-6.8304,4.65195,67.3575,99.43584,404.46,4.5555,2111.3,-0.13692,1.1908,0.1235,1.3475,3.5174,3.6175
1,21.75,0.308655,-1.3583,1.54595,-8.4913,3.8276,67.511,99.442,403.87,4.49825,2127.7,-0.40369,0.94892,0.06228,1.32425,3.51785,4.1737
1,22.25,0.31102,-1.47365,1.4679,-7.7579,4.1119,67.922,99.455205,403.185,4.5335,2136,-0.34976,1.019,-0.002343,1.2753,3.5145,3.0577
1,22.75,0.31524,-1.7304,1.54875,-8.1978,3.7325,68.825,99.47633,403.315,4.59245,2149.35,-0.47383,0.79866,0.043792,1.0314,3.51385,3.81835
1,23.25,0.34224,-1.972,1.5761,-7.863,3.9208,69.878,99.469255,403.9,4.568,2160.2,-0.35765,0.85107,-0.0068887,0.93523,3.518,3.2674
1,23.75,0.307485,-2.0765,1.44365,-8.02855,4.5775,70.425,99.45766,402.85,4.548,2158.95,-0.17941,0.958815,0.056464,1.2931,3.51955,3.27525
2,0.25,0.29093,-0.91995,1.455,-9.8367,4.1438,69.155,99.5223,406.405,4.4838,2151.3,0.26237,0.51447,0.0492365,0.8296,2.906,2.4305
2,0.75,0.28541,-0.98386,1.43,-10.268,5.3321,69.272,99.5339,406.845,4.4828,2136.7,0.2638,0.75694,0.099051,0.94971,2.8969,2.3105
2,1.25,0.28972,-1.1676,1.3996,-10.712,6.1106,70.375,99.50693,406.3,4.534,2145.6,0.265165,0.692425,-0.041982,0.575255,2.8876,8.0534
2,1.75,0.28547,-1.3687,1.3953,-12.0355,5.13015,71.08,99.4867,406.12,4.434,2148.1,0.261915,0.534015,0.19871,1.1167,2.8743,3.4375
2,2.25,0.27599,-1.6833,1.2485,-10.6055,5.1192,73.101,99.45719,407.325,4.33465,2140.3,0.26083,0.88371,0.070184,1.1697,2.8611,3.4937
2,2.75,0.30304,-1.6133,1.36725,-9.25155,5.03505,74.29,99.43815,408.18,4.3683,2140.5,0.262225,0.55116,0.090013,0.9345,2.84755,3.3353
2,3.25,0.28696,-1.8624,1.41255,-8.5776,4.5451,73.9705,99.41154,405.79,4.3679,2132.1,0.26188,0.64121,0.077266,1.0632,2.8338,5.70115
2,3.75,0.30279,-2.0143,1.3704,-7.9619,4.2155,73.6965,99.38339,407.06,4.32485,2120.4,0.259715,0.59669,0.1107,1.177,2.8213,6.5434
2,4.25,0.28019,-2.0616,1.3244,-9.53005,4.4557,74.761,99.3797,405.46,4.3627,2127.4,0.26251,0.7414,0.0762895,0.931315,2.81555,5.3762
2,4.75,0.287105,-2.0103,1.2718,-8.072,5.50705,76.018,99.42576,406.57,4.35255,2114.1,0.258625,0.71921,0.11261,0.76543,2.8101,4.7891
2,5.25,0.28803,-1.971,1.4029,-7.72,5.1852,75.876,99.44155,407.175,4.29765,2117.3,0.257975,0.372605,0.17309,0.711025,2.80445,5.0827
2,5.75,0.283995,-2.1967,1.2799,-8.4675,5.0174,76.285,99.43689,408.06,4.2937,2149.3,0.25997,0.765625,0.223815,1.2481,2.79875,2.88655
2,6.25,0.29299,-2.326,1.3897,-5.8903,5.4654,76.532,99.45909,407.54,4.3082,2160.3,0.2591,0.7966,0.28362,1.2614,2.79615,6.1463
2,6.75,0.298085,-2.3987,1.39785,-8.4583,5.35805,77.095,99.46579,407.52,4.2965,2157.4,0.259275,0.79173,0.34842,1.3171,2.7961,4.36205
2,7.25,0.28314,-2.5594,1.2542,-6.85735,4.67815,76.647,99.47773,408.555,4.1511,2162.25,0.803935,1.3149,0.305685,1.9016,2.7933,3.03
2,7.75,0.313635,-2.62,1.4062,-5.308,6.0037,76.682,99.4823,408.915,4.24235,2156.3,10.51,1.296,0.24756,1.43525,2.7611,5.8266
2,8.25,0.34089,-2.2936,1.605,3.0421,8.1386,75.125,99.482145,408.5,4.1356,2158.5,59.918,1.73915,-0.071175,1.629,2.7595,8.3652
2,8.75,0.382,-1.3949,1.6312,20.37,11.47,73.0055,99.49829,406.99,4.2347,2156.8,135.75,1.2563,-0.34053,0.69301,2.758,10.41365
2,9.25,0.416415,-1.4763,1.6988,36.467,15.245,70.684,99.49568,405.25,4.353,2158.2,213.35,1.154,-0.57116,0.62205,2.7567,14.8635
2,9.75,0.43447,-1.0959,1.8495,61.029,17.465,68.35,99.477295,402.875,4.3619,2141.3,289.475,0.88538,-0.50727,0.22,2.7756,9.52195
2,10.25,0.454085,-0.93028,2.0326,78.564,21.049,65.645,99.478425,402.05,4.2964,2112.9,373.095,0.766105,-0.51831,0.33657,2.7717,12.356
2,10.75,0.45974,-0.679885,2.0498,96.6035,21.635,63.1625,99.44168,401.03,4.27685,2096.9,481.69,0.4865,-0.41905,0.0573185,2.7529,12.6825
2,11.25,0.476685,-0.283415,2.1106,114.7,24.43,61.603,99.40804,399.895,4.2461,2097,567.22,0.486295,-0.279315,-0.0039152,2.752,15.8875
2,11.75,0.50851,-0.1702715,2.1661,123.15,26.612,58.771,99.42272,398.88,4.2532,2093,627.73,0.27267,-0.28086,-0.127165,2.7715,15.0755
2,12.25,0.51673,-0.057216,2.2685,123.03,30.6925,57.689,99.38606,399.28,4.24815,2098.5,676.54,0.259075,-0.23415,0.093293,2.7693,19.375
2,12.75,0.526,0.188,2.3439,134.17,30.401,55.552,99.36889,398.97,4.1645,2098.2,697.805,0.617875,-0.31164,0.29176,2.76115,17.4045
2,13.25,0.52538,0.433,2.2936,125.05,28.866,54.707,99.32067,398.64,4.244,2091,599.045,0.56,-0.2536,0.14645,2.7648,17.285
2,13.75,0.52886,0.60612,2.3443,128.98,28.8515,53.437,99.28664,398.85,4.2967,2099.9,687.045,0.42878,-0.21561,0.38068,2.77345,19.314
2,14.25,0.538235,0.80833,2.31805,109.95,29.4565,53.138,99.26375,398.7,4.332,2099.2,577.225,0.423785,-0.131985,0.2761,2.78805,15.409
2,14.75,0.51222,0.99197,2.35345,110.205,24.984,51.698,99.266185,398.505,4.31935,2097.05,512.84,0.53997,-0.0696015,0.60604,2.8012,13.755
2,15.25,0.5373,1.13465,2.328,94.923,23.063,50.5965,99.27392,398.35,4.2927,2102.4,430.44,0.76946,-0.079546,0.61239,2.7958,12.95
2,15.75,0.51037,1.3859,2.30805,76.399,20.3755,50.659,99.317525,398.445,4.4003,2100.95,369.94,0.88942,0.001617705,0.99292,2.837,9.9784
2,16.25,0.51352,1.254,2.31965,57.932,16.574,51.077,99.355495,398.845,4.36005,2102.8,264.185,0.99252,0.079809,1.02185,2.8966,9.1907
2,16.75,0.478,0.94665,2.10145,32.509,13.479,51.764,99.36099,399.37,4.3806,2104.1,146.32,1.4805,0.141915,1.5129,2.91145,7.9064
2,17.25,0.461715,0.79467,2.0767,13.768,11.706,53.66,99.35425,399.59,4.5169,2083.4,78.361,1.4079,0.21703,1.7602,2.92425,5.6472
2,17.75,0.42724,0.62874,2.0676,-2.863,7.9466,54.588,99.359275,401.3,4.4594,2082.3,16.54,1.21925,0.37097,1.5506,2.9049,2.42095
2,18.25,0.41692,0.391025,1.8276,-10.1635,6.1823,56.9175,99.39119,401.27,4.3914,2085.9,0.67281,1.5026,0.52249,1.99835,2.9112,3.3959
2,18.75,0.39345,0.186268,1.77325,-11.362,6.3618,58.41,99.442485,403.3,4.613,2086.3,0.2768,1.3683,0.49138,2.095,2.9266,2.6258
2,19.25,0.36682,-0.0765075,1.618,-13.2075,5.2076,59.149,99.46746,405.815,4.63545,2100.45,0.275655,1.32875,0.429285,2.0631,2.866,2.8739
2,19.75,0.36143,-0.330675,1.54665,-10.191,4.7319,61.488,99.483605,404.8,4.582,2100.15,0.27159,1.57205,0.36184,1.8692,2.866,6.7923
2,20.25,0.34919,-0.400295,1.59135,-10.393,5.01695,61.656,99.496055,405.35,4.6628,2097.25,0.272965,1.3217,0.27639,2.0612,2.86385,4.0275
2,20.75,0.334375,-0.51325,1.56315,-9.5707,5.599,62.4195,99.49359,405.91,4.6614,2122.35,0.27061,1.1394,0.201665,1.707,2.9103,4.92645
2,21.25,0.35985,-0.579035,1.6353,-11.074,5.8848,62.0355,99.497775,406.43,4.5374,2128.35,0.27219,1.19055,0.096255,1.6019,2.9019,5.8525
2,21.75,0.33135,-0.636225,1.497,-9.0548,5.3969,64.4005,99.493745,406.37,4.5402,2126.2,0.27025,1.20765,0.18471,1.49625,2.893,0.89205
2,22.25,0.3417,-0.631825,1.5802,-9.4025,4.9629,65.696,99.500645,407.03,4.5036,2142.1,0.2675,1.0279,0.099035,1.4236,2.8833,2.7925
2,22.75,0.32929,-0.819335,1.5323,-10.842,6.261,65.2305,99.489445,407.21,4.4831,2147.8,0.27023,1.2136,-0.01607,1.0194,2.8735,0.455615
2,23.25,0.30042,-0.9987,1.4236,-9.9985,4.9762,67.529,99.492335,406.345,4.41075,2158.4,0.26672,1.23785,-0.021957,1.42635,2.88825,0.81366
2,23.75,0.31632,-1.011235,1.4672,-9.7398,5.4078,68.845,99.495935,406.565,4.4621,2155.2,0.26395,0.744415,0.0938525,1.0909,2.90255,1.17772
3,0.25,0.29585,2.57185,1.4005,-11.283,10.1545,64.1375,99.283445,407.955,5.7059,2155.35,0.319455,1.1991,0.224125,1.4719,6.0422,3.9354
3,0.75,0.28476,2.1133,1.2818,-12.026,10.925,66.211,99.28479,407.435,5.73605,2149.7,0.32182,1.0644,0.252195,1.4202,6.02635,6.498
3,1.25,0.28568,1.69515,1.2279,-11.1225,9.0852,66.2595,99.287575,408.17,5.7144,2153.5,0.31963,1.40915,0.192725,1.71975,6.00935,5.19655
3,1.75,0.268505,1.49515,1.2928,-12.4875,8.288,67.601,99.296285,407.775,5.7483,2152.35,0.31065,1.166,0.2398,1.39445,5.98,4.363
3,2.25,0.29756,1.30155,1.3106,-10.719,7.0299,68.742,99.30132,407.69,5.5619,2153.3,0.32554,0.998525,0.045027,0.90212,5.95,3.4082
3,2.75,0.31093,1.28535,1.37075,-12.345,9.56215,69.6045,99.280005,408.49,5.5869,2159.55,0.3161,0.895465,0.13781,1.2691,5.91885,3.5052
3,3.25,0.29048,1.2135,1.3317,-10.9955,8.298,71.1365,99.249865,409.04,5.6272,2181.5,0.32398,1.10355,0.11583,1.56135,5.8864,4.11305
3,3.75,0.282,1.1879,1.31,-10.961,8.933,71.374,99.239505,407.33,5.679,2162.6,0.32601,1.0221,0.16123,1.3191,5.8579,4.0441
3,4.25,0.30738,1.0133,1.35805,-9.7289,9.0024,72.4615,99.2356,407.28,5.6257,2164.35,0.3181,1.1955,0.10952,1.4133,5.8302,8.5405
3,4.75,0.294555,0.95143,1.341,-10.357,8.15045,71.858,99.25423,408.16,5.5591,2165,0.31297,1.04185,0.21736,1.29685,5.80375,3.526
3,5.25,0.29516,0.6802,1.42555,-9.74585,9.0176,72.545,99.254805,408.245,5.3843,2161.6,0.3122,1.0139,0.25739,1.3672,5.78475,7.8604
3,5.75,0.30392,0.71042,1.48925,-8.73995,7.37215,73.148,99.272585,408.28,5.4495,2158.2,0.30944,1.0683,0.299535,1.5256,5.75355,3.6421
3,6.25,0.299,0.97265,1.448,-9.273,7.4641,74.022,99.26322,409.295,5.3256,2162.2,0.31101,1.3221,0.46302,1.96285,5.7188,8.3306
3,6.75,0.31428,0.914735,1.352,-6.60345,9.624,74.357,99.27505,410.025,5.23835,2156,1.8295,1.11235,0.30218,1.7065,5.6836,6.903
3,7.25,0.33588,1.0575,1.3986,-2.38985,11.7805,72.917,99.2944,411.15,5.2974,2151.2,26.4805,1.8064,0.14796,1.61715,5.66845,5.8663
3,7.75,0.36504,1.7106,1.58195,9.99995,15.1105,69.659,99.29574,409.12,5.3425,2150.85,107.595,1.5777,-0.21184,1.32355,5.6482,8.9339
3,8.25,0.43595,2.42075,1.9212,23.91,18.287,67.509,99.30421,407.01,5.4046,2144.1,204.21,1.9819,-0.70595,0.97696,5.62255,11.133
3,8.75,0.44046,2.9983,1.9518,44.6005,24.863,64.196,99.320785,405.76,5.40295,2136.3,298.02,1.22635,-0.990125,0.180835,5.5851,12.149
3,9.25,0.45385,2.992,2.0641,75.092,29.1595,61.759,99.302055,404.87,5.4213,2132.1,426.88,0.645745,-0.587785,0.126065,5.5765,14.097
3,9.75,0.48745,3.56575,2.16485,92.29,32.55,57.997,99.31142,403.2,5.4882,2114.8,537.865,0.50875,-0.589645,-0.46367,5.5737,15.7995
3,10.25,0.50631,3.8974,2.1702,119.23,39.1765,56.2015,99.31081,402.65,5.464,2110.9,664.215,0.33457,-0.4319,-0.119285,5.5565,17.2925
3,10.75,0.518165,4.3525,2.1956,130.87,44.0705,53.9345,99.29531,402.65,5.53725,2108.05,771.515,-0.10174,-0.43173,-0.44459,5.54625,17.776
3,11.25,0.52865,5.0954,2.3339,149.585,45.5025,51.928,99.28144,402.37,5.54095,2100.05,864.85,0.0833295,-0.292905,-0.262525,5.5174,21.866
3,11.75,0.543,5.8927,2.371,172.39,52.913,50.625,99.27412,401.59,5.7226,2097.9,933.42,0.06829,-0.354805,-0.39883,5.52345,23.575
3,12.25,0.548985,5.6726,2.298,169.92,56.02,49.0985,99.25692,401.43,5.3082,2095.55,990.655,0.225915,-0.35586,-0.24347,5.5081,23.563
3,12.75,0.543165,6.2134,2.38105,167.56,58.683,47.9315,99.22782,401.02,5.4099,2097.3,924.98,0.183455,-0.29221,-0.1310405,5.5347,23.714
3,13.25,0.58111,6.32245,2.37965,168.425,60.266,47.0695,99.19513,400.115,5.38335,2088.1,929.88,-0.037452,-0.276205,-0.31043,5.5659,24.128
3,13.75,0.60636,6.7004,2.5108,155.53,57.3645,46.786,99.1655,400.24,5.52685,2086.95,900.705,-0.05496,-0.181255,-0.256715,5.6407,22.853
3,14.25,0.59622,7.01865,2.5748,161.23,57.237,47.4555,99.147885,400.36,5.614,2091.65,815.4,0.30843,-0.19995,0.15613,5.66855,24.9875
3,14.75,0.59888,7.2201,2.6051,143.88,50.5925,46.8685,99.135025,399.38,5.54115,2091.1,753.445,0.525015,-0.103745,0.367425,5.70765,24.685
3,15.25,0.61034,7.80135,2.6592,118.04,46.75,46.386,99.132685,399.71,5.5692,2093.85,616.27,0.73732,-0.082095,0.48805,5.7603,19.3315
3,15.75,0.58275,7.39075,2.4833,105.59,47.63,46.627,99.12905,399.675,5.49645,2090.8,507.3,0.82834,-0.030349,0.72562,5.8616,17.819
3,16.25,0.586705,7.7116,2.64825,77.335,38.068,46.7205,99.12791,399.675,5.4624,2085.25,447.99,0.772105,0.00764825,0.77798,5.87905,15.432
3,16.75,0.60471,7.56245,2.4912,56.5795,34.203,46.5995,99.13349,399.71,5.7011,2080.5,338.51,1.089,0.034294,1.1182,5.9033,14.591
3,17.25,0.54639,7.1396,2.3908,37.372,26.5175,48.028,99.13752,400.305,5.5132,2081.3,227.605,1.0473,0.0971045,1.12695,5.9388,8.9376
3,17.75,0.52234,6.8625,2.2982,14.003,23.625,48.544,99.162255,400.48,5.5795,2081.05,104.615,1.2999,0.19127,1.4873,5.9923,7.0153
3,18.25,0.47564,6.821,2.043,-4.7905,16.775,49.656,99.17928,401.105,5.77855,2087.2,27.88,1.56115,0.31194,1.7252,6.05575,5.0987
3,18.75,0.42499,6.597,1.8834,-13.5655,15.246,51.3035,99.20145,402.15,5.8049,2088.1,1.2405,1.75905,0.40185,2.2028,6.0982,4.37485
3,19.25,0.36588,6.426,1.6612,-10.35,13.016,54.202,99.24485,403.9,5.7249,2098.4,0.34269,1.7037,0.518905,2.3416,6.12325,3.1311
3,19.75,0.32511,6.2229,1.4348,-13.129,10.61,56.208,99.27075,405.76,5.8994,2107.45,0.34002,1.4158,0.52442,2.1462,6.1248,2.6442
3,20.25,0.33435,5.8671,1.4943,-12.7775,10.05165,58.0875,99.29673,407.04,5.78245,2124.1,0.33701,1.6204,0.412935,2.3454,6.1275,4.3552
3,20.75,0.33355,5.3019,1.44,-12.793,10.823,58.278,99.29089,407.81,5.7743,2128.65,0.33999,1.612,0.37088,2.1498,6.12805,5.546
3,21.25,0.33492,4.8126,1.465,-11.629,12.055,58.987,99.30497,407.01,5.8729,2132.4,0.339225,1.64015,0.23163,2.1651,6.1403,5.25
3,21.75,0.33391,4.43095,1.4189,-13.6325,13.156,60.9025,99.3084,406.64,5.9208,2140.3,0.340185,1.2245,0.251355,1.53365,6.1417,4.0057
3,22.25,0.325785,4.0368,1.37355,-12.101,12.633,62.13,99.29451,408.29,5.8161,2145.7,0.33882,1.2534,0.219915,1.93275,6.1321,4.4938
3,22.75,0.277065,3.8726,1.27145,-13.702,9.60845,62.965,99.28457,408.36,5.8049,2143.8,0.337255,1.324,0.31695,1.98055,6.12135,4.5608
3,23.25,0.27887,3.483,1.1932,-14.076,11.416,64.032,99.28318,408.415,5.80525,2145.6,0.326505,1.4923,0.273895,1.8526,6.11045,5.5754
3,23.75,0.27916,3.2204,1.2552,-11.999,10.635,63.8,99.2644,408.725,5.85855,2144.4,0.32002,1.5377,0.11449,1.7705,6.0994,4.10745
4,0.25,0.26322,10.532,1.3063,-15.871,14.185,62.636,98.96074,411.1,7.98995,2146.1,0.86095,1.6571,0.30687,2.0202,12.429,6.3679
4,0.75,0.24278,9.90565,1.2321,-17.275,12.83,65.0355,98.93473,410.95,7.9544,2147.6,0.91769,1.6714,0.245045,2.2694,12.398,9.8833
4,1.25,0.24786,9.60265,1.22005,-16.8205,14.319,64.955,98.908835,411.195,7.82875,2148.15,0.92126,1.405,0.22153,1.87275,12.365,9.9197
4,1.75,0.22697,9.17475,1.12705,-14.548,14.695,65.476,98.9157,412.16,7.7998,2152.6,0.87166,1.64615,0.32962,2.009,12.331,10.543
4,2.25,0.2575,8.8517,1.1534,-15.6605,12.0795,66.5915,98.89812,412.04,7.7313,2164,0.76051,1.4145,0.24158,1.8796,12.294,11.995
4,2.75,0.23288,8.6897,1.1171,-13.2395,13.3095,66.9025,98.868525,414.3,7.6178,2180.8,0.7759,1.4361,0.17822,1.80175,12.256,15.7845
4,3.25,0.225,8.26095,1.1241,-12.276,13.2675,67.865,98.881555,413.05,7.64375,2177.4,0.80548,1.385,0.27373,1.5913,12.217,12.93
4,3.75,0.234,8.05165,1.039,-12.5635,13.9345,69.791,98.881975,412.27,7.5627,2180.5,0.87054,1.4009,0.21098,1.851,12.218,9.51435
4,4.25,0.26803,7.80745,1.1437,-15.0375,14.297,70.9355,98.879125,414.71,7.5715,2181.4,0.84695,1.504,0.23162,2.028,12.37,12.0045
4,4.75,0.264,7.4431,1.1465,-13.259,11.475,72.209,98.879295,414.185,7.61975,2177.8,0.22256,1.6589,0.2835,2.10835,12.298,13.532
4,5.25,0.23662,7.4407,1.053,-13.8415,12.867,72.578,98.884875,416.89,7.5323,2192.45,-1.5288,1.5933,0.35127,2.034,12.197,9.0705
4,5.75,0.26483,7.4341,1.0733,-15.1875,13.6215,72.8295,98.883485,416.9,7.5188,2201.3,1.0387,1.436,0.392925,1.86305,12.131,14.4115
4,6.25,0.26267,7.3711,1.19235,-11.207,14.47,72.793,98.90667,418.15,7.5845,2197.95,18.441,1.477,0.19484,1.98415,12.116,13.169
4,6.75,0.307,7.8192,1.3451,-3.7583,18.732,70.7325,98.939245,418.615,7.7942,2175.2,80.593,1.7822,-0.092656,1.5575,12.056,17.976
4,7.25,0.38474,8.38335,1.4856,9.95,24.848,67.057,98.953655,417.14,7.8997,2161.6,161.79,1.4528,-0.837185,0.93325,12.026,21.1225
4,7.75,0.42,9.483,1.7146,29.794,31.2315,63.916,98.952235,413.59,7.6062,2132.1,289.46,1.24385,-1.04215,-0.0469215,12.013,19.7875
4,8.25,0.442335,10.4305,1.8377,59.1225,43.43,62.3,98.94813,409.625,7.6834,2108,424.4,0.18263,-1.0181,-1.00847,11.95,29.11
4,8.75,0.47128,10.724,2.074,78.5055,44.995,59.1825,98.969855,406.355,7.62775,2105.35,526.81,-0.67732,-1.16745,-1.3424,11.852,25.728
4,9.25,0.49472,11.2675,2.147,97.0205,51.75,57.4185,98.93495,405.41,7.5303,2088.45,663.82,-0.638,-0.734045,-1.788,11.828,26.016
4,9.75,0.55111,11.9295,2.164,104.53,59.814,54.7785,98.94144,403.01,7.5306,2084.25,779.52,-1.2123,-0.5989,-2.2397,11.8385,26.405
4,10.25,0.5656,12.265,2.2905,129.43,71.372,52.9715,98.92759,401.05,7.5122,2065.25,838.55,-1.57525,-0.493395,-2.057,11.87,31.735
4,10.75,0.55033,12.7135,2.3295,151.615,73.344,51.566,98.93356,400.11,7.6032,2050.3,973.575,-1.4147,-0.44431,-2.1143,11.918,32.058
