DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1
1,0.25,2.07840124464835,-25.4519256863369,0.211979469269541,-0.0259729845450489,-0.869282922270745,0.0789157011387434,-24.4053633969045,-3.38183111919722,0.372024379110647,1.29,1.165,-19.281175,-28.7445,-21.5615,-18.40675,90.05811,54.45,0.388425,-29.605,-11.48,-14.585,0.2,-3.995,0.7,-1.13,-1.145,169.975,193.525,238.475,252.4,-0.21,-0.08,-0.1025,-0.1925,-0.22,0.04,-0.09,-0.21,-3.298,-2.669,-2.07375,-4.35575,-3.7275,-2.776,-2.5725,-2.3875,-2.2105,-1.44625,-6.1815,-5.2815,-3.855,-3.38925,-3.086,-1.8345,-1.428,-5.302,-4.56,-4.048,-3.346,-3.403,-3.108,-8.7375,-8.299,-4.6905,-7.727,-3.8775,-51.0625,0.179717392517475,0.416996612292638,0.371250509183478,0.388902673377192,0.367280854313718,0.391776923045379,0.386440723637442,0.365559520843776,0.310536148688991,418.491242147583
1,0.75,2.07223017065246,-25.5465845878132,0.227264056564784,-0.0185897917866572,-1.13198715243942,0.0929019337874972,-22.4344141219098,-4.78078583934653,0.415972329055297,1.235,1.28,-19.2751,-28.6375,-21.58035,-19.3361,90.09562,54.215,0.3645,-29.47,-11.47,-14.705,0.25,-3.945,0.85,-1.13,-1.065,169.55,191.75,238.725,252.525,-0.21,-0.085,-0.11,-0.2,-0.22,0.04,-0.09,-0.21,-3.301,-2.67,-2.065,-4.348,-3.722,-2.784,-2.555,-2.375,-2.2015,-1.444,-6.18725,-5.2875,-3.864,-3.3985,-3.096,-1.8595,-1.434,-5.305,-4.563,-4.055,-3.353,-3.366,-3.108,-8.538,-8.225,-4.93,-7.704,-3.883,-49.655,0.165363146329015,0.408409399400849,0.372079052532457,0.379847304836987,0.37060965203064,0.376910732602706,0.33948778880399,0.382027161276918,0.289021464565688,418.65715386307
1,1.25,1.72920347512927,-24.311613485036,0.234241669955429,-0.0389950873092359,-1.72670876460103,0.0847982153395078,-15.0194878109499,-2.73127548697374,0.383321622897693,1.185,1.2325,-19.2329,-28.1555,-21.11545,-19.7063,90.11812,55.26,0.430125,-29.745,-11.54,-14.765,0.45,-4.035,0.9,-1.16,-1.0725,169.85,192.55,239.05,252.6,-0.21,-0.08,-0.11,-0.205,-0.22,0.04,-0.09,-0.21,-3.305,-2.67,-2.066,-4.356,-3.724,-2.787,-2.556,-2.373,-2.2025,-1.445,-6.19225,-5.29275,-3.86325,-3.39375,-3.098,-1.8615,-1.4355,-5.308,-4.566,-4.063,-3.361,-3.369,-3.108,-8.535,-8.223,-4.8385,-7.712,-3.8905,-47.43,0.144161437381992,0.394314402077546,0.350508802968243,0.379664158792741,0.392170737487919,0.374334496644531,0.359398959999849,0.387563403729434,0.288760274363343,418.825979854701
1,1.75,1.77299483688848,-23.545125855935,0.270355699094268,0.00848319491802131,-1.94937896393168,0.0954330135766897,-20.704812311406,-2.95457769020149,0.380202534743812,1.395,1.34,-19.1108,-28.2535,-21.160925,-18.91855,90.11668,54.57,0.431475,-29.815,-11.59,-14.7,0.2,-3.96,1,-1.15,-1.095,169.6,192.1,239.075,252.45,-0.2,-0.08,-0.11,-0.2,-0.22,0.04,-0.09,-0.21,-3.308,-2.671,-2.067,-4.368,-3.723,-2.789,-2.558,-2.371,-2.2035,-1.446,-6.19325,-5.29675,-3.86225,-3.39575,-3.101,-1.842,-1.43675,-5.311,-4.57,-4.071,-3.369,-3.373,-3.109,-8.535,-8.22,-4.601,-7.47275,-3.807,-48.875,0.156267556194015,0.387335786185177,0.400215667855945,0.379882227773412,0.391755053817332,0.370839467649031,0.358644090698351,0.382440287295308,0.287657100461521,418.982853865935
1,2.25,1.95939379807286,-23.747082389231,0.239481979345093,0.0147775784530203,-0.689272544532697,0.0855800926063206,-18.9297277886593,-1.39722216381407,0.384809668607219,1.365,1.36,-19.2385,-28.13,-21.988875,-19.0098,90.0994025,57.63,0.450425,-29.99,-11.68,-14.7575,0.2,-3.84,0.75,-1.165,-0.975,168.7,192.1,239.05,252.275,-0.21,-0.08,-0.12,-0.2,-0.22,0.04,-0.09,-0.21,-3.31,-2.672,-2.069,-4.379,-3.716,-2.791,-2.56,-2.369,-2.204,-1.447,-6.1865,-5.30025,-3.86075,-3.3985,-3.1035,-1.8445,-1.438,-5.313,-4.575,-4.078,-3.377,-3.377,-3.109,-8.533,-8.217,-4.796,-7.495,-3.8465,-49.995,0.159900529482176,0.383797279887008,0.377500367635506,0.377999892880927,0.379318621817055,0.379408393988202,0.355970234203464,0.357492913290199,0.305240617519843,419.115264797404
1,2.75,1.70147190418159,-24.3152005915229,0.22448672722874,0.0290295199736819,-0.831497775094548,0.0984597481931005,-20.1045763039232,-1.11804210672775,0.390228765181493,1.125,1.12,-18.44185,-27.756,-21.61845,-19.1198,90.10816,56.34,0.428125,-30.055,-11.78,-14.7625,0.1,-3.98,0.8,-1.18,-1.025,165.95,192.8,240.45,252.175,-0.21,-0.075,-0.115,-0.2,-0.23,0.05,-0.09,-0.21,-3.309,-2.672,-2.07,-4.378,-3.729,-2.793,-2.562,-2.367,-2.2045,-1.448,-6.17325,-5.304,-3.856,-3.40025,-3.1065,-1.8475,-1.43925,-5.316,-4.581,-4.086,-3.385,-3.382,-3.11,-8.53,-8.213,-4.89975,-7.71,-3.8535,-49,0.167424658480789,0.363754411885058,0.381053096366089,0.373338615391215,0.386356843614651,0.367250332627942,0.386958851446479,0.343902299949136,0.289889266234905,419.03035631513
1,3.25,1.62765462268701,-25.1288445730742,0.228810008267657,0.0151328831583529,-0.972898805054033,0.097265918416939,-12.6532069710728,-1.38981081264138,0.39297601920926,1.06,1.15,-18.369925,-27.82,-21.1858,-19.03375,90.114705,56.23,0.4236,-30.36,-11.835,-14.74,0.1,-3.95,0.7,-1.195,-0.905,167.15,192.55,241.35,252.025,-0.21,-0.085,-0.105,-0.205,-0.22,0.04,-0.09,-0.21,-3.307,-2.673,-2.071,-4.387,-3.734,-2.795,-2.563,-2.365,-2.2055,-1.449,-6.162,-5.30525,-3.8495,-3.396,-3.1155,-1.8685,-1.4405,-5.318,-4.584,-4.094,-3.393,-3.386,-3.11,-8.525,-8.214,-4.89325,-7.687,-3.838,-50.35,0.174989262527221,0.382462401136842,0.37803624240116,0.382033227926273,0.410324043427392,0.37537808847821,0.4027530361013,0.360321181245087,0.285965387738971,418.927173886379
1,3.75,1.71338773300325,-24.1211440354734,0.252099175998602,0.0102948286131135,-0.48184894220913,0.0876158545243659,-21.5991892659087,-3.29448953526064,0.411252323186048,1.14,1.175,-18.086425,-27.8155,-21.136,-19.7035,90.1194475,56.075,0.4708,-30.225,-11.745,-14.7425,0.25,-3.86,0.75,-1.18,-1.115,167.15,191.55,241.35,252.425,-0.21,-0.08,-0.11,-0.19,-0.22,0.04,-0.09,-0.21,-3.304,-2.674,-2.073,-4.391,-3.734,-2.792,-2.565,-2.363,-2.2065,-1.451,-6.163,-5.3065,-3.84925,-3.398,-3.11125,-1.85275,-1.442,-5.33,-4.589,-4.102,-3.4,-3.39,-3.107,-8.52,-8.214,-4.865,-7.67,-3.84,-45.945,0.178679842628482,0.383433345198245,0.393543204235109,0.374748774900004,0.392414401000161,0.374336118914967,0.423689551900547,0.331100503847582,0.285000404365254,418.713426884387
1,4.25,1.62839077117354,-24.909332234012,0.252711684294506,0.00755294999893447,-2.01379367043775,0.0887239050549732,-8.65664051117576,-3.3991200403025,0.39562517895033,1.05,1.0575,-18.3294,-28.4295,-21.4041,-18.97075,90.1033,56.095,0.495525,-29.77,-11.665,-14.6775,0.3,-4,0.9,-1.16,-1.21,167.45,192,241.475,252.325,-0.2,-0.08,-0.11,-0.2,-0.22,0.03,-0.09,-0.21,-3.302,-2.675,-2.074,-4.395,-3.733,-2.788,-2.567,-2.361,-2.207,-1.452,-6.15875,-5.3065,-3.851,-3.401,-3.114,-1.855,-1.44325,-5.349,-4.592,-4.104,-3.405,-3.392,-3.105,-8.515,-8.213,-4.9515,-7.754,-3.904,-48.56,0.182551509007803,0.39036988596249,0.391386693969081,0.386158544237325,0.395833745512951,0.370040372679796,0.395334036226873,0.34204276109162,0.350697330688706,418.667953550967
1,4.75,1.8295373376682,-25.0449462091783,0.238655342635729,0.0145958825460254,-0.740928910196107,0.0840288560477969,-16.2842131730245,-1.52924599572429,0.366585914269616,1.06,1.0075,-17.61755,-28.4665,-21.8755,-18.544725,90.088405,56.0075,0.45545,-29.52,-11.625,-14.625,0.45,-3.95,0.95,-1.16,-1.18,166.7,192.4,241.675,252.225,-0.21,-0.08,-0.105,-0.21,-0.22,0.04,-0.09,-0.21,-3.299,-2.676,-2.075,-4.4,-3.736,-2.785,-2.568,-2.361,-2.208,-1.453,-6.14975,-5.2995,-3.85375,-3.4,-3.11675,-1.858,-1.4445,-5.369,-4.595,-4.101,-3.41,-3.389,-3.103,-8.511,-8.217,-4.5945,-7.63,-3.773,-49.44,0.165708047871259,0.395899401618042,0.397081724427983,0.392037298103762,0.3930913279943,0.382579316351286,0.42508784309584,0.41058167962087,0.315625279489983,418.620727225722
