DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,399.8325,400.3225,400.415,400.495,400.405,400.995,401.92,403.31,0.565,0.145,-0.0955,-20.295,-25.3775,32.355,-1.25,1.515,0.45775,0.51125,0.145,-1.0825,1.8075,242.105,295.885,-24.68,0,0,70.21,-2.96,75.0425,2.6225,-3.75,76.49,2.3,-4.435,79.245,1.945,10.145,1.6075,-2.7675,-2.8375,-2.675,-0.774,-0.12
1,0.75,401.42,401.74,401.7625,401.945,401.85,402.39,405.3075,406.265,0.59025,0.12775,-0.109,-19.24,-27.93,31.17,-1.25,1.18,0.443,0.34575,0.115,-1.095,1.74,240.6225,295.685,-24.19,0,0,70.195,-2.91,74.25,2.6625,-3.85,75.41,2.325,-4.3925,79.6,1.91,10.33,1.62,-2.885,-2.925,-2.745,-0.77,-0.119
1,1.25,399.9,400.06,400.21,400.2875,400.14,400.85,401.46,403.1,0.58,0.10925,-0.118,-23.3875,-27.11,32.125,-1.25,1.5075,0.47,0.304,0.105,-1.035,1.725,240.7575,295.4,-24.66,0,0,70.19,-2.92,74.595,2.62,-3.875,76.17,2.34,-4.445,79.81,1.94,10.55,1.64,-2.95,-2.9675,-2.7575,-0.7685,-0.119
1,1.75,401.3025,401.675,401.69,401.9,401.8425,402.4475,404.05,405.83,0.60975,0.12525,-0.113,-18.895,-31.47,36.49,-1.25,1.65,0.426,0.512,0.125,-1,1.725,242.3475,295.235,-23.7,0,0,70.19,-3.05,74.695,2.705,-4.06,75.6,2.305,-4.525,79.86,1.9625,10.41,1.65,-2.94,-2.99,-2.7675,-0.76775,-0.118
1,2.25,399.7075,400.03,400.05,400.35,400.1825,400.7975,401.565,402.83,0.657,0.147,-0.11,-18.415,-27.865,35.7575,-1.2575,1.6775,0.421,0.29925,0.10925,-0.9745,1.735,243.6375,295.2175,-21.9625,0,0,70.19,-3.085,74.635,2.7075,-3.99,75.6975,2.34,-4.4,79.475,2.005,10.57,1.6325,-3.06,-3,-2.7825,-0.76375,-0.11975
1,2.75,401.1725,401.495,401.69,401.725,401.6525,402.38,405.025,405.91,0.55,0.12575,-0.10475,-19.6025,-28.795,35.31,-1.26,1.58,0.496,0.189,0.104,-1.005,1.7,243.13,294.65,-22.695,0,0,70.18,-3.12,74.7425,2.6125,-4.1,76.14,2.295,-4.51,80.02,1.89,10.535,1.645,-3.165,-3.0075,-2.8375,-0.763,-0.12225
1,3.25,399.7425,400.0325,400.125,400.31,400.2,400.7675,401.445,402.9575,0.579,0.127,-0.111,-18.21,-29.85,34.305,-1.26,1.7375,0.524,0.51125,0.109,-1.03,1.71,243.1175,294.94,-24.675,0,0,70.17,-3.1875,74.88,2.595,-4.14,76.22,2.27,-4.58,79.97,1.885,10.84,1.71,-3.23,-3.0475,-2.935,-0.76075,-0.122
1,3.75,400.955,401.4025,401.475,401.745,401.4575,402.3075,404.55,405.71,0.6055,0.073,-0.121,-18.4025,-29.755,33.015,-1.2575,2.015,0.49125,0.51125,0.1225,-1.05,1.715,241.9275,295.0925,-24.02,0,0,70.16,-3.1225,74.665,2.57,-4.02,76.59,2.2775,-4.59,79.7775,1.93,10.78,1.68,-3.26,-3.115,-2.95,-0.76,-0.12275
1,4.25,399.6325,399.9175,400.04,400.375,400.3025,400.815,401.48,402.6375,0.596,0.112,-0.112,-19.04,-28.87,35.65,-1.26,1.7775,0.53,0.16475,0.11525,-1.05,1.72,242.165,294.8125,-23.6775,0,0,70.16,-3.03,75.035,2.595,-3.86,76.61,2.32,-4.64,79.695,1.8975,10.67,1.675,-3.29,-3.145,-3.0475,-0.757,-0.12275
1,4.75,401.1175,401.4375,401.525,401.635,401.5975,402.26,404.4,405.88,0.543,0.107,-0.124,-18.815,-33.58,35.175,-1.26,1.595,0.52775,0.12025,0.09825,-1.04,1.68,243.6175,294.7375,-24.1925,0,0,70.16,-3.0575,74.7325,2.5625,-3.93,76.595,2.34,-4.6525,79.6,1.925,10.565,1.65,-3.385,-3.1675,-3.02,-0.75875,-0.1225
1,5.25,399.7625,400.0625,400.19,400.39,400.305,400.8375,401.67,403.14,0.5765,0.1295,-0.116,-18.25,-33.6775,34.26,-1.26,1.525,0.498,0.179,0.09725,-1,1.68,243.9625,294.4925,-23.7775,0,0,70.17,-3.145,74.5475,2.535,-4.1175,76.35,2.33,-4.53,79.7825,1.91,10.52,1.6725,-3.45,-3.1775,-3.0525,-0.75975,-0.1225
1,5.75,401.13,401.54,401.64,401.9125,401.62,402.04,404.72,406.3,0.564,0.1145,-0.09625,-19.805,-28.59,31.18,-1.26,1.31,0.43,0.13,0.098,-1.015,1.74,243.065,294.5375,-25.245,0,0,70.19,-3.2375,74.91,2.51,-4.2175,75.56,2.2575,-4.72,79.9125,1.88,10.52,1.66,-3.535,-3.1775,-3.0525,-0.759,-0.122
1,6.25,399.79,400.07,400.2175,400.39,400.35,400.87,401.8975,403.2275,0.5465,0.11,-0.0925,-18.23,-27.195,30.3525,-1.27,1.67,0.48,0.13075,0.09475,-0.9705,1.74,243.5975,294.4475,-24.4025,0,0,70.2,-3.1675,75.52,2.5,-4.245,76.74,2.21,-4.81,80.1175,1.875,10.52,1.6175,-3.49,-3.29,-3.145,-0.76075,-0.1225
1,6.75,401.2775,401.7425,401.87,402.19,401.86,402.935,405.24,406.515,0.57,0.122,-0.106,-17.3825,-26.88,28.53,-1.26,1.74,0.5,0.213,0.097,-0.9545,1.745,242.3625,294.65,-23.65,0.028,0,70.21,-3.205,75.71,2.56,-4.1075,76.575,2.25,-4.805,79.8525,1.87,10.13,1.61,-3.505,-3.31,-3.15,-0.764,-0.12375
1,7.25,399.69,399.94,399.9775,400.125,400.03,400.89,401.8025,403.225,0.58975,0.05,-0.091,-17.43,-28.4,29.92,-1.26,3.58,0.54775,0.12,0.097,6.755,6.38,237.945,293.9825,-20.3625,9.6,1.31,70.22,-3.225,75.06,2.5075,-4.1725,75.4225,2.19,-4.81,79.405,1.865,10.02,1.6,-3.55,-3.415,-3.235,-0.7665,-0.12275
1,7.75,401.1625,401.7125,401.88,402.335,401.8075,402.7375,405.3,406.46,0.537,0.0065,-0.09325,-7.02,-13.2325,36.16,-1.26,7.48,0.94625,0.0545,0.10325,64.355,30.31,241.1225,294.7125,1.8225,80.1,13.47,70.25,-3.21,74.69,2.62,-4.085,75.89,2.24,-4.77,79.86,1.92,10.1025,1.59,-3.475,-3.47,-3.22,-0.765,-0.12175
1,8.25,399.605,399.795,399.77,399.955,399.9175,400.4825,401.935,403.15,0.5755,0.01575,-0.11225,21.12,11.1425,40.525,-1.26,9.175,1.08,0.013,0.098,150.975,44.83,241.375,296.525,41.885,232.96,27.38,70.26,-2.8225,73.75,2.77,-3.67,75.15,2.45,-4.48,79.93,1.9975,9.96,1.61,-3.48,-3.34,-3.255,-0.766,-0.12175
1,8.75,401.0575,401.4575,401.5725,401.685,401.6475,402.645,404.88,405.78,0.631,0.037,-0.138,70.875,57.6,51.71,-1.26,9.8725,0.95625,0.01325,0.09,239.83,51.6,243.7575,299.335,113.21,390.4975,37.7,70.28,-2.4975,72.6725,2.875,-2.98,73.12,2.7125,-4.01,79.53,2.165,10.0375,1.64,-3.375,-3.255,-3.1225,-0.77075,-0.121
