DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,7.312575,1.13581144975,0.37731483275,0.164012195,41.837625,103.1686,1.9721,0.09,477.84265,0.98495,2002.83885,0.290475,0.290475,0,0.0488,0.37415,228.7595,239.501425,0.0308,0,-3.137275,-2.246825,-4.014525,-3.1183,-13.9035,-13.694075,-14.452625,-14.12515,-10.789325,-14.028175,-12.897825,-12.1319,-11.398375,-12.3973,-12.612825,-9.784325,-12.97675,-11.846175,-11.045225,-10.49655,-10.72855,-11.228725
1,0.75,7.6068,1.0614453665,0.325115364,0.23259376975,40.0773,103.1387,1.979125,0.0759,477.8457,1.099075,1970.09705,0.87535,0.87535,0,0.2861,0.38095,228.835,239.693,0.0332,0,-3.10325,-2.2779,-3.8355,-3.070725,-13.91055,-13.6775,-14.439375,-14.104775,-10.808475,-13.986525,-12.8893,-12.134975,-11.405775,-12.38145,-12.62935,-9.789925,-12.989325,-11.847875,-11.068625,-10.506325,-10.737175,-11.24325
1,1.25,7.20205,1.0784213975,0.3271976455,0.17664943625,40.993825,103.163925,2.0013,0.1347,478.34415,1.32845,1997.78385,0.9683,0.9683,0,0.146375,0.3359,229.71175,239.667,0.0327,0,-3.211875,-2.166125,-3.768425,-3.043625,-13.913525,-13.688325,-14.427475,-14.106825,-10.834975,-13.951225,-12.886,-12.138775,-11.418675,-12.37235,-12.6412,-9.791475,-12.9961,-11.8581,-11.081625,-10.522175,-10.744875,-11.254
1,1.75,7.8434,1.190090381,0.28874650375,0.10375568675,42.36235,103.1831,1.0457,0.1541,478.9898,1.58885,1991.3714,0.36135,0.36135,0,9.323275,0.344025,230.71,238.434875,0.0308,0,-3.240275,-2.2747,-3.805,-3.23815,-13.93895,-13.6981,-14.4533,-14.101875,-10.834525,-13.9308,-12.887825,-12.139225,-11.42305,-12.3592,-12.63105,-9.79505,-12.998025,-11.864475,-11.100475,-10.531475,-10.743075,-11.2708
1,2.25,7.4053,1.162798349,0.309030743,0.177704308,42.3959,103.141475,1.073025,0.151875,478.86345,1.08305,2008.923125,2.61195,2.61195,0,0.05575,0.339375,230.4025,238.083775,0.0285,0,-3.23225,-2.161725,-3.637875,-3.04345,-13.947325,-13.6944,-14.4539,-14.1046,-10.829725,-13.9387,-12.8983,-12.143125,-11.4355,-12.349875,-12.630775,-9.808325,-13.000225,-11.874975,-11.108625,-10.545,-10.748275,-11.28505
1,2.75,7.203,0.9711170635,0.203109983,0.2163032395,42.82505,103.114025,0.698375,0.1818,477.8512,0.9465,2020.4706,3.368075,3.368075,0,0.024,0.3262,232.031525,239.09675,0.0283,0,-3.22265,-2.2702,-3.612775,-3.220575,-13.9626,-13.705075,-14.467875,-14.107675,-10.8435,-13.9962,-12.91005,-12.146375,-11.44855,-12.35835,-12.6544,-9.802225,-12.996525,-11.878825,-11.124175,-10.5506,-10.748575,-11.301125
1,3.25,6.9704,0.9710905055,0.083575583,0.14219080275,40.985,103.1153,0.1393,0.19915,475.0743,0.885375,1950.72625,2.4423625,2.4423625,0,0.0361,0.31795,232.10475,238.53375,0.0275,0.0099,-3.256425,-2.318475,-3.723825,-3.2396,-13.992125,-13.731325,-14.471,-14.1292,-10.836025,-13.989775,-12.943275,-12.151425,-11.4547,-12.355325,-12.680825,-9.81685,-12.998225,-11.887775,-11.127225,-10.561125,-10.747525,-11.321975
1,3.75,7.24835,0.9902917155,0.2123689515,0.1372373705,42.292825,103.1229,-4.03245,0.1367,477.611775,0.9516,1961.2839,1.51665,1.51665,0,0.019,0.3336,231.269875,237.2335,0.0268,0,-3.277825,-2.440225,-3.869,-3.282525,-13.99385,-13.733975,-14.464775,-14.136975,-10.84155,-13.960775,-12.98605,-12.154725,-11.450425,-12.358825,-12.7071,-9.81455,-12.997275,-11.88975,-11.138475,-10.5638,-10.759475,-11.334775
1,4.25,7.3555,0.926120942,0.1875074485,0.155563492,49.668675,103.14385,-2.4934,0.2531,474.4135,1.218225,1915.284,0.416375,0.416375,0,0.010175,0.36925,231.41625,237.69,0.0308,0,-3.408075,-2.574075,-3.7412,-3.4295,-14.009025,-13.754825,-14.456825,-14.146825,-10.83705,-13.942675,-13.01745,-12.1698,-11.43765,-12.364525,-12.731075,-9.815675,-12.987325,-11.88445,-11.127,-10.57805,-10.761175,-11.34975
1,4.75,7.4507,0.937496667,0.232163735,0.16299682825,42.27545,103.11495,-2.331075,0.1574,475.9958,1.0384,1940.4247,1.3081,1.3081,0,0.0528,0.3148,230.141975,239.21125,0.0335,0,-3.186375,-2.33775,-3.7315,-3.396075,-14.0187,-13.771375,-14.454,-14.158,-10.839425,-13.9806,-13.030475,-12.1619,-11.434575,-12.37755,-12.748775,-9.81625,-13.000875,-11.87965,-11.12675,-10.5822,-10.761425,-11.364925
1,5.25,7.349925,0.9215167745,0.3051570075,0.174404242,38.9342,103.132525,-2.92555,0.5578,491.1195,1.1881,1985.466225,0.33535,0.33535,0,0.0856,0.3401,231.13825,238.6775,0.0319,0,-3.317875,-2.309725,-3.7921,-3.354175,-14.023375,-13.7671,-14.439125,-14.160875,-10.8577,-13.97115,-13.07985,-12.169,-11.413275,-12.389375,-12.741775,-9.821225,-12.992475,-11.8694,-11.1374,-10.5856,-10.764525,-11.3837
1,5.75,7.1912,1.00378108325,0.1225089845,0.11372242775,43.985475,103.1115,-3.4823,0.157,488.6734,1.086425,1934.164975,0.1428,0.1428,0,0.06165,0.34815,232.257,238.743,0.0308,0,-3.481525,-2.315725,-3.784275,-3.401775,-14.028725,-13.789425,-14.45395,-14.170075,-10.8614,-14.0097,-13.0933,-12.182,-11.3651,-12.3606,-12.7172,-9.811,-12.9864,-11.8608,-11.1318,-10.5716,-10.7405,-11.3512
