DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,-1.272425,0.024625,-38.0004,0.059625,-0.54495,-49.28575,57.0282,350.148,0.0885,-56.7362,-8.9307,-3.30555,-0.1226,-0.2429,0.4474
1,0.75,-2.9576,0.027325,-38.21435,0.088225,0.031975,-55.55325,57.1346,349.804,0.09,-57.0704,-9.1843,-3.17245,-0.1459,-0.1824,0.4386
1,1.25,-1.11915,0.0416,-38.14045,0.06925,-0.28165,-47.0745,56.2186,349.7795,0.09,-56.2644,-9.3545,-3.465,-0.1254,-0.4664,0.42575
1,1.75,-0.796325,0.043925,-38.4075,0.0813,-0.128275,-44.128,57.8436,349.828,0.0885,-56.4033,-9.45,-3.37915,-0.151575,-0.329,0.4256
1,2.25,-0.899375,0.042625,-37.89415,0.133225,-0.08055,-40.9154,61.8816,349.517,0.09,-56.103,-9.1628,-3.29025,-0.125125,-0.2001,0.42295
1,2.75,-2.41955,0.0293,-37.77735,0.08085,-0.216975,-47.33425,61.6846,349.0055,0.0985,-55.2371,-9.1862,-3.0855,-0.123575,-0.4839,0.415
1,3.25,-3.1539,0.037875,-36.7832,0.07175,-0.0177,-59.00625,62.6914,348.2755,0.1,-55.139,-9.6866,-3.1506,-0.12285,-0.5515,0.39645
1,3.75,-1.70635,0.04475,-36.89375,0.08475,-0.122175,-59.0885,62.6238,347.8685,0.1,-55.1768,-10.023,-3.3893,-0.122775,-0.6481,0.395675
1,4.25,-0.1094,0.0541,-36.9922,0.0911,-0.2318,-37.4796,62.01185,363.961975,0.098,-53.4737,-10.1576,-3.4538,-0.153275,-0.8362,0.43
1,4.75,-0.281,0.032975,-37.4171,0.10955,-0.239,-37.1151,62.676,364.061075,0.098,-53.4275,-10.014,-3.38295,-0.152925,-0.4191,0.4373
1,5.25,-0.06075,0.04095,-37.3074,0.10645,-0.0575,-44.1823,62.6313,364.117375,0.1,-54.2985,-10.0326,-2.98595,-0.153475,-0.5335,0.44615
1,5.75,-0.049625,0.0459,-38.05705,0.1505,-0.1129,-37.998875,62.4418,364.2256,0.098,-54.0998,-10.5009,-3.27825,-0.153025,-0.2516,0.461
1,6.25,-0.1386,0.0426,-38.646275,0.0523,-0.30895,-35.3602,61.1278,364.3012,0.098,-52.263475,-10.438875,-3.370325,-0.14965,-0.762325,0.47075
1,6.75,-0.0719,0.0401,-38.69715,0.057,-0.0686,-33.45485,60.49525,364.470975,0.096,-51.009075,-10.347625,-3.17365,-0.148375,-0.766425,0.4809
1,7.25,-0.27475,0.0315,-38.70795,0.1451,-0.47825,-37.511375,60.55135,364.700125,0.096,-51.03575,-10.335525,-3.3406,-0.145825,-0.634,0.4838
1,7.75,-0.7086,0.0275,-38.958375,0.124,-0.15085,-38.753,60.42015,364.29775,0.096,-49.327675,-10.068425,-3.61495,-0.14365,-0.465975,0.4812
1,8.25,-0.496875,0.0256,-38.922875,0.086925,-1.83575,-30.7145,60.0087,362.8786,0.096,-47.405125,-9.66065,-3.72365,-0.013025,-0.32955,0.467
1,8.75,-0.378,0.042625,-38.796025,0.092,-0.951,-32.5245,60.38555,360.8964,0.09,-44.2529,-4.145375,-2.072075,0.62975,0.23805,0.462875
1,9.25,-0.277,0.04555,-39.247625,0.09965,-0.1496,-26.1612,56.69115,358.776825,0.088,-41.186275,7.1388,2.365175,1.981425,1.7125,0.47145
1,9.75,-1.099575,0.050975,-38.745325,0.04065,-0.190375,-20.3208,54.3097,357.08775,0.088,-26.42885,21.213825,8.21395,4.88935,5.6361,0.4956
1,10.25,-2.999275,0.07385,-36.8403,0.06705,-0.0099,-27.5614,53.790125,355.6755,0.09825,-12.293175,35.152725,16.135875,8.676125,10.238975,0.5282
1,10.75,-1.70305,0.07245,-35.18215,0.3184,-0.0691,-13.61575,51.70875,354.92715,0.11825,-11.7858,50.9693,24.773275,12.78525,13.734275,0.49995
1,11.25,-0.6459,0.105,-33.170425,0.4831,-0.3347,7.33925,50.34825,353.86365,0.13,0.157324999999998,61.234175,26.8151,14.7387,16.983875,0.5207
1,11.75,-0.3322,0.1487,-32.6094,0.7894,-0.19085,9.0463,48.617,352.6102,0.14,9.129,73.68615,32.270625,17.437925,21.95185,0.538
1,12.25,-1.3281,0.13495,-32.016775,0.67875,-0.0112,7.71705,46.6992,351.58095,0.1485,10.970875,87.708525,51.7775,25.536075,29.63015,0.555
1,12.75,-0.62825,0.165125,-31.057175,0.97325,-0.03735,7.2806,45.0422,350.8498,0.1585,9.3448,84.1635,59.03545,27.166125,32.558,0.572
1,13.25,-0.8303,0.14475,-30.1894,0.834625,0.01405,7.60705,43.7772,350.061,0.1685,5.322925,87.25925,54.7302,30.3469,35.90005,0.5755
1,13.75,0.0858,0.171875,-29.880375,0.77425,-0.17635,1.93765,43.7782,349.2723,0.1785,-1.275775,77.85995,48.6283,25.414475,29.845225,0.5785
1,14.25,0.3809,0.205,-29.358975,1.00125,-0.03185,5.02005,44.2374,348.47665,0.1885,-7.33435,72.765175,37.6523,19.519225,22.2588,0.5785
1,14.75,-0.1176,0.185125,-29.40025,0.994,-0.0082,-1.570075,44.6762,347.7436,0.1885,-25.04295,52.339175,21.6996,12.434775,12.9084,0.5735
1,15.25,-1.6201,0.153375,-29.570125,0.80225,-0.0139,-18.41345,44.9868,347.2511,0.18,-30.943175,38.510975,20.20075,10.888325,10.7097,0.5695
1,15.75,-3.0362,0.1075,-29.58585,0.625125,0.00085,-31.93155,44.9792,346.81805,0.1785,-42.48695,21.655175,9.22775,5.289725,5.729675,0.562
1,16.25,-2.4288,0.05425,-30.62605,0.422625,-0.026,-48.573975,45.8742,346.7482,0.177,-52.317075,7.770525,0.98345,1.54665,1.08845,0.5495
