DOY2,HR2,TAU,H,LE,FC,CO2,T_SONIC,TA,PA,RH,VPD,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,NETRAD,G,TS,PPFD_IN
1,0.25,-0.0025694087,4.131180686,16.743069429,3.677891219625,387.8858018625,10.87263943,9.9518050777,93.42128387075,100,7.6134736666,7.8456481104,0.6817804557,1.7937882594,1.4972323038,0.718940139,1.5299831189,-6.120377496475,-4.15778588552499,11.4218755,0.0148892790000001
1,0.75,-0.0020064722,6.84356740369999,13.370152463,3.704143233375,390.30735305,10.439345748,9.8177173663,93.423621379,100,6.88818883295,7.9021166925,0.6823854069,1.7519827963,1.5733228842,0.7052458414,1.5020024107,-6.59394569637499,-4.09707394209999,11.199886875,0.0152195690000001
1,1.25,-0.0017481333,2.4288425888,9.05572427919999,2.0554019345,388.582939725,10.1706427624,9.4775643716,93.43501357525,100,6.3174481598,8.122309011,0.7139259891,1.8756739061,1.5483835159,0.6861659988,1.5419199174,-6.78144278759999,-4.84900462897499,11.02373825,0.0200048975
1,1.75,-0.0015004763,6.1597387587,16.012308676,2.150879583,386.353071575,10.190081312,9.480176808,93.41436018425,100,5.8406165846,7.9436707042,0.6590622481,2.0214078205,1.626367043,0.6653756488,1.4569569481,-7.1942387586,-6.403004299075,10.844222875,0.021670988
1,2.25,-0.0030165248,10.3991527321,9.89686609192499,4.6145219739,382.119896155,10.588778588,9.91168384509999,93.40810569425,100,5.99850079775,8.2770281271,0.746138398,1.9154893089,1.6614058973,0.7224029005,1.4479204466,-8.63458620215,-8.096017278,10.68483,0.02310789575
1,2.75,-0.0028319425,5.74177473039999,12.309810860375,2.808170021375,382.364449025,10.1136691312,9.45349421739999,93.4299166735,100,5.8224056176,8.0445746546,0.6795599164,1.7930376937,1.5386199516,0.6997214583,1.7576878989,-7.820395407625,-8.470102277575,10.52777075,0.02494094475
1,3.25,-0.0029288237,8.1394644781,8.4628424147,1.846341497375,381.002580725,10.584756731,9.94548189239999,93.44064602125,100,5.89287473635,7.6916048183,0.741282109099999,2.1878837221,1.9096216484,0.742304960099999,1.7988818842,-7.4540456956,-9.3504755338,10.293140375,0.021442886
1,3.75,-0.0017969603,4.87101899369999,18.87155888625,6.258238565,382.630769925,10.57650713,9.77989315109999,93.4772576885,100,5.058349126,8.43988933999999,0.6948029314,2.0511859745,1.5800999929,0.6905915171,1.747770264,-7.18358239249999,-9.01077837619999,10.1640278625,0.02590212675
1,4.25,-0.0028305714,7.98508111689998,11.036614656,3.274839215625,381.99592525,10.32482304,9.6713609751,93.5224757405,100,5.69097132085,8.20009706199999,0.6933006575,2.0731825567,1.7042313367,0.6960720396,1.475569025,-4.714044202725,-5.611379902275,10.0431617625,0.02605691625
1,4.75,-0.0023067134,4.6863991807,15.579305192,6.326585636625,384.63939535,10.904030227,9.92680480009999,93.5496130145,100,5.723885177125,7.8577983653,0.7052888643,2.1893597711,1.9233627067,0.686628053,1.7596919299,-5.5163884576,-3.66411647649999,9.973971875,0.0260381807500002
