DOY2,HR2,CO2,H2O,FC,SC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_2_1_1,TS_3_1_1,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,10.75,440.581,9.675,0.002,-0.684,-2.68475,162.462,45.456,3.059,0.82775,1.504,1.121,0.763,101.70425,87.175,9.9575,3.67225,11.53325,0.4965,11.71,9.8325,9.035,832.8555,280.95725,428.226,67.75675,333.01025,370.86725
1,11.25,438.931,10.134,-0.485,-0.624,-2.5635,240.01475,78.527,3.179,0.8415,1.627,1.206,0.796,101.736,82.45,11.77,5.30525,12.43475,0.536,11.6875,9.785,9.0575,998.69925,345.93525,528.7725,73.5655,333.3225,377.3385
1,11.75,437.695,9.7215,-3.005,-0.624,-2.3665,264.60375,75.909,3.41875,0.892,1.672,1.213,0.786,101.7095,82.45,11.77,5.30525,13.33775,0.59075,11.6875,9.785,9.0575,1089.78075,398.16525,565.31925,80.951,337.11925,381.9585
1,12.25,436.073,9.6675,-1.662,-0.328,-2.394,302.406,86.335,3.347,0.845,1.6,1.23,0.812,101.66625,80.525,13.2025,6.92825,14.02225,0.59175,11.6775,9.715,9.1375,1088.42425,443.101,568.1875,82.342,333.18225,384.94975
1,12.75,434.564,9.6865,-1.67,-0.328,-2.5565,313.82925,114.369,3.61225,0.89025,1.574,1.228,0.815,101.59575,80.525,13.2025,6.92825,13.8915,0.639,11.6775,9.715,9.1375,1073.284,437.28225,543.596,83.743,334.93475,386.4715
1,13.25,433.30475,9.51525,-3.57525,-0.221,-2.371,293.237,111.3825,3.6165,0.906,1.806,1.38125,0.8575,101.5345,73.285,14.2275,8.20775,14.8305,0.6045,11.69,9.6875,9.19,1260.2475,324.1925,621.74425,85.6595,341.0825,389.836
1,13.75,431.759,10.42525,-4.13975,-0.221,-2.0325,292.253,109.9895,3.409,0.882,1.602,1.28075,0.87875,101.467,73.285,14.2275,8.20775,15.6135,0.599,11.69,9.6875,9.19,1233.2415,455.6425,680.232,101.4245,337.566,393.691
1,14.25,430.989,10.46475,-4.744,0.101,-1.419,287.6625,114.989,3.68225,0.961,1.8505,1.469,0.9215,101.4305,70.985,15.195,9.33125,16.3715,0.57225,11.765,9.8075,9.3275,1187.7125,455.70575,648.8525,90.33925,342.21875,397.57725
1,14.75,430.8865,10.339,-4.021,0.101,-1.4165,267.5635,129.5915,3.391,0.8905,1.669,1.37125,0.89125,101.403,70.985,15.195,9.33125,16.555,0.5175,11.765,9.8075,9.3275,1152.22225,440.4025,625.97675,77.4375,340.0975,397.5675
1,15.25,430.7125,10.3595,-3.42875,-0.227,-0.6475,266.234,123.48175,3.3205,0.8815,1.77975,1.351,0.8325,101.378,71.245,15.4825,10.03025,16.649,0.5125,11.7575,9.89,9.26,1022.45025,399.0835,549.849,72.3255,343.1665,402.953
1,15.75,430.13775,10.2255,-3.58275,-0.227,-0.2045,201.49,99.85175,3.3785,0.843,1.6595,1.351,0.8505,101.395,71.245,15.4825,10.03025,17.0675,0.4035,11.7575,9.89,9.26,951.82775,336.3835,510.14025,62.1325,347.7855,405.7665
1,16.25,429.89325,9.71025,-2.708,0.05,0.399,170.8095,108.72925,3.4475,0.8475,1.682,1.2755,0.80225,101.407,72.56,15.6825,10.062,17.488,0.363,11.8375,9.93,9.305,707.45925,271.939,392.14275,52.1635,344.4045,404.238
1,16.75,430.64075,9.66975,-1.2225,0.05,0.78,108.3295,95.14575,3.228,0.8495,1.61275,1.22325,0.859,101.4005,72.56,15.6825,10.062,17.405,0.2555,11.8375,9.93,9.305,627.73625,187.349,331.2745,40.1685,344.3515,401.61
1,17.25,430.822,9.67375,-0.53475,0.225,0.8945,45.289,59.7845,2.9495,0.7525,1.49225,1.08475,0.773,101.419,77.0125,15.175,8.9935,17.141,0.2125,11.92,9.9775,9.4125,337.8665,96.358,184.71225,28.7465,341.1075,398.0365
1,17.75,431.2295,9.646,0.148,0.233,0.953,7.086,46.36725,2.883,0.668,1.239,0.9265,0.68025,101.433,77.0125,15.175,8.9935,16.912,0.209,11.92,9.9775,9.4125,248.45925,18.0555,134.35875,17.5905,344.781,395.981
1,18.25,432.8105,9.373,1.07875,1.074,0.9465,-5.057,25.154,2.7205,0.5875,1.11,0.84,0.6085,101.418,81.425,13.8675,6.8145,16.168,0.2955,11.9325,10.115,9.385,41.353,-22.404,19.5845,5.308,338.804,390.702
1,18.75,434.46275,9.53725,1.87625,1.074,0.872,-10.179,14.59875,2.585,0.527,1.03,0.72825,0.541,101.4335,81.425,13.8675,6.8145,15.4065,0.303,11.9325,10.115,9.385,11.93675,-36.384,1.9345,2.0855,341.6115,385.7685
1,19.25,435.4405,9.34225,1.75075,1.476,0.74,-8.6645,9.498,2.624,0.5215,1.0095,0.741,0.51275,101.4645,81.95,13.205,5.8145,14.9875,0.3025,11.9375,10.145,9.45,2.652,-35.314,-2.293,2.141,338.3825,382.808
1,19.75,436.6575,9.2565,1.3825,1.476,0.564,-9.055,9.53225,2.604,0.549,1.0005,0.7125,0.5465,101.4555,81.95,13.205,5.8145,14.57,0.2915,11.9375,10.145,9.45,2.652,-33.88,-2.293,2.2205,330.5255,380.88
1,20.25,438.5085,9.3745,1.97475,1.982,0.0975,-10.676,8.3985,2.6675,0.5155,0.969,0.7505,0.56425,101.454,84.375,12.415,5.05025,14.12425,0.27275,11.9175,10.0975,9.44,2.652,-27.8885,-2.293,2.139,334.1975,379.41625
1,20.75,438.96275,9.412,2.149,1.982,-0.13325,-12.40675,8.306,2.87075,0.5435,1.11825,0.80775,0.5875,101.43825,84.375,12.415,5.05025,13.8995,0.2735,11.9175,10.0975,9.44,2.652,-26.88325,-2.293,2.039,331.472,378.72625
1,21.25,439.0625,9.04475,2.1725,1.2495,-0.352,-12.2435,7.718,2.9415,0.58,1.08425,0.82125,0.63575,101.453,86.175,11.6375,4.94525,13.305,0.25525,11.88,10.0825,9.42,2.652,-22.8595,-2.293,1.972,333.85875,376.136
1,21.75,439.78325,9.445,2.05775,1.45375,-0.5465,-12.34675,8.08175,2.9135,0.60425,1.17075,0.93875,0.67975,101.459,86.175,11.6375,4.94525,13.30275,0.25025,11.88,10.0825,9.42,2.652,-30.7385,-2.293,2.00525,332.483,377.196
1,22.25,439.78025,9.9545,2.23625,1.697,-0.62175,-11.6965,6.15925,2.90075,0.61525,1.177,0.9175,0.68425,101.465,86.6,11.0475,4.17325,13.26675,0.24475,11.84,10.0625,9.385,2.652,-33.8165,-2.293,1.9835,330.14375,377.507
1,22.75,451.2075,9.1935,14.913,1.697,-0.73425,-12.218,45.52775,2.76625,0.55325,1.14725,0.88625,0.61425,101.4685,86.6,11.0475,4.17325,13.27325,0.24025,11.84,10.0625,9.385,2.652,-33.06225,-2.293,2.01525,329.628,376.0495
1,23.25,435.7425,7.8215,1.983,0.779,-0.958,-15.9835,8.36275,2.73675,0.61275,1.171,0.899,0.6075,101.481,86.4,10.65,3.95775,13.1475,0.2705,11.81,10.0825,9.3425,2.652,-27.9995,-2.293,1.99225,330.3935,374.91825
1,23.75,435.63125,7.8215,1.98375,0.779,-1.1325,-11.92275,8.11825,2.93125,0.5665,1.1005,0.892,0.622,101.497,86.4,10.65,3.95775,12.97375,0.25025,11.81,10.0825,9.3425,2.652,-25.939,-2.293,1.87925,329.7545,374.60225
2,0.25,425.80675,10.18225,2.3935,1.199,1.694,-8.83,7.749,3.10775,0.6365,1.295,0.974,0.69,101.176,87.85,12.55,4.044,15.8315,0.26875,12.6,10.1375,9.6875,1.7855,-6.873,-1.1685,1.963,352.575,385.33
2,0.75,427.6735,10.501,2.4755,1.211,1.405,-7.80675,6.838,3.08625,0.64775,1.206,0.918,0.704,101.174,87.85,12.55,4.044,15.639,0.29,12.6,10.1375,9.6875,1.7705,-6.438,-1.1495,1.885,349.033,383.129
2,1.25,431.5345,10.5965,2.5125,0.995,1.138,-9.55775,8.53,3.09775,0.6395,1.29725,0.94225,0.68475,101.167,91.55,12.35,3.603,15.69625,0.2845,12.55,10.125,9.6125,1.7705,-8.032,-1.311,1.822,354.613,383.199
2,1.75,430.53775,10.5965,2.7065,0.754,0.89,-13.669,5.543,2.84975,0.632,1.304,0.90525,0.67125,101.171,91.55,12.35,3.603,14.9405,0.27525,12.55,10.125,9.6125,1.7845,-8.041,-0.819,1.689,356.993,382.348
2,2.25,429.82675,10.6665,2.767,1.35,0.638,-11.97225,6.556,2.76375,0.59875,1.1835,0.83925,0.63575,101.182,92.65,11.92,3.0145,14.84575,0.26875,12.49,10.125,9.615,1.7645,-5.304,-0.833,1.682,363.506,381.057
2,2.75,430.918,10.6665,2.3665,1.35,0.491,-8.56125,6.022,2.79,0.58875,1.16425,0.88275,0.6145,101.168,92.65,11.92,3.0145,14.8245,0.2755,12.49,10.125,9.615,1.7795,-5.704,-0.7135,1.637,362.638,378.92
2,3.25,431.24975,10.75325,2.3255,0.694,0.374,-10.37925,4.576,2.8185,0.594,1.23075,0.87925,0.629,101.149,94.2,11.85,2.525,14.49025,0.25275,12.43,10.0925,9.5525,1.768,-5.625,-0.692,1.631,367.503,379.68
2,3.75,432.0075,10.75325,2.2945,0.132,0.391,-8.25625,5.345,2.85925,0.6065,1.22175,0.8685,0.67,101.17,94.2,11.85,2.525,14.248,0.23925,12.43,10.0925,9.5525,1.7955,-5.136,-0.6625,1.752,366.629,378.385
2,4.25,432.304,11.06325,2.156,0.591,0.207,-8.94175,6.585,2.8435,0.621,1.2255,0.9145,0.64925,101.191,94.35,11.35,2.318,13.87675,0.22875,12.44,10.0325,9.4975,1.794,-5.231,-0.705,1.642,364.752,378.432
2,4.75,430.25275,11.2985,2.9035,0.82875,-0.066,-8.166,5.678,2.89375,0.6005,1.148,0.8885,0.641,101.188,94.35,11.35,2.318,13.98875,0.239,12.44,10.0325,9.4975,1.7805,-5.088,-0.7015,1.728,365.291,379.041
2,5.25,433.16725,11.265,2.435,0.683,-0.308,-6.777,4.995,2.85525,0.5725,1.162,0.8765,0.657,101.207,95.9,10.935,2.0445,13.86875,0.24175,12.415,9.9875,9.515,1.7805,-4.735,-0.711,1.627,364.231,375.126
2,5.75,431.01875,11.265,2.936,0.683,-0.448,-4.94475,3.551,2.85175,0.63025,1.2345,0.882,0.641,101.213,95.9,10.935,2.0445,13.73225,0.2515,12.415,9.9875,9.515,1.8315,-4.47,-0.6605,1.804,366.619,375.533
2,6.25,429.30575,11.326,2.5045,-0.107,-0.56,-7.293,4.103,2.93625,0.64875,1.1395,0.833,0.5785,101.239,96.15,9.955,1.8085,13.61475,0.26525,12.445,10.035,9.505,1.7915,-5.036,-0.6755,1.699,362.171,373.445
2,6.75,431.6785,11.326,2.5405,0.29,-0.623,-8.8715,3.803,2.853,0.626,1.1765,0.908,0.605,101.254,96.15,9.955,1.8085,13.5585,0.24375,12.445,10.035,9.505,1.865,-4.29,-0.61,1.834,361.708,373.103
2,7.25,432.316,11.3345,2.6365,-1.868,-0.614,-9.7535,3.174,2.81875,0.64025,1.204,0.859,0.641,101.266,96.1,10.07,1.649,13.39875,0.219,12.395,10.0025,9.4625,1.885,-4.691,-0.37,1.748,362.384,373.057
2,7.75,431.676,11.4095,2.517,-1.868,-0.568,-9.2015,3.64,2.88175,0.5915,1.1425,0.878,0.631,101.333,96.1,10.07,1.649,13.4615,0.23175,12.395,10.0025,9.4625,6.686,-5.021,1.423,2.656,363.891,373.325
2,8.25,431.425,11.45625,2.022,-2.398,-0.609,-3.58575,6.94,2.93875,0.63,1.254,0.9365,0.671,101.344,96,9.85,1.9655,13.472,0.222,12.37,9.96,9.3525,93.0195,2.473,38.321,16.573,358.266,374.8
2,8.75,431.36275,11.58575,1.376,-2.398,-0.55,12.2215,12.351,2.9305,0.62325,1.2405,0.911,0.673,101.395,96,9.85,1.9655,13.47475,0.2345,12.37,9.96,9.3525,227.497,39.961,104.132,31.716,354.727,377.637
2,9.25,430.19375,11.65175,0.6175,-1.319,-0.478,46.421,20.612,3.0665,0.7105,1.4005,0.9595,0.7335,101.419,90.75,11.175,3.0005,14.067,0.30825,12.225,9.9075,9.3275,459.332,104.942,227.2715,38.098,358.423,383.162
2,9.75,429.44475,11.80175,0.4805,-1.319,-0.585,99.27725,41.2435,3.24525,0.763,1.536,1.085,0.7905,101.436,90.75,11.175,3.0005,14.9185,0.439,12.225,9.9075,9.3275,601.886,192.412,305.0155,47.947,358.855,387.792
2,10.25,426.401,12,-0.6125,-0.483,-0.584,166.5575,64.547,3.33975,0.80675,1.65,1.16,0.796,101.463,88.1,13.74,4.5955,15.81825,0.49825,12.125,9.8975,9.335,856.8435,279.156,423.332,59.172,366.588,392.741
2,10.75,423.54075,12.118,-2.3685,-0.483,-0.419,210.2745,84.0795,3.4785,0.821,1.6565,1.238,0.8215,101.501,88.1,13.74,4.5955,16.47,0.5955,12.125,9.8975,9.335,980.155,355.941,505.433,67.612,360.532,398.192
2,11.25,421.39525,12.421,-3.29075,-0.624,-0.143,240.46,92.565,3.5125,0.8735,1.73825,1.243,0.8755,101.52,84.3,15.185,6.13,17.5785,0.545,12.2,9.86,9.345,1141.7855,419.761,591.519,79.162,364.217,404.367
2,11.75,418.02,12.6555,-3.1875,-0.624,0.134,275.491,116.5785,3.564,0.86,1.861,1.341,0.894,101.509,84.3,15.185,6.13,18.655,0.571,12.2,9.86,9.345,1242.8395,478.42,646.7625,88.24325,366.22075,409.50625
2,12.25,417.32325,12.85925,-4.089,-0.328,0.56,296.1705,128.9785,3.535,0.90275,1.79775,1.3535,0.91225,101.5,80.65,17.035,7.664,19.07525,0.59475,12.205,9.865,9.435,1315.6115,521.541,699.474,96.122,370.37,413.395
2,12.75,415.87575,12.96975,-4.492,-0.328,0.904,302.115,153.44275,3.40875,0.9425,1.8645,1.36225,0.8915,101.459,80.65,17.035,7.664,19.72425,0.61,12.205,9.865,9.435,1268.4315,538.522,713.2085,107.336,371.032,416.963
2,13.25,414.63375,13.286,-4.503,-0.221,1.409,294.17425,141.5305,3.348,0.89875,1.75025,1.3435,0.871,101.406,76.94,18.335,9.131,20.06375,0.617,12.335,9.8625,9.535,1408.3265,555.151,760.5395,108.639,374.221,417.17
2,13.75,413.16025,12.824,-5.572,-0.221,1.78,309.8815,149.14525,3.45225,0.87675,1.78925,1.42175,0.891,101.396,76.94,18.335,9.131,20.36075,0.60775,12.335,9.8625,9.535,1383.552,554.432,763.1245,103.589,373.376,421.748
2,14.25,412.106,12.636,-5.633,0.101,2.276,298.4655,147.00625,3.57475,0.90925,1.799,1.45225,0.87925,101.353,74.735,19.64,10.306,20.7045,0.58575,12.445,9.99,9.6325,1297.5475,551.328,745.423,106.525,367.856,423.775
2,14.75,410.98425,12.636,-4.715,0.101,3.073,281.84625,156.0815,3.72775,0.936,1.798,1.482,0.89775,101.274,74.735,19.64,10.306,21.2495,0.596,12.445,9.99,9.6325,1036.214,538.02,724.628,94.222,370.427,425.524
2,15.25,410.6035,13.1035,-3.58675,-0.227,3.817,243.04575,133.34525,3.532,0.905,1.78275,1.42025,0.86975,101.22,73.535,20.06,10.605,21.3475,0.50225,12.56,10.0525,9.6925,1174.953,480.54,637.3285,79.937,373.063,425.366
2,15.75,411.286,13.1035,-3.68875,-0.227,4.536,195.7895,124.0175,3.65375,0.8585,1.70925,1.298,0.83625,101.175,73.535,20.06,10.605,21.32725,0.44675,12.56,10.0525,9.6925,1107.072,412.069,593.4385,68.32,371.05,424.507
2,16.25,411.9145,12.6205,-3.19325,0.05,5.377,179.895,120.0175,3.60825,0.907,1.728,1.35225,0.8825,101.173,74.005,19.58,10.512,21.42375,0.3935,12.6,10.065,9.74,884.6685,353.788,484.1135,59.388,374.517,424.681
2,16.75,412.4965,12.6205,-1.7565,0.05,5.779,126.1885,120.626,3.42275,0.871,1.5795,1.29075,0.811,101.158,74.005,19.58,10.512,21.74725,0.29325,12.6,10.065,9.74,758.6345,264.002,413.0935,49.029,371.18,424.713
2,17.25,412.7635,12.6695,-1.046,0.225,6.004,70.102,91.0855,3.2425,0.8025,1.615,1.193,0.784,101.143,76.155,18.405,9.8845,21.6055,0.202,12.7,10.2125,9.8625,499.523,166.838,280.276,39.14,371.443,421.587
2,17.75,414,12.8195,-0.353,0.225,5.891,31.148,68.7825,3.113,0.755,1.531,1.079,0.762,101.129,76.155,18.405,9.8845,21.4385,0.193,12.7,10.2125,9.8625,357.3375,84.619,192.4315,26.553,372.394,419.605
2,18.25,415,13.01625,0.362,0.994,5.859,-1.008,44.732,2.8965,0.645,1.26875,0.93775,0.64375,101.104,78.94,17.385,7.6985,20.7655,0.229,12.725,10.2575,9.9525,143.1225,11.036,78.308,14.654,367.529,414.507
2,18.75,416.141,13.09125,1.142,1.074,5.635,-8.154,28.68225,2.547,0.56,1.06825,0.8005,0.58375,101.1,78.94,17.385,7.6985,20.2025,0.295,12.725,10.2575,9.9525,49.077,-13.926,23.4795,4.135,363.458,410.362
2,19.25,417.03,12.697,1.749,1.476,5.388,-7.2025,18.869,2.6735,0.569,1.25225,0.8685,0.609,101.117,86.3,15.835,6.238,19.5355,0.3075,12.755,10.3,10.015,2.8265,-14.409,-1.564,1.996,360.964,403.851
2,19.75,418.298,12.34075,1.623,1.476,5.11,-5.151,17.39675,2.7025,0.551,1.0795,0.82875,0.584,101.108,86.3,15.835,6.238,18.769,0.2895,12.755,10.3,10.015,1.9675,-10.733,-1.724,2.032,360.352,400.853
2,20.25,419.207,11.73875,2.166,1.982,4.756,-9.899,13.4485,2.676,0.546,1.096,0.7905,0.59575,101.153,87.55,15.07,5.452,18.305,0.301,12.785,10.245,9.8775,1.9835,-17.06,-1.637,2.034,359.869,399.829
2,20.75,420.044,11.99,2.074,1.982,4.35,-11.3835,11.049,2.913,0.5685,1.1935,0.83875,0.62575,101.192,87.55,15.07,5.452,17.956,0.282,12.785,10.245,9.8775,1.9575,-16.086,-1.736,2.013,355.556,396.353
2,21.25,423.7125,11.775,2.092,1.332,3.925,-10.7615,12.865,2.9005,0.602,1.23525,0.9135,0.658,101.199,83.35,14.51,5.2285,17.845,0.2805,12.805,10.225,9.8325,1.9535,-18.751,-1.707,1.983,358.249,396.988
2,21.75,422.586,11.49975,2.681,1.819,3.664,-14.3165,9.31125,2.90825,0.636,1.289,0.9085,0.6675,101.2,83.35,14.51,5.2285,17.57175,0.27975,12.805,10.225,9.8325,1.961,-17.278,-1.442,1.935,357.274,395.414
2,22.25,423.6915,11.22325,2.7965,1.697,3.415,-12.20475,10.72825,3.008,0.617,1.2285,0.8885,0.6705,101.198,84.65,13.85,5.0235,17.09275,0.2615,12.75,10.14,9.7275,1.957,-13.372,-1.518,1.926,356.475,393.026
2,22.75,428.159,10.71275,3.22575,1.697,3.012,-10.7565,22.21275,3.2385,0.61975,1.258,0.9095,0.69,101.194,84.65,13.85,5.0235,16.6305,0.29525,12.75,10.14,9.7275,1.962,-12.407,-1.621,1.93,355.383,388.286
2,23.25,422,8.41875,2.43675,0.728,2.568,-10.76675,11.736,3.14975,0.695,1.292,0.92025,0.7115,101.175,86.35,13.285,4.594,16.052,0.2665,12.705,10.1075,9.6925,1.9685,-7.417,-1.78,1.808,356.904,387.353
2,23.75,422.3675,8.41875,2.811,0.76625,2.18,-13.007,11.47125,3.0225,0.64075,1.238,0.94925,0.70325,101.16,86.35,13.285,4.594,16.17225,0.2705,12.705,10.1075,9.6925,1.8775,-6.659,-1.3265,1.956,354.942,386.945
3,0.25,435.85,14.8025,3.37625,1.211,3.708,-12.52875,11.516,2.71675,0.56175,1.148,0.808,0.625,101.22725,96.4,15.66,4.41575,17.75225,0.2865,14.4775,12.6,12.765,0.23725,-16.726,-1.17225,1.7895,372.759,397.5585
3,0.75,437.1255,14.8285,3.1,1.211,3.39,-11.9305,9.41825,2.922,0.57325,1.128,0.851,0.613,101.25375,96.4,15.66,4.41575,17.65075,0.284,14.4775,12.6,12.765,0.2235,-13.1395,-1.0695,1.8145,371.511,396.7525
3,1.25,437.457,14.845,3.07725,0.995,3.1365,-10.889,9.06025,2.6815,0.5815,1.22775,0.9235,0.6475,101.25025,96.925,15.2,3.7985,17.632,0.28925,14.43,12.5525,12.7325,0.22225,-11.468,-0.87725,1.8585,370.185,395.542
3,1.75,437.7735,14.6535,3.313,0.81425,2.95425,-13.0015,7.62325,2.74925,0.53775,1.225,0.9035,0.665,101.252,96.925,15.2,3.7985,17.3365,0.29825,14.43,12.5525,12.7325,0.21375,-9.352,-0.6795,1.785,374.0995,395.7305
3,2.25,438.896,14.8095,3.38925,1.35,2.84425,-11.12775,10.162,2.7235,0.5315,1.11,0.8335,0.611,101.25625,97.125,15.0475,3.2105,16.808,0.29875,14.415,12.55,12.7325,0.2105,-9.21175,-0.64,1.77675,372.04375,394.59375
3,2.75,438.1025,14.6415,3.1575,1.35,2.891,-12.06725,8.11075,2.80975,0.5865,1.218,0.9145,0.684,101.24975,97.125,15.0475,3.2105,16.6575,0.2755,14.415,12.55,12.7325,0.211,-8.357,-0.83125,1.80425,372.0825,394.54525
3,3.25,438.8185,14.4765,3.118,0.694,2.69375,-10.04225,9.00975,2.6335,0.5515,1.123,0.8395,0.6095,101.223,98,14.8225,2.82925,16.6915,0.295,14.4225,12.53,12.705,0.222,-8.124,-0.922,1.7325,368.76975,393.32425
3,3.75,439.5625,14.4675,3.2,0.694,2.466,-10.747,6.49725,2.58925,0.54825,1.083,0.8235,0.5995,101.19825,98,14.8225,2.82925,16.5255,0.27975,14.4225,12.53,12.705,0.227,-8.372,-0.72375,1.8175,373.2675,392.81325
3,4.25,439.604,14.2725,3.33175,0.908,2.334,-9.82725,8.90625,2.58625,0.5575,1.1065,0.7985,0.5975,101.19975,98.15,14.6475,2.4405,16.435,0.28075,14.3775,12.51,12.6425,0.226,-8.256,-0.66975,1.6945,374.728,392.77175
