DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.0623410239276,1.35099434933178,1.47005583549003,1.87519866298291,0.302156675275668,-8.74466103084261,-4.83241362458771,0.586814679330307,423.232940469307,8.12522770102316,429.49707363715,7.46700993865271,422.90399973296,430.697587596458,7.473039881906,423.712657509202,430.996557295584,7.47237372182201,424.176392396721,433.358487152526,7.44790365785979,425.779002379433,438.986002959128,7.93139410861486,432.479526723312,450.867567422171,8.2203427941912,439.823263208791,3.32352038403485,10.0402597849896,0.1675961833305,2.15,1.385,0.775,0.56,0.13,9.33635,8.9325,8.9789,8.4993,8.3304,7.33555,4.7616,101.383215,70.52,2.9928,7.87,7.33,7.4,8.18,7.63,0.45,-2.48,1.4,0.4,308.6,355.7,327.1,346.1,0.09,-0.05,0.09,0.04,-0.08,-0.32,0.27,0.02,-0.15,0.12,9.8355,10.2735,11.003,12.05,12.988,13.988,14.3365,15.781,16.764,9.7025,10.3615,11.5175,12.365,13.157,14.217,14.762,16.1255,17.1525,9.8495,10.646,11.819,12.318,13.467,14.4715,14.8225,16.135,17.155,8.9975,10.086,11.5585,12.4105,13.466,14.4125,15.0575,16.102,16.8515,9.223,9.94,11.353,12.049,13.183,13.926,14.618,15.8125,17.0225,-12.754,-16.215,-17.737,-47.4
1,0.75,1.07131675418694,0.441624349278884,2.09674165819494,0.456847690601162,0.291500200974095,-13.5313456969862,-4.79468742391187,0.600427291125574,423.701524804362,7.83387472759192,429.806220950972,7.44609446067992,424.029391106583,430.946875076194,7.45824110951173,424.933905292785,432.151848371681,7.43567601051553,424.327814272727,433.073449792926,7.49611711833912,424.134177248287,437.968528601174,7.77786351978669,433.254701224946,450.698828655514,8.31456638508946,438.296093497038,3.16851912085861,9.69777007969179,0.162714463896786,2.165,1.31,0.725,0.54,0.14,9.27175,8.999,8.7651,8.1965,8.1998,6.7415,4.6887,101.36518,71.19,2.9774,7.81,7.52,7.45,8.32,7.59,0.5,-2.5,1.4,0.42,311.5,355.05,329.9,345.7,0.09,-0.05,0.09,0.04,-0.08,-0.33,0.27,0.02,-0.16,0.12,9.7155,10.132,10.928,12.021,12.971,13.994,14.335,15.781,16.763,9.531,10.395,11.486,12.351,13.134,14.214,14.762,16.126,17.1495,9.6775,10.57,11.7215,12.283,13.456,14.4675,14.8195,16.133,17.1545,8.88,9.9955,11.5215,12.3965,13.452,14.4105,15.058,16.101,16.851,9.019,9.824,11.273,12.047,13.182,13.916,14.6115,15.8115,17.0215,-12.814,-16.531,-17.534,-43.46
1,1.25,1.60069228305991,0.310413999905972,0.679188342640007,-0.442661129149099,0.264176262712566,-10.491882743464,-4.41992602252744,0.607081751928536,424.163585335469,7.91282850002584,429.144793700282,7.32224738229716,423.736458677083,430.197576668321,7.37099329790151,425.627137399351,430.797008288179,7.35163488289913,425.696564720779,432.289200880417,7.34162907979726,425.967429428571,440.883586679586,7.99444681145683,435.803123930131,455.663284570514,8.11076955756118,452.643702834364,3.19191726387093,9.48673933549463,0.162421193840835,2.115,1.35,0.79,0.57,0.13,8.89295,8.876,8.3325,8.03275,8.0664,7.04695,4.70365,101.34707,73.43,2.7973,7.7,7.52,7.4,8.24,7.59,0.5,-2.47,1.4,0.385,307.95,354.65,331.3,345.7,0.09,-0.05,0.085,0.04,-0.08,-0.33,0.26,0.02,-0.16,0.12,9.6705,10.0395,10.8915,11.9925,12.954,14.0005,14.3275,15.7795,16.763,9.396,10.3455,11.429,12.317,13.093,14.211,14.762,16.1265,17.1485,9.539,10.486,11.63,12.258,13.429,14.4635,14.8195,16.1315,17.154,8.7855,9.916,11.466,12.3985,13.4125,14.409,15.0595,16.1005,16.85,8.909,9.685,11.181,12.036,13.123,13.909,14.605,15.8115,17.0215,-12.803,-14.742,-16.3945,-50.31
1,1.75,1.43523544574131,0.210656508285119,0.650841773378785,-1.09425679038115,0.286219977078735,-8.57786406122763,-5.42301761664146,0.603050160297058,424.422569149053,8.22920548623149,429.640760419279,7.36148035077685,424.260647816216,430.567384103473,7.4051554354274,425.682180453074,431.144556202656,7.3782237251633,424.364279204545,432.849671210379,7.41017389048058,425.973029632197,439.430598861324,7.98082159806675,432.553295017647,451.605895482406,8.31253061374261,440.443999693853,3.29335914760475,9.29717064865366,0.172867781941147,2.13,1.41,0.72,0.58,0.13,8.98885,8.502,8.35875,7.93625,8.0502,7.0159,4.80035,101.35922,74.33,2.667,7.64,7.2,7.19,8.25,7.59,0.5,-2.845,1.35,0.43,303.9,353.95,330.8,345.4,0.09,-0.05,0.085,0.04,-0.08,-0.33,0.27,0.01,-0.16,0.11,9.542,9.9555,10.818,11.955,12.939,14.007,14.327,15.775,16.7625,9.359,10.2035,11.3415,12.3155,13.0615,14.208,14.7635,16.127,17.148,9.5115,10.429,11.612,12.235,13.4245,14.4635,14.8215,16.131,17.153,8.7135,9.926,11.402,12.357,13.3685,14.4075,15.0605,16.0995,16.8495,8.842,9.593,11.061,11.935,13.078,13.907,14.5985,15.811,17.021,-13.894,-17.348,-19.112,-48.07
1,2.25,1.41139543880166,-0.438109173117487,1.00779096125864,-2.45757527398631,0.25998751034178,-8.01501401394764,-3.90394905396512,0.54550605187401,424.507929768558,8.31691683664608,430.456656096795,7.44020993816635,425.020114058824,430.988911968628,7.43310205834112,426.526486013592,433.23850185803,7.43069826413966,426.219456775701,434.274612432469,7.54936466848446,426.189638593878,436.473733323578,7.88749736197597,434.609036312253,451.305790223187,7.96687703706311,448.175935304778,3.1861034846028,9.30505350359534,0.154009817986434,2.07,1.33,0.675,0.56,0.14,8.76395,8.342,8.2719,7.86305,8.0688,6.2788,5.0291,101.36383,75.16,2.5198,7.465,7.205,7.13,8.04,7.5,0.4,-2.435,1.25,0.425,301.95,353.55,329.8,344.4,0.09,-0.05,0.085,0.04,-0.08,-0.33,0.265,0.02,-0.15,0.12,9.592,9.9115,10.758,11.884,12.9265,14.014,14.3265,15.7705,16.762,9.267,10.1,11.2735,12.297,13.067,14.2085,14.767,16.1275,17.1465,9.4455,10.4025,11.6235,12.215,13.4095,14.468,14.8255,16.13,17.153,8.6865,9.8445,11.3695,12.3235,13.324,14.406,15.0625,16.099,16.8485,8.748,9.663,11.008,11.885,13.075,13.906,14.592,15.8105,17.02,-12.955,-18.189,-19.875,-46.78
1,2.75,1.3914029108341,-0.122404832386798,1.44438310203148,-1.82284397249183,0.293661986216607,-10.332811441066,-3.9755354564461,0.5810530987807,425.224779043923,8.1577605246375,431.571900116148,7.58356805766469,424.240826323611,434.517130467987,7.55044309499446,426.928427642857,435.406162626347,7.53332878077875,424.821044314496,436.191688493182,7.64136802006831,425.251629165274,438.776686741903,8.04254930197068,435.800990858571,454.462307900308,8.19661710945026,444.788739147491,3.15731752132017,9.1147278387092,0.161391734836948,2.045,1.42,0.82,0.56,0.14,8.31145,8.141,8.24755,7.7161,7.8495,6.1124,4.5788,101.34745,75.445,2.4357,7.11,6.98,6.89,7.82,7.33,0.4,-2.3,1.3,0.375,301.15,352.6,327.9,342.8,0.09,-0.05,0.09,0.03,-0.08,-0.33,0.265,0.01,-0.16,0.12,9.5425,9.9515,10.7315,11.7775,12.9265,14.02,14.327,15.767,16.7615,9.1595,9.9815,11.2445,12.2655,13.0755,14.2245,14.7705,16.128,17.146,9.4245,10.3235,11.576,12.207,13.394,14.471,14.831,16.1295,17.152,8.591,9.755,11.401,12.3145,13.3095,14.4045,15.0645,16.098,16.8485,8.793,9.571,11.055,11.86,13.09,13.905,14.586,15.81,17.0195,-13.735,-18.543,-19.4535,-44.48
1,3.25,1.49290470832865,0.174358605613968,0.137900384922433,-1.06900560352922,0.281612708231925,-7.94760110055513,-5.20903172172471,0.60372294408356,424.869078263139,8.16039662640332,432.723335810707,7.56959527054127,423.38982615,434.547603406156,7.68231557914863,426.480049138628,435.019997423839,7.67141804204839,426.189439117857,436.231599945871,7.677843784366,426.158438451754,437.95427301501,8.02478626416931,436.501060659655,456.917533757775,8.21577028435562,450.98711619197,3.12208431819601,8.65038461293989,0.153584098166703,2.05,1.395,0.8,0.63,0.15,8.14485,7.8105,7.98225,7.65545,7.6365,5.6846,4.2805,101.33793,75.76,2.31495,6.955,6.875,6.84,7.7,7.26,0.45,-2.57,1.4,0.365,301.65,351.6,325.3,341.4,0.09,-0.05,0.09,0.04,-0.08,-0.33,0.26,0.01,-0.16,0.12,9.4755,9.8735,10.73,11.701,12.895,14.026,14.33,15.76,16.7615,9.153,9.8895,11.2235,12.2165,13.0815,14.2415,14.7735,16.128,17.145,9.3155,10.2475,11.528,12.1805,13.376,14.4705,14.836,16.1285,17.152,8.482,9.5955,11.378,12.2855,13.2935,14.4065,15.064,16.0975,16.848,8.764,9.485,11.056,11.896,13.072,13.905,14.5795,15.81,17.019,-14.171,-17.858,-19.8485,-40.47
1,3.75,1.55564439137349,0.0605821382262556,1.15663984677577,0.13264077606487,0.295460560533873,-8.80607278077072,-4.32170797757848,0.566954224417857,424.891857800233,8.26365336111093,431.594082703589,7.35248405771718,425.052512683871,432.603713673609,7.58157964593974,426.708968962543,433.859463349803,7.63030805798106,425.738240396208,434.370310009651,7.56570316207339,426.080796765635,438.12216558789,7.98119719060936,437.234423468,455.597295277685,7.8185505359327,448.400580378472,3.12872054527852,8.58088536985565,0.161860080766448,1.97,1.28,0.67,0.55,0.12,8.02005,7.52,7.6932,7.3028,7.3433,5.2972,4.1498,101.34251,77.14,2.1941,6.765,6.635,6.53,7.49,7.04,0.4,-2.4,1.3,0.415,300.65,350,324.4,340.5,0.085,-0.05,0.085,0.04,-0.08,-0.33,0.26,0.01,-0.16,0.12,9.425,9.861,10.7385,11.6725,12.8625,14.0315,14.3345,15.7575,16.7605,9.0675,9.7805,11.1805,12.202,13.056,14.2505,14.777,16.129,17.144,9.211,10.1755,11.504,12.1245,13.3525,14.4635,14.8335,16.1275,17.1515,8.4875,9.5515,11.2835,12.2235,13.274,14.412,15.0625,16.0965,16.848,8.655,9.404,11.042,11.825,13.009,13.912,14.5755,15.81,17.0175,-14.82,-20.797,-21.708,-46.58
1,4.25,1.40213222262161,0.165230993169589,0.410701522657734,0.284512964114119,0.295550315606568,-7.75811728087532,-3.70151632626232,0.565833948470619,425.072157434692,8.30398194270369,432.924641796952,7.41946349274408,425.537440937899,433.678025190706,7.61160118305928,426.722369825049,434.177970529379,7.56489415166621,426.146723556047,433.757468974069,7.52839695682429,426.157318045455,435.6591200742,8.21993207408739,430.523195640625,459.146828483523,8.15014265333086,449.788951726644,3.14456510855988,8.28596390377978,0.15965869141076,2.025,1.24,0.68,0.55,0.12,7.7657,7.444,7.3224,7.18755,7.0336,6.1566,4.0264,101.34101,77.055,2.10765,6.645,6.265,6.31,6.94,6.68,0.4,-2.74,1.3,0.435,300.15,349.85,323.9,338.8,0.09,-0.05,0.085,0.04,-0.08,-0.33,0.26,0.01,-0.15,0.11,9.355,9.769,10.675,11.6405,12.835,14.038,14.339,15.7525,16.7605,8.915,9.684,11.1205,12.1785,13.0305,14.2555,14.78,16.1285,17.151,9.134,10.0625,11.494,12.0665,13.324,14.457,14.8305,16.1265,17.15,8.418,9.4685,11.212,12.1615,13.2575,14.4185,15.0615,16.0965,16.8475,8.616,9.263,10.991,11.751,12.999,13.913,14.5765,15.811,17.017,-14.067,-17.977,-19.669,-52.71
1,4.75,1.26782983809843,-0.374224371331727,0.347488746963918,-0.515317713112175,0.311022343828338,-8.7812967760501,-1.98236087337911,0.600930769505292,426.919003938792,8.18573125285952,432.786614770334,7.48569703934187,425.597081711475,434.956611727904,7.60228426392686,428.132679826842,435.037198725421,7.6594697982278,427.000934545666,435.045657001658,7.75734652542498,426.488733368785,438.411837504588,8.42729149921273,431.489794570591,452.51197562147,8.35219518941049,437.341369299117,3.02020012813394,8.17275584808764,0.166078545261079,2.11,1.42,0.82,0.58,0.13,7.69565,7.2095,7.25145,6.8983,6.9502,5.0477,3.5721,101.34662,76.665,2.0181,6.825,6.27,6.44,6.88,6.38,0.4,-2.6,1.3,0.425,303.7,348.6,323.8,338.4,0.09,-0.05,0.085,0.03,-0.08,-0.33,0.26,0.01,-0.16,0.12,9.2895,9.6835,10.6185,11.6095,12.8345,14.0465,14.344,15.748,16.759,8.854,9.6065,11.0135,12.1235,13.017,14.262,14.7765,16.1265,17.15,9.0825,9.954,11.478,12.0105,13.283,14.452,14.8275,16.126,17.148,8.3375,9.306,11.1285,12.1375,13.2455,14.4205,15.0595,16.096,16.847,8.631,9.225,10.887,11.681,13.019,13.912,14.5795,15.8115,17.017,-15.182,-18.2065,-19.9265,-46.22
