DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,H_1_1_2,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,NETRAD_2_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1
1,0.25,-0.465039077475,-0.6509138325,366.85502,389.66653,-76.247658,-70.451084,-8.01714235,-4.6740256,0.846227640275,0.53807793,-0.9950226742,-1.4126632,-2.1272730873,1907.4161915,50.95,-22.7277025,-1.14790885,0.05327760825,0.530516730975,0.32130000385,98.1,-20.51975,-87.506708,-104.2,0,-1.529,-9.2481969,-7.5219042,165.946995,226.856555,-5.0965,-2.59675,147.075,224.425,-1.1425,-0.4,0.51025,1.4995,1.8485,-1.025325,-0.5,0.199175,1.609425,2.731175
1,0.75,-0.4458624375,-0.3564647,367.401805,386.6181725,-81.28784375,-69.8838835,-7.7821854,-3.685523575,0.8321385467,0.499324715,-0.9869699725,-2.44141175,-4.697896984,1907.67438335,52.428,-23.7334,-1.150612025,0.050719471575,0.5320151064,0.300000012,98.1063,-20.724,-86.68685,-102.25,0,-1.5285,-9.23234035,-8.048947875,165.4515475,225.045065,-4.768,-2.83325,146.3125,224.3125,-1.14,-0.4095,0.5105,1.49,1.846,-1.0275,-0.501925,0.198075,1.602175,2.723925
1,1.25,-0.427741385,-0.0710961605,366.81158,390.1441,-86.1175525,-71.18043175,-5.4926497,-1.99372895,0.84888967725,0.521240035,-1.07615264,-0.9997297075,-3.25703627265,1909.2861762,54.15,-23.5771,-1.11593794225,0.0551121634,0.618790416825,0.34066383,98.23625,-21.4235,-86.39373425,-101.275,0,-1.50875,-8.755143125,-8.177902775,164.5344375,224.0562275,-4.728625,-2.6665,145.9,224.05,-1.124,-0.40975,0.52,1.49925,1.819625,-1.0275,-0.500825,0.198075,1.608075,2.72175
1,1.75,-0.6640974053,-0.4746633725,366.800675,389.765475,-84.825394,-65.53390975,-6.6222958715,-4.4004047,0.78299375735,0.58763175,-1.0146994775,-0.497318475,-3.031224866375,1908.2740464,53.954,-24.3658725,-1.06286925,0.057820028175,0.6597236874,0.30394999965,98.2581,-21.485,-85.8533895,-102.1,0,-1.52725,-8.73764225,-7.632985275,163.987175,223.6487325,-4.661875,-2.50425,144.2375,222.9375,-1.1,-0.41,0.5105,1.5085,1.8285,-1.0275,-0.5,0.2,1.60725,2.705075
1,2.25,-0.65577076,-0.291162445,367.08345,389.144285,-81.111916,-84.246576,-5.4861547,-4.1052319,0.836327586875,0.56652164,-0.7493525815,-0.217209225,-4.26129510125,1908.1824641,54.974,-24.0929,-1.039653425,0.041823298,0.59769193735,0.4203,98.26135,-20.969,-85.23795525,-102.65,0,-1.552,-8.762270275,-7.775157575,163.6612575,222.98895,-4.820125,-2.687875,144.7375,221.075,-1.114,-0.4095,0.50075,1.49925,1.824625,-1.0275,-0.5,0.198075,1.612325,2.7145
1,2.75,-0.46537471445,-1.050141125,367.0049075,389.1017675,-80.7685442765,-61.31204275,-4.4392733109,-2.8973325,0.814758866825,0.5509462025,-0.91952278065,-1.38852475,-4.039841306,1908.46765265,53.992,-23.7397075,-1.061314420375,0.05605188705,0.540003571,0.523999989,98.26975,-21.88225,-84.6032025,-101.1625,0,-1.54625,-9.23700895,-7.70479035,163.6802775,221.51491,-4.99575,-2.83125,145.475,219.175,-1.12,-0.4095,0.491,1.49,1.83,-1.029675,-0.5,0.199175,1.6059,2.716675
1,3.25,-0.8352434325,-0.11894612,367.0003,386.084,-78.9631015,-61.1352645,-5.654177875,-3.42440415,0.773082542125,0.52745352,-0.9109017625,-0.1443945,-3.4188837955,1910.8164558,51.176,-24.30961,-1.019778225,0.0496133158,0.5394213,0.38655,98.3234,-22.4475,-83.7702845,-100.275,0,-1.575,-8.8690573,-7.328948575,163.1916175,222.26666,-4.782,-2.7845,145.125,217.9375,-1.12,-0.4095,0.50075,1.49925,1.83,-1.061575,-0.5,0.195325,1.60725,2.70725
1,3.75,-0.93020172,-0.5485123225,367.0092525,389.138165,-80.8593625,-61.727805,-7.36593860135,-2.090057575,0.7895853456,0.4092006125,-0.81678016,-1.16394975,-2.89768497705,1911.384619,52.602,-24.35328,-1.23656573765,0.0504542654,0.605084833,0.3989500039,98.3414,-22.662,-86.013793,-100.925,0,-1.571,-8.5090656,-7.0203055,162.8934375,219.7691225,-4.729125,-2.71625,144.8,216.525,-1.1035,-0.4095,0.5105,1.49,1.83,-1.0885,-0.5,0.195325,1.60725,2.70725
1,4.25,-0.374459164475,-0.15615247,366.9219675,390.5181175,-83.62447875,-65.466127,-5.9661587,-5.6691341,0.71623935995,0.39574627,-0.9295393475,-1.392431625,-3.314359286275,1907.420548075,55.058,-24.7008201835,-1.096991062,0.04984350585,0.515335,0.37839738,98.3234,-23.1275,-87.56791325,-100.3875,0,-1.5715,-8.62723675,-7.311203775,162.363835,219.7252425,-4.887,-2.757875,144.525,217.1,-1.12,-0.40975,0.51025,1.4985,1.82925,-1.1135,-0.5,0.195325,1.603,2.7145
1,4.75,-0.522472365,-0.5161815575,366.9022875,390.901215,-82.52153775,-67.66733675,-6.0047892,-3.1797198,0.716492456,0.573541755,-0.605032175,-0.3979481125,-2.80931155495,1907.8702297,55.384,-24.788311945,-1.196868325,0.06176583375,0.6086129375,0.4002500065,98.31395,-22.8725,-87.81455275,-100.3625,0,-1.5905,-8.4521442,-7.59994635,161.94701,219.939535,-4.780625,-2.664875,145.15,216.65,-1.12,-0.4295,0.51,1.49,1.8285,-1.126675,-0.5,0.198075,1.602175,2.7
