DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,407.278,407.5935,407.485,407.565,408.0195,408.44675,410.0975,413.646,1.28,0.696925,0.0314250000000001,34.482,7.81699999999999,112.13975,-0.569525000000001,8.3225,3.46525,1.07975,0.495775,-0.115400000000001,3.174,283.409,316.8135,-1.6875,0.10045,0,70.9355,1.9725,95.359,5.51,1.087,90.1555,5.14,0.531125,90.6555,4.22499999999999,16.19,2.53,2.65049999999999,2.18675,2.173,-0.19445,0.381
1,0.75,407.638,407.924,407.83125,408.0095,407.892,410.39,411.76825,413.51975,1.3795,0.6735,0.028525,37.436,5.1475,111.4715,-0.566425000000001,10.27125,2.973,1.04,0.484925,-0.1354,3.248,283.68375,316.61325,-1.705,0,0,70.926,1.9275,94.9215,5.31299999999999,1.166,90.6435,5.0575,0.689375,89.82475,4.21325,16.125,2.526,2.4985,2.24025,2.213,-0.193525,0.38
1,1.25,407.26,407.49,407.413,407.53825,407.77,408.39,409.547,411.522,1.3105,0.480675,0.023,27.969,6.08599999999999,117.49125,-0.565200000000001,9.71625,2.488,0.547124999999996,0.488,-0.1006,3.104,282.44425,316.2765,-1.3075,0.1,0,70.912,1.76,94.28875,5.32275,1.01254999999999,89.877,4.92375,0.469375,90.26825,4.2955,16.162,2.4865,2.47599999999999,2.2575,2.20125,-0.193525,0.381
1,1.75,407.29925,407.6035,407.67,407.785,408.03675,410.24175,412.06,413.0845,1.3495,0.652699999999998,0.028,46.65,1.645,127.553,-0.561175000000001,8.9025,2.21,1.06624999999999,0.482,-0.0464000000000001,3.084,283.49075,316.70475,-1.5175,0.1,0,70.9015,1.695,93.79,5.375,0.936224999999986,89.809,4.915,0.562875,90.6525,4.179,16.341,2.4465,2.49399999999998,2.24475,2.1355,-0.194375,0.38
1,2.25,406.84775,407.36875,407.28,407.2325,407.2385,408.45775,409.84,411.302,1.4405,0.782575,0.03155,36.1702499999999,3.913,133.24125,-0.558725000000001,9.14875,2.745,2.08,0.482,-0.0816000000000008,3.24,284.827,317.0355,-1.59725,0.1,0,70.9125,1.68375,93.59425,5.51825,0.9086,89.89125,5.076,0.2365,90.669,4.2695,16.194,2.5135,2.53649999999998,2.21025,2.0965,-0.19515,0.380275
1,2.75,407.1075,407.47625,407.4605,407.4505,407.47575,408.48275,410.3875,411.503,1.39025,0.648299999999997,0.034,42.4595,1.12854999999996,117.88,-0.556825,9.255,3.194,1.58275,0.479825,-0.0910000000000001,3.344,285.318,316.48125,-1.96975,0.1,0,70.89625,1.69275,93.2305,5.46475,0.769950000000002,89.555,5.14,0.18475,90.5935,4.35249999999999,15.93325,2.457,2.58249999999998,2.1775,2.0385,-0.1903,0.380275
1,3.25,406.915,407.24675,407.13,407.44,407.39625,408.43125,409.26,410.5655,1.39075,0.66145,0.0396499999999999,49.2350000000001,3.22199999999999,131.79525,-0.556725,10.89625,2.86875,1.0825,0.47955,-0.1158,3.304,284.06475,317.04625,-1.57175,0.1,0,70.87,1.7385,93.39475,5.40475,0.860150000000001,90.0325,5.11,0.30125,90.57,4.32,16.1415,2.47,2.5765,2.1755,2.031,-0.190225,0.381
1,3.75,407.04025,407.50675,407.4255,407.453,407.83325,408.88225,410.499,412.967,1.355,0.569125,0.028,55.9675,5.65000000000002,109.346,-0.564475,11.35625,3.3015,1.56025,0.482,-0.1096,3.348,283.129,317.69975,-1.83125000000001,0.1,0,70.87,1.884,93.095,5.605,1.041,89.87,5.127,0.247625,90.51475,4.30699999999999,16.2585,2.53625,2.55449999999998,2.122,2.0265,-0.19015,0.381
1,4.25,406.8015,407.067,406.9775,407.0475,407.197,408.7985,410.5925,412.61575,1.2805,0.615599999999997,0.04105,45.68,10.2575,124.714,-0.57245,11.21625,3.155,1.02,0.482,-0.1558,3.178,281.709,317.32375,-1.85075,0.1,0,70.8665,1.90475,92.98,5.64,1.0265,89.8,5.27425,0.437625,90.8305,4.6215,16.406,2.57,2.37949999999997,2.10575,2.0375,-0.19,0.381
1,4.75,407.31575,407.62525,407.681,407.7145,407.7255,410.3545,411.8275,414.451,1.22975,0.5476,0.0360999999999999,35.10525,9.1325,125.108,-0.578225,8.9825,3.5055,1.03025,0.456249999999999,-0.1086,3.228,281.39075,316.179,-1.989,0.1,0,70.86,1.92275,94.17475,5.68475,0.902375,90.224,5.3185,0.52375,91.11,4.71,16.25775,2.56,2.37899999999997,2.15825,2.043,-0.19015,0.380275
