DOY2,HR2,FC,SC,LE,SLE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.74042093381579,0.387384519297877,7.2026408211404,1.48569694404846,0.848954527955721,-5.91541184879341,1.72543154093912,424.377980376757,4.26414214612712,424.820614386689,4.23773555242042,425.027379041521,425.28263551091,4.24428456155876,425.086852880143,425.668897291668,4.25449779724216,431.628558028099,425.422949355577,4.31105098016721,429.135736759064,431.89207493905,4.49429093838464,429.804810025217,431.576661218387,4.39729574062869,430.635197719971,4.49663411964767,-1.9629514752232,0.246676428041024,3.435,1.92,1.27,0.71,-0.9396,-0.9855,-1.237375,-1.14,-1.1753,-1.69095,-4.9659,98.80781,82.5225,1.601325,0.335,0.23,0.2,0.13,0.24,2.2,-1.35,3.9,0.4,299.4,311.475,312.45,309.4,0.16,0.37,-0.0725,0.33,0.14,0.27,0.395,0.62,0.11,-0.15,2.1495,2.0995,2.30675,2.8855,3.4485,3.6865,4.9285,5.65375,6.09925,1.46175,1.833,2.558,2.9825,4.338,4.645,4.5365,6.212,6.612,1.987,2.296,3.04125,3.3305,3.93125,4.804,5.026,5.17575,6.2785,1.27425,1.745,2.4345,3.12525,4.397,4.94,6.15175,6.68225,1.634,2.352,2.6465,2.4765,3.6725,5.034,5.091,6.051,6.518,-2.722,-2.618,-4.90175,-3.875
1,0.75,0.783531527706907,0.145685064329993,7.30848885485897,0.732997602068625,0.792818313861616,-4.74275731476718,1.68282971500246,424.566964485608,4.25083144814737,424.687871237676,4.22560020420254,425.870169645503,424.9015153306,4.20420363776756,426.174429943396,425.479440040662,4.25584616380108,425.753648948483,425.343761808582,4.34633772190067,427.881769284211,431.261851926812,4.52411530408082,429.065470958333,429.16317171523,4.37055828166911,430.659385878505,4.73052993766822,-1.54766816120655,0.248483600662908,3.225,1.88,1.15,0.6875,-0.807275,-0.80875,-1.38965,-1.090375,-1.2563,-2.005475,-4.9697,98.8191,80.99,1.54715,-0.02,-0.01,0.085,0.03,0.15,2.2,-1.305,3.9,0.45,298.3,310.625,311.9,309.3,0.16,0.37,-0.08,0.33,0.14,0.26,0.395,0.62,0.11,-0.15,2.1445,2.0975,2.30525,2.884,3.449,3.686,4.9275,5.6535,6.09825,1.46125,1.826,2.557,2.982,4.332,4.64375,4.53625,6.212,6.611,1.99,2.291,3.0425,3.33225,3.946,4.803,5.025,5.175,6.277,1.2735,1.744,2.4345,3.12475,4.3965,4.94,6.15075,6.68175,1.6345,2.35325,2.6465,2.4805,3.674,5.035,5.09475,6.049,6.518,-2.7715,-2.51125,-4.7555,-1.96
1,1.25,0.882308999718218,0.376812315497861,9.05041175949203,1.11588424540649,0.735171183021531,-5.17123536510812,1.72635034860042,424.174287692236,4.24731686126566,424.753035611975,4.24756227064008,424.502840224427,425.085848010549,4.27327890775263,425.394330160883,426.397574107817,4.23463434127929,425.570368964462,426.432560859522,4.2758065538027,425.573132170543,431.304686798206,4.56460199464465,429.687845486451,429.137236224332,4.38274446512987,430.869357265176,4.06647052315619,-1.77803481176521,0.25067118462576,3.09,1.9,1.15,0.63,-0.8317,-0.989,-1.37815,-1.23365,-1.3903,-2.0856,-4.8132,98.85028,81.67,1.5585,0.1375,0.04,-0.16,-0.0875,0.065,2.2,-1.37,3.9,0.45,299.8,310.3,311.1,309.05,0.16,0.37,-0.08,0.33,0.14,0.26,0.39,0.62,0.115,-0.15,2.13775,2.09875,2.3065,2.8815,3.4485,3.6855,4.9265,5.6525,6.09725,1.46125,1.827,2.556,2.982,4.326,4.6425,4.5355,6.211,6.61,1.987,2.29,3.0425,3.3325,3.945,4.802,5.024,5.169,6.276,1.27275,1.74275,2.4345,3.12475,4.3955,4.934,6.14975,6.681,1.63475,2.35525,2.644,2.48,3.671,5.0355,5.0945,6.048,6.516,-2.732,-2.53225,-4.599,-1.37
1,1.75,0.640635460314123,0.480038362739852,7.10499267791662,1.90077972896662,0.751845890191787,-12.0911571519796,1.63248676744015,424.179051479766,4.17546508688804,425.033250280663,4.27886398468561,424.807183570638,425.161745241599,4.27077526927217,423.81282559998,425.742619730696,4.30299666061314,425.071098291139,426.404564662988,4.31324926745623,425.478814265431,430.2909048737,4.50618883645715,428.867357128617,428.917879647432,4.37639976501614,429.443320430871,4.02402918340151,-1.52817671119757,0.270358530837999,2.98,1.89,1.16,0.6775,-0.8994,-0.831,-1.1184,-1.0658,-1.2897,-2.2885,-4.6885,98.8842,83.9,1.5773,0.3675,0.08,-0.18,-0.19,0.1375,2.2,-1.3,3.9,0.4225,300,309.8,310.975,309.05,0.16,0.37,-0.0725,0.33,0.14,0.26,0.39,0.62,0.11,-0.15,2.1345,2.09225,2.3035,2.8715,3.449,3.6845,4.9255,5.6515,6.09625,1.46,1.829,2.555,2.983,4.3255,4.64075,4.5355,6.21,6.609,1.987,2.29,3.03925,3.3285,3.9435,4.8,5.024,5.168,6.275,1.263,1.741,2.4335,3.12375,4.3955,4.934,6.148,6.68,1.639,2.356,2.645,2.4795,3.67325,5.0365,5.0945,6.047,6.516,-2.74375,-2.868,-4.504,-2.06
1,2.25,0.788678546014431,0.596893068074362,8.82016309865348,1.26116735178832,0.772751714093382,-5.13139986955827,1.60519103622796,424.62164433664,4.10834359806451,424.290202485161,4.25606730542059,424.905490933182,424.798409528853,4.30221636690916,425.296699972402,425.795710182531,4.32043068751878,430.590624129787,427.299472555169,4.35323607088065,425.439437014271,431.574482801227,4.58040461894084,430.519949339844,429.828559331578,4.43912448814512,431.246411076523,4.41084119770728,-1.51681864496702,0.259716605966919,3.05,1.8125,1.19,0.68,-0.96815,-0.967,-1.1456,-1.26515,-1.3811,-1.722,-4.7616,98.90155,84.05,1.5965,0.24,0.31,-0.09,-0.145,0.135,2.2,-1.38,3.9,0.41,298.8,310.5,311.15,308.75,0.16,0.37,-0.08,0.33,0.14,0.27,0.395,0.62,0.11,-0.15,2.136,2.0875,2.3,2.871,3.4485,3.6835,4.9245,5.64975,6.09525,1.459,1.835,2.554,2.9835,4.326,4.63925,4.5345,6.209,6.609,1.987,2.289,3.03775,3.32,3.92675,4.799,5.023,5.167,6.274,1.26275,1.74,2.4335,3.12375,4.396,4.941,6.147,6.679,1.639,2.358,2.646,2.479,3.6745,5.0355,5.0945,6.047,6.514,-2.7375,-2.7085,-4.797,-1.125
1,2.75,0.73288050425719,0.44835629285894,7.76275999785511,1.50193823741996,0.709719905505351,-3.65556045118435,1.5063892360288,424.53674508397,4.127635736428,425.149710861242,4.20964583530633,426.326526119262,425.000384671953,4.25344574193428,424.884172673463,427.344441252306,4.33754649925842,424.864845286174,427.822115835158,4.34229600745806,429.428957680921,431.031491282864,4.50230994161997,430.094820847343,430.3212042935,4.42444290093316,431.18478048844,3.82707188025103,-1.56373427202276,0.261739012847331,2.8425,1.81,1.15,0.64,-1.024025,-0.99375,-1.3655,-1.2526,-1.6352,-2.264125,-5.1526,98.90307,85.9675,1.527725,-0.1,-0.075,-0.22,-0.27,-0.04,2.2,-1.4225,3.9,0.4225,298.4,309.75,310.775,308.075,0.16,0.37,-0.08,0.32,0.14,0.27,0.3675,0.62,0.11,-0.15,2.13725,2.08675,2.29725,2.87,3.4475,3.683,4.9235,5.6485,6.09425,1.459,1.831,2.55525,2.9825,4.326,4.6385,4.53425,6.208,6.608,1.988,2.29,3.036,3.319,3.909,4.81125,5.022,5.166,6.274,1.26425,1.74125,2.43325,3.1245,4.3965,4.941,6.14625,6.678,1.637,2.359,2.645,2.473,3.675,5.03175,5.0905,6.046,6.514,-2.784,-2.7485,-4.7365,-2.295
1,3.25,0.768909522546405,0.398353764385644,7.17223893593108,0.566289376369569,0.617337556952458,-8.32659662699199,1.51721993682294,425.575338758806,4.18728157905769,423.846819373377,4.29626997363165,425.044068168127,424.309238139454,4.31737704969954,425.999930116279,425.258150023953,4.30346078706458,429.261493933737,426.755819302845,4.35340812924127,430.000847126494,429.975295623502,4.48899324343867,431.037945032684,429.44338156794,4.4346287129113,430.96521059385,3.50352567882014,-1.61809890215065,0.294583413924245,2.68,1.7225,1.06,0.66,-1.0356,-1.09,-1.2675,-1.548,-1.86695,-2.3283,-5.4307,98.91575,84.61,1.56495,-0.15,-0.06,-0.34,-0.35,-0.0575,2.3,-1.38,3.9,0.45,299,309.5,310.05,307.8,0.16,0.36,-0.08,0.32,0.14,0.255,0.39,0.62,0.11,-0.15,2.136,2.087,2.293,2.87575,3.44825,3.6825,4.92325,5.64775,6.09325,1.459,1.831,2.55425,2.98225,4.329,4.6375,4.5335,6.207,6.607,1.988,2.29025,3.03525,3.319,3.92375,4.81025,5.021,5.165,6.273,1.26275,1.74225,2.43325,3.1255,4.3965,4.942,6.14525,6.67725,1.639,2.361,2.64575,2.467,3.6755,5.028,5.091,6.046,6.513,-2.7655,-2.91675,-4.726,-1.7275
1,3.75,0.622176487762419,0.47848704489814,6.75857319826593,1.01942701664814,0.732933984433736,-4.063803168472,1.62217920054659,425.709887301191,4.13238199370163,425.472132407854,4.18086406382275,426.348509216154,424.977078714901,4.25645339685188,425.510221391133,427.428544338416,4.24796533315137,424.768737316047,428.477897866583,4.26397137008472,429.320121448925,432.202519203876,4.49617271607361,431.189055820748,430.510614748847,4.45881196500931,431.968889505105,4.0028173777421,-2.00479262075042,0.280363848383333,2.83,1.92,1.23,0.68,-1.24325,-1.236,-1.5198,-1.5156,-1.7169,-2.3021,-5.36,98.92193,86.91,1.42515,-0.1625,-0.18,-0.52,-0.4925,0.06,2.2,-1.38,3.8,0.4,299.8,309.3,310,307.6,0.165,0.37,-0.08,0.32,0.14,0.27,0.395,0.62,0.125,-0.15,2.132,2.09275,2.2905,2.87375,3.44725,3.6815,4.92325,5.64775,6.09225,1.46,1.832,2.5455,2.981,4.33975,4.6365,4.53375,6.206,6.606,1.988,2.29025,3.03425,3.318,3.97,4.80925,5.021,5.164,6.272,1.264,1.7425,2.43325,3.1275,4.398,4.93375,6.1445,6.67625,1.641,2.36325,2.64625,2.466,3.67275,5.027,5.0915,6.045,6.512,-2.686,-2.939,-4.4455,0.06
1,4.25,0.646776851486244,0.438351029420369,7.15348704810611,0.68901089569774,0.703810784802374,-4.8690745308551,1.58045351068436,425.750040313617,4.08647010588795,425.312794588059,4.21335506956124,424.588349036174,426.836001806831,4.22090150482413,425.24804662037,426.997142574112,4.31767965756067,426.968962909396,427.685046685635,4.37382274979415,423.835070255814,432.442963095454,4.47363301666912,430.710241551718,430.613562484209,4.43965418967581,432.181656430347,3.62493294110865,-2.13003078592351,0.323958785387782,2.51,1.6975,1.06,0.675,-1.4315,-1.343,-1.5892,-1.6756,-2.1308,-2.348875,-5.2736,98.92779,85.9,1.34595,-0.3225,-0.44,-0.6025,-0.4775,0.1,2.2,-1.285,3.9,0.38,296.8,308.3,310.15,307.5,0.155,0.37,-0.08,0.32,0.14,0.265,0.395,0.62,0.11,-0.15,2.13,2.094,2.291,2.871,3.44625,3.6805,4.9215,5.6465,6.09125,1.46,1.833,2.542,2.98225,4.34275,4.63575,4.53275,6.206,6.606,1.988,2.288,3.0335,3.317,3.969,4.795,5.02,5.163,6.271,1.26375,1.74225,2.43325,3.1275,4.399,4.93225,6.14425,6.67525,1.644,2.3545,2.646,2.466,3.67325,5.025,5.09425,6.043,6.512,-2.711,-2.636,-4.5635,0.065
1,4.75,0.7464206849046,0.379908807188497,5.43245963815131,0.792356074857338,0.570131752684132,-7.34431953650568,1.57166945328141,425.882884676821,4.11843116491646,426.727509181669,4.15900957587646,426.193228646309,425.759972391746,4.17500857456875,426.872554208946,427.210993299193,4.29535913397289,427.08939568344,428.046447036275,4.26916500847465,426.419676823529,432.584124305544,4.4115689296795,430.260477876053,430.965062348967,4.4026433345586,430.418711318748,3.07846010564417,-2.16421354451627,0.267863994762039,2.42,1.68,1.06,0.66,-1.45945,-1.445,-1.644,-1.7375,-2.0132,-2.5592,-5.0504,98.92118,87.25,1.38875,-0.325,-0.42,-0.47,-0.465,0.07,2.2,-1.15,3.9,0.34,298.3,308.9,310.4,307.55,0.16,0.36,-0.08,0.33,0.14,0.27,0.4,0.6225,0.11,-0.15,2.1315,2.09225,2.29175,2.8635,3.447,3.68,4.921,5.6455,6.09025,1.46,1.83,2.54175,2.98225,4.34575,4.6355,4.53275,6.205,6.605,1.988,2.288,3.03325,3.315,3.9525,4.794,5.019,5.163,6.27,1.26425,1.74275,2.43325,3.1285,4.3995,4.93075,6.14325,6.675,1.647,2.3545,2.645,2.468,3.669,5.024,5.09425,6.043,6.511,-2.778,-2.6135,-4.315,-0.43
