DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,359.7909237,3.864159819,0.62376,1.802259071,-6.042973406,0.1772396755,1.984133298,0.604155971,0.59207,0.253170447,98.23567542,-5.802495,0.3645,0.3242,-0.15597375,-3.1963615,-3.235463,-3.7057
1,0.75,360.6795387,3.756882347,0.6260907985,1.864646534,-6.947242274,0.1770509885,2.091063752,0.633082674,0.625336061,0.259544087,98.2227,-6.0198,0.36425,0.32225,-0.1574382,-3.283601,-3.4379865,-3.7759985
1,1.25,360,3.864720177,0.582117588,1.245485142,-5.715578619,0.174391321,2.070824792,0.608821437,0.612367039,0.265068457,98.20779648,-6.31175,0.3642,0.3175045,-0.1594737,-3.486965,-3.682449,-3.884845
1,1.75,360.19978045,3.709219636,0.636484514,0.911033211,-5.098169296,0.183752999,2.191890233,0.625881353,0.61579,0.26792368,98.189519425,-6.4327,0.3651019,0.31405,-0.160009,-3.57108,-3.6549765,-3.93155
1,2.25,360.1506556,3.7619705675,0.555309214,1.0326552415,-5.1232854665,0.171554746,2.1645440755,0.6041839725,0.609195703,0.270636578,98.17805024,-6.43089,0.36534585,0.31432155,-0.16094965,-3.5380815,-3.544701,-4.0014655
1,2.75,360.77065725,3.766429394,0.566077175,1.2895004285,-5.437075577,0.1712341885,2.08589095,0.63287323,0.6085674215,0.256248282,98.182181645,-6.392194268,0.3636508,0.3149,-0.1612799,-3.612678,-3.5902235,-4.165366
1,3.25,360.3340494,3.771889512,0.5548792115,1.74704,-4.70192637,0.166385,2.08598,0.597865327,0.609008021,0.257770609,98.18002958,-6.38937,0.36345,0.31885,-0.16088515,-3.7226965,-3.633401,-4.0352075
1,3.75,360.3155382,3.772380483,0.63536654,1.120791699,-5.3701982485,0.1696755825,1.984225344,0.608267371,0.5961608315,0.25627906,98.163598945,-6.44319,0.3620936,0.3204,-0.16069475,-3.749578,-3.692318,-4.07075
1,4.25,360.0337769,3.7468124345,0.61135851,1.001636568,-5.533911177,0.17716,2.0033084245,0.5958546915,0.5950692,0.25559845,98.154539225,-6.3887,0.3617889,0.31985,-0.1618073,-3.7579,-3.674725,-4.240922
1,4.75,360.30484815,3.79,0.604247588,1.214109907,-4.38921599,0.171347651,2.033726983,0.629162644,0.623858449,0.267339357,98.17674848,-6.44959,0.3607502,0.3183,-0.1630594,-3.783266,-3.70652,-4.237946
1,5.25,359.6020958,3.804529469,0.644853982,1.288281278,-4.3161705725,0.174421797,2.009889525,0.62502,0.604800115,0.265188146,98.1937959,-6.556326127,0.3598641,0.3132024,-0.1647425,-3.814953,-3.719479,-4.2922465
1,5.75,359.90054055,3.802585166,0.5809329485,1.224201714,-4.1986831275,0.177481439,2.0742910325,0.6165212705,0.620675874,0.2684006075,98.20048421,-6.5381734975,0.35875,0.31415,-0.1655,-3.917,-3.8294965,-4.5051735
1,6.25,360.85533,3.7873571425,0.54693,1.30405,-4.412497545,0.1746385565,2.047127117,0.606152589,0.602790415,0.263808353,98.23095,-6.410088785,0.35622235,0.3060878,-0.1676408,-3.923433,-3.91939,-4.414539
1,6.75,360.9921476,3.800142616,0.5251949365,1.280585042,-4.58782,0.171608874,2.08178,0.579137687,0.58184192,0.262931703,98.2493135,-6.383909805,0.35601175,0.2999583,-0.16779,-3.97157,-3.910854,-4.38091
1,7.25,360.9196897,3.8124372095,0.614857283,1.504105863,-4.0556199925,0.172928981,2.014338912,0.591055813,0.5864640235,0.265603922,98.232984245,-6.401655,0.35522855,0.3068723,-0.1648837,-3.9939965,-4.0212045,-4.4228635
1,7.75,360.6621829,3.8051595385,0.579555223,1.7612027075,-4.415890106,0.174857796,2.053729721,0.5938,0.589133875,0.261601286,98.223044435,-6.54552,0.3559,0.2970711,-0.1648209,-4.0320975,-3.967831,-4.4394935
1,8.25,360.3333005,3.82772909,0.543677384,2.09486,-4.085562313,0.17755,2.1417425225,0.589276361,0.6074701315,0.2718332775,98.234500005,-6.577929762,0.3556004,0.3065128,-0.1663457,-4.022361,-3.9474785,-4.459553
1,8.75,360.1367516,3.80390032,0.5372,2.4980463335,-2.891827078,0.184236652,2.1949410175,0.6495258045,0.6561128875,0.2787871395,98.24792622,-6.54199,0.3546,0.3008089,-0.1663207,-4.0200055,-3.8298045,-4.496598
1,9.25,360.1867934,3.764500251,0.547654465,3.915174396,-2.4867959185,0.197305371,2.360419635,0.700264154,0.720711654,0.29532348,98.24073375,-6.29792,0.35335,0.3100873,-0.1653,-3.975067,-3.608204,-4.2123375
1,9.75,359.9889781,3.752665778,0.479454577,5.303790046,-0.7664538795,0.2154306455,2.51004,0.766619896,0.757763937,0.31969,98.24113088,-5.8106,0.35260635,0.3097,-0.1607705,-3.911505,-3.3571045,-4.0940305
1,10.25,359.7434324,3.700394764,0.389514654,7.39963,0.7755659085,0.2209969135,2.6439963175,0.7968534805,0.8355441595,0.3295267605,98.25427031,-5.6434836875,0.3551406,0.32345,-0.1583,-3.4541985,-3.069732,-3.91428
1,10.75,359.3936405,3.690970266,0.380765622,10.36288895,2.15642,0.233352125,2.85557,0.891452246,0.880674308,0.34392449,98.25024381,-5.345870571,0.3659,0.3343,-0.1543047,-3.22374,-2.8791,-3.427222
1,11.25,359.01654355,3.6925442555,0.344169988,11.86426264,3.36664926,0.2419087905,2.9242503815,0.9307178945,0.930120518,0.351635838,98.2425,-5.038615,0.366218,0.3421,-0.1491,-3.045242,-2.4813,-3.045185
