DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,7.75,370.17,3.009,-0.95775,-11.0125,-29.654,-0.8145,1.5415,0.193,0.444125,0.4830025,0.250935,99.537,57.8165,-2.5085,0.38,-2.4133,0.1107775,2.78725,4.828,19,9.7125,1.52125,222,297.845
1,8.25,370.1275,2.974,-1.73,-10.325,-23.05,-0.468,1.593,0.226,0.46991,0.525875,0.275865,99.517,54.886,-2.098,0.46,-2.04735,0.11238,2.82975,4.817,60.8885,30.35,4.34975,221.965,303
1,8.75,369.945,2.93125,-1.64925,-9.605,-9.455,2.8415,1.549,0.261,0.520445,0.592615,0.34122,99.571,50.275,-1.4735,1.05,-1.56105,0.13592,2.87,4.6825,122.11,56.575,8.168,218.435,309.985
1,9.25,370.5,2.9725,-2.195,-7.9125,-2.977,4.947,1.64375,0.31925,0.57707,0.70195,0.41557,99.53,46.57225,-0.8045,1.2775,-0.8194,0.17975,2.87125,4.6715,186.62,86.1745,10.81025,216.75,315.7925
1,9.75,371.5275,3.008,-2.12425,-6.775,14.36825,10.48825,1.76175,0.33975,0.67373,0.77672,0.48251,99.577,42.0075,0.0255,1.825,-0.2505,0.203,2.87475,4.66,268.63,117.5,14.00875,216.75,321
1,10.25,368.93,3.0735,-3.36175,-5.55,24.8325,14.3675,1.87,0.38,0.77978,0.8486975,0.54916,99.595,39.2,0.76,2.28,0.46742,0.2381925,2.9305,4.65075,294.25,141.34,17.93675,222,325.7625
1,10.75,366.285,3.052,-3.68,-3.545,45.4135,18.9345,1.96125,0.417,0.81075,0.86777,0.59039,99.595,38.3,1.137,2.71,0.95675,0.26123,3.0435,4.6445,366.1,199.58,23.75,223.5,334.865
1,11.25,364.18,2.959,-3.68,-2.05,58.146,18.07,2.09125,0.41375,0.8182375,0.8907725,0.6017375,99.573,36.175,1.668,2.9925,1.4943,0.2708375,3.2575,4.64525,453,240.915,28.75,230,338.3375
1,11.75,367.27,2.966,-3.23,-1.485,75.7,19.142,2.061,0.431,0.867865,0.946845,0.61105,99.51,34.671,2.1155,3.19,1.72835,0.25169,3.49675,4.6745,446,218.7025,26.075,230.3275,340.82
1,12.25,366.415,2.931,-3.222,-1.555,78.07075,18.751,2.06425,0.44575,0.891955,0.945285,0.624055,99.463,33.03,2.619,3.505,2.2005,0.254765,3.635,4.6905,471.015,222.755,27.37975,228.25,342.7375
1,12.75,366.855,2.894,-2.661,0.37525,91.46825,22.526,2.075,0.427,0.840815,1.03335,0.64464,99.395,31.525,3.086,3.75,2.63915,0.279495,3.7975,4.67125,508.0275,264.9525,31.278,229.74,342.9
1,13.25,366.5,2.852,-2.749,0.7655,72.093,19.494,1.981,0.45,0.932035,1.01415,0.651465,99.368,30.274,3.351,3.925,3.11175,0.277945,3.947,4.67125,471.75,245.82,30.06675,226,343.94
1,13.75,365.755,2.9175,-2.201,0.19975,82.38375,21.343,2.141,0.4535,0.9387875,1.0125,0.6496275,99.35325,29.60225,3.6585,4.095,3.157,0.249585,4.06,4.6725,463.32,200.4475,25.1095,227,344.7475
1,14.25,365.86,2.8735,-2.7255,0.156,60.1445,16.95825,2.183,0.474,0.880865,0.9960375,0.63694,99.301,29.13075,4.062,4.1725,3.35955,0.2338075,4.13,4.69375,402.295,192.215,24.37775,230.2775,345.65
1,14.75,366.34,2.89825,-2.42,-0.635,43.915,14.185,2.0965,0.451,0.884285,0.97843,0.60093,99.29925,28.525,4.153,4.145,3.65105,0.19437,4.1065,4.7835,284.95,150.3225,19.03625,231.1225,341.5
1,15.25,366.4,2.916,-2.6005,-2.4675,33.0925,10.7545,2.0465,0.433,0.838405,0.889885,0.579905,99.28525,28.6,4.255,4.28,3.83345,0.15619,4.08025,4.85775,275.54,135.1375,17.36875,232.345,340.54
1,15.75,366.345,2.9455,-2.004,-3.46,21.6805,8.27,2.06,0.404,0.78639,0.84753,0.53532,99.289,28.539,4.29,4.3375,3.7234,0.11967,4.10975,4.90175,213,103.32,12.922,231.62,337.94
1,16.25,366.7325,2.93525,-1.853,-5.035,6.105,6.53675,1.971,0.3565,0.68733,0.7612475,0.479485,99.343,28.675,4.20125,4.0825,3.883075,0.08183775,4.04375,4.8615,127.495,58.4,7.802,235,331.33
1,16.75,366.56,2.993,-1.338,-6.125,-9.68075,3.0085,1.7515,0.28875,0.6013975,0.637505,0.3975625,99.345,30.3235,4.02175,3.84,4.0245,0.08045125,4.01225,4.901,54,27.6,4.58,229.65,328
1,17.25,366.58,3.0875,-0.87,-6.99,-19.8,0.3175,1.595,0.207,0.437245,0.50228,0.27839,99.365,32.144,3.459,3.53,3.86845,0.11548,3.973,4.90125,0,3.97,2,229,322
1,17.75,366.3475,3.0565,-0.263,-7.755,-24.596,-0.07775,1.5475,0.1545,0.361475,0.385225,0.20417,99.3845,34.03575,2.79225,3.0225,3.53235,0.1345,3.91875,4.89775,0,-2.47225,1.1425,228,317.11
1,18.25,366.06,3.03875,-0.1315,-8.4825,-26.561,-0.0965,1.53675,0.13,0.3136425,0.34831,0.173445,99.3925,35.8665,2.15825,2.545,3.018025,0.138585,3.81375,5.03225,0,-2.935,0.88675,222.67,314.08
1,18.75,366.02,3.044,-0.097,-8.94875,-27.2365,-0.3145,1.52,0.114,0.35278,0.37375,0.153915,99.412,37.165,1.43025,2.245,2.5663,0.136885,3.72325,5.0515,0,-2.85675,0.9255,221.6825,312.0575
1,19.25,366.3075,3.08675,-0.094,-9.7375,-31.7565,0.007,1.62,0.139,0.38705,0.390965,0.1882,99.42975,38.791,1.135,1.96,2.41995,0.14412,3.6885,5.064,0,-2.758,0.93325,223.5,310.92
1,19.75,366.795,3.194,-0.1395,-9.63625,-32.9,0.0045,1.6065,0.1385,0.38333,0.4017625,0.2127825,99.395,39.2,0.577,1.74,1.9608,0.145745,3.6815,5.069,0,-2.67,0.949,219,310.5
1,20.25,367.59,3.156,-0.139,-9.77625,-34.08975,-0.458,1.6935,0.1555,0.38936,0.4155,0.20425,99.407,41.371,0.28475,1.61,1.7214,0.14255,3.66175,5.07125,0,-2.57,0.948,226,309.19
1,20.75,366.69,3.1695,-0.137,-10.055,-36.975,-0.15875,1.7655,0.16125,0.375135,0.3905325,0.2103775,99.454,42.1925,0.288,1.435,1.396275,0.146995,3.64725,5.068,0,-2.485,0.826,223.47,309
1,21.25,366.88,3.1245,-0.033,-10.05375,-34.5625,-0.34725,1.65,0.14375,0.36725,0.38359,0.20298,99.477,42.142,-0.026,1.345,1.1991,0.14321,3.6615,5.07175,0,-2.525,1.029,220,307
1,21.75,367.38,3.1975,-0.174,-10.2625,-37.319,-0.311,1.751,0.1615,0.4145,0.4260575,0.220885,99.4795,43.4915,-0.002,1.185,0.9730075,0.1436925,3.618,5.0685,0,-2.5375,0.9135,221,308
1,22.25,367.7525,3.13975,-0.20975,-10.95875,-36.0165,-0.567,1.786,0.167,0.3933275,0.42227,0.24094,99.4965,44.3695,-0.1135,0.97,0.7611775,0.1355375,3.54675,5.05875,0,-2.45325,0.851,219.1225,306.1425
1,22.75,367.665,3.1915,-0.232,-10.40625,-36.7,-0.3015,1.8125,0.1915,0.43992,0.4703,0.247665,99.49425,44.9,-0.19275,0.98,0.577975,0.14425,3.47025,5.053,0,-2.43875,0.787,219.115,304.7
1,23.25,368.25,3.1655,-0.252,-10.425,-37.84825,-0.8125,1.8295,0.1835,0.44171,0.47364,0.262235,99.4895,46,-0.28425,0.95,0.358215,0.145945,3.43675,5.07925,0,-2.4675,0.74325,221.435,305
1,23.75,368.3925,3.106,-0.315,-10.46,-36.14625,-1.12275,1.764,0.182,0.45014,0.49206,0.26061,99.47125,46.7,-0.60575,0.915,0.10518,0.13627,3.38625,5.074,0,-2.42725,0.74225,219.75,304.6525
2,0.25,373.2,3.3615,-0.3895,-9.965,-35.6215,-0.2965,1.639,0.176,0.415975,0.472705,0.24059,99.449,46.1785,0.1835,1.13,1.56685,0.145275,4.2695,5.697,0,-2.36225,0.89775,220,306.5525
2,0.75,372.3,3.413,-0.5505,-10.46625,-32.0215,-0.77275,1.6015,0.167,0.39228,0.47277,0.2320725,99.4585,47.1835,0.07375,1.1,1.3545,0.14363,4.2125,5.6755,0,-2.50225,0.70875,219.6325,305.7425
2,1.25,372.81,3.438,-0.29525,-11,-31.748,-0.252,1.5465,0.1615,0.39008,0.483375,0.2235875,99.4535,47.75,0.0915,0.95,1.1198,0.135665,4.14525,5.6605,0,-2.4725,0.67225,218.715,304.97
2,1.75,373.335,3.394,-0.43,-11.065,-32.5,-1.08,1.642,0.164,0.39429,0.4630325,0.206245,99.422,49.167,-0.0335,0.91,0.84017,0.12867,4.08075,5.63975,0,-2.3795,0.6825,217.3075,303.085
2,2.25,373.42,3.4145,-0.437,-11.425,-33.275,-0.53075,1.5875,0.167,0.3994025,0.43952,0.233995,99.45425,48.792,-0.25175,0.825,0.798495,0.1221875,4.055,5.614,0,-2.358,0.71725,216.4075,303.355
2,2.75,373.36,3.532,-0.3635,-12.3075,-31.1495,-0.47675,1.5,0.167,0.395885,0.450125,0.22577,99.453,49.62,-0.226,0.695,0.7314675,0.12145,4.02075,5.58925,0,-2.27775,0.773,217.685,301.72
2,3.25,372.9825,3.53025,-0.331,-12.1625,-32.0685,-0.601,1.58175,0.163,0.38986,0.46197,0.2288,99.44375,50.1,-0.348,0.65,0.5938,0.12554,4.01225,5.5595,0,-2.34875,0.742,219.335,301.2325
2,3.75,373.745,3.569,-0.4965,-12.3125,-32.6,-0.47725,1.6885,0.1635,0.418835,0.46807,0.25735,99.4265,50.428,-0.44975,0.595,0.48544,0.129605,3.997,5.5285,0,-2.2815,0.65725,218.6075,301.155
2,4.25,374.195,3.603,-0.5065,-12.4125,-30.99775,-1.1275,1.5445,0.155,0.4022025,0.4611725,0.2337175,99.4135,51.0665,-0.5475,0.565,0.4891125,0.12531,3.92425,5.51325,0,-2.2915,0.6315,219.8125,299.035
2,4.75,374.015,3.61325,-0.59325,-11.4275,-31.475,-1.066,1.648,0.172,0.41451,0.46258,0.24201,99.42425,51.7475,-0.6425,0.6325,0.25852,0.12418,3.86425,5.46,0,-2.2575,0.649,215.5275,299.625
2,5.25,374.21,3.5605,-0.3725,-11.6125,-35,-0.441,1.5,0.163,0.3978875,0.47411,0.2317225,99.41925,53.213,-0.702,0.715,0.2109775,0.12833,3.8135,5.4105,0,-2.3,0.717,214.6525,299.4625
2,5.75,373.545,3.589,-0.591,-12.2875,-35.8215,-0.3545,1.553,0.162,0.40869,0.45818,0.23429,99.43825,53.053,-0.91075,0.7125,-0.00283,0.12637,3.76725,5.38025,0,-2.39925,0.59675,210.1,298.18
2,6.25,374.16,3.63475,-0.514,-12.7125,-34.717,-0.8535,1.5,0.1535,0.394705,0.47057,0.24473,99.457,54.2,-1.00675,0.68,-0.05236,0.140315,3.73325,5.35075,0,-2.3075,0.635,210.5,298.6075
2,6.75,374.225,3.6125,-0.8625,-10.94375,-31.49325,-0.326,1.404,0.147,0.391615,0.44133,0.2264525,99.505,54.852,-1.08375,0.63,-0.216255,0.139015,3.70175,5.33,0,-1.6235,0.6795,210.075,297.715
2,7.25,373.98,3.59,-0.64,-9.7525,-28.5565,-0.2455,1.437,0.155,0.3894825,0.457035,0.2243575,99.52325,56.6,-1.0965,0.56,-0.196985,0.1264575,3.7,5.315,7.935,4.49325,1.7505,208.5025,297.325
2,7.75,373.62,3.4805,-0.833,-8.92,-21.95,-0.4275,1.44475,0.16975,0.4163175,0.4762825,0.24081,99.54525,54.7,-0.83925,0.65,-0.1357775,0.1221575,3.701,5.27,42.62,27.34025,4.00275,210.545,303.145
2,8.25,374.045,3.569,-1.175,-8.34625,-8.95975,1.819,1.37725,0.18525,0.451275,0.553315,0.30496,99.529,52.03,-0.39375,0.8,-0.036845,0.125515,3.673,5.2425,89.275,55.54925,7.03575,209.245,307.745
2,8.75,374.53,3.293,-1.19,-7.095,-0.89975,6.90675,1.5385,0.25375,0.52804,0.65623,0.393925,99.5755,47.4,0.19,1.19,0.53547,0.15416,3.6635,5.20875,167.275,106.235,12.96825,211.57,313
2,9.25,373.2,3.317,-2.36825,-5.905,10.3,10.017,1.78,0.319,0.62992,0.7121,0.45843,99.60225,43.7,0.76325,1.78,1.0868,0.20092,3.8515,5.1825,246.7,132.25,16.425,215.245,319.79
2,9.75,372.3375,3.20925,-3.1805,-4.45875,27.21525,9.332,1.8285,0.36575,0.69124,0.76721,0.512085,99.61525,40.4,1.41775,2.28,1.9328,0.22565,3.911,5.158,303.5775,165.235,21.165,217,325.855
2,10.25,371.3425,3.108,-2.75975,-3.4125,42.41425,14.36575,1.8545,0.3885,0.734785,0.8391775,0.55764,99.59575,37.22,2.127,2.69,2.3564,0.2416525,4.03575,5.15525,399.65,235.58,29.28875,220.51,331
2,10.75,369.6525,3.1475,-3.6225,-0.69275,62.5695,17.31125,1.67275,0.39175,0.7766,0.8455175,0.584985,99.54,33.979,2.67575,3.33,3.284225,0.28615,4.27625,5.1525,484.175,297.155,38.2495,227.1525,336.075
2,11.25,368.29,3.07025,-3.399,0.713,82.02625,22.3285,1.831,0.4135,0.8236375,0.978785,0.626745,99.51,31.7025,2.957,3.52,3.6476,0.30952,4.5515,5.17575,541,340.0425,43.5195,228.07,339.5225
2,11.75,371.0425,3.073,-4.03,2.035,95.47775,19.4975,1.84625,0.398,0.83449,0.964965,0.629505,99.494,30.05425,3.685,3.875,4.04685,0.340755,4.84675,5.18875,590.625,338.04,43.542,232.97,342
2,12.25,368.82,2.8745,-3.1665,2.1075,110.83,24.3215,1.8645,0.4015,0.84872,0.98427,0.64572,99.4325,29.221,4.02575,4.145,4.4288,0.3373,5.175,5.24875,564.2225,293.4775,39.1625,233.5,346.19
2,12.75,369.715,3.054,-2.94375,3.9325,99.262,23.9415,1.974,0.43,0.87812,1.06415,0.67063,99.39825,28.4325,4.61425,4.525,5.1291,0.33574,5.5125,5.30225,565.075,320.5,43.26325,236.25,348.88
2,13.25,369.845,2.977,-2.878,4.84125,97.705,24.544,1.87875,0.43725,0.87218,1.0561,0.65967,99.357,27.59625,4.853,4.8025,5.3095,0.32441,5.765,5.34475,520.585,320.9525,43.78025,240.13,351.1775
2,13.75,369.24,2.936,-2.872,4.365,93.925,20.5475,1.959,0.431,0.89786,1.077,0.6518525,99.295,26.6645,5.40075,5.07,5.74875,0.3145275,5.91,5.408,506.595,275.1425,36.55125,240,351.285
2,14.25,369.4475,2.96525,-2.875,3.39,81.689,19.93025,1.9115,0.4165,0.85144,1.027975,0.647945,99.248,25.79,5.75075,5.185,5.828275,0.2679375,6.09225,5.485,433.75,268.425,34.641,240.3475,350.3
2,14.75,370.0975,2.9665,-2.76325,2.745,66.91075,19.6905,1.8505,0.4335,0.89206,1.0107,0.63613,99.2435,25.6975,5.866,5.1825,6.0058,0.2362175,6.1385,5.51125,373.75,212.055,27.39475,241.4025,349.415
2,15.25,369.61,3.066,-2.8765,1.9725,40.7375,17.90775,1.881,0.37925,0.795145,0.95076,0.59885,99.249,25.5995,6.00725,5.185,6.1755,0.211475,6.3085,5.545,332.975,189.045,24.28675,242.2,347.73
2,15.75,368.88,3.097,-2.242,0.35975,34.12,13.63075,1.919,0.425,0.81367,0.94374,0.56214,99.25,25.23975,6.0235,5.065,6.3014,0.18232,6.21,5.609,252.1,139.945,18.625,241.2475,344.11
2,16.25,368.625,3.104,-2.02475,-0.65425,14.837,10.52475,1.887,0.385,0.759695,0.8687175,0.54214,99.246,25.177,5.93525,4.9925,6.28125,0.1341975,6.2245,5.65575,179.7475,102.2575,13.0945,237.25,339.4075
2,16.75,368.5575,3.077,-1.717,-1.93,6.2285,6.3825,1.67625,0.321,0.63743,0.7489,0.44056,99.25,25.21,5.755,4.9025,6.2206,0.093488,6.168,5.7225,117.97,70.8125,8.60525,237.58,335.5875
2,17.25,370.0375,3.1175,-1.31275,-3.2875,-5.789,3.29075,1.64775,0.2675,0.58462,0.656195,0.36901,99.242,26.515,5.459,4.62,5.9106,0.0867165,6.198,5.7875,50.97325,29.622,4.872,238.145,331
2,17.75,370.03,3.11625,-0.49375,-4.50125,-21.2925,1.0245,1.523,0.216,0.456115,0.50455,0.257275,99.255,28.40375,5.02075,4.14,5.4694,0.12452,6.12275,5.8475,0,3.658,1.8815,232.67,324.825
2,18.25,369.93,3.14125,-0.1855,-5.445,-25.01,0.18475,1.5325,0.159,0.3235925,0.389615,0.18279,99.29,30.909,4.351,3.24,4.932325,0.130745,5.9595,5.86875,0,-2.593,1.04625,228.985,319
2,18.75,369.765,3.17975,-0.144,-6.45,-26.1235,0.21875,1.5215,0.13125,0.3158925,0.3564825,0.17362,99.332,33.37175,3.751,2.9,4.34865,0.1422475,5.734,5.9005,0,-2.91775,0.9445,233.4175,317.835
2,19.25,369.49,3.16,-0.22625,-6.83625,-26.296,-0.158,1.455,0.1335,0.32844,0.36973,0.17703,99.37,35.115,3.29625,2.535,3.9565,0.14401,5.49025,5.90475,0,-2.8275,0.90725,230.2725,316.7725
2,19.75,369.88,3.1355,-0.163,-7.31625,-29.772,0.037,1.475,0.12575,0.35617,0.34782,0.16586,99.375,35.985,2.96625,2.2475,3.8434,0.1509,5.288,5.91325,0,-2.76025,0.91975,228.0575,316.1875
2,20.25,370.23,3.14075,-0.22225,-7.7075,-32.8,-0.02075,1.462,0.128,0.378155,0.378845,0.16403,99.372,37.69925,2.44125,2.1025,3.4638,0.141435,5.13025,5.90975,0,-2.7045,0.89,229.3275,315.3775
2,20.75,371.405,3.1945,-0.2525,-8.10625,-32.95,-0.1885,1.52,0.14575,0.36031,0.40731,0.18918,99.373,38.496,1.8915,1.95,3.3377,0.14809,4.97825,5.88975,0,-2.59525,0.92925,231.52,314.8125
2,21.25,372.125,3.2165,-0.226,-8.38125,-34.48875,0.104,1.662,0.159,0.3833475,0.411425,0.204025,99.373,39.857,1.71875,1.7475,3.079025,0.145365,4.87625,5.882,0,-2.6,0.91025,231.19,313.43
2,21.75,372.46,3.199,-0.364,-8.22625,-31.773,-0.0605,1.71,0.1475,0.412585,0.413505,0.2067575,99.412,39.81125,1.516,1.67,2.81575,0.1385875,4.86975,5.895,0,-2.5475,0.794,231.13,312
2,22.25,372.35,3.17,-0.2165,-8.35875,-32.4315,-0.41675,1.71775,0.16325,0.44273,0.46418,0.210105,99.41,41.04025,1.349,1.68,2.744375,0.137735,4.8125,5.8705,0,-2.5395,0.8175,227.455,310.35
2,22.75,372.14,3.283,-0.285,-8.4025,-34.72425,-0.03725,1.702,0.166,0.39554,0.426375,0.223915,99.395,41.952,0.96525,1.55,2.48885,0.1344975,4.754,5.8365,0,-2.361,0.90275,229.75,309.82
2,23.25,372.315,3.301,-0.3105,-8.6625,-34.96775,-0.451,1.748,0.176,0.4276175,0.456915,0.231085,99.394,43.459,0.6575,1.3975,2.275725,0.137825,4.68525,5.8375,0,-2.4125,0.8285,233.38,309.16
2,23.75,372.2775,3.253,-0.266,-9.25375,-32.93025,-0.39225,1.701,0.181,0.41645,0.45629,0.22417,99.413,44.609,0.384,1.335,1.9845,0.13726,4.63625,5.83625,0,-2.39025,0.856,230.25,308.5125
3,0.25,371.37,4.51,0.0855,-8.97125,-36.14375,-0.97925,1.804,0.1775,0.465525,0.499775,0.25809,99.3555,49.74925,5.1865,1.47,6.3487,0.133245,8.00525,9.02375,0,-2.6415,1.12525,240.25,327.22
3,0.75,371.81,4.6395,0.04475,-9.52625,-33.997,-1.385,1.712,0.1735,0.4480425,0.50243,0.2683225,99.336,50.4785,4.86325,1.4475,6.036125,0.13162,7.92525,9.00375,0,-2.612,1.16875,239.14,325.5925
3,1.25,371.76,4.51425,-0.0075,-9.89125,-34.289,-1.537,1.739,0.168,0.4663725,0.5009725,0.269275,99.3325,51.7625,4.3965,1.185,5.64345,0.1354475,7.8005,8.98125,0,-2.55925,1.18775,239,324.25
3,1.75,371.69,4.487,-0.051,-9.98,-34.28575,-2.26525,1.688,0.1755,0.43765,0.455525,0.2558425,99.35,52.7,3.92675,1.0675,4.9919,0.1327875,7.66675,8.96125,0,-2.48975,1.0775,238.7475,323.0925
3,2.25,371.8425,4.465,-0.01825,-10.20125,-32.067,-1.472,1.67,0.173,0.418155,0.478315,0.249015,99.328,54.33175,3.865,0.9575,4.7789,0.130825,7.526,8.935,0,-2.585,0.983,238.76,321.25
3,2.75,372.84,4.3675,-0.094,-10.29125,-29.865,-1.212,1.6,0.1745,0.41701,0.47034,0.24978,99.30375,55.24,3.41575,0.96,4.6452,0.13319,7.3765,8.88875,0,-2.5055,0.993,239.3275,320
3,3.25,372.225,4.41575,-0.054,-10.62,-29.7075,-0.975,1.549,0.16825,0.42466,0.45152,0.25729,99.2985,56.83425,3.34275,0.885,4.217,0.12566,7.2865,8.84375,0,-2.43925,0.8905,239.24,319.125
3,3.75,372.56,4.3145,-0.058,-10.91375,-29.1835,-0.861,1.621,0.1575,0.411605,0.45312,0.257965,99.283,57.69475,3.0705,0.865,4.101575,0.12488,7.2295,8.76125,0,-2.4475,0.97175,238.65,317.825
3,4.25,372.99,4.54775,-0.023,-11.14125,-32.96725,-1.084,1.4945,0.1475,0.389305,0.437245,0.23877,99.293,58.7305,2.87375,0.8075,3.805275,0.12414,7.17825,8.67,0,-2.355,0.926,237.19,315.96
3,4.75,373.2625,4.438,0.062,-10.96125,-29.884,-1.13,1.56,0.149,0.4269075,0.46443,0.25293,99.327,59.5425,2.373,0.7475,3.745325,0.1226875,7.06675,8.61625,0,-2.27,0.86425,237.1325,316.0625
3,5.25,373.37,4.339,-0.1335,-10.8475,-34.04025,-1.218,1.5625,0.1585,0.43541,0.48033,0.255885,99.357,61.17625,2.19675,0.6275,3.82285,0.126235,6.937,8.58,0,-2.22875,0.898,237.2725,314.5
3,5.75,372.975,4.3075,-0.095,-10.805,-29.835,-1.22,1.56225,0.15925,0.40475,0.4495925,0.244145,99.39,61.42475,2.0105,0.485,3.6311,0.1246,6.8495,8.5175,0,-2.207,0.78225,236.4375,315
3,6.25,373.41,4.331,-0.06625,-11.27375,-30.28,-1.68375,1.455,0.15975,0.4224,0.450605,0.2458175,99.403,63.6515,1.7725,0.415,3.33825,0.11914,6.73875,8.44375,0,-1.3745,0.95725,236,314
3,6.75,373.0725,4.24875,-0.333,-10.78625,-24.19675,-0.8325,1.42,0.162,0.41954,0.43661,0.2268,99.427,65.9,1.647,0.3975,3.1381,0.11554,6.617,8.36625,13,7.68,2.62,236.4525,314.68
3,7.25,372.9625,4.3295,-0.495,-9.375,-16.623,-1.16975,1.3985,0.176,0.4357025,0.4769275,0.2728225,99.461,61.7415,2.13875,0.4975,3.607025,0.121535,6.52775,8.2975,65.6425,43.8495,6.53475,235.66,319.6325
3,7.75,373.15,4.3085,-0.3905,-7.78,-4.3975,1.31175,1.473,0.22875,0.5332825,0.5668475,0.3559525,99.5,57.1265,3.2395,0.8775,3.72165,0.1430525,6.51625,8.235,133.75,79.15775,10.94575,235.115,328.25
3,8.25,372.815,4.4075,-1.324,-6.35,4.008,4.15,1.637,0.306,0.621855,0.67746,0.445525,99.505,51.39725,3.7885,1.305,4.14405,0.16782,6.514,8.17875,191.825,144.94,18.55,236.1475,336.16
3,8.75,370.25,4.325,-2.152,-3.81,15.20025,6.8925,1.73125,0.36175,0.721085,0.80284,0.51431,99.501,47.78325,4.51175,1.5225,4.8628,0.23488,6.578,8.13,275.5025,191.3325,25.07225,243,340.37
3,9.25,369.175,4.12825,-1.96175,-0.297,39.17975,13.85275,1.843,0.384,0.771105,0.871215,0.567795,99.509,42.7075,5.3635,2.205,5.6727,0.276755,6.87975,8.12125,393.95,266.62,35.252,245.25,346.855
