DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.461734,1.1165,4.4891025,1.2332688889,1.16187,0.0363611111,-11.93935,10.429125,0.31302715955,-0.85925,0.133,0.6725,0.368,89.5513561535,81.614325,405.823920255,-15.08025,0.07275,0,1.59175,282.32855,306.5,6.0893958471,-0.0186671,1.3225168175,1.1005028876,0.60040765045,1.2785,0.508826538275,0.33725,1.1025,2.40525,3.58075,4.4665,5.17875,5.602
1,0.75,0.48200075,0.951,4.4212925,1.1737966667,1.16861,0.0291666667,-11.01725,9.201775,0.288767243875,-0.829614047,0.133,0.6725,0.367,88.58045397125,81.6059,405.58432917,-15.0812968,0.07,0,1.71975,286.4,306.35,6.0922780657,-0.0160454,1.23645532865,1.084125841775,0.5704379343,1.28875,0.537148214725,0.33725,1.1025,2.40525,3.58075,4.4665,5.17875,5.602
1,1.25,0.474022,0.72275,4.556655,1.1014805556,1.126715,0.03815972225,-12.206075,10.87045,0.31189812895,-0.834676691,0.132,0.673,0.367,87.2247277055,81.5897,405.4354601875,-13.10375,0.068,0,1.62225,288.225,306.2653575,5.9956584476,-0.023781,1.288190488425,1.093470799775,0.5995794301,1.017,0.52175276605,0.335,1.10075,2.39625,3.5685,4.44075,5.176,5.590125
1,1.75,0.452065,0.7485,4.515965,1.1956788889,1.28596,0.0320833333,-13.9494,11.24295,0.3257337988,-0.85825,0.133,0.6735,0.367,88.15229560975,81.5904,405.2869768,-11.749838875,0.08,0,1.69696345,290.9,306.275,6.0894007471,-0.01991905,1.253162953825,1.1112308677,0.5612483361,1.221,0.510931382725,0.33275,1.099,2.38725,3.55625,4.415,5.17325,5.57825
1,2.25,0.46058475,0.631,4.4626225,1.178016944475,1.1785525,0.0432152778,-11.2945,9.53847,0.3389963753,-0.835004359,0.133,0.6725,0.367,88.1891982625,81.5793,405.36025839,-11.062574875,0.07275,0,1.77375,289.725,306.125,6.029082566,-0.00559789,1.273830632275,1.075084569875,0.58073043105,0.956,0.49368576605,0.33325,1.102625,2.380625,3.5585,4.413375,5.166125,5.573625
1,2.75,0.49988975,0.573,4.33646,1.081339722225,1.09604,0.03558333335,-12.960701425,11.77225,0.3379485188,-0.8445,0.132,0.6725,0.367,88.5376568365,81.5973,405.2764271425,-11.63775,0.0875,0,1.67346085,287.825,306.9,5.8878687553,-0.019639875,1.31797441495,1.11461757545,0.6241149951,0.92325,0.455868231925,0.33375,1.10625,2.374,3.56075,4.41175,5.159,5.569
1,3.25,0.4810365,0.401,4.34048383245,1.1073555556,1.1058,0.0386944444,-11.828,11.5434,0.31252048525,-0.85854762825,0.12675,0.67375,0.3665,88.5748301305,81.59955,405.37899278,-9.973,0.082,0,1.6315,289.05,306.45,5.8016456052,-0.0113897,1.25023517805,1.08975290295,0.588205009025,0.88325,0.47615662,0.3275,1.103,2.37725,3.555625,4.4215,5.164625,5.581625
1,3.75,0.484008,0.512,4.449715,1.12667555555,1.0744775,0.0439444444,-10.9632,12.079275,0.2605715182,-0.86075,0.12675,0.673,0.3665,88.8065745765,81.597375,405.170489925,-11.44151625,0.071,0,1.635,288.7,306.75,5.6540463188,-0.020895375,1.32939959595,1.11674318045,0.61594982245,0.996,0.5375444409,0.32125,1.09975,2.3805,3.5505,4.43125,5.17025,5.59425
1,4.25,0.4556955,0.6305,4.34771,1.14014555555,1.1684925,0.0387916667,-12.9239,10.5073,0.333290925325,-0.8709375,0.12675,0.67325,0.366,89.526756775,81.59635,405.38992761,-9.03151025,0.075,0,1.627,289.3,307.85,5.7687079702,-0.0215973,1.2384631315,1.10494865645,0.61481200665,0.894,0.5173350315,0.321625,1.057875,2.37375,3.5485,4.430875,5.168125,5.585125
1,4.75,0.4762424885,0.724,4.297405,1.219980555575,1.19036,0.040930555525,-13.8959,9.19961,0.2038759337,-0.857875,0.12675,0.67225,0.36625,88.750839268,81.55765,405.44031461,-12.00563185,0.079,0,1.686,289.25,307.55,5.7639290463,-0.0248022,1.296696449825,1.096551243375,0.62117870635,1.286,0.4853007779,0.322,1.016,2.367,3.5465,4.4305,5.166,5.576
1,5.25,0.4831215,0.709,4.427,1.211541944475,1.2200975,0.0377222222,-13.4572,10.48905,0.204420304175,-0.8634375,0.1265,0.6715,0.36625,89.432976618,81.56355,405.4157551,-13.618,0.074,0,1.7625,287.55,308,5.7403838847,-0.022806075,1.3505480369,1.0795925157,0.6066259144,1.3745,0.5100930894,0.3235,1.04625,2.3695,3.54925,4.426875,5.160375,5.568
1,5.75,0.48474525,0.7755,4.43575,1.151956666625,1.1189875,0.0572152778,-13.39704053,9.76279,0.3114763755,-0.8505189725,0.1265,0.67175,0.36525,90.3959289415,81.551125,406.029313615,-11.4785,0.071,0,1.624,286.5,307.25,5.8115681782,-0.020818275,1.27414821005,1.109234929125,0.6199601491,1.38938675,0.4812701944,0.325,1.0765,2.372,3.552,4.42325,5.15475,5.56
1,6.25,0.4764085,0.8355,4.76548,1.21956,1.284595,0.0344166667,-13.7874,11.113925,0.28599671055,-0.8623125,0.1265,0.6715,0.36525,90.6519269885,81.54315,405.9864160425,-11.257,0.072,0,1.7095,289.1,306.55,5.7139094884,-0.011974075,1.31546888795,1.1417019228,0.62161034385,1.201,0.530125468925,0.324625,1.0805,2.3735,3.55775,4.426375,5.15525,5.56275
1,6.75,0.462417,0.503,4.55887,1.1219661111,1.1159325,0.035923611125,-13.48715,9.0282075,0.3051874404,-0.862125,0.1265,0.6715,0.36525,90.103823454,81.5519,406.34623643,-10.627,0.071,0,1.755,289.15,305.6,5.67634285515,-0.03035265,1.2872994334,1.06825936955,0.5883901655,1.30075,0.548779555,0.32425,1.0845,2.375,3.5635,4.4295,5.15575,5.5655
1,7.25,0.4525445,0.3475,4.594495,1.153660277775,1.16969,0.03563194445,-13.81025,8.84618,0.4259337998,-0.8538646525,0.12725,0.671,0.364,90.527575152,81.5547,405.975444425,-8.855,0.051,0,1.6862242,288.8,305.7,5.768837694825,-0.022301,1.3178543167,1.1074746047,0.5898126821,1.136787,0.55245565425,0.319375,1.04775,2.35175,3.54625,4.4205,5.167375,5.5745
1,7.75,0.4540775,0.42175,4.84121,1.09111222225,1.0582875,0.0523055556,-13.0625,8.945975,0.2202563843,-0.8515,0.1275,0.671,0.365,89.26361262875,81.5729,406.01321838,-11.326,0.43,0,1.8495,288.65,305.575,5.738629627425,-0.0262772,1.2813102683,1.118527919525,0.586531566925,1.1745,0.510047812925,0.3145,1.011,2.3285,3.529,4.4115,5.179,5.5835
1,8.25,0.4397515,0.28725,4.84121,1.2040433333,1.14924,0.0495833333,-12.4898,8.89616,0.230854514,-0.845861327,0.1275,0.671,0.3645,89.68190661375,81.586,405.7406775,-8.341,14.61,5.150678975,5.8405,288.8,305.875,5.71948168125,-0.027168775,1.3098633099,1.0665457877,0.586529054425,0.939,0.56461192285,0.31975,1.041125,2.34975,3.54275,4.423625,5.18575,5.60025
1,8.75,0.460706,0.654,4.5722732468,1.23770055555,1.225715,0.03052777775,-11.8764,10.529125,0.3252950271,-0.8565386465,0.1285,0.671,0.365,88.38408017425,81.59425,405.8772273,-2.345,64.0275,25.7675,20.7125,289.3,306.6,5.8159164219,-0.0232113,1.3024592124,1.1503086542,0.598336026,1.195,0.5079409414,0.325,1.07125,2.371,3.5565,4.43575,5.1925,5.617
1,9.25,0.48138,0.655,4.7676461208,1.267088055525,1.277225,0.030381944475,-11.899025,14.02095,0.4597570074,-0.861875,0.128,0.671,0.3655,87.92628498775,81.618625,406.227360795,2.42161725,136.7,58.635,41.585,291.075,307.975,5.83767600595,-0.021817225,1.31613669685,1.1645592065,0.62728139565,1.138,0.5455886729,0.32075,1.082625,2.3785,3.579375,4.4545,5.196125,5.623625
1,9.75,0.49425625,0.821,4.6994331028,1.1477588889,1.124135,0.027173611125,-8.9451225,14.2127,0.51192402545,-0.844897395,0.129,0.67525,0.36575,88.146963187,81.6373,405.8729741,15.1,233.65,102.1,71.33,291.8,308.2,5.85985648565,-0.027763175,1.3246735447,1.1477369036,0.6253766865,1.291,0.45441971395,0.3165,1.094,2.386,3.60225,4.47325,5.19975,5.63025
1,10.25,0.501875,1.1245,4.5657475,1.0907654444,1.1232,0.01560416665,-4.57311,15.90445,0.37935456385,-0.851424062,0.131,0.67075,0.37,86.8338862195,81.6434,405.58251761,71.925,458.5,224.1747925,110,291.8,308.575,5.9266039634,-0.04087605,1.3899244584,1.1428604464,0.6457576945,1.368129,0.4236282291,0.316375,1.112125,2.421875,3.616125,4.477125,5.19475,5.661375
1,10.75,0.510751,1.6885,4.71536,0.956636250025,1.009121,0.0224526891,5.90943,22.50165,0.4771996295,-0.83108282175,0.13025,0.6715,0.371,84.7645033535,81.63305,405.767198055,137.4,698.8,346.79217,150.45,285.7,311.3,5.8700009938,-0.0495607,1.413309896125,1.2081483762,0.671529431475,1.6425,0.393409689675,0.31625,1.13025,2.45775,3.63,4.481,5.18975,5.6925
1,11.25,0.51200325,1.87275,4.65101,0.7499591111,0.731868,0.01424305555,15.0927,21.45485,0.5764253464,-0.8522539315,0.1305,0.67225,0.372,83.40554605625,81.64375,405.998336655,165.125,810,403.375,174.775,283.5063,313.825,5.8943405263,-0.054535,1.44520936625,1.32416492545,0.70158141885,1.73,0.34513231095,0.341625,1.128125,2.457,3.648625,4.503,5.2095,5.70225
1,11.75,0.5015765,2.329,4.32685,0.814921416675,0.8142145,0.006465277775,24.801475,23.953125,0.6074263227,-0.8521875,0.13125,0.67175,0.3725,81.41124936875,81.630175,405.83351,181.17786,907.5,451.9399275,208.85,283.35395,315.325,6.1149758091,-0.0379928,1.3798550649,1.2395483048,0.6565599744,1.8985,0.3749366839,0.367,1.126,2.45625,3.66725,4.525,5.22925,5.712
1,12.25,0.520032,2.446,4.16605,0.7391602778,0.80171,0.001798611075,26.4344,26.138025,0.5649726582,-0.84314657925,0.1305,0.67175,0.374,80.6753393975,81.61635,406.11385232,189.20562,950,477.55,222.85,286.2,315.7,6.052053423225,-0.0484713,1.36042155755,1.2013142908,0.68340223915,2.19102,0.360203516475,0.386,1.128375,2.46825,3.676625,4.542875,5.255375,5.71825
1,12.75,0.532988,2.64625,4.13406,0.6446938889,0.69178525,0.00943055555,27.7881,24.3248,0.56041902855,-0.8628839935,0.13025,0.672,0.3745,78.2427930435,81.5778,405.33516452,190.3602375,957,484.125,226.6,282.75,315.675,6.16867262105,-0.040302025,1.371338747925,1.25953985415,0.68675911485,2.455,0.4017685901,0.405,1.13075,2.48025,3.686,4.56075,5.2815,5.7245
1,13.25,0.5150425,2.497,3.97555,0.68197730555,0.66213125,0.024208333325,25.2087,23.16305,0.567380441175,-0.85921226725,0.13025,0.672,0.37525,78.37775656075,81.561775,405.8084442675,181.25,945,475.675,231.075,286.972875,315.625,6.184096233125,-0.0400697,1.411138290625,1.231540299425,0.6707530791,2.45675,0.41186912145,0.4165,1.146375,2.48925,3.697875,4.55775,5.293375,5.724375
1,13.75,0.504999,2.6945,4.0372925,0.70882472225,0.7007695,0.02566666665,24.5294,23.5175,0.5214029817,-0.83991205275,0.13025,0.672,0.3755,77.1999599105,81.5679,406.16075082,175.5825,925,463.5,217.625,286.45,316.15,6.0219536841,-0.03237375,1.403924691975,1.232567127525,0.666314386825,2.347,0.4114802403,0.428,1.162,2.49825,3.70975,4.55475,5.30525,5.72425
1,14.25,0.51765162325,2.644,3.97744,0.7210271111,0.75782875,0.03208333335,24.057025,23.4346,0.4693542082,-0.85182958975,0.13,0.67175,0.3765,78.58764651325,81.5428,405.561647095,157.35,827,423.675,198.25,286.025,316.07555,6.24022858025,-0.04373425,1.4291217795,1.2453110814,0.6521274286,2.3775,0.4376059872,0.4395,1.14675,2.477125,3.691125,4.534375,5.284125,5.720125
