DOY2,HR2,LE,H,FC,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,PPFD_IN,SW_IN
1,0.25,-55.4974449035899,-113.273494784729,-2.7069913657781,-61.71362,-6.71879029271159,-34.9624945,-11.738033,-132.33943,-21.58662,-22.47392475,10.3329329321719,0.0610607711526325,64.590255,0.1366349525,1.3589455,361.901637040863,0.834889822743157,-11.26155275,-0.000167737325,0
1,0.75,-32.355031903315,-118.535449367884,-2.70020890346795,-61.335799,-6.77558732337121,-34.72273475,-11.656027,-131.2147075,-22.153195,-22.57868625,12.8413459249246,0.0454927254385032,64.571942,0.143146315,1.273927,361.746913499132,0.828425097590747,-11.378652,-0.0002171964,0
1,1.25,-40.3779791581722,-115.398674748038,-2.9059754319225,-58.587452,-6.82581603009489,-34.57800025,-11.59639825,-134.24356,-21.9155475,-22.7197705,12.3246817878545,0.0387778042926882,64.57979,0.1377222,1.2084415,361.91738409058,0.873593203623149,-11.487,0.00099698397,0
1,1.75,-29.4286107332646,-114.440849899078,-4.31032671931784,-55.6152865,-6.80180474293802,-33.321825,-11.775414,-136.20207,-21.519768,-22.89214025,12.304534714872,0.0469707892426604,64.5941215,0.13916186,1.0441344,361.962345664781,0.833713046078216,-11.49797,0.00081049411,0
1,2.25,-51.1209289789129,-126.213755608154,-3.83604965498573,-56.262102,-6.67136410809409,-34.23419825,-11.84150225,-135.7414,-21.770859,-22.7197285,10.5181029513014,0.0384858965294729,64.59632125,0.12100614,1.20033245,361.497520336571,0.827936358760131,-11.47471,0.0005166832775,0
1,2.75,-33.0102123778207,-119.069941777952,-1.58979557913465,-57.1280275,-6.53481263839827,-34.113816,-10.9075913589101,-135.2326375,-22.1614,-22.765456,12.4851127018901,0.0439991233636483,64.60757375,0.17779661,1.1035,362.376885534151,0.831067912943992,-11.498186,-0.00023330304,0
1,3.25,-47.09386289303,-133.052836370242,-2.71417442621478,-55.926165,-6.37646370210557,-33.87779325,-10.5457307093692,-136.83573,-21.5602165,-22.4429175,10.4466972057741,0.047178324161616,64.5938815,0.14650043,1.2921329,361.643460545845,0.833419189033544,-11.586496,-0.0011490958275,0
1,3.75,-44.656219440739,-120.80917996249,-2.58058642800178,-55.1509235,-6.38159195587273,-33.3307,-10.662141297735,-136.65058,-22.0411745,-22.601691,9.15594347912653,0.042371756178609,64.57235625,0.1454281825,1.213110325,361.635420867765,0.852308967982307,-11.673096,-0.0008251113575,0
1,4.25,-56.4174203541528,-139.713867781706,-1.71040015546726,-53.995212,-6.3629506962563,-32.23211075,-11.6534133360185,-138.74824,-22.0516505,-22.3737315,9.18992087412326,0.0283069846188694,64.560306,0.127868135,1.4163158,361.641397552455,0.847097220974273,-11.76825,0.00060612513,0
1,4.75,-84.9918944663571,-135.759565958003,-4.60001870549992,-54.7619365,-6.45344019743602,-31.675725,-12.3304300220652,-138.90899,-21.640736,-22.2875915,9.62550742416715,0.0211700801555791,64.57468125,0.14622851,1.3455127,361.617973249092,0.838519607692983,-11.840384,-3.92271499999997e-05,0
1,5.25,-61.4492896122578,-122.108979267233,-2.76849555988582,-55.444441,-6.64876332524484,-32.2699365,-12.7260765011412,-138.00677,-21.637757,-22.21827025,8.73833531922217,0.0222669763033136,64.569,0.12693137,1.211578925,361.726562318074,0.854201856490308,-11.907112,-0.0010822852575,0
1,5.75,-59.960845011141,-111.85513844527,-3.8708041364445,-55.393811,-6.73829554471481,-32.7581305,-12.5954326213518,-137.36744,-21.878601,-22.13211775,8.9073927904655,0.0398950412223597,64.55446,0.15341884,1.31824955,361.954391725448,0.835859422479585,-11.966204,-0.00182517495,0
1,6.25,-82.724686694686,-116.277848484506,-2.18548579925595,-56.90851825,-6.6928108309338,-32.76582675,-13.61805275,-134.93612,-21.11715,-22.00065725,8.95838961917387,0.0224902209209011,64.557293,0.1424904875,1.13672025,362.073007179411,0.820087958831253,-12.02069,-0.00126778075,0
1,6.75,-57.7334131270523,-138.291735163061,-2.63182118804223,-56.4262515,-6.62404314751251,-32.9954965,-15.92091325,-135.34451,-21.66950975,-22.0191605,8.61320915459187,0.0413653365547604,64.55869725,0.1475908575,1.156748125,362.165058806459,0.82091107030809,-11.991656,0.04463458525,0.0327736916666666
1,7.25,-87.7424554131055,-125.289195184697,-4.34697817543432,-56.9949695,-6.38447527426678,-33.432498,-12.1405396831724,-132.761185,-21.029646,-22.0093575,8.71141129491616,0.0461711723755521,64.571309,0.12049582,1.070938,362.188898623334,0.844043403667546,-12.01876325,2.260636125,2.15727695833334
1,7.75,-89.2510469290412,-120.620753190128,-1.84449119145967,-52.080632,-6.16521895308088,-29.79413175,-11.2742605128416,-130.1894,-20.7189965,-21.9057665,8.7661487917003,0.0311737642849155,64.587614,0.121033735,1.479037575,362.162820001417,0.870305269190865,-12.15174225,18.24699775,10.426529275
1,8.25,-46.0413586274957,-103.713684689349,-1.79260139817018,-45.4855985,-5.57978697996754,-26.8295455,-8.47841831857855,-130.38725,-20.5810925,-21.66766725,8.27954690526624,0.0652142855621445,64.561776,0.1059891,1.379737,362.134661614391,0.943884372141561,-12.25087275,49.08321075,25.4592888333333
