DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,7.75,17.55485,-18.628475,2.91026,4.9906625,0.4397355,0.078417425,394.8095,6.728515,1.8855325,88.2885,1.2079925,96.996625,0.5377065,86.85625,15.14715,2.233,3.821375,5.946625,6.91475,8.53,10.2225
1,8.25,72.4688,-10.941475,16.3185,25.3831,0.66239775,0.133498,392.0905,7.260065,3.3067575,88.26635,2.8096825,95.780225,0.731992,252.40775,42.783175,2.3205,3.742375,5.880375,6.85875,8.5325,10.2225
1,8.75,145.9725,2.99567,30.29185,61.46245,0.469379,0.182007,388.26275,7.6794875,6.125345,88.2652,5.637605,89.21415,1.19682,430.713,62.32275,2.491875,3.6315,5.76625,6.71925,8.5125,10.23
1,9.25,192.126,17.01115,40.34615,102.344,0.68287575,0.221193,387.6825,8.4035375,8.3768375,88.2558,8.066765,80.073375,1.285845,631.0685,81.2702,2.9,3.644,5.74675,6.691,8.535,10.205
1,9.75,253.124,29.7008,43.9217,146.2645,0.637272,0.2724205,387.91775,8.44167,10.33075,88.2631,10.5842,71.138775,1.34175,824.76875,98.3543,3.979875,3.84725,5.656625,6.62225,8.5,10.1625
1,10.25,314.4955,43.778175,42.827425,182.9625,1.045105,0.3067795,386.524,8.2463575,12.2978,88.239875,12.629625,63.655875,1.883805,988.45475,112.835,5.099375,4.292625,5.595125,6.5615,8.4725,10.14
1,10.75,362.6615,55.69315,42.2403,214.2645,1.02244,0.33095425,384.89325,8.02939,13.759375,88.216625,14.2174,59.1511,1.841945,1118.425,122.594,6.289625,4.768,5.57675,6.50275,8.4525,10.1325
1,11.25,401.8015,72.79225,39.7814,229.88525,1.125405,0.318056,384.382,7.930045,15.00215,88.183525,15.527275,54.0152,2.04025,1216.43,130.7185,7.2375,5.232625,5.6435,6.4125,8.45,10.2
1,11.75,433.48225,89.40785,48.8198,245.8675,1.1358,0.315276,383.867,7.65705,15.92345,88.1294,16.88305,48.767625,1.992995,1279.615,136.825,7.79975,5.755125,5.679,6.371,8.4725,10.19
1,12.25,448.667,99.259875,52.7269,259.99,1.14244,0.357298,383.753,7.65947,16.692625,88.08,17.61945,46.350325,2.251635,1314.82,139.0285,9.236625,6.2545,5.742625,6.326,8.425,10.19
1,12.75,443.86,109.42575,53.732575,265.8835,1.068575,0.3812185,383.715,7.77206,17.563375,88.01465,18.29145,43.17895,2.52983,1346.015,138.689,9.95,6.826875,5.814375,6.307,8.44,10.19
1,13.25,428.84175,103.38475,48.112725,265.59925,1.07433,0.429604,383.50125,7.55183,18.271725,87.97445,18.9357,41.502525,2.7936125,1314.375,135.63525,10.94,7.411375,5.893625,6.31325,8.4125,10.19
1,13.75,400.373,90.656375,44.9525,241.8585,0.964065,0.41806225,383.7985,7.254145,18.8812,87.9306,19.715275,37.856025,2.78248,1248.8325,131.21325,11.09875,7.739,6.027125,6.38725,8.3975,10.1825
1,14.25,361.91975,68.10515,43.42265,214.31375,0.95643,0.44717125,383.351,7.23871,19.133075,87.89045,19.876725,36.25795,3.0797125,1156.0925,121.865,10.83,8.0295,6.16425,6.421,8.375,10.19
1,14.75,309.38025,54.85585,32.4293,186.4185,0.8812025,0.465689,383.145,7.28292,19.1266,87.86035,19.902375,35.863975,3.0395325,1015.4725,111.76025,10.5325,8.1945,6.27475,6.5195,8.3725,10.19
1,15.25,245.01225,42.482625,27.80145,150.88975,0.870526,0.446238,383.097,7.33059,18.99245,87.8585,19.719775,35.976075,3.04585,864.43525,99.58005,10.63,8.41625,6.445625,6.6025,8.345,10.1925
1,15.75,182.96725,32.164425,23.5042,110.5445,0.785928,0.437375,383.1005,7.39437,18.957475,87.8662,19.545675,37.01645,2.807905,699.41425,85.464925,10.71,8.6625,6.6095,6.7305,8.35,10.19
1,16.25,109.254,21.16,20.159125,55.689225,0.72782375,0.41476225,383.487,7.24834,18.422875,87.8766,18.86325,37.253375,2.8864925,505.95825,63.9065,10.45625,8.7575,6.7395,6.84175,8.285,10.19
1,16.75,46.4449,10.70765,12.69805,13.721,0.691843,0.404873,383.49175,7.1559,17.84525,87.880675,18.2913,39.43,2.839005,315.6935,40.47785,10.0575,8.75125,6.87775,6.974,8.32,10.19
1,17.25,-15.100775,2.3552225,5.96299,-7.122075,0.4956735,0.33924625,383.9035,7.30111,16.6694,87.908675,17.221775,41.98595,2.31447,119.91875,13.9985,9.66375,8.705,6.974625,7.075,8.3525,10.19
1,17.75,-39.156275,-6.8455025,2.811455,-5.604505,0.5001255,0.236299,385.215,7.6268325,14.21165,87.92535,14.680825,48.19615,1.84275,16.398175,1.580815,9.03375,8.5675,7.039375,7.19,8.345,10.19
1,18.25,-38.339575,-14.355875,1.9826,-1.8609075,0.595921,0.21585725,385.755,7.85211,12.471,87.95915,12.487075,54.23345,1.57039,0,-0.0193742,8.15125,8.35,7.110875,7.235,8.3575,10.19
1,18.75,-36.775725,-21.0156,2.45505,-2.16409,0.708745,0.213159,386.65125,8.005065,10.9628,87.9888,10.85555,59.745175,1.484275,0,-0.038579925,7.51875,7.98375,7.1585,7.3025,8.355,10.2
1,19.25,-34.1571,-21.326375,2.098095,0.622541,0.6661555,0.14439325,389.421,7.9224,9.4232775,88.012,9.4569975,66.44735,1.1405375,0,-0.04353485,7.162625,7.697375,7.237125,7.405,8.3525,10.2
1,19.75,-30.564875,-21.359775,1.65421,0.79844675,0.70561425,0.1150245,390.58275,8.0082275,8.6086625,88.0512,8.43508,69.479475,0.94491425,0,-0.047435275,6.393875,7.31675,7.244,7.495,8.37,10.14
1,20.25,-28.496775,-24.26615,1.909525,2.15485,0.6706415,0.107589,391.341,7.998325,7.84512,88.07505,7.436085,72.3044,0.77852175,0,-0.05325445,6.05525,7.003625,7.217125,7.555,8.39,10.14
1,20.75,-28.120975,-23.00025,1.27777,0.7630385,0.571175,0.1071085,393.751,8.07813,7.0387275,88.09795,6.8918575,77.55905,0.9255815,0,-0.06043475,5.787,6.774,7.2015,7.565,8.405,10.14
1,21.25,-26.60105,-23.9793,1.84171,-0.246178,0.74729775,0.094633975,393.6255,7.98751,6.29395,88.1137,6.3923375,80.995725,0.7071015,0,-0.0580214,5.390125,6.541625,7.161375,7.535,8.4,10.14
1,21.75,-25.12755,-22.39125,1.58828,-0.394482,0.82752875,0.08658735,395.218,8.069915,5.32419,88.1246,5.7942325,83.8206,0.765287,0,-0.0602641,5.177625,6.440625,7.0935,7.5475,8.3925,10.205
1,22.25,-25.669,-22.9615,1.4010975,2.4953425,0.629148,0.09450915,395.03125,8.093315,4.79708,88.14465,4.854855,87.54175,0.647847,0,-0.06449,4.812875,6.131125,7.052,7.5575,8.41,10.205
1,22.75,-22.504325,-23.1165,1.14192,1.8008725,0.580112,0.08651645,393.9965,7.8745275,4.57176,88.1532,4.21107,87.964225,0.636539,0,-0.064132475,4.52775,5.869875,7.007,7.555,8.4225,10.2
1,23.25,-19.35245,-23.25955,0.9401245,1.553805,0.6583,0.084837525,393.081,7.97826,4.414015,88.1483,4.1601075,88.8571,0.6752085,0,-0.0626602,4.49025,5.747125,6.9415,7.535,8.4325,10.14
1,23.75,-18.1939,-22.112525,1.9990175,2.1231,0.610689,0.08471125,393.14675,8.010975,4.11726,88.151425,4.0796075,90.77455,0.5636625,0,-0.063015475,4.047625,5.583625,6.878125,7.5675,8.445,10.2025
2,0.25,-21.70165,-23.2061,1.0069585,0.0492493,0.52427625,0.1108195,392.372,8.302955,5.559455,87.981525,5.4894,88.68585,0.786186,0,-0.05673095,6.781875,7.85875,9.1525,10.2,10.1125,10.5025
2,0.75,-21.89715,-23.1707,1.9667425,0.9920805,0.51590475,0.101738,395.02,8.2283,5.292075,87.9827,5.478685,90.1404,0.79660425,0,-0.05220275,6.453,7.7235,9.0225,10.2025,10.1075,10.4925
2,1.25,-21.77305,-25.18165,2.42694,-0.579371,0.540389,0.09337645,393.512,8.19281,4.7172725,87.9938,4.700745,89.0042,0.756602,0,-0.0597872,6.154125,7.5735,8.89125,10.1675,10.1325,10.4925
2,1.75,-21.58265,-25.1763,2.56651,0.317315,0.67247525,0.086277375,391.77575,8.09168,4.711845,88.0116,4.609235,91.00535,0.723963,0,-0.063567825,5.81575,7.471,8.8025,10.0425,10.21,10.5175
2,2.25,-20.9742,-24.9138,2.685045,2.08553,0.43877,0.09940855,391.6495,7.7736525,4.94914,88.007625,4.709655,91.50115,0.7564175,0,-0.069402325,5.567375,7.3705,8.725,10.1,10.165,10.4925
2,2.75,-19.4878,-23.3344,1.6157925,0.141546,0.502622,0.09096105,393.513,7.4884625,4.566245,88.01045,4.66539,92.9305,0.543953,0,-0.06254815,5.1845,7.162125,8.6075,9.975,10.2,10.5175
2,3.25,-20.003,-21.8508,2.578095,0.67307,0.538355,0.0911327,391.73,7.396995,4.766025,88.013,4.67873,94.46245,0.6636885,0,-0.064721075,4.993,6.922625,8.5425,10.0025,10.2,10.4925
2,3.75,-18.1364,-23.3196,2.313525,2.33067,0.48438775,0.0947044,392.4155,7.1293075,5.005745,88.016475,4.881415,94.36035,0.6616515,0,-0.067103675,4.92375,6.78175,8.4425,9.9,10.2225,10.5175
2,4.25,-16.9596,-22.3231,1.6811375,0.9429785,0.50978925,0.0877108,390.376,6.87067,5.402205,88.020975,4.67565,94.71385,0.80685975,0,-0.067143275,4.793,6.566125,8.38375,9.7775,10.2225,10.515
2,4.75,-16.4691,-21.01745,1.75292,0.191903,0.5720175,0.109047,390.1095,7.17755,5.792485,88.019325,5.373705,94.9859,0.774803,0,-0.0693793,4.64525,6.423,8.32625,9.7025,10.225,10.54
2,5.25,-15.3734,-20.68495,1.717565,0.0254318,0.454286,0.09749445,391.917,7.257125,5.728945,88.02565,5.13593,95.2087,0.67393875,0,-0.061413225,4.5365,6.231375,8.245,9.5775,10.2,10.54
2,5.75,-15.00695,-21.59215,1.35004,0.592173,0.587137,0.0950833,390.683,6.8657775,5.456775,88.0609,4.96771,95.5498,0.7008715,0,-0.06040935,4.365125,6.029,8.18625,9.42,10.27,10.54
2,6.25,-13.88575,-23.38025,1.5918375,-0.179551,0.4377325,0.0920215,392.0615,6.96881,4.7933975,88.0709,4.593695,95.8159,0.69109775,0,-0.060432325,4.17375,5.863875,8.15125,9.395,10.2675,10.615
2,6.75,-11.86905,-22.66965,1.10453,0.807911,0.3001275,0.098047275,392.316,6.7442,3.9472475,88.08725,3.67639,95.7521,0.64735075,0,0.21199125,4.062125,5.7175,8.11875,9.2975,10.2625,10.54
2,7.25,0.6970615,-20.67865,1.3536,1.251565,0.55271475,0.1103475,390.644,6.817085,3.64733,88.110475,3.485505,95.9696,0.6580015,61.7361,7.1088625,4.011875,5.5075,7.975,9.2575,10.2275,10.54
2,7.75,50.4636,-15.18015,7.97177,17.527725,0.65265025,0.15313,393.183,7.299835,4.269685,88.1175,4.2536,96.0978,0.7024505,247.5045,31.257225,3.931875,5.578625,7.90625,9.175,10.2325,10.54
2,8.25,130.118,-1.931415,21.8258,51.8998,0.5010595,0.19236375,387.708,8.05974,6.7317425,88.10705,6.428505,88.28485,1.1784275,442.7235,56.922875,4.136875,5.647625,7.8725,9.075,10.2025,10.54
2,8.75,191.83575,10.056395,35.031775,95.4375,0.5903975,0.2210085,385.563,8.59622,8.7243075,88.0971,8.6838025,77.8809,1.303885,576.705,80.19345,4.809625,5.719125,7.72375,8.9825,10.2725,10.615
2,9.25,270.8075,24.542525,39.900875,153.49025,0.638118,0.3187925,385.7165,9.0465,10.7752,88.07165,10.766425,69.576275,1.83538,788.453,102.63725,6.285375,5.8875,7.639375,8.9375,10.275,10.605
2,9.75,347.64075,37.9293,42.28515,201.456,0.69808375,0.2847815,384.93325,9.18195,12.31365,88.05325,12.691475,59.2645,1.9237,994.80775,119.39975,7.732625,6.182,7.568,8.9025,10.25,10.605
2,10.25,409.19625,54.554325,45.404925,234.2135,0.88084575,0.3535045,384.2985,8.91045,14.4146,88.02945,15.111525,52.738375,2.260485,1190,135.2915,9.2415,6.54675,7.5735,8.895,10.265,10.63
2,10.75,459.246,81.46675,49.301275,269.093,0.9712775,0.414533,383.81875,8.54103,15.7585,88.0112,16.2196,49.353,2.85791,1358.995,146.99275,10.507,7.28675,7.55625,8.82,10.255,10.63
2,11.25,499.5335,101.7245,52.038425,301.7995,1.0059525,0.433604,384.0625,8.19072,16.7393,87.9796,17.2135,45.27235,2.89003,1473.81,156.7225,11.66625,7.853625,7.52425,8.7525,10.2425,10.605
2,11.75,531.38,110.541,54.1638,320.322,0.90071275,0.446373,383.80825,7.835915,17.5723,87.9398,18.209,41.31655,3.07758,1538.165,162.475,12.5325,8.487875,7.558875,8.755,10.2225,10.6025
2,12.25,548.2975,121.559,47.22625,333.487,1.0033245,0.464437,383.858,7.7303,18.2031,87.8932,19.19275,39.18795,3.17507,1605.135,160.867,13.398375,9.267875,7.68625,8.7725,10.205,10.62
2,12.75,547.6065,129.95,46.219775,329.47575,1.00357,0.48331,383.575,7.308995,18.9283,87.8328,19.7085,36.3681,3.07216,1606.605,159.5945,14.2585,9.822,7.77875,8.795,10.16,10.62
2,13.25,532.647,121.96925,42.9597,315.398,0.961137,0.45105025,383.68475,7.0436925,19.43425,87.781825,20.029175,34.2194,2.9846,1567.1375,157.217,14.955,10.56875,7.945,8.8325,10.1525,10.62
2,13.75,503.9005,103.164,39.049075,318.8835,0.93172,0.485423,383.41675,6.962395,19.6033,87.74755,20.399675,32.77105,3.128465,1519.8025,154.4385,14.985,11.025,8.083125,8.94,10.115,10.62
2,14.25,460.7495,77.422375,41.034075,295.17,0.8591215,0.48874725,383.637,6.98035,19.992475,87.724325,20.782625,32.00025,3.24427,1407.6975,147.34175,14.8175,11.3,8.28875,9.0125,10.0925,10.62
2,14.75,408.0395,66.2784,36.0908,264.0845,0.82947025,0.504069,383.641,6.96564,20.176175,87.7095,21.066725,32.657825,3.2906875,1276.53,135.86675,14.2075,11.45,8.53375,9.135,10.0525,10.6275
2,15.25,342.156,53.19085,28.95795,218.41,0.8546765,0.480883,383.895,6.89425,20.029075,87.690175,21.01195,33.10835,3.1899075,1114.16,121.91275,14.00125,11.44125,8.74125,9.275,10.02,10.62
2,15.75,274.0675,42.573725,27.4748,177.8715,0.806889,0.481332,383.793,6.90644,19.8443,87.67975,20.890925,33.3664,3.293155,934.2205,108.4835,13.66625,11.36625,8.94,9.4125,9.98,10.6875
2,16.25,194.3725,27.346625,22.6763,121.2185,0.778987,0.48199875,383.602,6.68566,19.5931,87.677075,20.59855,33.1221,3.2150775,732.68,92.581675,13.43375,11.31375,8.95375,9.5475,9.9775,10.685
2,16.75,125.95025,13.8027,17.1471,69.53875,0.71325875,0.458465,383.752,6.849,19.263075,87.665775,20.3207,35.4886,3.1348775,542.4275,70.17365,12.985,11.30625,8.9825,9.6575,9.9575,10.685
2,17.25,41.7986,4.601125,12.6302,11.53705,0.707062,0.4262475,383.491,7.19493,18.57275,87.686875,19.70305,37.731925,3.024025,308.28975,41.2602,12.58375,11.1475,9.16,9.8375,9.935,10.685
2,17.75,-19.03155,-4.0820625,6.206875,-12.46235,0.6764545,0.34367575,384.027,7.2976775,17.387125,87.7083,18.255375,40.652525,2.5809775,100.7285,12.72215,12.1175,11.07,9.30375,9.9725,9.9625,10.76
2,18.25,-40.0612,-13.178625,3.23893,-12.44645,0.54336725,0.28418675,384.698,7.47576,15.37605,87.748475,15.6599,44.4175,2.0119325,11.8158,1.2078875,11.45875,10.925,9.395,10.09,9.9275,10.76
2,18.75,-36.8627,-19.908275,2.34612,-6.81352,0.62815725,0.2464075,385.3,7.82339,13.43805,87.7824,13.652525,50.169575,1.772285,0,-0.0260223,10.82375,10.685,9.52625,10.19,10.005,10.7625
2,19.25,-38.440225,-21.799275,1.90251,-2.33162,0.5546845,0.1953395,385.2815,8.2324125,12.21225,87.812825,12.186375,54.123925,1.464355,0,-0.039332225,9.98875,10.4075,9.6325,10.2875,10.025,10.695
2,19.75,-36.016225,-25.137075,2.372125,-2.08656,0.5827605,0.21083425,386.256,8.3344425,10.84715,87.853825,10.6392,59.393,1.47535,0,-0.04278065,9.4325,10.16125,9.64625,10.37,10.055,10.7025
2,20.25,-32.84605,-22.869875,2.678985,-0.426744,0.689777,0.19498,387.012,8.27242,10.71265,87.8985,10.251375,61.8131,1.459815,0,-0.04660685,9.105,9.9875,9.68375,10.4525,10.1,10.7275
2,20.75,-31.6502,-21.2689,2.39816,-0.00654925,0.55348775,0.1648,387.41,8.22502,9.65595,87.924525,9.48653,66.288075,1.35033,0,-0.048176325,8.60125,9.6425,9.65875,10.49,10.1025,10.7275
2,21.25,-29.3205,-23.672725,2.5142225,2.28253,0.63920575,0.178041,388.761,8.416,9.1857,87.951225,9.18478,70.510925,1.27628,0,-0.047289625,8.1875,9.24375,9.67375,10.54,10.1325,10.7375
2,21.75,-28.7436,-24.358425,2.32526,-0.699853,0.595523,0.12701725,390.28,8.17587,8.53219,87.978,8.209415,75.289425,0.96512,0,-0.0503265,7.835,8.995,9.57,10.55,10.14,10.7375
2,22.25,-28.51825,-24.425875,2.55784,0.801452,0.62906075,0.14537275,391.4085,8.138085,8.1653,87.9874,7.840855,78.190525,1.06,0,-0.0522722,7.437375,8.80375,9.54125,10.555,10.1625,10.7375
2,22.75,-27.9868,-23.916325,2.272265,1.42695,0.77648375,0.12006125,393.886,8.16781,7.24189,87.983,7.103725,83.0936,0.849315,0,-0.052048475,7.208,8.61125,9.48375,10.5375,10.19,10.7375
2,23.25,-25.595775,-24.2008,1.81723,1.521275,0.4803995,0.10846075,393.82725,8.14633,6.12758,87.9875,6.055455,84.715025,0.728528,0,-0.05368605,7.228125,8.3625,9.3925,10.5325,10.205,10.7375
2,23.75,-23.8035,-23.203475,1.625045,0.2769625,0.689408,0.0972517,393.31825,8.19096,5.43397,87.9829,5.3942075,85.905,0.753493,0,-0.05908315,7.150125,8.16125,9.3,10.5725,10.2325,10.7375
3,0.25,-31.0766,-30.2417,1.81642,0.0700287,0.609271,0.11497,401.042,8.22928,8.7902875,87.89575,8.61647,77.4736,0.7143515,0,-0.04838055,10.56625,12.29875,13.83375,15.545,14.05,13.7375
3,0.75,-32.367,-30.8063,2.676925,0.485261,0.695911,0.1197315,399.7445,8.16733,8.83757,87.90415,8.4185,78.4381,0.789285,0,-0.06029265,10.38,12.0975,13.71,15.475,14.0675,13.72
3,1.25,-31.1076,-32.3006,2.3508,0.5338925,0.824242,0.121745,401.0995,8.31701,8.58105,87.9059,8.2839,81.645,0.788571,0,-0.055186975,9.99,11.89125,13.62625,15.3875,14.12,13.72
3,1.75,-31.1605,-31.1995,3.05353,1.30501,0.9020235,0.1168225,402.24075,8.23023,8.23152,87.904025,8.11205,81.5099,0.76663,0,-0.0518062,9.71125,11.605,13.52875,15.3225,14.1475,13.71
3,2.25,-29.023,-30.273,2.373415,0.47928,0.713569,0.093540375,402.2065,8.33184,7.62104,87.915625,6.91151,82.5802,0.716143,0,-0.0596335,9.61125,11.43125,13.47,15.2,14.1375,13.72
3,2.75,-28.9451,-30.3667,2.96308,0.49122525,0.7896845,0.0967361,403.959,8.439745,6.85067,87.9012,6.50615,83.9405,0.607904,0,-0.054404,9.3675,11.25125,13.35625,15.1,14.1725,13.71
3,3.25,-29.2815,-32.2551,2.0870975,0.705075,0.828877,0.1103005,401.824,8.23679,6.41996,87.8678,5.89185,84.8739,0.735097,0,-0.05740735,9.15875,11.115,13.27,14.9775,14.195,13.7125
3,3.75,-27.4461,-32.0567,1.931655,0.531479,0.823292,0.09740815,402.578,8.23937,5.77054,87.8691,5.43344,86.5636,0.636065,0,-0.05741405,8.84625,10.9225,13.145,14.875,14.2075,13.71
3,4.25,-25.0368,-32.3203,1.39301,0.475647,0.823775,0.0943963,403.27725,8.20195,5.32346,87.8797,5.1033,86.9563,0.677837,0,-0.0639733,8.6125,10.71875,13.02125,14.7775,14.2225,13.71
3,4.75,-23.3815,-31.869,1.5585825,1.14708,0.575785,0.103742,402.886,8.18151,5.51832,87.893075,5.05449,87.7194,0.672936,0,-0.061730425,8.34125,10.56625,12.8825,14.7125,14.22,13.7125
3,5.25,-23.4938,-30.4059,1.6376225,-0.0137565,0.67232,0.10418625,403.567,8.04052,4.93332,87.8969,4.70061,89.1672,0.625071,0,-0.06136395,8.1175,10.41,12.74,14.615,14.2225,13.7125
3,5.75,-21.4026,-32.2059,1.54604,0.23627,0.614721,0.0909043,403.6715,8.00089,4.43695,87.918,4.13873,90.4347,0.601646,0,-0.05309095,7.8275,10.17375,12.58125,14.515,14.2425,13.72
3,6.25,-18.1768,-30.427,2.0023875,0.9023155,0.61316125,0.10363,402.3525,7.84319,4.39959,87.9491,4.18912,91.321,0.639813,5.78447,0.6251395,7.825,10.00375,12.465,14.41,14.24,13.7125
3,6.75,-3.61138,-28.706,3.3279,0.476703,0.908454,0.095311675,403.67725,7.915615,4.44443,87.96475,4.0398,91.6645,0.556875,83.922,11.63735,7.60675,9.7675,12.34625,14.3025,14.255,13.7125
3,7.25,53.3064,-17.3167,12.4217,20.477125,0.6879105,0.134224,400.063,8.47094,6.23826,87.97285,6.2018,88.3361,0.7467925,282.832,35.272125,7.58625,9.57,12.21375,14.1475,14.24,13.7125
3,7.75,126.658,-0.410387,26.962,66.341625,0.744207,0.217501,393.492,9.0750675,8.729935,87.969725,8.66075,75.7349,1.381135,511.904,62.473625,7.85125,9.5575,12.1425,14.08,14.22,13.7375
3,8.25,209.194,14.176,35.2375,119.221,0.6728405,0.25704,389.765,9.250995,11.8064,87.9664,11.7187,63.9576,1.67147,731.818,85.99315,9.16625,9.61625,11.9975,13.95,14.245,13.73
3,8.75,294.037,30.2111,42.1016,171.63075,0.7201515,0.3106795,387.939,9.1816,14.2314,87.966725,14.7335,53.3792,2.346075,955.068,108.79575,10.525,9.89,11.89375,13.8475,14.225,13.72
3,9.25,380.415,54.1682,41.040475,214.69425,0.985362,0.3700525,385.35,9.04358,16.9402,87.9569,17.5437,44.641,2.64824,1145.25,128.56,12.44125,10.3625,11.82625,13.74,14.195,13.7175
3,9.75,460.807,75.5234,44.563225,269.2235,0.945337,0.425777,384.50625,8.69695,19.287,87.9595,19.7145,39.0297,2.777575,1312.92,144.891,14.475,10.97625,11.78875,13.675,14.18,13.69
3,10.25,524.8775,94.36655,46.3941,295.16625,0.964675,0.433187,383.419,8.28428,20.366575,87.94875,21.263175,35.090775,3.0932575,1495.2625,159.73475,16.3025,11.6575,11.7925,13.5425,14.15,13.69
3,10.75,574.8685,113.69975,48.0713,334.86275,1.08087,0.47158075,383.031,8.00722,21.48505,87.917725,22.358775,32.29545,3.29929,1629.5425,172.0965,17.7575,12.40625,11.7625,13.495,14.16,13.69
3,11.25,614.908,131.35175,51.1334,366.53275,0.96507375,0.50802575,382.9845,7.799985,22.386025,87.89445,23.28585,29.608525,3.3726475,1746.8525,185.079,19.8275,13.25875,11.795,13.46,14.1175,13.69
3,11.75,646.6725,140.46875,52.2387,391.95325,1.131945,0.497265,382.85825,7.3402475,23.0376,87.86765,24.155175,27.24335,3.463375,1830.355,188.8935,21.165,14.22,11.8675,13.4225,14.0825,13.69
3,12.25,657.23125,144.14625,54.6001,399.4595,1.150735,0.483935,382.595,7.20745,23.70465,87.842525,24.716475,26.4582,3.27012,1857.2675,189.82,22.7825,15.20125,12.00375,13.3975,14.055,13.69
3,12.75,654.062,143.536,49.2348,391.10825,1.13445,0.485726,382.582,7.0294,24.2117,87.8025,25.2939,25.3649,3.3372875,1862.13,190.412,23.27875,16.03625,12.1875,13.3825,14.05,13.69
3,13.25,636.412,137.729,49.45735,393.3865,1.10545,0.48942375,382.65075,7.0287475,24.596775,87.7471,25.5844,24.9249,3.14321,1815.05,186.01875,24.00875,16.74625,12.335,13.455,14.0225,13.69
