DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,RH_1_1_1,RH_2_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,SW_IN_1_1_2,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_1_2,TS_1_2_2,TS_1_3_2,NETRAD_1_1_1,TAU_1_2_1,H_1_2_1,LE_1_2_1,FC_1_2_1,WS_1_2_1,USTAR_1_2_1,T_SONIC_1_2_1,TA_1_2_1,PA_1_2_1,RH_1_2_1,CO2_1_2_1,H2O_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,TAU_1_3_1,H_1_3_1,LE_1_3_1,FC_1_3_1,WS_1_3_1,USTAR_1_3_1,T_SONIC_1_3_1,TA_1_3_1,PA_1_3_1,RH_1_3_1,CO2_1_3_1,H2O_1_3_1,U_SIGMA_1_3_1,V_SIGMA_1_3_1,W_SIGMA_1_3_1,T_SONIC_SIGMA_1_3_1,PPFD_OUT_1_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_1_2,TS_3_2_1,TS_3_2_2,TS_3_3_1,TS_3_3_2,SW_DIF_1_1_1,T_CANOPY_1_1_1
1,0.25,-0.0158065,-1.50937,8.89306,0.760363,5.261655,0.3304365,11.67305,408.7735,7.57139,0.9161805,0.6821645,0.3899245,0.31894575,98.774,3.9901,3.402,86.245,85.175,-0.08,283.215,1.610615,319.45725,-26.33,3.29727,0.76315,-11.72,-11.921575,-13.252775,-12.162825,6.05025,5.6375,4.73175,6.10575,5.66125,4.86625,-25.8895,-0.0144247,-0.086391125,7.31083,0.63490125,7.75466,0.327964,12.733975,12.3767,98.6904,62.33255,398.996,8.037835,0.91289275,0.70198525,0.403115,0.30705025,-0.0142494,0.70243725,6.4344,0.5707515,10.052425,0.324286,11.99605,11.820075,98.090125,74.948475,393.33825,8.7351575,0.87027,0.714021,0.399622,0.290373,0.11075,5.83245,6.438525,6.63486,7.291825,8.358665,9.9673325,7.1004725,7.0720075,6.7118975,6.620875,6.0679,5.932825,2.623395,3.269635
1,0.75,-0.0154369,-1.33429,8.93782,0.74001825,5.17312,0.3269845,11.6465,408.862,7.53634,0.9159215,0.680911,0.3853105,0.320785,98.772,3.7446725,3.023,86.58,85.175,-0.088,283.6725,1.601485,318.83,-26.61,3.26793,0.7705,-13.653025,-13.251775,-15.36375,-14.2675,5.99275,5.5755,4.575,6.0805,5.57375,4.787,-24.68,-0.01631925,-0.3621245,6.97147,0.654107,7.60606,0.326813,12.6086,12.3433,98.6948,62.3244,399.27125,7.97293,0.9193855,0.7084605,0.404983,0.3095935,-0.01555015,0.4122675,7.0720325,0.51989075,10.0767,0.3175625,11.7907,11.703425,98.0893,75.6143,393.76225,8.7471275,0.900725,0.7161055,0.3958615,0.284089,0.137333,5.8187275,6.4538425,6.621285,7.2866575,8.35633,9.9647525,7.09978,7.0769975,6.6951575,6.6452175,6.05255,5.8696325,2.698065,3.238835
1,1.25,-0.01594775,-1.69805,8.412095,0.768002,5.09419,0.321128,11.46735,409.08375,7.541205,0.9101775,0.6952905,0.386928,0.311105,98.7567,3.5807225,3.023,87.06,85.6,-0.053,285.2275,1.639335,318.575,-29.075,3.16223,1.011865,-11.7563,-12.08,-13.9573,-12.39665,5.947,5.4625,4.47525,6.062,5.465,4.644,-23.5158,-0.015229425,0.050962225,6.55259,0.683764,7.5069,0.32155,12.4702,12.2798,98.690375,62.965975,399.98325,7.9837475,0.8965375,0.6887465,0.4044505,0.301203,-0.0178574,0.158943,7.6096325,0.65758475,10.0853,0.32210225,11.68635,11.5019,98.0904,75.76845,394.1015,8.72134,0.88677925,0.6847085,0.397552,0.278879,0.07575,5.801995,6.462275,6.629205,7.2886775,8.35442,9.959165,7.04467,7.06643,6.66047,6.5845,6.0816,5.80247,2.5475725,3.12137
1,1.75,-0.01630395,-1.2726175,8.50953,0.7358655,5.14132,0.3286465,11.27815,408.992,7.587545,0.9071035,0.686847,0.3783275,0.3166645,98.76,3.55675,2.985,87.1867,86.2,-0.053,285.55275,1.67025,318.14075,-28.94,3.0666,0.7707,-13.5325,-13.631075,-15.822525,-14.34975,5.9235,5.36175,4.42175,6.0215,5.3515,4.4915,-20.88,-0.018099525,0.02512805,7.0857675,0.7351275,7.55898,0.328732,12.2877,12.1282,98.6902,64.087075,400.3825,7.96898,0.9213935,0.73408325,0.4081315,0.307324,-0.0178867,1.011765,6.0067525,0.636567,9.83929,0.319465,11.39165,11.379475,98.0898,76.484025,394.142,8.73096,0.902253,0.712956,0.387446,0.282795,0.06675,5.7711575,6.4704925,6.6314825,7.2870425,8.3558325,9.95408,7.105515,7.07515,6.6560925,6.6284325,6.053,5.7497575,2.617315,2.8639325
1,2.25,-0.0184104,-1.51983,8.5663175,0.7612265,5.099255,0.3288315,11.1202,409.121,7.59285,0.9047205,0.6951655,0.3778265,0.29465575,98.77,3.362675,2.862,87.2,87.1,-0.025,286.9575,1.60327,318.7625,-27.27,3.11123,0.827,-12.004925,-12.171475,-13.265,-12.561775,5.876,5.291,4.2655,5.98775,5.2895,4.3915,-20.72,-0.020060225,0.214854,7.0276,0.66597,7.42764,0.328773,12.160225,11.93435,98.6903,63.8369,400.7155,7.9698375,0.9121075,0.71682,0.4037895,0.28909575,-0.0189163,0.833459,5.58113,0.577977,10.0713,0.31970275,11.025425,11.16985,98.090075,75.26905,394.865,8.70375,0.90839575,0.7244215,0.396952,0.2686575,0.1785,5.7294,6.45745,6.620285,7.2866025,8.35367,9.9493325,7.105585,7.0759175,6.64506,6.597535,5.9454,5.7239525,2.5258775,3.0365675
1,2.75,-0.0184598,-1.6407725,8.862915,0.675298,5.1933675,0.304097,10.94365,408.867,7.473065,0.893434,0.682697,0.3735345,0.29471475,98.8,3.200975,2.579,87.3,86.65,-0.046,286.18975,1.670785,317.8825,-27.82,3.03297,0.938735,-13.52,-14.2625,-15.69,-13.98775,5.84425,5.16,4.1395,5.95525,5.2425,4.22575,-20.91,-0.018689,-0.315399,7.02624,0.6555225,7.39309,0.31944875,11.9291,11.7795,98.694075,63.498875,400.58625,7.86636,0.95098175,0.71040675,0.398014,0.30161,-0.0159635,0.3295675,6.0320275,0.52227675,9.93776,0.32593775,11.1118,10.8762,98.0898,75.1489,394.8115,8.617415,0.890845,0.70496325,0.38322375,0.2800225,0.137567,5.6317925,6.451925,6.618055,7.293735,8.352165,9.9436675,7.10517,7.0629025,6.62315,6.568525,5.8557,5.664275,2.581185,3.117625
1,3.25,-0.02048665,-1.395545,8.35333,0.71698925,5.05904,0.313851,10.8529,409.03675,7.34977,0.917102,0.675139,0.372638,0.30036,98.794,3.050775,2.396,87.4,86.5,-0.069,290.4525,1.548265,317.2175,-28.625,3.23483,1.011865,-11.96215,-12.615,-13.535,-12.66875,5.816,5.04525,3.9865,5.924,5.17275,4.09175,-18.3331,-0.01919325,-0.45240975,7.17034,0.698193,7.340915,0.311478,11.8065,11.77225,98.6979,63.76645,400.52075,7.83065,0.921095,0.719601,0.387535,0.2984675,-0.01754355,0.389027,6.4535625,0.517328,9.8693075,0.3148715,11.0214,10.782725,98.089875,75.3624,394.488,8.492605,0.9018295,0.7241565,0.375891,0.273417,0.1373915,5.61175,6.4286,6.6249925,7.2915475,8.35067,9.9379975,7.1145825,7.0702925,6.5856,6.54812,5.82297,5.5786325,2.630355,3.0733675
1,3.75,-0.0168925,-1.088055,9.05227,0.77277725,5.1251275,0.320411,10.73785,409.188,7.336485,0.9292855,0.697523,0.3757505,0.2970965,98.8,2.84675,2.036,87.775825,86.8,-0.088,292.1925,1.543085,316.81175,-26.28,3.3142325,0.955,-13.892025,-14.8475,-16.094025,-14.46,5.78925,4.94975,3.8725,5.85825,5.10425,4.023,-17.2427,-0.018980975,0.236679,6.95462,0.6489935,7.3642575,0.327137,11.7271,11.603075,98.6907,63.367,401.06,7.80492,0.977372,0.726308,0.391547,0.285518,-0.017170075,0.9827835,7.19101,0.624179,9.81365,0.3119925,10.69835,10.7236,98.089,75.6506,395.1325,8.480205,0.95796,0.74378,0.3854585,0.288598,0.1435,5.573185,6.405125,6.6190075,7.2936425,8.35425,9.9303325,7.12977,7.070225,6.53934,6.5494675,5.7385475,5.5517775,2.6680175,3.191475
1,4.25,-0.0162517,-1.341665,8.67828,0.786864,5.1023775,0.317982,10.6992,409.19675,7.3321,0.91661175,0.69788675,0.374008,0.30622325,98.788,2.6455,1.807,88.5,87.3,-0.034,290.39525,1.470165,315.8525,-25.04,3.33084,0.9275,-11.78405,-12.849175,-13.906925,-13,5.715,4.8275,3.7425,5.82275,4.99875,3.96275,-17.33,-0.01965775,-0.070488075,6.66984,0.6301675,7.46246,0.31920125,11.483,11.479075,98.69145,63.55895,400.7045,7.763875,0.92751125,0.7156295,0.3871945,0.293614,-0.01793155,0.54709,6.1922975,0.464313,9.7259475,0.310638,10.5348,10.53415,98.0872,75.705625,395.0445,8.4197225,0.929253,0.756807,0.3742415,0.284424,0.1625,5.543555,6.40575,6.6178275,7.2948725,8.35208,9.9295025,7.1345525,7.06951,6.5221225,6.541065,5.7633475,5.4808825,2.7157475,2.837695
1,4.75,-0.0158094,-1.01761,8.65522,0.64155775,5.2232,0.3224555,10.536,409.06875,7.2901325,0.9207985,0.6935185,0.37857625,0.291322,98.7933,2.33125,1.718,89.3,87.2,-0.025,288.95325,1.62445,315.1825,-25.765,3.19633,1.074,-14.289775,-14.771025,-16.3025,-14.7407,5.6805,4.7015,3.627,5.79675,4.92775,3.88975,-17.12,-0.019346175,0.101972,7.1488925,0.55681175,7.39071,0.3220415,11.324875,11.4835,98.70205,62.97075,400.6535,7.6688325,0.9154115,0.7125865,0.402218,0.295668,-0.019521375,0.88102125,7.27238,0.6344985,9.78187,0.309564,10.50875,10.2551,98.0874,75.8884,395.047,8.4811025,0.897367,0.753766,0.387462,0.2916485,0.2565,5.5596775,6.4058825,6.611035,7.296245,8.3487525,9.9276675,7.116865,7.057795,6.52665,6.51882,5.7171525,5.39387,2.61073,2.41951
1,5.25,-0.01942785,-0.94932,8.463135,0.685502,5.22547,0.33787225,10.34725,409.17425,7.23312,0.928677,0.6880005,0.38371775,0.2956395,98.8,2.1185,1.536,89.647525,87.2,-0.038,288.16,1.49732,314.39,-26.195,3.216105,1.0665,-13.424825,-13.9225,-15.545,-13.7,5.6675,4.6095,3.5465,5.7615,4.843,3.79375,-17.7769,-0.0180692,0.747038,7.7264,0.67692625,7.5861225,0.3270125,11.2404,11.383725,98.6918,62.229425,400.634,7.739075,0.938619,0.726433,0.403029,0.29216,-0.0166829,1.3983,5.90002,0.577201,9.977355,0.318546,10.3328,10.1778,98.069425,75.72345,395.19275,8.581345,0.9358335,0.7454295,0.39385925,0.282105,0.13872475,5.53034,6.4035475,6.6003,7.292795,8.3497475,9.91858,7.103995,7.05585,6.5128275,6.4875225,5.661,5.3574725,2.5586175,2.5131475
1,5.75,-0.01755655,-1.0305225,8.43657,0.6631205,5.211,0.327545,10.18445,409.00125,7.201955,0.929115,0.7151535,0.3796215,0.286337,98.8,1.964,1.16,90.325,87.75,-0.019,287.905,1.364565,313.305,-23.315,3.4038275,1.284085,-14.8805,-15.285275,-16.647675,-15.259,5.59375,4.57675,3.3735,5.71275,4.7515,3.6915,-18.9374,-0.0214739,0.32382575,7.08451,0.805492,7.469355,0.3303275,11.1978,11.065425,98.690875,63.417225,400.3905,7.7880625,0.9377445,0.733948,0.4073105,0.291646,-0.0142365,1.062485,6.4185125,0.50145075,9.86958,0.3307465,10.03395,10.17,98.09,76.9653,395.3645,8.35993,0.921157,0.721915,0.394054,0.2717755,0.1925,5.4815475,6.38643,6.58797,7.2881075,8.3483325,9.914085,7.07941,7.04088,6.4885525,6.45905,5.6190025,5.2661675,2.66695,2.67927
1,6.25,-0.0178087,-0.8613605,8.56566,0.6951495,5.232225,0.3321995,10.272725,409.04675,7.114355,0.91498575,0.6826395,0.38268675,0.2890135,98.8,1.7925,1.257,89.801675,87.6,-0.011,287.3035,1.5395,312.3625,-24.655,3.39888,1.02713,-13.86,-14.000325,-15.64,-14.1727,5.55725,4.5605,3.2615,5.65925,4.6925,3.56925,-16.3847,-0.020009,-0.1477175,7.7237875,0.7726195,7.41489,0.32187375,10.998425,10.9708,98.69175,64.18165,400.656,7.746085,0.94341675,0.72831175,0.4004435,0.29226125,-0.015516825,1.180875,7.2627875,0.713572,9.805915,0.32565,9.94811,10.07135,98.0984,77.248425,395.529,8.534455,0.919938,0.718552,0.401802,0.2679145,0.199,5.42281,6.376275,6.5698975,7.28674,8.344165,9.90933,7.0551975,7.0401325,6.454025,6.431075,5.5276925,5.2561425,2.692665,1.88557
1,6.75,-0.0196906,-1.10385,9.2503,0.695646,5.35212,0.3193165,10.330325,408.587,7.026225,0.921575,0.70687475,0.3766395,0.285248,98.8,1.6601775,1.087,89.8,88,-0.019,288.999,1.48585,311.53675,-21.13,3.2391725,1.015485,-15.04,-15.325,-16.88,-15.6923,5.52125,4.48475,3.17525,5.6245,4.60625,3.45475,-14.97,-0.0220259,0.2761335,7.6519,0.75414425,7.475895,0.33221975,11.0448,10.84055,98.691575,64.308775,401.1045,7.7989225,0.943817,0.731149,0.39932975,0.284648,-0.016171775,0.958293,6.888565,0.5679275,9.8753225,0.321892,10.0112,9.9816425,98.104675,77.8172,395.522,8.4203125,0.916593,0.76767,0.39711,0.2621305,0.202,5.4107575,6.350975,6.5575025,7.2858825,8.3455,9.9054175,7.031435,7.02816,6.4322425,6.4174425,5.4724425,5.243855,2.6266075,1.7421225
1,7.25,-0.0197781,-0.83443825,8.63537,0.655459,5.26919,0.32045,10.13035,408.7305,7.0323425,0.933722,0.70792575,0.386613,0.2721335,98.8133,1.739525,1.084,90.2,88.05,0,286.77025,1.5685,311.3525,-20.855,3.4872725,2.7871,-14.3,-14.3675,-15.76625,-14.727,5.47725,4.41525,3.0905,5.56675,4.5535,3.374,-14.2517,-0.021268375,0.66328625,7.6656025,0.681842,7.465945,0.32526275,10.922875,10.68075,98.72645,64.2955,400.977,7.69719,0.9226365,0.72826625,0.3939165,0.28437225,-0.0162669,1.3555425,7.487615,0.5663175,9.9288425,0.324616,9.911185,9.8298,98.133325,78.150275,395.3385,8.376635,0.915773,0.73644,0.386298,0.26017,0.4,5.376375,6.291175,6.546755,7.2841725,8.3408325,9.907165,7.023585,7.0303275,6.39243,6.3921075,5.3869525,5.194135,2.8284925,1.7338475
1,7.75,-0.01968085,0.62673125,9.36151,0.63810575,5.16218,0.3375555,9.98481,408.4715,7.0116,0.9193305,0.7069645,0.387648,0.348636,98.86,1.61,1.004,89.9,88.2,12.5448,287.935,6.833,311.48025,-16.98,11.93,24.215,-15.670025,-15.83575,-17.31375,-16.066,5.42025,4.33925,3.00775,5.52175,4.47675,3.283,-12.21,-0.0221695,1.20604,8.47333,0.72222275,7.424295,0.3292465,10.7974,10.526625,98.77375,64.545025,400.92175,7.688465,0.918919,0.7417145,0.39773,0.323245,-0.01723895,2.2354825,6.04492,0.4937025,10.074725,0.310193,9.76845,9.81453,98.12005,78.95115,395.6075,8.36181,0.913002,0.754836,0.389945,0.311704,5.1820025,5.33196,6.26855,6.5274075,7.281795,8.343,9.90683,7.0338575,7.0420475,6.3432475,6.36807,5.353485,5.1557,9.9634075,1.6468575
1,8.25,-0.025736225,5.72157,12.8288,0.4743185,5.41873,0.3447815,9.87711,407.954,7.13631,0.96083175,0.72613325,0.4028155,0.33690275,98.8933,1.98637,1.514,89.1025,86.75,76.149475,291.87,26.7475,313.85,-3.3015,60.580925,121.8695,-13.28375,-13.945525,-14.4225,-13.93965,5.3545,4.273,2.94025,5.4835,4.3965,3.22675,4.5768575,-0.02924605,4.5213,11.6327,0.82676475,7.4974375,0.3601885,10.38585,10.2568,98.7933,66.38145,400.35675,7.69031,0.961897,0.73769225,0.430712,0.3593105,-0.019573125,3.61074,10.067475,0.66702875,9.9294825,0.351337,9.283905,9.261195,98.16545,81.2527,395.04425,8.449965,0.94416225,0.75285275,0.437077,0.35171,18.14135,5.284915,6.25145,6.50645,7.280985,8.33967,9.9195,7.0472775,7.04408,6.3075025,6.3315475,5.3077025,5.155605,35.983,2.25633
1,8.75,-0.0383059,18.5073,20.93605,0.406465,5.7901525,0.374491,10.3423,407.76425,7.4127,1.06815,0.803917,0.431112,0.3572055,98.9,2.88225,2.593,87.3067,85.65,165.873,294.03725,49.9545,319.01475,19.145,148.5,290.3815,-12.71,-13.767,-13.357525,-13.97365,5.319,4.24225,2.89575,5.48175,4.361,3.22325,54.604,-0.0450031,13.06055,18.5732,0.8070085,7.4989,0.38932125,10.2366,10.3289,98.8,67.5188,400.599,7.79538,1.0312325,0.797393,0.4684645,0.31787475,-0.03824505,9.108255,17.1244,0.783099,9.55565,0.40011825,9.0553775,9.1319975,98.2079,82.4541,394.92075,8.4802875,1.0241325,0.8167195,0.50036525,0.33971225,37.665,5.2604175,6.2426,6.48841,7.2701,8.3360025,9.8947475,7.024735,7.039655,6.2637175,6.28445,5.2938925,5.11542,63.572575,3.111195
