DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,PA_1_1_2,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_IN,LW_OUT,PPFD_IN,RH,G_1_1_1,G_2_1_1,G_3_1_1,SW_IN,SW_OUT,TA
1,0.25,-0.3786962,-144.46332,-5.7346286,-1.601696,0.8266774,0.05241444,-8.116606,97.49326,0.01235599605,427.4532,3.021132,0.3327012,0.2857298,0.0787498,0.03724,240.7322,280.3114,0.0588,34.86254,-2.1697626,-1.102164,-13.2350868,0,-0.3070934,-31.32175
1,0.75,-0.350609,-139.61614,-3.9847702,-0.4521752,0.6220466,0.06835548,-8.06222,97.45118,0.012469428425,427.2712,3.029312,0.292157,0.2470862,0.07818944,0.02844,242.304,280.1766,0.04144002,35.9065,-2.2016906,-1.102198,-13.2350868,0,-0.2149998,-31.604075
1,1.25,-0.3132582,-136.58392,-3.5434212,-0.5703352,0.4038626,0.04619536,-8.242934,97.42134,0.0122993611,427.3948,3.015014,0.3042884,0.2265266,0.06662742,0.02134,238.853,279.031,0.03789336,35.26478,-2.2299066,-1.10352,-13.2350868,0,-0.1790866,-31.7436
1,1.75,-0.2835832,-122.05778,-5.075574,-0.3027856,1.0171164,0.05695592,-8.644514,97.38168,0.012230085575,427.333,2.933112,0.2736296,0.272561,0.1039508,0.02798,236.329,278.212,0.02520002,36.24776,-2.261624,-1.103118,-13.2350868,0,-0.230033,-31.836775
1,2.25,-0.2511946,-116.79522,-3.5022952,-0.06546,1.112232,0.06178,-9.022078,97.35688,0.01175295835,427.1774,2.813384,0.3846926,0.3259994,0.1401416,0.02672,236.6606,276.9646,0.0300533,37.26664,-2.290636,-1.104082,-13.2350868,0,-0.183747,-32.41275000075
1,2.75,-0.2329366,-119.8371,-3.6665068,-0.1151936,0.8677126,0.06598,-9.28675,97.33792,0.011926727125,427.051,2.775482,0.3734368,0.3361874,0.135872,0.0294,235.5294,276.1544,0.04732002,37.7598,-2.3206294,-1.105224,-13.2350868,0,-0.1628936,-32.189375
1,3.25,-0.2500148,-95.40782,-4.3765146,-0.0995672,0.2416578,0.02676058,-9.39346,97.29348,0.012606613025,426.9946,2.755022,0.2192786,0.3510506,0.0889,0.02692,241.7216,274.1406,0.04376664,37.09144,-2.3479306,-1.105842,-13.2350868,0,-0.830984,-31.59982499925
1,3.75,-0.237872,-107.65494,-5.974836,-0.5622536,0.2577888,0.06014,-9.42574,97.24728,0.01278037525,427.1288,2.75522,0.259407,0.1739988,0.04402,0.02878,239.9882,268.4894,0.05189334,36.5248,-2.3786974,-1.105034,-13.2350868,0,-1.29796,-31.52325
1,4.25,-0.245759775,-108.1439565,-5.43156787,-0.591672105,0.271626155,0.0564765,-9.8838495,97.2240195,0.01263005335,427.01109,2.6061928,0.25645315,0.184910445,0.047066177,0.0295765,235.867385,266.81001,0.283948506,36.063224,-3.77259371,-2.48044365,-13.2350868,0,-1.074043145,-31.59652499925
1,4.75,-0.25364755,-108.632973,-4.88829974,-0.62109061,0.28546351,0.052813,-10.341959,97.200759,0.01243729575,426.89338,2.4571656,0.2534993,0.19582209,0.050112354,0.030373,231.74657,265.13062,0.516003672,35.601648,-5.16649002,-3.8558533,-13.2350868,0,-0.85012629,-31.68391666925
1,5.25,-0.261535325,-109.1219895,-4.34503161,-0.650509115,0.299300865,0.0491495,-10.8000685,97.1774985,0.012541002925,426.77567,2.3081384,0.25054545,0.206733735,0.053158531,0.0311695,227.625755,263.45123,0.748058838,35.140072,-6.56038633,-5.23126295,-13.2350868,0,-0.626209435,-31.5541
1,5.75,-0.2694231,-109.611006,-3.80176348,-0.67992762,0.31313822,0.045486,-11.258178,97.154238,0.0124356683,426.65796,2.1591112,0.2475916,0.21764538,0.056204708,0.031966,223.50494,261.77184,0.980114004,34.678496,-7.95428264,-6.6066726,-13.2350868,0,-0.40229258,-31.73428333075
1,6.25,-0.277310875,-110.1000225,-3.25849535,-0.709346125,0.326975575,0.0418225,-11.7162875,97.1309775,0.012276035975,426.54025,2.010084,0.24463775,0.228557025,0.059250885,0.0327625,219.384125,260.09245,1.21216917,34.21692,-9.34817895,-7.98208225,-13.2350868,0,-0.178375725,-31.815875
1,6.75,-0.28519865,-110.589039,-2.71522722,-0.73876463,0.34081293,0.038159,-12.174397,97.107717,0.0124610732,426.42254,1.8610568,0.2416839,0.23946867,0.062297062,0.033559,215.26331,258.41306,1.444224336,33.755344,-10.74207526,-9.3574919,-13.2350868,0,0.0455411299999999,-31.67531666925
1,7.25,-0.293086425,-111.0780555,-2.17195909,-0.768183135,0.354650285,0.0344955,-12.6325065,97.0844565,0.0123818063,426.30483,1.7120296,0.23873005,0.250380315,0.065343239,0.0343555,211.142495,256.73367,1.676279502,33.293768,-12.13597157,-10.73290155,-13.2350868,0,0.269457985,-31.72683333075
1,7.75,-0.258175625,-87.1130475,-0.9057108,-0.81293625,0.756766125,0.0559825,-13.862435,97.3628225,0.01218561185,413.151525,1.26092495,0.378085825,0.458575175,0.090688525,0.0408925,198.265975,243.37045,0.07105,52.7293275,-8.13758725,-1.4056975,-13.2350868,0,-0.959298475,-31.99311666925
1,8.25,-0.22641565,-92.828675,-1.5256505,-0.11921155,1.17610455,0.07861405,-13.8223,97.289025,0.012061566375,413.39315,1.25523325,0.29748465,0.3257743,0.12079635,0.02978,194.29005,244.262,0.0987,52.12576,-8.2441295,-1.29081,-14.1081034,0,-0.30534655,-32.1924916685
1,8.75,-0.2372623,-97.189035,-1.7322375,-0.15149715,0.8904728,0.0489675,-13.603835,97.2982525,0.0120403813,413.727075,1.262981225,0.38469495,0.43509675,0.131103825,0.0377075,197.336775,245.23125,0.104803,53.8079725,-8.2051405,-1.5954695,-14.98112,0,-0.3019645,-32.10285833075
1,9.25,-0.2630334,-100.2827,-2.0887856,-1.171044,0.13671615,0.049595945,-18.01867,97.32063,0.011945716725,413.7002,0.95041945,0.2048418,0.3685687,0.040837165,0.033945,175.07385,226.97315,0.19508485,53.857865,-8.249588,-1.5888,-7.7091505,0,-0.1066133,-32.24741666925
1,9.75,-0.264688575,-87.8849475,-2.94321825,-1.4719616,0.07884945,0.112910525,-18.6594525,97.3331125,0.01173148555,413.64435,0.90810735,0.419209575,0.351859375,0.069562615,0.0315375,174.386225,225.95925,0.768126475,53.725375,-8.3920095,-1.59314,-7.6640675,0,0.56409745,-32.601875
1,10.25,-0.283441375,-97.3192075,-2.831605,-1.30476775,0.094880625,0.064975,-18.503745,97.42398,0.0117945931,413.790375,0.913086825,0.26940075,0.27636015,0.069385,0.0283275,174.9053,226.43095,3.6535125,53.4997975,-8.449042,-1.5921045,-7.60683,0,2.66041775,-32.50719167
1,10.75,-0.250226,-80.4742,-2.9409475,-0.634131,0.198457125,0.0639125,-18.5300625,97.4205625,0.013490746725,413.937125,0.956029875,0.301458,0.25060925,0.0713320625,0.0333,173.59825,227.1655,9.4833875,51.095425,-8.64496375,-1.601255,-7.556964,0.568323333,8.12935625,-30.933
1,11.25,-0.272026625,-81.4414225,-3.09753675,-1.390501,0.13651215,0.0900615625,-16.44483,97.4100025,0.013645356925,414.47485,1.2600515,0.264267375,0.2176139,0.0542515325,0.0322925,203.888725,240.833975,13.141825,58.3012225,-5.41313475,-1.61060775,-7.50608,5.001677500075,8.19835275,-30.61485833075
1,11.75,-0.18874895,-66.53628,-2.58356075,-1.108658125,0.44609805,0.071045,-15.3367775,97.40661,0.0147294419,414.571425,1.34796375,0.3713445,0.2971776,0.062090505,0.0285075,201.999,244.9705,18.283725,58.0916,-5.4163775,-1.608437,-7.451178,11.130385,10.78791,-29.5264833315
1,12.25,-0.1815092,-70.84473,-1.920635,-0.354480925,0.379191725,0.05876,-14.1185125,97.398855,0.017265424625,414.82535,1.39726175,0.2865819,0.36662615,0.0618683625,0.043645,201.958225,246.147475,33.7055,56.6934025,-5.39667,-1.60754775,-7.39316,15.85025,19.619765,-28.19135000075
1,12.75,-0.215632925,-51.177385,-1.342259,-0.174205125,0.446003475,0.0771725,-12.86285,97.390455,0.02132021025,414.28265,1.43768175,0.295873175,0.490331725,0.0749185125,0.03613,202.947525,243.9388,38.7234225,55.391975,-5.36040475,-1.60615,-7.337418,17.53955833075,24.218975,-26.18553333
1,13.25,-0.193160475,-61.9242625,-2.37878175,-0.0778075,0.531100025,0.0878125,-12.4004425,97.38913,0.02442755535,414.037925,1.4615465,0.345349375,0.308571125,0.0742453925,0.0399225,203.609,244.284525,43.8063275,55.480825,-5.31469275,-1.60552975,-7.290794,20.419,21.56595,-24.44171666925
1,13.75,-0.1730625,-53.105625,-2.42225575,0.000750499999999998,0.476923225,0.082305,-12.3746475,97.3938975,0.027539638675,413.8047,1.4725165,0.2937639,0.247489725,0.0737598225,0.0500125,202.13375,245.106775,48.1401225,55.106795,-5.25332475,-1.60360525,-7.243464,21.2235,24.7948475,-22.2650833315
1,14.25,-0.11611175,-58.017625,-1.19253875,-1.38757575,0.87176425,0.06465605,-8.6639675,97.382975,0.0251936372,416.15975,2.17233,0.462925,0.31991175,0.1230525,0.04555,203.74275,251.306,50.143975,62.37495,-5.538605,-1.612975,-7.2085625,18.882,26.434275,-20.8964
1,14.75,-0.12289125,-63.7861,-2.611215,-0.41224475,1.07983675,0.072163625,-7.7976075,97.379025,0.025420681925,416.39375,2.2184825,0.41736025,0.48338825,0.14868675,0.055475,203.149,258.5015,33.06655,58.55895,-5.11116925,-1.610725,-9.20393,12.72325,18.3438,-19.81395833075
1,15.25,-0.11469675,-54.212675,-1.75832,-0.094325,0.4484625,0.0744475,-8.5982275,97.385725,0.025883359675,416.54,2.1777975,0.4066165,0.27666875,0.064368075,0.0538,201.51725,252.563,22.328225,61.6271,-5.06825575,-1.60835,-9.149194,7.1712,13.0768,-20.18941666925
1,15.75,-0.1376512,-60.3942425,-2.0985535,-0.166518125,0.373340275,0.04832222,-10.722434,97.3871175,0.0257223452,420.08035,2.05423125,0.28388155,0.3106818,0.0486227475,0.0560125,199.1935,244.279575,11.9674,62.5509425,-5.177468175,-1.60966075,-9.098478,2.4943,6.2302375,-19.96385833075
1,16.25,-0.133738175,-66.2968675,-2.899056425,-0.24110305,0.21380985,0.0210379125,-12.184801,97.3882275,0.0250357237,420.200075,1.90026,0.239790175,0.259517525,0.0440401375,0.049685,198.690075,238.066425,3.817649,63.8563325,-5.156985075,-1.606911,-9.050682,0,1.7047285,-20.84804166925
1,16.75,-0.124645125,-64.7838075,-0.7785469,-0.269081325,0.08874665,0.0366202925,-14.150182,97.3953475,0.021639256875,420.0719,1.7381515,0.20832745,0.1555232,0.0296987425,0.054645,197.451325,233.2335,0.790813,63.8157325,-5.14192075,-1.60277075,-9.00569,0,0.370287575,-22.92555
1,17.25,-0.08378,-50.46702,-4.1803916,-0.4984128,0.1794196,0.0401,-15.81932,97.40228,0.019586759,419.7784,1.574642,0.1541388,0.1897568,0.02694044,0.05378,195.8338,229.3238,0.1369464,64.34026,-5.2782106,-1.577756,-9.016835,0,-0.5821736,-24.86198333
1,17.75,-0.03637,-35.6019525,-0.90164375,-0.54599065,0.19949475,0.0174496775,-16.84335,97.3947425,0.017427657075,424.748775,1.40529525,0.1475767,0.235330175,0.02669677,0.0719069,192.46955,227.62225,0.06545,67.649505,-0.498442775,-1.581485,-8.9673175,0,-0.436009225,-26.06290000075
1,18.25,-0.03136425,-23.0815475,-0.59214845,-0.72974715,0.128872505,0.0531225,-17.91728,97.39055,0.016697180825,424.832025,1.32316425,0.210797125,0.225896875,0.03418,0.085573575,192.43725,229.1355,0.0484091725,67.8342275,-0.5069805,-1.57739025,-8.91474725,0,-0.267333,-26.96613333075
1,18.75,-0.0672675,-51.174895,-0.6649644,-1.725182475,0.1395528,0.0394575,-18.5572325,97.40188,0.015377752075,425.0621,1.260692825,0.236286625,0.198974425,0.030765615,0.07826805,191.6865,228.094775,0.0391725,66.4858225,-0.5158045,-1.57641025,-8.856143,0,-0.09616,-27.83573333075
1,19.25,-0.0608475,-37.918355,-0.581730875,-0.18682495,0.23360725,0.04325896,-18.9166675,97.4153575,0.0148530699,425.4406,1.218327575,0.240134175,0.197844875,0.0293488775,0.06686715,191.77605,228.013725,0.0416541725,66.56943,-0.52703105,-1.57320725,-8.7977855,0,-0.111257525,-28.431025
1,19.75,-0.0409475,-29.20878,-1.301836,-0.885235325,0.186417575,0.04586,-19.352185,97.4258375,0.01444488975,424.817925,1.1788545,0.192979275,0.172344725,0.026655,0.11179095,192.37575,227.12525,0.0470225,68.470345,-0.536773,-1.5703225,-8.73590775,0,-0.085795,-28.679025
1,20.25,-0.03719,-29.32297,-0.1900038,-1.166561775,0.126816175,0.0426975,-19.735145,97.44677,0.0137897738,424.84855,1.156327625,0.236157,0.215431375,0.0350032775,0.0736425,194.3415,227.6238,0.0567875,67.9281,-0.547623,-1.56707,-8.67643475,0,0.101808275,-29.48962500075
