DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,PA,RH,TA,TS_1_2_1,WS,PPFD_IN,TS_1_1_1,USTAR,VPD
1,8.25,392.417,-0.1705,-4.1195,-19.319,3.1665,3.554,77.3725,75.1855,-7.474,-2.63,3.737,102.479,-3.614,0.211,0.87
1,8.75,393.732,-0.216,-4.136,-15.1595,3.282,4.5805,77.386,72.445,-6.972,-2.657,3.842,228.373,-3.647,0.218,0.97
1,9.25,393.184,-0.252,-4.124,-12.5495,3.38,8.291,77.432,70.016,-5.746,-2.677,4.1,379.902,-3.685,0.247,1.06
1,9.75,393.086,-0.276,-3.805,-11.965,3.473,7.3925,77.426,68.625,-4.742,-2.695,4.629,534.933,-3.724,0.255,1.18
1,10.25,391.994,-0.399,-3.273,-10.759,3.599,11.155,77.4,66.116,-4.183,-2.711,4.744,643.225,-3.758,0.245,1.29
1,10.75,392.012,-0.479,-2.909,-6.196,3.555,16.592,77.401,65.187,-3.385,-2.727,4.931,746.498,-3.717,0.274,1.5
1,11.25,392.1745,-0.585,-2.733,-5.688,3.668,18.737,77.398,64.063,-3.339,-2.747,4.848,803.965,-3.752,0.264,1.51
1,11.75,393.186,-0.634,-2.273,-5.945,3.69,22.057,77.351,62.135,-2.784,-2.764,4.981,850.271,-3.633,0.263,1.55
1,12.25,392.486,-0.7155,-2.175,-4.9345,3.664,25.949,77.318,60.58,-2.809,-2.771,5.375,874.161,-3.523,0.241,1.59
1,12.75,392.427,-0.721,-2.194,-3.872,3.748,21.8445,77.263,60.33,-2.833,-2.75,5.748,733.371,-3.506,0.27,1.63
1,13.25,392.365,-0.76,-2.059,-3.147,3.787,25.77,77.257,58.969,-2.731,-2.739,5.324,780.118,-3.385,0.275,1.77
1,13.75,392.427,-0.7885,-1.9495,-5.536,3.8065,24.018,77.2385,58.3975,-2.534,-2.6865,4.9675,776.1365,-3.2865,0.251,1.915
1,14.25,392.297,-0.7265,-1.8235,-3.9235,3.8475,23.787,77.2215,59.7925,-2.7925,-2.6765,4.765,722.048,-3.091,0.247,1.795
1,14.75,391.3455,-0.6685,-1.8295,-7.594,3.856,24.3675,77.2165,60.498,-3.0335,-2.6755,4.875,586.947,-3.022,0.274,1.755
1,15.25,391.207,-0.5085,-1.7655,-9.6865,3.849,17.3945,77.207,61.274,-3.095,-2.673,4.5435,453.158,-2.999,0.247,1.665
1,15.75,390.8445,-0.414,-1.706,-16.3675,3.832,12.93,77.2045,63.3865,-3.3405,-2.6785,4.1585,308.984,-2.985,0.235,1.585
1,16.25,390.6145,-0.262,-1.7475,-20.4155,3.954,9.7245,77.1685,65.037,-3.8595,-2.6805,3.9635,181.253,-2.9685,0.241,1.45
1,16.75,390.756,-0.21,-1.79,-19.665,3.886,4.8025,77.161,69.048,-4.7205,-2.654,3.924,55.2865,-2.9355,0.222,1.29
1,17.25,390.424,-0.125,-1.9005,-19.214,3.7735,2.315,77.1835,71.517,-5.2675,-2.624,3.586,5.913,-2.9015,0.191,1.105
1,17.75,390.5215,-0.102,-2.0455,-18.735,3.649,0.83,77.223,71.7775,-5.479,-2.616,3.296,0.0975,-2.868,0.155,1.04
1,18.25,390.9285,-0.0835,-2.069,-21.3095,3.5875,2.0125,77.235,71.9525,-5.5155,-2.6065,3.616,-0.1895,-2.847,0.192,0.97
1,18.75,391.912,-0.0815,-2.197,-23.351,3.565,2.9885,77.2335,72.156,-5.4435,-2.5965,3.703,-0.1905,-2.88,0.202,1.02
1,19.25,392.2405,-0.0635,-2.266,-18.525,3.5605,2.542,77.2575,72.0495,-5.7475,-2.5605,3.55,-0.191,-2.8965,0.207,0.955
1,19.75,392.287,-0.089,-2.3465,-18.05,3.6255,0.373,77.2865,71.7,-5.642,-2.5235,3.64,-0.1875,-2.945,0.223,1.025
1,20.25,392.014,-0.1005,-2.3445,-22.565,3.587,2.7975,77.28,72.0465,-5.754,-2.4905,3.6825,-0.189,-3.0265,0.236,0.995
1,20.75,391.82,-0.101,-2.394,-22.0325,3.5785,2.74,77.2845,75.2525,-5.87,-2.461,3.8645,-0.1965,-3.015,0.252,0.925
1,21.25,391.6275,-0.078,-2.545,-23.996,3.489,1.376,77.275,74.599,-6.1765,-2.4135,3.909,-0.1855,-3.0065,0.214,0.865
1,21.75,392.194,-0.114,-2.5805,-22.99,3.496,1.308,77.2955,75.4375,-6.39,-2.373,3.937,-0.182,-3.001,0.22,0.845
1,22.25,392.422,-0.144,-2.75,-22.76,3.4245,2.488,77.3375,74.4225,-5.884,-2.36,4.1165,-0.179,-2.997,0.228,0.875
1,22.75,392.739,-0.0895,-2.798,-24.854,3.362,1.6945,77.332,73.4925,-6.011,-2.3605,3.735,-0.185,-3.0045,0.227,0.91
1,23.25,392.2805,-0.078,-3.032,-25.251,3.315,2.375,77.3475,73.7,-6.719,-2.363,3.841,-0.1855,-3.026,0.265,0.99
1,23.75,391.898,-0.113,-2.9955,-26.749,3.309,2.511,77.3215,73.944,-6.7545,-2.3655,3.8185,-0.188,-3.065,0.232,0.95
2,0.25,389.7035,-0.138,-3.09,-23.343,3.439,3.943,77.373,74.064,-5.936,-2.029,3.155,-0.209,-2.843,0.216,0.9
2,0.75,390.3445,-0.168,-3.016,-21.155,3.479,4.503,77.38,74.94,-5.674,-2.0445,3.193,-0.206,-2.896,0.207,0.92
2,1.25,389.438,-0.134,-3.404,-21.569,3.516,2.553,77.363,75.751,-5.815,-2.076,3.097,-0.205,-2.915,0.2095,0.93
2,1.75,389.137,-0.148,-3.545,-19.684,3.444,3.431,77.378,75.924,-6.198,-2.1185,3.33,-0.202,-2.964,0.2285,0.9
2,2.25,390.388,-0.1985,-3.899,-20.24,3.45,2.4415,77.34,75.651,-6.159,-2.149,3.397,-0.202,-2.975,0.2175,0.89
2,2.75,388.685,-0.125,-4.027,-18.9285,3.457,3.1675,77.343,75.301,-6.405,-2.184,3.119,-0.204,-2.993,0.203,0.92
2,3.25,389.6645,-0.163,-4.125,-16.509,3.393,2.3775,77.319,75.065,-6.574,-2.2225,3.58,-0.202,-3.018,0.199,0.9
2,3.75,389.337,-0.179,-4.147,-17.5815,3.394,3.9245,77.313,74.863,-6.792,-2.252,3.478,-0.202,-3.098,0.206,0.86
2,4.25,390.4,-0.17,-4.29,-21.706,3.379,3.99,77.327,74.681,-6.871,-2.3115,3.288,-0.198,-3.182,0.23,0.85
2,4.75,390.164,-0.1175,-4.6,-21.903,3.356,4.6995,77.327,74.572,-7.066,-2.346,3.625,-0.202,-3.195,0.223,0.94
2,5.25,390.826,-0.183,-4.925,-22.7375,3.283,4.946,77.335,73.97,-7.094,-2.3535,4.205,-0.203,-3.289,0.255,0.82
2,5.75,390.37,-0.136,-4.877,-24.5435,3.275,3.4105,77.32,74.758,-7.254,-2.361,4.31,-0.202,-3.316,0.246,0.82
2,6.25,391.026,-0.13,-4.819,-23.538,3.232,4.541,77.314,76.649,-7.594,-2.374,3.776,-0.196,-3.334,0.245,0.81
2,6.75,389.5105,-0.132,-4.915,-22.106,3.24,4.442,77.318,75.529,-7.685,-2.3855,3.552,0.889,-3.33,0.227,0.83
2,7.25,389.4635,-0.149,-5.12,-23.804,3.246,4.112,77.332,75.58,-7.361,-2.4075,3.949,27.229,-3.332,0.231,0.83
2,7.75,389.4155,-0.24,-5.312,-17.7185,3.255,7.6215,77.342,74.128,-7.176,-2.4185,4.258,105.375,-3.402,0.237,0.88
2,8.25,389.8285,-0.283,-5.154,-14.134,3.459,8.227,77.358,72.151,-5.941,-2.453,4.598,238.171,-3.408,0.251,0.99
2,8.75,389.735,-0.494,-4.693,-13.198,3.571,14.004,77.383,70.124,-4.996,-2.4575,4.373,396.024,-3.414,0.275,1.19
2,9.25,390.295,-0.5735,-3.544,-8.973,3.514,17.98,77.399,66.774,-3.988,-2.4745,4.307,596.956,-3.425,0.301,1.4
2,9.75,391.104,-0.7315,-2.993,-5.989,3.605,24.798,77.426,63.636,-3.268,-2.524,4.617,702.396,-3.425,0.302,1.53
2,10.25,391.773,-0.962,-2.342,-2.716,3.64,32.27,77.445,62.474,-2.45,-2.5655,4.461,822.914,-3.391,0.292,1.73
2,10.75,391.7485,-0.955,-1.943,-2.297,3.783,34.255,77.472,60.986,-2.124,-2.5785,5.276,927.098,-3.281,0.334,1.88
2,11.25,392.189,-1.103,-1.585,0.2845,3.819,38.533,77.466,58.856,-1.322,-2.582,5.177,1041.679,-3.255,0.3255,2.06
2,11.75,392.348,-1.1625,-1.267,2.8375,3.867,39.132,77.477,58.54,-1.236,-2.5765,5.496,1062.617,-3.198,0.3175,2.15
2,12.25,393.4205,-1.1745,-0.858,2.2825,3.8785,41.5815,77.427,57.231,-0.8635,-2.612,5.6645,1146.663,-3.112,0.3575,2.34
2,12.75,392.9045,-1.113,-0.481,5.465,3.9525,41.66,77.4015,56.7035,-0.7315,-2.567,5.8935,1155.185,-2.931,0.335,2.255
2,13.25,392.7625,-1.4,0.353,2.0035,4.052,50.7475,77.367,55.587,-0.663,-2.5305,6.179,1138.215,-2.824,0.379,2.45
2,13.75,392.604,-1.39,0.615,0.026,4.033,44.8645,77.376,57.158,-0.715,-2.4925,6.226,1059.866,-2.693,0.4125,2.44
2,14.25,391.669,-1.321,0.9545,-1.138,4.144,45.972,77.378,56.266,-0.797,-2.4795,6.2155,909.4725,-2.5955,0.4105,2.54
2,14.75,391.174,-1.154,1.1435,-2.793,4.128,44.93,77.3855,56.473,-0.6265,-2.45,5.9485,848.2115,-2.4765,0.405,2.53
2,15.25,391.5125,-1.1325,1.08,-3.4245,4.174,42.4105,77.409,57.253,-0.78,-2.4315,5.736,685.83,-2.317,0.396,2.43
2,15.75,390.0895,-0.898,1.4705,-10.317,4.1485,33.9445,77.4145,57.2185,-1.078,-2.417,5.1175,540.0155,-2.1925,0.3605,2.3
2,16.25,389.7515,-0.871,1.3125,-12.4065,4.0885,30.1315,77.4265,60.1465,-1.3685,-2.3845,5.2185,383.6125,-2.0835,0.357,2.225
2,16.75,389.5715,-0.633,1.196,-13.108,4.198,23.641,77.435,65.1225,-1.6375,-2.3475,4.8175,233.8955,-2.0225,0.3115,1.96
2,17.25,389.5985,-0.3855,0.6365,-14.2495,4.0965,15.528,77.427,67.7315,-2.393,-2.2975,3.775,90.444,-2.0085,0.293,1.78
2,17.75,389.024,-0.2285,0.5515,-16.343,4.0605,9.3625,77.41,71.687,-3.0375,-2.249,3.4185,15.9225,-2.0515,0.2485,1.49
2,18.25,389.0165,-0.154,0.1835,-14.8125,3.9045,6.2855,77.3935,73.652,-3.3555,-2.2205,2.9075,0.292,-2.0365,0.218,1.27
2,18.75,389.724,-0.125,-0.0905,-18.142,3.967,5.156,77.397,73.93,-3.4325,-2.1875,2.9645,-0.196,-1.9925,0.1905,1.14
2,19.25,389.6205,-0.1695,-0.501,-20.483,3.8535,5.716,77.3945,73.6685,-3.8825,-2.1505,3.0435,-0.1965,-1.9735,0.1955,1.095
2,19.75,388.54,-0.1355,-0.773,-20.3665,3.9445,5.3105,77.386,73.4755,-4.081,-2.1075,3.418,-0.1975,-2.056,0.2185,1.14
2,20.25,388.493,-0.14,-1.019,-17.615,3.9045,5.573,77.3855,73.524,-4.275,-2.077,3.2245,-0.1985,-2.1865,0.202,1.055
2,20.75,389.0315,-0.1055,-1.0425,-18.119,3.9245,4.532,77.387,73.271,-4.4155,-2.0795,3.4275,-0.197,-2.3145,0.218,1.045
2,21.25,389.001,-0.161,-1.731,-18.772,3.789,5.05,77.389,73.622,-4.802,-2.109,3.12,-0.202,-2.3955,0.216,1.08
2,21.75,388.9,-0.125,-1.8195,-22.273,3.7925,4.134,77.4045,74.863,-4.825,-2.0655,3.3205,-0.2085,-2.4335,0.2,0.98
2,22.25,388.8895,-0.1595,-2.1075,-18.2995,3.711,3.703,77.4075,74.4625,-5.0095,-2.06,3.232,-0.2025,-2.5045,0.197,0.94
2,22.75,388.672,-0.1825,-2.1825,-18.9865,3.6275,3.949,77.4045,73.6025,-4.9845,-2.0635,3.2745,-0.2015,-2.559,0.2215,0.935
2,23.25,388.1625,-0.1255,-2.4785,-20.768,3.58,4.3395,77.387,74.0805,-5.272,-2.04,3.3135,-0.1995,-2.6285,0.211,0.93
2,23.75,389.548,-0.197,-2.621,-22.5525,3.5875,5.3685,77.3915,73.222,-5.5425,-2.0145,3.182,-0.2045,-2.6595,0.2235,0.995
3,0.25,385.8135,-0.0885,-2.033,-18.3375,4.571,4.141,77.5935,72.207,-1.956,0.2995,2.957,-0.2255,-0.1525,0.185,1.32
3,0.75,385.907,-0.095,-2.535,-17.438,4.575,3.81,77.593,73.4075,-2.338,0.286,2.8495,-0.2235,-0.159,0.179,1.185
3,1.25,386.197,-0.079,-2.5445,-20.514,4.4425,4.754,77.6,73.4425,-2.3575,0.272,3.0495,-0.224,-0.163,0.191,1.12
3,1.75,385.273,-0.071,-2.873,-21.216,4.4355,4.203,77.603,72.2885,-2.463,0.232,3.3545,-0.228,-0.1685,0.202,1.22
3,2.25,385.893,-0.1265,-2.851,-18.09,4.3975,3.765,77.592,72.6175,-2.791,0.199,3.327,-0.221,-0.1685,0.213,1.19
3,2.75,385.981,-0.062,-2.968,-17.871,4.386,5.073,77.567,74.354,-2.959,0.1675,3.55,-0.222,-0.1695,0.195,1.1
3,3.25,386.063,-0.105,-3.004,-15.311,4.401,3.011,77.5605,75.2955,-2.8715,0.162,3.033,-0.226,-0.173,0.181,1.07
3,3.75,386.287,-0.0565,-3.0385,-15.592,4.397,3.739,77.552,74.4295,-2.859,0.14,3.204,-0.2325,-0.176,0.185,1.095
3,4.25,386.019,-0.059,-3.4795,-16.5315,4.3935,3.4685,77.555,75.483,-3.02,0.121,3.29,-0.226,-0.179,0.183,1.03
3,4.75,386.0175,-0.049,-3.454,-16.646,4.337,3.66,77.5535,75.588,-3.198,0.103,3.4105,-0.227,-0.18,0.21,1.015
3,5.25,385.819,-0.065,-3.476,-20.4465,4.2785,4.117,77.559,76.215,-3.1265,0.0885,3.289,-0.2285,-0.1965,0.194,0.95
3,5.75,386.03,-0.025,-3.3935,-19.072,4.208,4.322,77.564,75.7415,-3.3905,0.0735,3.4035,-0.102,-0.2395,0.1875,0.935
3,6.25,386.186,-0.061,-3.272,-16.818,4.148,3.5985,77.5715,75.5835,-3.8255,0.0565,3.151,5.091,-0.29,0.17,0.95
3,6.75,386.2085,-0.112,-3.255,-15.762,4.246,4.751,77.576,74.1835,-3.611,0.022,3.218,53.33,-0.3335,0.205,1.015
3,7.25,386.539,-0.26,-3.321,-11.2795,4.2725,10.8555,77.5855,70.343,-3.5805,-0.008,3.436,182.246,-0.378,0.213,1.19
3,7.75,387.425,-0.567,-3.4255,-2.15,4.3085,17.756,77.6025,69.119,-2.1225,-0.044,3.8735,334.9775,-0.3975,0.226,1.405
3,8.25,388.3,-0.731,-3.124,2.2955,4.365,22.605,77.613,65.791,-1.267,-0.0655,4.123,553.997,-0.406,0.2725,1.705
3,8.75,388.356,-0.8905,-2.512,8.596,4.3605,30.549,77.6175,61.9335,-0.464,-0.08,4.359,751.889,-0.4165,0.281,1.955
3,9.25,387.7755,-1.079,-1.9015,11.799,4.4235,34.7805,77.6195,59.231,0.1305,-0.0865,4.387,932.212,-0.412,0.276,2.43
3,9.75,388.2775,-1.2965,-1.539,16.688,4.4,39.731,77.618,56.347,1.222,-0.0755,4.425,1066.819,-0.4,0.301,2.75
3,10.25,387.501,-1.519,-1.3745,35.862,4.4785,49.109,77.6235,53.483,1.7205,-0.0535,5.064,1204.451,-0.387,0.342,3.055
3,10.75,388.268,-1.714,-1.245,38.688,4.506,55.529,77.608,49.125,2.224,0.001,5.336,1327.978,-0.383,0.391,3.6
3,11.25,387.774,-1.821,-1.22,38.033,4.5,61.157,77.631,49.896,2.2405,-0.038,5.7625,1437.321,-0.381,0.414,3.615
3,11.75,387.688,-1.938,-0.5765,32.765,4.497,63.745,77.6205,50.4555,2.3915,-0.043,5.9,1447.526,-0.3725,0.4145,3.58
3,12.25,387.952,-1.9305,-0.253,52.715,4.496,69.739,77.614,47.8755,3.122,-0.048,5.706,1498.873,-0.3555,0.4455,4.045
3,12.75,387.914,-2.101,-0.1115,40.477,4.5395,67.521,77.6115,44.1285,3.3735,-0.0515,5.6295,1491.7835,-0.327,0.454,4.16
3,13.25,387.959,-2.155,0.0265,37.395,4.5265,72.492,77.5725,43.4815,3.967,-0.0545,5.9055,1433.0945,-0.306,0.466,4.51
3,13.75,388.141,-2.097,0.175,38.86,4.4655,73.5515,77.5585,43.703,4.3445,-0.0505,6.1585,1349.2455,-0.292,0.4665,4.135
3,14.25,388.257,-2.055,0.4345,25.81,4.561,70.665,77.5505,45.7035,3.8685,-0.028,5.9255,1251.4365,-0.2425,0.4695,4.355
3,14.75,388.093,-1.7505,0.695,30.112,4.6995,64.786,77.5455,45.3385,4.2925,-0.0285,6.099,1086.4415,-0.208,0.462,4.085
3,15.25,387.806,-1.643,0.723,20.054,4.6675,57.964,77.5485,45.205,3.7235,-0.0275,6.0445,971.9055,-0.1585,0.4405,3.74
3,15.75,386.981,-1.526,0.8255,9.9795,4.583,54.6245,77.5415,46.3225,4.1795,-0.0185,5.8985,783.2295,-0.1515,0.433,3.83
3,16.25,386.201,-1.163,0.911,3.7325,4.623,46.718,77.5385,48.561,3.693,0.0345,5.7175,605.0225,-0.146,0.4165,3.83
3,16.75,385.692,-1.009,0.9205,-1.328,4.599,36.553,77.526,49.7335,3.2055,0.1255,5.484,417.825,-0.1335,0.4025,3.515
3,17.25,386.074,-0.545,0.8975,-10.105,4.7565,25.686,77.5135,52.345,2.883,0.292,5.0135,234.678,-0.1375,0.344,3.2
3,17.75,386.3485,-0.396,0.9765,-17.726,4.7825,16.575,77.5155,56.417,2.1255,0.4115,4.129,98.5075,-0.1345,0.276,2.855
3,18.25,385.763,-0.132,0.8275,-17.629,4.737,7.9375,77.5315,61.199,1.0125,0.508,3.2025,16.032,-0.1265,0.209,2.395
3,18.75,385,-0.0815,0.399,-15.6765,4.726,5.543,77.537,64.072,0.284,0.543,3.057,0.37,-0.1225,0.187,2.17
3,19.25,385.154,-0.101,-0.399,-15.504,4.712,4.423,77.567,64.783,-0.132,0.541,2.823,-0.211,-0.1265,0.158,2.08
3,19.75,385.724,-0.085,-0.965,-15.629,4.61,3.978,77.5915,65.8035,-0.4495,0.519,2.7155,-0.2165,-0.1345,0.1465,1.99
3,20.25,385.539,-0.069,-1.3775,-19.2925,4.7855,4.39,77.5875,67.4995,-0.4435,0.515,2.77,-0.2235,-0.1385,0.1615,1.77
3,20.75,385.562,-0.071,-1.456,-18.906,4.7285,5.222,77.578,68.6205,-0.7015,0.5115,2.777,-0.2275,-0.14,0.172,1.695
3,21.25,385.461,-0.0855,-1.761,-15.11,4.794,3.9695,77.5785,69.155,-1.204,0.508,2.9105,-0.232,-0.142,0.1695,1.575
3,21.75,385.3355,-0.064,-1.937,-18.2865,4.863,4.4025,77.5955,71.6205,-1.2955,0.504,2.8935,-0.2215,-0.141,0.183,1.5
3,22.25,385.59,-0.0965,-1.995,-18.334,4.69,4.385,77.6005,70.344,-1.48,0.4995,2.8545,-0.228,-0.1405,0.1705,1.53
3,22.75,385.963,-0.143,-2.076,-16.749,4.709,4.5485,77.586,72.1535,-1.69,0.4895,2.9845,-0.2325,-0.137,0.1805,1.37
3,23.25,385.3655,-0.087,-2.6655,-18.3505,4.7225,3.284,77.5695,72.237,-1.634,0.464,2.979,-0.227,-0.1365,0.1655,1.385
3,23.75,385.814,-0.0715,-2.405,-19.556,4.692,4.347,77.566,71.6305,-1.7955,0.439,2.993,-0.2265,-0.137,0.19,1.3
4,0.25,385.465,0.09,-17.446,-12.644,5.441,1.927,77.454,69.237,0.298,5.4155,2.82,-0.211,3.8885,0.171,1.78
4,0.75,385.645,0.003,-16.959,-11.908,5.375,2.5475,77.446,71.326,0.205,5.2825,2.839,-0.204,3.647,0.18,1.69
4,1.25,386.0715,0.022,-17.258,-13.932,5.277,1.917,77.408,69.63,0.194,5.152,2.856,-0.223,3.4225,0.211,1.69
4,1.75,385.993,0.048,-17.931,-15.2915,5.163,1.6185,77.401,72.494,0.101,5.0245,2.835,-0.228,3.2135,0.178,1.57
4,2.25,385.384,0.041,-18.32,-12.565,5.244,1.8215,77.399,71.717,-0.079,4.916,2.977,-0.222,3.02,0.18,1.52
4,2.75,385.8,0.047,-18.568,-13.087,5.289,3.32,77.382,72.241,-0.14,4.7925,2.9555,-0.218,2.8455,0.196,1.53
4,3.25,386.004,0.037,-19.013,-13.734,5.246,3.218,77.406,73.063,-0.299,4.6695,2.978,-0.21,2.6585,0.1875,1.44
4,3.75,386.839,0.0865,-18.839,-15.29,5.2285,2.934,77.4505,74.273,-0.8305,4.5495,2.816,-0.2095,2.592,0.178,1.54
4,4.25,386.669,0.067,-18.8885,-13.065,5.1845,2.8445,77.457,75.4775,-1.0585,4.4305,2.9405,-0.2055,2.5115,0.188,1.39
4,4.75,386.766,0.049,-18.55,-12.873,5.185,2.311,77.4595,76.09,-1.4355,4.3155,2.91,-0.1895,2.438,0.178,1.24
4,5.25,387.367,0.0255,-18.247,-13.342,5.112,2.602,77.496,75.94,-1.188,4.2025,2.897,0.649,2.3405,0.1735,1.18
4,5.75,387.2185,-0.087,-18.333,-11.284,5.228,5.087,77.495,75.855,-0.547,4.0815,2.892,19.515,2.211,0.179,1.2
4,6.25,387.617,-0.258,-18.471,-8.372,5.113,11.605,77.534,74.988,0.031,3.9565,3.067,104.859,2.0745,0.212,1.34
4,6.75,387.491,-0.544,-16.304,-0.706,5.083,17.884,77.556,70.514,0.97,3.8385,3.57,287.733,1.946,0.249,1.82
4,7.25,387.034,-0.806,-14.157,6.41,5.191,27.091,77.567,65.386,1.729,3.726,3.657,486.973,1.8385,0.251,2.36
4,7.75,386.6225,-1.119,-10.616,16.456,5.374,32.572,77.567,61.617,2.755,3.618,3.839,708.706,1.748,0.276,2.61
4,8.25,385.908,-1.4,-4.937,23.159,5.307,42,77.571,56.438,3.906,3.5245,3.953,859.175,1.675,0.2695,3.3
4,8.75,385.3425,-1.725,-2.333,34.943,5.359,50.193,77.578,51.659,5.179,3.429,4.37,1011.792,1.6235,0.2905,4.01
4,9.25,385.775,-2.0995,-1.5605,46.596,5.2685,61.609,77.5695,49.452,6.3695,3.401,4.707,1224.9495,1.7265,0.2915,4.13
4,9.75,385.35,-2.1,4.831,51.851,5.308,67.3505,77.5785,46.9865,6.609,3.336,4.712,1331.3525,2.0665,0.342,4.495
4,10.25,385.1325,-2.6515,13.46,64.623,5.1775,77.353,77.603,43.1855,6.4885,3.37,5.04,1433.0315,2.151,0.335,4.985
4,10.75,385.108,-2.581,19.418,82.6245,5.2765,79.16,77.616,43.975,7.116,3.345,4.96,1561.0165,2.675,0.345,5.405
4,11.25,384.8235,-2.516,25.508,88.295,5.2465,76.169,77.606,42.175,7.551,3.411,5.293,1698.5845,3.3265,0.345,5.74
4,11.75,384.647,-2.69,36.279,93.414,5.263,75.128,77.636,40.811,7.34,3.7035,5.616,1619.167,4.091,0.377,6.12
4,12.25,385.1855,-2.887,41.238,90.704,5.25,83.0215,77.598,38.703,8.246,3.9015,5.93,1626.464,4.793,0.3775,6.43
4,12.75,384.8475,-2.84,44.3825,90.982,5.246,74.57,77.587,36.932,8.4675,4.102,6.2255,1570.457,5.3145,0.4155,5.98
4,13.25,384.665,-2.6125,49.509,91.144,5.049,83.69,77.5735,38.9345,8.742,4.22,6.2105,1579.7855,5.7575,0.4115,6.615
4,13.75,384.5395,-2.8065,50.3745,88.484,5.069,80.5355,77.58,36.9495,8.602,4.4575,6.0425,1564.2625,6.3125,0.413,6.835
4,14.25,384.405,-2.6855,50.987,82.352,5.07,80.383,77.573,37.447,9.174,4.735,6.111,1432.917,6.9225,0.389,7.06
4,14.75,384.304,-2.277,49.065,82.572,5.031,66.187,77.503,35.418,9.1615,5.029,5.855,1256.39,7.4065,0.41,6.655
4,15.25,383.9825,-2.048,44.559,60.558,4.905,66.834,77.475,35.382,9.211,5.186,5.709,1112.432,7.6095,0.4045,6.84
4,15.75,384.104,-2.07,40.958,47.15,5.18,61.4735,77.453,32.8375,8.7585,5.4,6.036,991.4285,7.8225,0.394,7.195
4,16.25,384.259,-1.7605,37.115,28.783,5.134,52.9015,77.44,32.16,9.065,5.522,5.575,811.201,7.948,0.395,7.3
4,16.75,383.997,-1.447,34.2785,19.73,5.2135,44.442,77.479,33.3335,8.9165,5.7285,5.2435,613.9305,7.9745,0.3505,7.045
4,17.25,383.772,-0.968,28.5105,3.694,5.1545,33.916,77.497,33.549,8.74,5.907,5.042,400.4635,7.9705,0.359,6.515
4,17.75,383.797,-0.637,21.1045,-2.864,5.3275,23.8775,77.4845,36.25,8.452,6.056,4.7745,236.1045,7.889,0.339,6.155
4,18.25,383.759,-0.3775,14.72,-12.852,5.408,18.3345,77.484,42.4515,6.894,6.191,4.132,93.0245,7.7285,0.273,5.365
4,18.75,383.685,-0.037,7.1815,-15.6995,5.5075,7.621,77.483,49.363,5.32,6.3345,3.1685,16.642,7.485,0.214,4.15
