DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_9_1,TS_3_1_1,TS_3_3_1,TS_3_4_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.270471740791596,-0.585564800640229,-1.05493708150945,-4.40808358915163,-1.45017804624033,0.0281323801744207,-49.1515745969402,-10.0794677059058,0.202827827608806,403.263542604069,1.34225005933822,386.867099171915,1.21685654133108,407.29981765304,387.745610273797,1.20183434131291,407.020475853009,388.218022231723,1.1278711811624,406.086744916129,389.520215487784,1.03207155385475,405.681796608366,0.523038675811401,-5.6132055528555,0.122943376936332,0.3965,0.39925,0.13975,-5.20293,-6.141625,-6.300375,-8.061935,-9.399075,85.999928,22.0555,0.8090225,-7.82975,-6.4205,-6.26625,0,-4.3645,0.8,-1.041,202.38,276.055,205.0925,274.36,-0.18025,-0.69,-0.1,-0.84025,-0.12025,-0.36,-0.20425,-0.53,-3.826975,-0.8646,2.76645,6.12905,6.8493,12.706175,12.0874,-2.904975,0.53045,13.91685,-1.62355,3.485675,4.737975,9.63075,16.073925,-2.2218,0.306275,3.12255,5.6063,8.893125,13.94375,-0.909475,0.55305,5.855125,-50.47125,-36.191,-31.427325,-95.3775
1,0.75,-0.211234364850374,-0.236987892761767,-0.346889115555305,-3.98680180281255,-1.77469892783157,0.0289609326755495,-43.5913613819464,-12.2659928227633,0.167740221604298,402.883652598607,1.30326368161427,385.279800302051,1.18097905413794,407.181556144847,386.513897196277,1.16801488541788,407.022794220677,386.21072125574,1.11998702775438,406.888957577597,387.574854635912,1.0742264678401,406.04714562763,0.507871645718182,-5.31693491726589,0.105575564444015,0.42125,0.37,0.12975,-5.21091,-5.9147,-6.8912925,-8.702225,-9.86046,85.998641,25.3225,0.646685,-8.42625,-7.12475,-6.73175,0,-4.42525,0.7,-1.052,202.1675,273.565,204.37,271.86,-0.18,-0.68175,-0.10025,-0.86025,-0.12,-0.32025,-0.2045,-0.52,-4.184575,-1.1226,2.629275,6.029875,6.856725,12.70445,12.0866,-3.162925,0.3196,13.91585,-1.887625,3.339925,4.65685,9.6314,16.0722,-2.49565,0.132175,2.999725,5.536025,8.903575,13.943275,-1.36895,0.359375,5.786075,-50.52375,-35.7002,-30.707425,-96.1385
1,1.25,-0.179085081531313,-0.220110797209922,-0.107175002687046,-4.50396055578288,-4.70116317525055,0.0329124037950413,-38.6806553461407,-11.8170194573309,0.162024096806373,402.593744973348,1.2628207969733,384.84713852084,1.1390100276166,406.166429170953,385.300758514415,1.13435771442234,406.565742844431,385.276001886383,1.12912324155131,406.746602579095,385.697335360837,0.994314645525713,405.983306347309,0.603600144120081,-5.84486950154824,0.12322639281571,0.5465,0.409,0.14975,-6.2796175,-6.181725,-6.9653475,-9.042995,-9.9295325,85.99638,24.62425,0.72005,-8.81925,-7.4945,-7.08,0,-4.37275,0.7,-0.97325,201.395,272.56,202.8875,271.225,-0.18,-0.68,-0.1,-0.8505,-0.12,-0.37,-0.2045,-0.53,-4.522875,-1.4154,2.496875,5.926525,6.875275,12.703725,12.087,-3.512325,0.083125,13.91485,-2.245475,3.19495,4.57325,9.6323,16.0702,-2.81035,-0.147675,2.877625,5.461475,8.91295,13.942225,-1.741325,0.1823,5.712575,-51.7635,-36.4214,-31.8539,-83.057
1,1.75,-0.451799352374629,-0.417181110763693,-0.157491148541882,-3.66781803681906,-3.62889096815558,0.0324333357776181,-35.8881179828052,-13.9747791160711,0.171122467305074,403.105227859699,1.24830450260225,384.713034804744,1.11294516260623,407.595515175638,385.143206915011,1.1129815211462,407.371798251083,385.15915699785,1.04399580349008,407.060348262409,385.532777641648,0.918495030248092,404.064529393057,0.565309323137561,-6.83463713376022,0.0933288511539013,0.52775,0.39925,0.13,-6.854125,-7.1334,-7.5174625,-9.63783,-10.2759275,86.0032025,25.46925,0.30715,-9.158,-7.70475,-7.522,0,-4.2565,0.7,-1.43325,200.895,271.6525,201.1925,269.5125,-0.17025,-0.68,-0.10025,-0.85025,-0.12,-0.34025,-0.21425,-0.53,-4.867025,-1.723425,2.373725,5.821175,6.8849,12.702725,12.081325,-3.81905,-0.13225,13.91385,-2.58285,3.0574,4.4908,9.63315,16.0692,-3.139775,-0.460225,2.760625,5.380025,8.92115,13.941225,-2.08315,-0.123775,5.6332,-51.6203,-36.3508,-31.490025,-95.653
1,2.25,-0.279582966547939,-0.195827075733215,-0.190993904604145,-4.38194472816236,-2.23040342420015,0.0341906619854507,-39.0755675405819,-8.45988059449175,0.1778718173092,403.540964936852,1.208162588565,384.864024630421,1.084034933009,406.5965405321,385.143306303551,1.08576507872648,405.967208749403,384.630412386386,1.05022690571854,405.12015228807,384.182956402155,0.829701419566455,401.698265134031,0.631592555140422,-7.71695676197816,0.0906747724861449,0.52,0.4185,0.13975,-6.7965275,-7.9869,-7.96267,-9.98467,-10.478715,86.0072295,25.6495,0.253685,-9.24825,-7.842,-7.658,0,-4.535,0.7,-1.1255,199.6,269.7,199.2975,267.7525,-0.17025,-0.68,-0.10025,-0.8505,-0.12,-0.3305,-0.214,-0.53,-5.17165,-2.02105,2.25995,5.713275,6.894925,12.701275,12.081325,-4.1133,-0.410525,13.9117,-2.853575,2.92975,4.408875,9.6355,16.0672,-3.446225,-0.755275,2.6501,5.2895,8.929625,13.940275,-2.44045,-0.4299,5.540175,-52.2285,-36.2894,-31.3856,-91.409
1,2.75,-0.253570208417524,-0.230820831151145,-0.224496660666407,-4.16091069227113,-2.47639394619776,0.0261517061308066,-51.0143873323205,-11.4784401714665,0.183649641892871,403.567727051599,1.17045114640817,384.884008485517,1.06364798591321,406.357935890305,384.61448024256,1.04599006105308,406.092553652769,384.324216608279,0.984740529005432,405.565453641846,385.893792688925,0.919372757644217,403.30747902353,0.53016179019759,-8.0168195840921,0.145805726537586,0.404,0.37,0.13,-7.77355,-8.44755,-8.5469575,-9.99089,-10.73145,86.00306725,25.8335,0.2213725,-9.304,-7.8695,-7.9275,0,-4.21875,0.6975,-0.6905,198.8,267.4775,198.46,265.775,-0.18,-0.69,-0.1,-0.87025,-0.12,-0.36025,-0.214,-0.53,-5.4308,-2.275375,2.1518,5.6031,6.895425,12.700275,12.081775,-4.358,-0.649225,13.91185,-3.189625,2.80665,4.326525,9.637425,16.065475,-3.602375,-0.99185,2.545675,5.195425,8.937725,13.93985,-2.779175,-0.74315,5.443575,-51.50275,-36.08175,-32.17305,-92.6475
1,3.25,-0.112139673346566,-0.754743733899783,-0.400630086340602,-6.57393960621415,-2.89168467428751,0.0220424512111693,-49.9419380900004,-12.5338286373379,0.168193351764601,403.517356073279,1.15707428213516,384.899886532479,1.09031127470043,406.771025907738,385.243396299059,1.08008500017289,405.770139141751,385.060552533154,1.02005984763278,405.665512802697,385.947025453416,0.923061066002665,404.349550754064,0.512024528473204,-7.7803941657492,0.138555300911835,0.468,0.38,0.13975,-7.7705175,-8.132775,-8.310995,-9.4483475,-11.65831,85.99622025,26.79425,0.1855375,-9.75225,-8.436,-8.11875,0,-4.181,0.6975,-0.79,198.3875,267.245,198,265.275,-0.17,-0.69,-0.1,-0.86,-0.12,-0.31025,-0.21425,-0.53,-5.638325,-2.50645,2.056375,5.4932,6.8968,12.69955,12.081325,-4.5637,-0.8953,13.91085,-3.53035,2.690775,4.2488,9.63935,16.064475,-3.873075,-1.210325,2.450925,5.09935,8.945375,13.9388,-3.130825,-1.056,5.345525,-53.015,-37.2445,-32.85125,-86.504
1,3.75,-0.212388617464811,-0.475618136817739,-0.576763512014798,-3.60015935883147,-3.17629279526781,0.0245463656081194,-46.9443390735011,-8.45714944208352,0.175581241059668,403.551042308931,1.20830706876712,385.10321712672,1.04997651133228,406.438938455049,384.858126293665,1.02504549681298,405.474562246142,384.522563927756,0.987294429551662,405.685453877784,385.408920847741,0.893387719713408,403.355406959137,0.566467007167406,-7.79708283925394,0.11554173983923,0.55125,0.41975,0.14,-7.922535,-8.2236,-8.443825,-9.99601,-11.455545,86.00257,25.6725,0.15938,-10.13125,-8.3625,-8.51075,0,-4.26275,0.7975,-0.581,199.685,266.95,198.8775,267.1675,-0.18,-0.69,-0.09,-0.85025,-0.12,-0.33025,-0.2145,-0.52,-5.894725,-2.732825,1.9701,5.382025,6.903275,12.70055,12.0811,-4.797475,-1.175875,13.90985,-3.81195,2.57925,4.17155,9.63835,16.06275,-4.22245,-1.4187,2.3629,5.00055,8.94885,13.9378,-3.39175,-1.334325,5.244375,-53.31115,-37.4108,-32.8221,-85.463
1,4.25,-0.135505989526231,-0.316471589260321,-0.304252211122508,-7.18877263499687,-3.29503413508005,0.0353621459317103,-56.5245398989461,-13.9219543854094,0.187873838178443,403.544257837469,1.23201740316551,385.457176895148,1.03854374252171,406.224182533594,385.099764964859,1.0211368556765,405.835172925508,385.000071833396,0.979540392327646,404.669079968254,386.016860258667,0.927493245515887,403.584028539879,0.655165029379623,-8.22526463432759,0.118748010328639,0.50775,0.39,0.13,-7.9911075,-8.67525,-8.8613425,-10.3997075,-11.7954675,86.00160025,23.33825,0.1667075,-10.39275,-8.965,-8.7615,0,-4.2835,0.6975,-0.69325,199.0375,264.9925,198.09,265.57,-0.17025,-0.69175,-0.1,-0.87,-0.12,-0.34025,-0.21425,-0.53,-6.06055,-2.9923,1.883875,5.268675,6.91495,12.699825,12.08155,-5.075375,-1.444625,13.90885,-4.051225,2.469625,4.091925,9.640275,16.061475,-4.555125,-1.64115,2.2763,4.89975,8.951775,13.936275,-3.53535,-1.502625,5.1409,-55.4044,-36.64915,-33.0125,-88.82
1,4.75,-1.05761722369611,-0.352048517585839,-0.986349679132332,-14.7068070722239,-1.20466426618993,0.0348151613811929,-53.6375198536832,-13.112607909608,0.149531832995434,402.911663733151,1.25552418855702,385.177015876664,1.02139136478951,405.557482514919,385.326436212447,0.990785621976037,405.785855131563,385.26006512354,0.949716403708821,403.920952025505,386.410785533427,0.893131600647057,403.752191810219,0.408636974651536,-8.35640510920285,0.113397935475194,0.436,0.3485,0.11,-8.583835,-9.085025,-9.395595,-10.77225,-12.0235725,86.015154,23.77975,0.254645,-10.687,-9.2915,-9.0855,0,-4.21,0.7,-0.5705,198.355,263.79,199.3375,264.29,-0.17,-0.7,-0.10025,-0.88025,-0.12,-0.34,-0.2145,-0.53,-6.313075,-3.2517,1.7985,5.1546,6.900825,12.697825,12.080325,-5.307725,-1.707025,13.90785,-4.318025,2.368325,4.015825,9.6412,16.059475,-4.86205,-1.8275,2.190075,4.795225,8.955425,13.9358,-3.771475,-1.50725,5.036525,-57.1015,-36.1293,-32.067,-86.678
