DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,0.03573942,18.3150974999999,47.699575,8.35755,19.60299,7.0931795,0.53247075,19.145035,534.6781,14.56244,2325.483,1.7688065,1.4377915,0.7295141,0.95830375,102.93685,0.674724137931034,0.682941666666667,27.8783333333333,0.405468735632189,0.661061839080469,14.9414666666667,13.1955172413793,13.1728965517241,13.2738206896552,13.4078666666667,13.3882114942529,13.1551494252874,14.307324137931,14.3211172413793,14.3762715517241,14.3565793103448,13.98975,14.068,12.8236666666667,13.0695862068966,13.0968666666667,13.2549747126437,13.6761333333333,13.4077655172414
1,0.75,0.02961862,13.075755,61.5885724999999,7.17578475,20.960025,6.5172205,0.50229935,19.111265,572.92975,14.5365,2272.2195,1.8765785,1.882061,0.5623401,1.3574425,102.9266,0.700199999999999,0.679873333333334,21.0763333333333,0.562300000000006,1.01197333333334,14.6486666666667,13.1233448275862,13.1376666666667,13.2526666666667,13.382,13.3824,13.1562666666667,14.2816,14.2925333333333,14.3507666666667,14.3298,13.997975,14.0670666666667,12.8069655172414,12.9029885057471,13.0555218390805,13.2172275862069,13.6528,13.4208
1,1.25,0.01839786,13.0472,36.06328,4.6888725,53.228035,6.7775625,0.47601435,18.91591,534.54525,15.0351875,2272.97425,1.671965,1.5010375,0.65537035,1.4098715,102.9269,0.722344827586207,0.683220689655172,17.9843333333333,0.443032643678167,1.12776000000001,14.8222,13.0705517241379,13.1026804597701,13.2242,13.3534666666667,13.3952,13.154367816092,14.2665517241379,14.2762068965517,14.33225,14.3166896551724,14.0037896551724,14.0623333333333,12.8011402298851,12.7617931034483,12.9328275862069,13.1754712643678,13.6244666666667,13.423724137931
1,1.75,0.019884545,24.5602675,88.1749799999998,6.10985,29.2235,6.955904,0.5380964,19.14582,511.82835,17.3508125,2269.737,1.7063385,1.4499115,0.61020985,1.222857,102.9178,0.726833333333333,0.676869568965517,15.8558333333333,-0.436433333333332,0.2046,14.8522,12.9957793103448,13.0851724137931,13.1548965517241,13.3076551724138,13.3863333333333,13.1410712643678,14.2333333333333,14.2456666666667,14.307475,14.2912,14.0132416666667,14.0651034482759,12.7892413793103,12.7442068965517,12.7669425287356,13.126275862069,13.5928229885058,13.4293333333333
1,2.25,0.021590125,14.295363,27.77218,6.8114475,24.20544,5.018683,0.724954224999998,19.06399,549.8735,17.26703,2262.9565,1.690484,1.7590705,0.786853650000001,1.3018045,102.90665,0.671033333333333,0.678666666666667,12.2985833333333,-0.022855172413793,0.155631264367816,14.7981333333333,12.9274,13.0748666666667,13.0946,13.2881333333333,13.3758666666667,13.1448,14.2208,14.2050666666667,14.2778083333333,14.2594,14.0180166666667,14.0746390804598,12.821,12.7492,12.6123333333333,13.0844666666667,13.5660666666667,13.4356
1,2.75,0.02756706,29.4858249999999,24.874045,5.2909405,7.4653215,5.412631,0.5927759,18.9557,517.4813,16.247345,2247.402,1.389579,1.298778,0.62044995,1.441716,102.8931,0.676308333333333,0.686346666666667,13.5037,-0.0770266666666664,-0.032573333333333,14.6680666666667,12.9719333333333,13.0552091954023,13.0832666666667,13.2660597701149,13.3639908045977,13.1567586206897,14.2163862068966,14.2195747126437,14.2536083333333,14.2406,14.0292793103448,14.0595310344828,12.8050666666667,12.8014666666667,12.4606666666667,13.0463333333333,13.5374988505747,13.4438620689655
1,3.25,0.01885975,8.1599325,32.8946325,5.153188,7.59185125,5.435185,0.722233299999998,18.954635,536.6175,16.33902,2239.53025,2.1528225,1.920379,0.7383309,1.692147,102.879825,0.679903448275862,0.684397701149425,9.77766666666667,0.681087816091967,0.874591034482773,14.3111333333333,13.0532735632184,13.0069471264368,13.0700528735632,13.2449333333333,13.375,13.1711563218391,14.1699356321839,14.1922137931034,14.229849137931,14.2253103448276,14.0319083333333,14.0549333333333,12.664124137931,12.8454,12.4754666666667,12.9786,13.5051425287356,13.4402068965517
1,3.75,0.0394014925,8.6773565,37.47365,6.00979125,36.83496,6.91559350000001,0.843758350000001,19.16957,556.4374,16.48597,2233.545,1.6505005,1.6847325,1.0395292,1.5203145,102.88755,0.645482758620689,0.670727873563218,10.6594,1.13274160919543,1.75868735632187,14.4666666666667,12.9115172413793,12.9296413793103,13.055724137931,13.2234482758621,13.3592827586207,13.1766,14.1244827586207,14.15,14.2260862068966,14.2170344827586,14.0321801724138,14.0609655172414,12.3811724137931,12.6646804597701,12.5001517241379,12.8456689655172,13.4814482758621,13.4315333333333
1,4.25,0.02278619,17.38523,26.38294,9.75993599999999,12.5590375,7.1547995,0.4658397,19.196745,608.5256,16.05299,2219.0475,1.5115085,1.435236,0.5596416,1.4223935,102.8828,0.679349137931034,0.676175,10.6200166666667,7.31642666666668,10.9962666666667,14.4482,12.8647977011494,12.8603402298851,13.0289885057471,13.1749747126437,13.352,13.163,14.1242,14.1332666666667,14.2245801724138,14.2356735632184,14.039825,14.0700666666667,12.3816735632184,12.577167816092,12.466691954023,12.7134620689655,13.4608482758621,13.4298666666667
1,4.75,0.01348687,28.7753349999997,58.2965475,6.229412,18.60278,7.5182245,0.45817865,18.5449,612.8806,15.43999,2274.44025,1.5090235,1.4130755,0.561034,1.4961915,102.9141,0.69625948275862,0.678886666666667,10.4837833333333,2.9572666666667,5.24836000000002,14.2576666666667,12.8779333333333,12.8815333333333,13.0077333333333,13.1202804597701,13.3402850574713,13.1547034482759,14.1175172413793,14.1203448275862,14.2118793103448,14.231724137931,14.0535689655172,14.0621379310345,12.3914,12.5798666666667,12.4328666666667,12.5896436781609,13.4329655172414,13.430275862069
1,5.25,0.02004022,20.93845075,100.32164,5.177755,6.54558599999999,6.863272,0.42121645,18.740435,629.6016,13.819375,2307.2095,1.4328805,1.135436,0.5836864,1.34614,102.96715,0.73951724137931,0.67859724137931,12.12675,10.5944933333333,10.96764,14.2943333333333,12.7304827586207,12.8583149425287,12.9844827586207,13.0712551724138,13.3184,13.1547333333333,14.0875333333333,14.0873333333333,14.199175862069,14.2093793103448,14.0575086206897,14.0585333333333,12.1561517241379,12.4298620689655,12.3826597701149,12.6120275862069,13.4057402298851,13.438
